,nodes,edges,vocs
11953,5391.0,26830.0,121.0
12529,5391.0,26895.0,127.0
11587,5391.0,26789.0,118.0
13523,5392.0,26875.0,137.0
10057,5392.0,26813.0,102.0
10988,5392.0,26810.0,112.0
11794,5395.0,26900.0,120.0
12688,5395.0,26820.0,129.0
11552,5395.0,26845.0,117.0
11035,5395.0,26843.0,112.0
11721,5396.0,26880.0,119.0
12151,5396.0,26655.0,123.0
11086,5397.0,26896.0,113.0
11862,5397.0,26920.0,120.0
13619,5398.0,26900.0,138.0
11415,5399.0,26906.0,116.0
10754,5399.0,26623.0,108.0
12743,5399.0,26885.0,129.0
13335,5399.0,26900.0,135.0
12286,5400.0,26842.0,124.0
13058,5400.0,26926.0,132.0
12477,5400.0,26711.0,127.0
11852,5400.0,26915.0,119.0
11133,5400.0,26875.0,112.0
11446,5400.0,26901.0,115.0
12375,5401.0,26938.0,124.0
11998,5401.0,26650.0,122.0
11856,5402.0,26894.0,120.0
12092,5402.0,26837.0,122.0
11586,5402.0,26798.0,118.0
11094,5402.0,26855.0,113.0
12754,5402.0,26929.0,129.0
11920,5402.0,26633.0,121.0
12199,5403.0,26910.0,124.0
11908,5403.0,26919.0,121.0
11848,5403.0,26918.0,120.0
11015,5403.0,26971.0,112.0
11671,5404.0,26909.0,118.0
13286,5404.0,26703.0,135.0
12020,5404.0,26872.0,122.0
11912,5404.0,26905.0,120.0
12633,5404.0,26940.0,128.0
12216,5405.0,26706.0,123.0
12997,5405.0,26862.0,132.0
12683,5406.0,26902.0,129.0
12215,5406.0,26891.0,124.0
11269,5406.0,26933.0,114.0
11986,5406.0,26711.0,122.0
12613,5408.0,26883.0,128.0
11312,5409.0,26943.0,115.0
11652,5409.0,26909.0,118.0
11851,5409.0,27012.0,120.0
10836,5409.0,26911.0,110.0
12037,5409.0,26925.0,121.0
11443,5409.0,26950.0,116.0
13248,5409.0,26734.0,133.0
12400,5410.0,26929.0,126.0
12596,5410.0,26989.0,128.0
12657,5411.0,26870.0,128.0
11539,5412.0,26973.0,116.0
13246,5412.0,26772.0,134.0
11331,5413.0,26930.0,115.0
12157,5414.0,26764.0,123.0
12789,5414.0,26943.0,130.0
11727,5414.0,26993.0,118.0
12002,5414.0,26980.0,122.0
11098,5415.0,27015.0,113.0
12112,5415.0,27044.0,123.0
11176,5415.0,26932.0,114.0
10782,5416.0,26893.0,110.0
11600,5416.0,26995.0,118.0
12164,5416.0,26781.0,123.0
12245,5416.0,26989.0,123.0
13708,5416.0,27004.0,139.0
11554,5416.0,26937.0,117.0
12977,5416.0,26739.0,132.0
12707,5417.0,27017.0,129.0
10845,5417.0,26794.0,110.0
12379,5418.0,27037.0,126.0
10826,5418.0,27055.0,110.0
12503,5418.0,26964.0,127.0
11144,5419.0,26996.0,112.0
12972,5419.0,26976.0,131.0
13128,5419.0,27010.0,133.0
11335,5419.0,26984.0,115.0
12138,5420.0,27031.0,122.0
12310,5420.0,27055.0,125.0
11808,5421.0,27076.0,120.0
12064,5421.0,27004.0,122.0
12617,5421.0,26993.0,128.0
12261,5421.0,26977.0,124.0
11603,5421.0,26979.0,118.0
11744,5422.0,26954.0,119.0
11449,5422.0,27015.0,115.0
12363,5423.0,27054.0,125.0
11881,5423.0,27027.0,121.0
11936,5423.0,27028.0,121.0
12340,5423.0,26973.0,125.0
11699,5423.0,26803.0,119.0
11326,5424.0,27060.0,115.0
12930,5424.0,26962.0,131.0
11682,5425.0,26929.0,119.0
12369,5425.0,27033.0,125.0
11734,5425.0,27053.0,118.0
11830,5426.0,26939.0,120.0
11107,5426.0,27005.0,113.0
11822,5426.0,27070.0,120.0
12627,5426.0,26770.0,128.0
10326,5426.0,26968.0,105.0
12457,5427.0,27051.0,126.0
13160,5427.0,26985.0,133.0
11124,5427.0,27060.0,113.0
11770,5427.0,27044.0,119.0
10341,5428.0,27108.0,105.0
12696,5428.0,27029.0,129.0
12165,5428.0,27043.0,123.0
13093,5428.0,27076.0,133.0
11574,5429.0,27016.0,117.0
12347,5429.0,27039.0,125.0
12575,5429.0,26867.0,127.0
10363,5429.0,27040.0,105.0
11901,5430.0,27022.0,120.0
12094,5431.0,26992.0,123.0
12298,5431.0,27037.0,125.0
12869,5431.0,27058.0,130.0
10515,5431.0,26982.0,107.0
11747,5432.0,26969.0,119.0
12227,5432.0,26874.0,124.0
11678,5432.0,27100.0,118.0
12144,5432.0,27035.0,123.0
10848,5433.0,27060.0,110.0
11583,5433.0,27043.0,118.0
12659,5433.0,27091.0,128.0
12128,5433.0,27093.0,123.0
12223,5433.0,27050.0,124.0
12481,5434.0,27117.0,127.0
11826,5434.0,26802.0,120.0
9750,5434.0,27043.0,98.0
12955,5434.0,27044.0,131.0
11400,5434.0,27039.0,116.0
11213,5434.0,27098.0,113.0
11957,5435.0,26861.0,121.0
12589,5435.0,27086.0,127.0
12390,5435.0,27139.0,126.0
11668,5436.0,27025.0,118.0
13375,5436.0,27092.0,135.0
11685,5436.0,27081.0,119.0
12329,5436.0,27071.0,125.0
12672,5437.0,27056.0,128.0
12288,5437.0,26993.0,125.0
12366,5437.0,27150.0,125.0
12135,5437.0,27101.0,123.0
12407,5438.0,26960.0,126.0
11531,5438.0,27006.0,117.0
13506,5439.0,27088.0,137.0
12980,5439.0,26876.0,132.0
12073,5439.0,27050.0,122.0
12608,5439.0,27104.0,128.0
12474,5440.0,27057.0,126.0
12700,5441.0,27142.0,129.0
13235,5441.0,27169.0,134.0
13662,5442.0,27130.0,138.0
11979,5443.0,27114.0,122.0
11814,5443.0,27045.0,120.0
12562,5443.0,27028.0,127.0
11440,5443.0,27058.0,116.0
12074,5443.0,27046.0,122.0
11644,5444.0,27040.0,117.0
13617,5444.0,27148.0,138.0
12653,5444.0,26889.0,128.0
12126,5444.0,27044.0,123.0
10575,5445.0,27139.0,107.0
11246,5446.0,27115.0,114.0
12614,5446.0,27092.0,128.0
12571,5446.0,27093.0,127.0
11729,5446.0,27110.0,119.0
12975,5446.0,26966.0,131.0
12772,5446.0,27103.0,129.0
11433,5446.0,27093.0,116.0
11872,5447.0,26948.0,120.0
11575,5447.0,27178.0,117.0
12666,5447.0,27139.0,128.0
11303,5448.0,27106.0,115.0
11113,5448.0,27112.0,112.0
12030,5448.0,27083.0,122.0
12010,5448.0,27131.0,122.0
13271,5449.0,27157.0,134.0
11709,5449.0,27110.0,119.0
11590,5449.0,27120.0,118.0
12774,5449.0,27156.0,129.0
11931,5449.0,27120.0,120.0
12167,5449.0,27140.0,123.0
11916,5450.0,27110.0,121.0
12631,5450.0,27129.0,128.0
12169,5450.0,27087.0,123.0
11967,5450.0,26946.0,121.0
12784,5450.0,27058.0,130.0
13030,5451.0,26962.0,132.0
12558,5451.0,26970.0,127.0
11871,5451.0,27119.0,120.0
11565,5451.0,27207.0,116.0
11627,5451.0,27211.0,118.0
11617,5451.0,27180.0,117.0
11248,5452.0,27137.0,113.0
11878,5452.0,27056.0,120.0
11336,5452.0,27145.0,114.0
12970,5452.0,26952.0,131.0
11868,5452.0,27147.0,120.0
12271,5453.0,27201.0,124.0
12794,5453.0,27196.0,130.0
12517,5453.0,27161.0,127.0
12189,5453.0,27202.0,124.0
12716,5454.0,27168.0,129.0
13159,5454.0,27149.0,133.0
12587,5454.0,27167.0,128.0
12095,5454.0,27159.0,123.0
12036,5454.0,27117.0,122.0
12285,5455.0,27170.0,125.0
11541,5455.0,27079.0,117.0
11795,5456.0,27080.0,120.0
12642,5456.0,27179.0,128.0
12756,5456.0,27202.0,129.0
13008,5457.0,26930.0,132.0
12247,5457.0,27130.0,124.0
13038,5457.0,27199.0,132.0
13856,5457.0,27200.0,140.0
12512,5457.0,27115.0,127.0
12748,5458.0,27094.0,129.0
12753,5458.0,26989.0,129.0
12472,5458.0,27206.0,126.0
11132,5458.0,27106.0,112.0
11974,5459.0,27166.0,121.0
12582,5459.0,27205.0,128.0
12540,5459.0,27202.0,127.0
10781,5460.0,27228.0,110.0
12022,5460.0,27219.0,122.0
11696,5460.0,27091.0,119.0
12592,5460.0,27151.0,128.0
11910,5460.0,27167.0,121.0
11824,5460.0,27202.0,120.0
13892,5460.0,27217.0,141.0
12275,5460.0,27150.0,124.0
11358,5461.0,26978.0,115.0
12939,5463.0,27007.0,131.0
12583,5463.0,27263.0,128.0
11797,5463.0,27191.0,120.0
13178,5463.0,27199.0,134.0
11492,5463.0,27211.0,116.0
11601,5463.0,27212.0,117.0
13216,5464.0,26970.0,134.0
12289,5464.0,27184.0,125.0
12711,5464.0,27136.0,129.0
12386,5464.0,27158.0,126.0
13141,5464.0,27010.0,133.0
12318,5464.0,27168.0,125.0
12873,5465.0,26961.0,130.0
10925,5465.0,27195.0,111.0
12471,5465.0,27211.0,126.0
12790,5465.0,27247.0,129.0
11898,5466.0,27158.0,121.0
13241,5467.0,27173.0,134.0
11168,5467.0,27196.0,113.0
11663,5467.0,27224.0,118.0
12541,5467.0,27203.0,127.0
13127,5468.0,27242.0,133.0
12460,5468.0,27208.0,126.0
13457,5468.0,27259.0,136.0
12368,5469.0,27154.0,125.0
12632,5469.0,27245.0,128.0
12811,5469.0,27252.0,130.0
11161,5469.0,27237.0,112.0
10550,5469.0,27170.0,107.0
12850,5470.0,27294.0,130.0
13745,5470.0,27248.0,139.0
12059,5470.0,27216.0,122.0
11996,5470.0,27240.0,122.0
11825,5470.0,27274.0,119.0
12750,5471.0,27180.0,129.0
12233,5471.0,27059.0,124.0
11642,5471.0,27207.0,118.0
13785,5471.0,27249.0,140.0
12343,5471.0,27211.0,125.0
12469,5472.0,27300.0,126.0
12181,5472.0,27299.0,124.0
12762,5472.0,27214.0,129.0
12051,5472.0,27195.0,122.0
11353,5472.0,27303.0,115.0
12887,5472.0,27216.0,131.0
11932,5472.0,27224.0,120.0
11790,5472.0,27313.0,120.0
12533,5473.0,27290.0,127.0
12068,5473.0,27083.0,122.0
11885,5473.0,27307.0,121.0
12931,5473.0,27231.0,131.0
13413,5473.0,27264.0,136.0
12739,5473.0,27148.0,129.0
13002,5473.0,27255.0,132.0
10724,5474.0,27233.0,108.0
12109,5474.0,27182.0,123.0
12918,5474.0,27197.0,131.0
13055,5474.0,27143.0,132.0
13250,5475.0,27300.0,134.0
11853,5476.0,27065.0,120.0
12177,5476.0,27247.0,124.0
11778,5476.0,27293.0,119.0
12863,5476.0,27210.0,130.0
12594,5476.0,27213.0,128.0
11873,5476.0,27211.0,120.0
13025,5477.0,27307.0,131.0
12872,5477.0,27232.0,130.0
11792,5478.0,27280.0,119.0
12482,5478.0,27176.0,126.0
12374,5478.0,27310.0,125.0
12121,5478.0,27268.0,123.0
11803,5479.0,27320.0,120.0
13065,5479.0,27293.0,132.0
11078,5479.0,27259.0,112.0
12584,5479.0,27347.0,128.0
11780,5479.0,27225.0,120.0
12719,5480.0,27250.0,128.0
12538,5480.0,27241.0,126.0
11924,5480.0,27295.0,121.0
11226,5480.0,27266.0,113.0
11386,5480.0,27281.0,116.0
12697,5481.0,27306.0,129.0
12636,5482.0,27290.0,128.0
11897,5482.0,27260.0,121.0
12257,5482.0,27218.0,124.0
12320,5482.0,27331.0,124.0
12251,5483.0,27311.0,124.0
13253,5483.0,27338.0,134.0
13183,5483.0,27286.0,134.0
13033,5483.0,27210.0,132.0
11494,5483.0,27305.0,117.0
12740,5483.0,27311.0,129.0
12771,5483.0,27320.0,129.0
13176,5483.0,27265.0,134.0
11611,5484.0,27314.0,118.0
12660,5484.0,27268.0,128.0
11628,5484.0,27191.0,118.0
13037,5484.0,27325.0,132.0
12219,5484.0,27241.0,124.0
13113,5484.0,27070.0,132.0
13303,5485.0,27111.0,135.0
12625,5485.0,27342.0,127.0
13289,5485.0,27215.0,135.0
13204,5485.0,27340.0,134.0
12720,5485.0,27287.0,129.0
12833,5486.0,27128.0,130.0
12195,5486.0,27300.0,123.0
11959,5486.0,27317.0,121.0
11823,5487.0,27272.0,120.0
12254,5487.0,27287.0,124.0
12909,5487.0,27364.0,131.0
13197,5487.0,27260.0,134.0
12429,5487.0,27329.0,126.0
12857,5487.0,27319.0,130.0
13035,5488.0,27119.0,132.0
13933,5488.0,27327.0,141.0
11626,5488.0,27298.0,118.0
12163,5488.0,27358.0,123.0
12566,5488.0,27310.0,126.0
12530,5488.0,27366.0,127.0
11944,5489.0,27254.0,121.0
13393,5489.0,27264.0,136.0
13179,5489.0,27289.0,134.0
11765,5491.0,27315.0,118.0
13471,5491.0,27311.0,136.0
12440,5492.0,27124.0,126.0
12160,5492.0,27322.0,123.0
12258,5492.0,27284.0,124.0
11772,5492.0,27397.0,118.0
11437,5493.0,27361.0,116.0
12188,5493.0,27323.0,124.0
13118,5494.0,27306.0,133.0
12946,5495.0,27178.0,131.0
12969,5495.0,27309.0,131.0
12331,5495.0,27334.0,125.0
11280,5496.0,27349.0,115.0
14045,5497.0,27376.0,142.0
12158,5497.0,27303.0,123.0
11883,5497.0,27349.0,121.0
13820,5497.0,27376.0,140.0
13000,5497.0,27314.0,132.0
12435,5497.0,27341.0,126.0
11570,5497.0,27293.0,117.0
13444,5497.0,27377.0,136.0
12640,5497.0,27142.0,128.0
11438,5498.0,27417.0,116.0
12156,5498.0,27312.0,123.0
11877,5498.0,27394.0,121.0
12337,5499.0,27348.0,125.0
12418,5499.0,27305.0,126.0
13205,5499.0,27405.0,134.0
12835,5499.0,27377.0,130.0
12652,5500.0,27405.0,128.0
10421,5501.0,27391.0,105.0
13122,5501.0,27409.0,133.0
12380,5501.0,27355.0,126.0
11787,5501.0,27401.0,120.0
13270,5503.0,27370.0,134.0
10957,5503.0,27384.0,111.0
12061,5503.0,27400.0,122.0
11984,5503.0,27386.0,122.0
12732,5503.0,27389.0,129.0
12130,5504.0,27403.0,123.0
12852,5504.0,27361.0,130.0
12456,5505.0,27184.0,126.0
12224,5505.0,27460.0,124.0
12947,5505.0,27339.0,131.0
13117,5506.0,27446.0,133.0
12421,5506.0,27340.0,126.0
12488,5506.0,27383.0,127.0
12602,5506.0,27358.0,128.0
12523,5507.0,27197.0,127.0
13203,5507.0,27439.0,134.0
13072,5508.0,27398.0,132.0
13126,5508.0,27348.0,133.0
13026,5508.0,27405.0,132.0
12025,5508.0,27344.0,122.0
13304,5508.0,27448.0,135.0
12650,5509.0,27407.0,128.0
13425,5509.0,27362.0,136.0
12446,5509.0,27387.0,126.0
13095,5509.0,27392.0,133.0
13090,5510.0,27192.0,133.0
12992,5510.0,27368.0,132.0
12518,5510.0,27431.0,127.0
12532,5510.0,27258.0,127.0
12047,5510.0,27344.0,122.0
12362,5511.0,27407.0,125.0
12229,5511.0,27436.0,123.0
11332,5511.0,27464.0,115.0
13136,5511.0,27494.0,133.0
12590,5512.0,27406.0,128.0
13147,5512.0,27264.0,133.0
12718,5513.0,27415.0,129.0
11712,5513.0,27438.0,119.0
12054,5513.0,27451.0,122.0
12387,5513.0,27442.0,126.0
12651,5514.0,27430.0,128.0
12019,5515.0,27443.0,122.0
11951,5515.0,27487.0,121.0
12467,5515.0,27421.0,126.0
11206,5516.0,27447.0,114.0
12840,5516.0,27466.0,130.0
10968,5516.0,27375.0,111.0
12186,5516.0,27464.0,124.0
12166,5516.0,27444.0,123.0
12526,5517.0,27439.0,127.0
12013,5517.0,27450.0,122.0
12510,5517.0,27475.0,127.0
13766,5518.0,27477.0,139.0
12080,5518.0,27461.0,123.0
11779,5519.0,27460.0,120.0
12234,5519.0,27418.0,124.0
11816,5519.0,27436.0,120.0
12127,5519.0,27458.0,123.0
11940,5520.0,27495.0,121.0
12045,5520.0,27503.0,122.0
12759,5520.0,27517.0,129.0
11983,5521.0,27495.0,121.0
12573,5521.0,27299.0,127.0
13109,5522.0,27422.0,133.0
12630,5523.0,27478.0,128.0
11845,5523.0,27523.0,120.0
12782,5523.0,27313.0,130.0
11789,5523.0,27428.0,120.0
12492,5523.0,27392.0,127.0
13657,5524.0,27310.0,138.0
13199,5524.0,27236.0,134.0
12858,5524.0,27456.0,130.0
12376,5524.0,27360.0,126.0
13565,5525.0,27457.0,137.0
12438,5525.0,27517.0,126.0
12836,5525.0,27501.0,130.0
12033,5526.0,27495.0,121.0
12764,5526.0,27532.0,129.0
11904,5526.0,27484.0,120.0
13115,5526.0,27471.0,133.0
12722,5526.0,27475.0,129.0
12823,5527.0,27476.0,130.0
12464,5527.0,27445.0,125.0
12741,5528.0,27577.0,129.0
12911,5528.0,27462.0,130.0
12998,5528.0,27339.0,132.0
12600,5529.0,27527.0,128.0
12819,5529.0,27575.0,130.0
12598,5530.0,27516.0,128.0
11320,5530.0,27525.0,115.0
11606,5530.0,27525.0,118.0
12804,5530.0,27511.0,130.0
11858,5531.0,27473.0,120.0
12193,5531.0,27466.0,124.0
11980,5531.0,27520.0,122.0
12444,5532.0,27323.0,126.0
12615,5532.0,27507.0,128.0
13166,5532.0,27523.0,132.0
13123,5533.0,27487.0,133.0
12345,5533.0,27453.0,125.0
12137,5533.0,27510.0,122.0
12895,5533.0,27570.0,131.0
13307,5534.0,27362.0,135.0
12413,5534.0,27614.0,125.0
12910,5535.0,27497.0,131.0
12783,5536.0,27562.0,129.0
12411,5536.0,27519.0,126.0
12487,5536.0,27556.0,127.0
11493,5537.0,27542.0,117.0
12385,5537.0,27489.0,125.0
13086,5537.0,27521.0,133.0
12988,5537.0,27572.0,132.0
11948,5538.0,27562.0,121.0
11633,5538.0,27572.0,118.0
12170,5538.0,27509.0,123.0
12302,5538.0,27606.0,125.0
12746,5538.0,27547.0,128.0
12209,5539.0,27517.0,124.0
12355,5539.0,27565.0,125.0
12504,5539.0,27545.0,127.0
12494,5539.0,27428.0,127.0
12140,5540.0,27569.0,123.0
13298,5540.0,27634.0,135.0
13418,5540.0,27564.0,136.0
11701,5540.0,27533.0,119.0
12702,5540.0,27518.0,129.0
13346,5541.0,27653.0,135.0
13464,5541.0,27579.0,136.0
12965,5541.0,27599.0,131.0
11498,5542.0,27503.0,117.0
13007,5543.0,27580.0,132.0
13161,5543.0,27565.0,133.0
13158,5543.0,27555.0,133.0
12500,5543.0,27434.0,127.0
12595,5543.0,27660.0,128.0
12007,5543.0,27596.0,122.0
12710,5544.0,27558.0,129.0
12674,5545.0,27583.0,128.0
12265,5545.0,27588.0,124.0
12153,5545.0,27569.0,122.0
11945,5545.0,27644.0,121.0
13603,5546.0,27422.0,138.0
12354,5546.0,27587.0,124.0
13015,5547.0,27544.0,132.0
13627,5547.0,27581.0,138.0
13053,5547.0,27578.0,132.0
12278,5548.0,27550.0,125.0
12249,5548.0,27594.0,123.0
13219,5548.0,27386.0,134.0
13247,5548.0,27648.0,134.0
13402,5548.0,27641.0,136.0
13546,5549.0,27626.0,137.0
12292,5549.0,27563.0,125.0
12761,5549.0,27597.0,129.0
12505,5549.0,27617.0,127.0
12780,5549.0,27600.0,130.0
12641,5549.0,27616.0,128.0
11968,5550.0,27628.0,121.0
11975,5550.0,27605.0,120.0
12725,5551.0,27658.0,129.0
12968,5551.0,27606.0,131.0
13486,5551.0,27652.0,137.0
13589,5551.0,27586.0,138.0
12875,5552.0,27621.0,130.0
11567,5552.0,27635.0,116.0
12542,5552.0,27611.0,127.0
12284,5553.0,27457.0,125.0
13428,5553.0,27639.0,136.0
12178,5553.0,27695.0,123.0
12768,5554.0,27655.0,129.0
13138,5554.0,27584.0,133.0
12240,5554.0,27654.0,124.0
13373,5555.0,27671.0,135.0
13341,5555.0,27575.0,135.0
12439,5555.0,27646.0,126.0
11483,5555.0,27641.0,117.0
12306,5556.0,27599.0,124.0
12342,5556.0,27638.0,125.0
13186,5556.0,27598.0,134.0
12569,5557.0,27647.0,127.0
12090,5557.0,27604.0,123.0
12870,5557.0,27568.0,130.0
12484,5558.0,27618.0,127.0
12511,5558.0,27643.0,127.0
13374,5558.0,27704.0,135.0
11380,5558.0,27675.0,115.0
12964,5558.0,27637.0,131.0
11905,5559.0,27636.0,121.0
12831,5559.0,27702.0,130.0
13553,5559.0,27655.0,137.0
13299,5559.0,27665.0,135.0
12401,5559.0,27714.0,126.0
12861,5560.0,27600.0,130.0
12428,5560.0,27729.0,126.0
12979,5560.0,27588.0,132.0
13066,5560.0,27680.0,132.0
12222,5560.0,27714.0,124.0
12616,5560.0,27714.0,128.0
13131,5560.0,27707.0,133.0
12493,5561.0,27555.0,127.0
11836,5561.0,27654.0,120.0
13545,5561.0,27669.0,137.0
13395,5561.0,27656.0,136.0
12818,5562.0,27648.0,130.0
12805,5562.0,27676.0,130.0
12190,5562.0,27710.0,124.0
13440,5562.0,27663.0,136.0
12647,5562.0,27636.0,128.0
11457,5563.0,27680.0,116.0
12983,5563.0,27701.0,132.0
13070,5563.0,27665.0,132.0
12495,5563.0,27668.0,127.0
13401,5564.0,27676.0,136.0
12214,5564.0,27699.0,124.0
11925,5564.0,27733.0,121.0
12328,5564.0,27661.0,125.0
12389,5564.0,27727.0,126.0
12770,5565.0,27677.0,128.0
10846,5565.0,27678.0,110.0
12775,5565.0,27682.0,129.0
12612,5565.0,27699.0,128.0
13414,5565.0,27681.0,136.0
13245,5565.0,27661.0,134.0
12763,5566.0,27621.0,129.0
12011,5566.0,27652.0,122.0
12723,5566.0,27695.0,129.0
13171,5566.0,27637.0,133.0
12393,5566.0,27697.0,126.0
13660,5566.0,27641.0,138.0
13167,5566.0,27698.0,133.0
11431,5566.0,27672.0,116.0
13278,5567.0,27733.0,135.0
12717,5567.0,27641.0,128.0
12681,5567.0,27680.0,129.0
13256,5568.0,27687.0,134.0
13266,5568.0,27692.0,134.0
12005,5569.0,27750.0,122.0
12427,5569.0,27717.0,126.0
12604,5569.0,27637.0,128.0
13224,5570.0,27741.0,134.0
12410,5570.0,27724.0,126.0
12948,5570.0,27526.0,131.0
13623,5570.0,27675.0,138.0
13023,5571.0,27705.0,132.0
11985,5571.0,27661.0,122.0
13853,5571.0,27533.0,140.0
12658,5571.0,27679.0,128.0
13011,5571.0,27748.0,132.0
11969,5572.0,27726.0,120.0
11475,5572.0,27687.0,115.0
12176,5572.0,27740.0,124.0
12778,5572.0,27773.0,130.0
13188,5572.0,27715.0,134.0
12847,5572.0,27706.0,130.0
13198,5572.0,27690.0,134.0
13108,5572.0,27649.0,133.0
13003,5573.0,27698.0,132.0
13146,5573.0,27536.0,133.0
12597,5573.0,27734.0,127.0
13191,5573.0,27524.0,134.0
12684,5574.0,27781.0,129.0
13249,5574.0,27729.0,134.0
13372,5574.0,27747.0,135.0
12009,5574.0,27727.0,121.0
12357,5575.0,27744.0,125.0
12327,5575.0,27749.0,125.0
12677,5575.0,27738.0,129.0
13040,5575.0,27727.0,132.0
12220,5576.0,27733.0,124.0
13101,5576.0,27776.0,133.0
12766,5576.0,27768.0,129.0
13060,5576.0,27718.0,132.0
13348,5576.0,27749.0,135.0
13605,5577.0,27684.0,138.0
12803,5578.0,27676.0,130.0
12547,5578.0,27724.0,127.0
12119,5578.0,27720.0,122.0
11884,5578.0,27711.0,120.0
12851,5578.0,27745.0,130.0
13230,5578.0,27746.0,134.0
12953,5579.0,27734.0,131.0
12871,5579.0,27751.0,130.0
13487,5579.0,27566.0,136.0
12498,5580.0,27765.0,127.0
12097,5580.0,27763.0,122.0
13180,5580.0,27591.0,134.0
12449,5580.0,27734.0,126.0
13500,5580.0,27772.0,137.0
11982,5581.0,27770.0,122.0
13560,5581.0,27773.0,137.0
12757,5581.0,27845.0,129.0
13028,5581.0,27765.0,132.0
13431,5581.0,27722.0,136.0
12829,5582.0,27813.0,130.0
12416,5582.0,27753.0,126.0
12917,5583.0,27761.0,131.0
13044,5583.0,27783.0,132.0
12489,5583.0,27824.0,127.0
13022,5583.0,27836.0,132.0
13034,5583.0,27779.0,132.0
13504,5583.0,27765.0,137.0
13577,5584.0,27726.0,138.0
13114,5584.0,27748.0,133.0
13052,5584.0,27754.0,132.0
12392,5585.0,27793.0,126.0
12645,5585.0,27720.0,127.0
13639,5585.0,27759.0,138.0
12920,5586.0,27771.0,131.0
11654,5586.0,27814.0,118.0
12924,5586.0,27819.0,131.0
12572,5586.0,27827.0,127.0
12062,5586.0,27824.0,121.0
11629,5587.0,27799.0,118.0
12551,5587.0,27795.0,127.0
12752,5587.0,27734.0,128.0
12694,5587.0,27784.0,128.0
13047,5587.0,27768.0,132.0
12470,5588.0,27787.0,126.0
13282,5588.0,27857.0,135.0
12185,5588.0,27789.0,124.0
12255,5588.0,27776.0,124.0
12938,5588.0,27846.0,131.0
13239,5589.0,27799.0,134.0
12927,5589.0,27765.0,131.0
12378,5589.0,27694.0,126.0
13692,5589.0,27820.0,139.0
12758,5589.0,27782.0,129.0
13156,5590.0,27798.0,133.0
12281,5590.0,27812.0,124.0
13064,5591.0,27824.0,132.0
13283,5591.0,27842.0,135.0
12397,5591.0,27799.0,126.0
12966,5591.0,27741.0,131.0
12951,5592.0,27785.0,131.0
12450,5592.0,27842.0,126.0
12192,5592.0,27841.0,124.0
12751,5592.0,27802.0,129.0
13391,5592.0,27848.0,136.0
13646,5593.0,27772.0,138.0
12473,5594.0,27813.0,126.0
12557,5594.0,27806.0,127.0
11171,5594.0,27854.0,112.0
13685,5595.0,27811.0,139.0
12099,5595.0,27814.0,123.0
13089,5596.0,27813.0,133.0
13027,5596.0,27836.0,132.0
12253,5596.0,27840.0,124.0
11847,5596.0,27888.0,120.0
12396,5596.0,27802.0,126.0
13264,5596.0,27638.0,134.0
12925,5596.0,27846.0,131.0
13057,5597.0,27860.0,132.0
13050,5597.0,27847.0,132.0
12950,5598.0,27795.0,131.0
13279,5598.0,27780.0,135.0
12508,5598.0,27857.0,126.0
12899,5599.0,27803.0,131.0
13314,5599.0,27919.0,135.0
13051,5599.0,27687.0,132.0
12745,5599.0,27819.0,129.0
13730,5599.0,27818.0,139.0
13103,5599.0,27849.0,133.0
12629,5599.0,27839.0,127.0
12703,5600.0,27826.0,129.0
13112,5600.0,27832.0,133.0
12929,5600.0,27877.0,131.0
12448,5601.0,27845.0,125.0
13681,5602.0,27928.0,139.0
13211,5602.0,27859.0,134.0
12105,5602.0,27896.0,122.0
12737,5602.0,27870.0,129.0
13054,5603.0,27870.0,132.0
12853,5603.0,27909.0,130.0
12371,5603.0,27919.0,125.0
12591,5603.0,27902.0,128.0
13331,5603.0,27671.0,135.0
13450,5604.0,27855.0,136.0
12308,5604.0,27717.0,125.0
13698,5604.0,27904.0,139.0
13067,5604.0,27849.0,132.0
13406,5605.0,27867.0,136.0
13752,5606.0,27841.0,139.0
13170,5606.0,27900.0,133.0
12507,5606.0,27848.0,127.0
12528,5607.0,27891.0,127.0
12842,5607.0,27938.0,130.0
13344,5607.0,27854.0,135.0
12963,5607.0,27915.0,130.0
13074,5607.0,27880.0,132.0
13218,5608.0,27880.0,134.0
13591,5608.0,27925.0,138.0
11821,5608.0,27938.0,120.0
12801,5608.0,27966.0,130.0
12001,5608.0,27897.0,121.0
11187,5609.0,27911.0,114.0
13116,5609.0,27892.0,133.0
12729,5609.0,27893.0,129.0
11801,5609.0,27881.0,120.0
12982,5609.0,27909.0,132.0
12250,5610.0,27877.0,124.0
13351,5610.0,27869.0,135.0
13251,5610.0,27833.0,134.0
12934,5610.0,27909.0,131.0
12834,5610.0,27940.0,130.0
12125,5610.0,27953.0,122.0
13466,5611.0,27876.0,136.0
13016,5611.0,27871.0,132.0
12724,5611.0,27905.0,129.0
12776,5611.0,27924.0,130.0
13087,5612.0,27859.0,133.0
13530,5612.0,27970.0,137.0
13315,5612.0,27954.0,135.0
13185,5613.0,27906.0,134.0
12679,5613.0,27912.0,129.0
13078,5613.0,27933.0,133.0
12974,5614.0,27926.0,131.0
13421,5614.0,27908.0,136.0
12133,5615.0,27911.0,122.0
12352,5616.0,27896.0,125.0
11791,5616.0,27888.0,120.0
12868,5616.0,27945.0,130.0
12466,5616.0,27886.0,126.0
