,indegree,outdegree,edges
7635,4.9214,4.9214,17102.0
6293,4.9214,4.9214,18096.0
7665,4.9214,4.9214,18716.0
8759,4.9215,4.9215,20749.0
3325,4.9216,4.9216,10552.0
1281,4.9216,4.9216,7348.0
7213,4.9216,4.9216,20523.0
2222,4.9217,4.9217,7978.0
9015,4.9217,4.9217,21242.0
7803,4.9218,4.9218,17817.0
11456,4.9218,4.9218,23354.0
7125,4.9218,4.9218,16680.0
4426,4.9218,4.9218,13727.0
5264,4.9219,4.9219,13614.0
4879,4.9219,4.9219,14613.0
2917,4.9219,4.9219,12098.0
2842,4.922,4.922,9273.0
381,4.922,4.922,5365.0
2472,4.922,4.922,5931.0
8962,4.922,4.922,19949.0
4287,4.922,4.922,12108.0
6035,4.922,4.922,13309.0
9343,4.9221,4.9221,22819.0
8406,4.9222,4.9222,19605.0
10179,4.9223,4.9223,20836.0
8116,4.9223,4.9223,18931.0
5711,4.9224,4.9224,17632.0
5302,4.9224,4.9224,14531.0
1578,4.9224,4.9224,8309.0
1862,4.9225,4.9225,7177.0
1881,4.9225,4.9225,8260.0
4957,4.9225,4.9225,16397.0
4462,4.9225,4.9225,15250.0
7738,4.9225,4.9225,17721.0
3717,4.9225,4.9225,13724.0
3807,4.9226,4.9226,11386.0
8706,4.9226,4.9226,20089.0
1141,4.9226,4.9226,5853.0
1157,4.9226,4.9226,5213.0
7338,4.9227,4.9227,18076.0
3327,4.9227,4.9227,13247.0
4666,4.9227,4.9227,14069.0
5867,4.9228,4.9228,16836.0
517,4.9228,4.9228,2614.0
3139,4.9228,4.9228,10648.0
9427,4.9228,4.9228,20858.0
733,4.9229,4.9229,2619.0
4509,4.9229,4.9229,15064.0
10935,4.923,4.923,24088.0
1487,4.923,4.923,7094.0
7164,4.9231,4.9231,14730.0
6307,4.9231,4.9231,15050.0
7095,4.9232,4.9232,19491.0
10289,4.9232,4.9232,22381.0
12943,4.9232,4.9232,23464.0
477,4.9232,4.9232,2629.0
2393,4.9233,4.9233,6484.0
6351,4.9233,4.9233,14253.0
7586,4.9233,4.9233,18546.0
5836,4.9233,4.9233,11678.0
1329,4.9234,4.9234,3087.0
1193,4.9234,4.9234,6174.0
10729,4.9235,4.9235,22968.0
4008,4.9235,4.9235,13264.0
2426,4.9235,4.9235,9074.0
4437,4.9235,4.9235,12028.0
9654,4.9235,4.9235,23313.0
5239,4.9236,4.9236,15150.0
7868,4.9236,4.9236,20167.0
6217,4.9238,4.9238,16805.0
1738,4.9238,4.9238,7435.0
8007,4.9238,4.9238,17839.0
230,4.9239,4.9239,906.0
7043,4.9239,4.9239,17598.0
11007,4.9239,4.9239,22724.0
250,4.9239,4.9239,906.0
11013,4.924,4.924,23192.0
6435,4.924,4.924,15363.0
3741,4.924,4.924,10823.0
1887,4.924,4.924,8676.0
832,4.924,4.924,6928.0
5679,4.9241,4.9241,18101.0
11725,4.9241,4.9241,23877.0
2654,4.9241,4.9241,11360.0
9692,4.9242,4.9242,21297.0
7956,4.9243,4.9243,18289.0
8439,4.9244,4.9244,19476.0
7400,4.9244,4.9244,19860.0
897,4.9244,4.9244,3910.0
7241,4.9244,4.9244,18097.0
5460,4.9246,4.9246,15665.0
9417,4.9246,4.9246,22343.0
9760,4.9246,4.9246,22520.0
10529,4.9247,4.9247,21792.0
12213,4.9247,4.9247,23668.0
2510,4.9247,4.9247,9347.0
95,4.9247,4.9247,916.0
10265,4.9248,4.9248,22201.0
12312,4.9249,4.9249,23802.0
7187,4.9249,4.9249,18104.0
8625,4.9249,4.9249,20719.0
2872,4.925,4.925,10249.0
4720,4.925,4.925,13135.0
6070,4.9252,4.9252,14219.0
939,4.9253,4.9253,5403.0
875,4.9253,4.9253,3034.0
4860,4.9255,4.9255,13944.0
4638,4.9255,4.9255,13496.0
660,4.9255,4.9255,4758.0
7186,4.9256,4.9256,16555.0
778,4.9256,4.9256,2581.0
8489,4.9256,4.9256,23372.0
8909,4.9257,4.9257,18831.0
3528,4.9257,4.9257,10083.0
4968,4.9257,4.9257,12999.0
4184,4.9257,4.9257,13398.0
9534,4.9258,4.9258,19575.0
7379,4.9258,4.9258,19506.0
7727,4.9258,4.9258,20373.0
6955,4.9258,4.9258,17728.0
3087,4.9259,4.9259,10566.0
10596,4.926,4.926,24300.0
8603,4.926,4.926,20896.0
7552,4.9261,4.9261,20803.0
93,4.9261,4.9261,1133.0
10194,4.9261,4.9261,22059.0
3328,4.9261,4.9261,11138.0
8029,4.9262,4.9262,22439.0
10814,4.9262,4.9262,23089.0
5998,4.9263,4.9263,20178.0
6334,4.9263,4.9263,15316.0
4377,4.9264,4.9264,12577.0
1208,4.9265,4.9265,3621.0
9665,4.9265,4.9265,20519.0
5887,4.9265,4.9265,15410.0
7363,4.9265,4.9265,16760.0
3437,4.9266,4.9266,10474.0
11714,4.9266,4.9266,23830.0
2938,4.9266,4.9266,10745.0
5805,4.9267,4.9267,14041.0
9378,4.9267,4.9267,21308.0
11055,4.9268,4.9268,21934.0
6229,4.9268,4.9268,17239.0
4578,4.9269,4.9269,14692.0
6086,4.9269,4.9269,20634.0
12147,4.9269,4.9269,24383.0
2944,4.927,4.927,11411.0
3454,4.927,4.927,9928.0
5325,4.927,4.927,13426.0
4781,4.9272,4.9272,12461.0
12356,4.9272,4.9272,26454.0
8317,4.9273,4.9273,18108.0
2738,4.9273,4.9273,8741.0
2939,4.9274,4.9274,12491.0
10340,4.9274,4.9274,21799.0
3355,4.9275,4.9275,10604.0
11284,4.9275,4.9275,22292.0
240,4.9276,4.9276,1838.0
7964,4.9276,4.9276,19883.0
8437,4.9276,4.9276,21765.0
10357,4.9276,4.9276,22184.0
1900,4.9276,4.9276,8643.0
4122,4.9278,4.9278,14468.0
3693,4.9279,4.9279,9915.0
6140,4.928,4.928,16494.0
4070,4.928,4.928,14789.0
3422,4.928,4.928,12044.0
7968,4.9281,4.9281,16662.0
9274,4.9281,4.9281,21807.0
4955,4.9281,4.9281,16667.0
7283,4.9281,4.9281,17194.0
6233,4.9282,4.9282,16884.0
4321,4.9282,4.9282,13582.0
5388,4.9282,4.9282,14681.0
407,4.9283,4.9283,4677.0
149,4.9283,4.9283,1513.0
10324,4.9283,4.9283,24060.0
9041,4.9283,4.9283,23286.0
7790,4.9283,4.9283,18358.0
6033,4.9284,4.9284,17082.0
5695,4.9284,4.9284,16185.0
7247,4.9285,4.9285,18053.0
7643,4.9285,4.9285,20187.0
7142,4.9285,4.9285,18822.0
10390,4.9286,4.9286,24791.0
6355,4.9286,4.9286,20858.0
2411,4.9286,4.9286,9458.0
2345,4.9286,4.9286,9808.0
11318,4.9286,4.9286,24564.0
442,4.9286,4.9286,3864.0
2851,4.9287,4.9287,12440.0
3800,4.9288,4.9288,10804.0
8750,4.9288,4.9288,21248.0
1829,4.9288,4.9288,7822.0
6273,4.9289,4.9289,16704.0
4124,4.9289,4.9289,10612.0
252,4.9289,4.9289,971.0
2702,4.9291,4.9291,10356.0
8161,4.9291,4.9291,16966.0
6604,4.9291,4.9291,15236.0
332,4.9292,4.9292,1114.0
6752,4.9292,4.9292,18174.0
1042,4.9292,4.9292,7862.0
10120,4.9292,4.9292,21023.0
6829,4.9292,4.9292,15655.0
10578,4.9294,4.9294,22542.0
358,4.9294,4.9294,1326.0
3660,4.9294,4.9294,13413.0
8511,4.9294,4.9294,20245.0
993,4.9294,4.9294,5935.0
1613,4.9294,4.9294,8725.0
4161,4.9294,4.9294,12846.0
7892,4.9295,4.9295,20640.0
7777,4.9295,4.9295,19570.0
4491,4.9295,4.9295,13783.0
7805,4.9296,4.9296,19970.0
8241,4.9296,4.9296,20670.0
4971,4.9296,4.9296,15553.0
12581,4.9297,4.9297,26502.0
8268,4.9297,4.9297,19916.0
11173,4.9297,4.9297,23357.0
2828,4.9297,4.9297,12482.0
8664,4.9297,4.9297,19906.0
5944,4.9298,4.9298,16924.0
9389,4.9298,4.9298,18462.0
1619,4.9298,4.9298,7375.0
4658,4.93,4.93,13444.0
8099,4.93,4.93,18951.0
7978,4.93,4.93,19498.0
7439,4.9301,4.9301,15653.0
2000,4.9301,4.9301,6631.0
8247,4.9301,4.9301,18187.0
7435,4.9301,4.9301,19755.0
11920,4.9302,4.9302,26633.0
11160,4.9302,4.9302,24641.0
4815,4.9302,4.9302,11788.0
5910,4.9302,4.9302,16393.0
11619,4.9302,4.9302,24996.0
1682,4.9302,4.9302,5226.0
7321,4.9303,4.9303,15910.0
5266,4.9303,4.9303,13869.0
9200,4.9303,4.9303,19603.0
9123,4.9303,4.9303,23710.0
7831,4.9303,4.9303,16546.0
5920,4.9304,4.9304,17651.0
5962,4.9304,4.9304,17769.0
13199,4.9305,4.9305,27236.0
1694,4.9305,4.9305,7593.0
4165,4.9305,4.9305,10571.0
8833,4.9305,4.9305,20560.0
880,4.9305,4.9305,2199.0
2008,4.9306,4.9306,5754.0
1116,4.9306,4.9306,2914.0
12016,4.9307,4.9307,26182.0
4714,4.9307,4.9307,13875.0
3963,4.9307,4.9307,12741.0
9219,4.9308,4.9308,18870.0
2611,4.9308,4.9308,10468.0
8943,4.9308,4.9308,19605.0
4829,4.9309,4.9309,14132.0
10470,4.931,4.931,21302.0
3457,4.931,4.931,13649.0
9533,4.931,4.931,21001.0
6,4.931,4.931,858.0
3359,4.931,4.931,8792.0
10754,4.9311,4.9311,26623.0
8536,4.9311,4.9311,21258.0
4153,4.9311,4.9311,12530.0
12246,4.9312,4.9312,26308.0
3290,4.9312,4.9312,13467.0
3232,4.9312,4.9312,8102.0
2548,4.9312,4.9312,10464.0
4564,4.9312,4.9312,9744.0
11929,4.9313,4.9313,23527.0
12149,4.9314,4.9314,24075.0
7201,4.9314,4.9314,17970.0
7286,4.9315,4.9315,19928.0
8622,4.9315,4.9315,23390.0
3157,4.9315,4.9315,7772.0
2102,4.9315,4.9315,9148.0
7957,4.9315,4.9315,16698.0
7666,4.9316,4.9316,18686.0
12859,4.9316,4.9316,25881.0
7104,4.9316,4.9316,18952.0
10522,4.9317,4.9317,25561.0
8343,4.9317,4.9317,19194.0
9536,4.9317,4.9317,21147.0
3239,4.9318,4.9318,11861.0
1169,4.9318,4.9318,6219.0
8922,4.9318,4.9318,18943.0
2297,4.9318,4.9318,7447.0
2833,4.9318,4.9318,10850.0
4807,4.9319,4.9319,11664.0
601,4.9319,4.9319,3329.0
699,4.9319,4.9319,2826.0
10630,4.9319,4.9319,24551.0
6854,4.932,4.932,17992.0
6450,4.932,4.932,12261.0
6980,4.932,4.932,17188.0
5240,4.9321,4.9321,14752.0
1688,4.9321,4.9321,6249.0
4519,4.9321,4.9321,14461.0
7443,4.9321,4.9321,16863.0
5997,4.9322,4.9322,16217.0
4360,4.9322,4.9322,13682.0
3418,4.9322,4.9322,13968.0
9781,4.9322,4.9322,21184.0
11826,4.9323,4.9323,26802.0
4915,4.9323,4.9323,14935.0
1095,4.9323,4.9323,5391.0
10277,4.9323,4.9323,20459.0
449,4.9324,4.9324,2846.0
7634,4.9324,4.9324,20198.0
3605,4.9324,4.9324,10792.0
619,4.9324,4.9324,5036.0
4159,4.9326,4.9326,11710.0
5550,4.9326,4.9326,15597.0
3197,4.9326,4.9326,9594.0
898,4.9326,4.9326,5633.0
8728,4.9327,4.9327,22202.0
9537,4.9327,4.9327,18616.0
8787,4.9327,4.9327,21556.0
10369,4.9327,4.9327,22720.0
1238,4.9329,4.9329,5732.0
6863,4.9329,4.9329,15282.0
9100,4.9329,4.9329,21626.0
4304,4.933,4.933,14572.0
1692,4.933,4.933,8105.0
10792,4.933,4.933,25099.0
10391,4.933,4.933,24088.0
2761,4.933,4.933,13107.0
9264,4.933,4.933,20107.0
5134,4.9331,4.9331,13783.0
6889,4.9331,4.9331,17779.0
8041,4.9331,4.9331,20862.0
6061,4.9332,4.9332,18169.0
10189,4.9332,4.9332,23132.0
1173,4.9332,4.9332,5757.0
6655,4.9332,4.9332,18253.0
5754,4.9332,4.9332,15584.0
8030,4.9332,4.9332,16768.0
2306,4.9333,4.9333,9916.0
8045,4.9333,4.9333,22185.0
7006,4.9333,4.9333,17306.0
8804,4.9333,4.9333,20118.0
10863,4.9334,4.9334,22230.0
12873,4.9334,4.9334,26961.0
975,4.9334,4.9334,4445.0
9807,4.9334,4.9334,18086.0
229,4.9335,4.9335,3562.0
5955,4.9335,4.9335,14317.0
7686,4.9335,4.9335,14243.0
5407,4.9335,4.9335,13424.0
10894,4.9336,4.9336,24811.0
9574,4.9336,4.9336,21461.0
4716,4.9336,4.9336,14337.0
3696,4.9336,4.9336,9739.0
7021,4.9337,4.9337,17633.0
4009,4.9337,4.9337,14890.0
12627,4.9337,4.9337,26770.0
11563,4.9337,4.9337,24910.0
4145,4.9337,4.9337,11377.0
6445,4.9338,4.9338,16321.0
4766,4.9338,4.9338,14752.0
4435,4.9338,4.9338,12976.0
10321,4.9338,4.9338,23401.0
2047,4.9338,4.9338,6182.0
10407,4.9338,4.9338,25049.0
6417,4.9338,4.9338,17890.0
1262,4.9339,4.9339,2763.0
12417,4.9339,4.9339,26505.0
6179,4.9339,4.9339,18443.0
8315,4.934,4.934,17407.0
11262,4.934,4.934,25864.0
6444,4.9341,4.9341,17896.0
3645,4.9341,4.9341,10401.0
8121,4.9341,4.9341,20156.0
2326,4.9341,4.9341,5911.0
1058,4.9341,4.9341,5018.0
3766,4.9341,4.9341,13993.0
7460,4.9342,4.9342,17921.0
8565,4.9342,4.9342,18454.0
12243,4.9342,4.9342,26176.0
3124,4.9342,4.9342,13056.0
3019,4.9342,4.9342,12143.0
11998,4.9343,4.9343,26650.0
8111,4.9343,4.9343,19091.0
7412,4.9343,4.9343,18237.0
1941,4.9343,4.9343,5635.0
8010,4.9344,4.9344,18805.0
5696,4.9344,4.9344,12114.0
2711,4.9344,4.9344,12864.0
10897,4.9344,4.9344,22111.0
833,4.9344,4.9344,4742.0
3554,4.9345,4.9345,10328.0
3429,4.9346,4.9346,12223.0
5354,4.9346,4.9346,14868.0
1181,4.9346,4.9346,2566.0
3237,4.9347,4.9347,10432.0
4097,4.9347,4.9347,10511.0
12399,4.9347,4.9347,25325.0
5054,4.9347,4.9347,13378.0
10712,4.9347,4.9347,26593.0
6382,4.9347,4.9347,17015.0
7833,4.9348,4.9348,19295.0
3190,4.9348,4.9348,11888.0
2715,4.9348,4.9348,10442.0
11837,4.9348,4.9348,26332.0
8476,4.9348,4.9348,21037.0
11543,4.9348,4.9348,24511.0
8609,4.9348,4.9348,23223.0
13008,4.9349,4.9349,26930.0
10677,4.9349,4.9349,24877.0
11660,4.9349,4.9349,26599.0
1449,4.9349,4.9349,7654.0
13090,4.935,4.935,27192.0
3398,4.935,4.935,10635.0
4090,4.935,4.935,12155.0
8899,4.935,4.935,20500.0
3951,4.935,4.935,11316.0
9112,4.9351,4.9351,21818.0
10687,4.9351,4.9351,24804.0
6676,4.9352,4.9352,18053.0
2965,4.9352,4.9352,10201.0
11788,4.9352,4.9352,25959.0
9137,4.9353,4.9353,23576.0
6497,4.9354,4.9354,18641.0
6531,4.9354,4.9354,16568.0
4466,4.9354,4.9354,15053.0
11135,4.9354,4.9354,24144.0
8462,4.9354,4.9354,21321.0
1263,4.9355,4.9355,5967.0
12076,4.9355,4.9355,25492.0
5516,4.9355,4.9355,14836.0
7169,4.9356,4.9356,17867.0
11854,4.9356,4.9356,26075.0
9446,4.9356,4.9356,19303.0
8608,4.9357,4.9357,20197.0
10142,4.9357,4.9357,22477.0
7137,4.9357,4.9357,16732.0
3896,4.9357,4.9357,11663.0
9518,4.9357,4.9357,19876.0
9505,4.9357,4.9357,21411.0
12361,4.9357,4.9357,26549.0
10484,4.9358,4.9358,24600.0
8734,4.9358,4.9358,20671.0
6121,4.9358,4.9358,16140.0
9248,4.9358,4.9358,21214.0
5160,4.9358,4.9358,16140.0
8374,4.9359,4.9359,16644.0
5379,4.9359,4.9359,13391.0
6502,4.9359,4.9359,18174.0
10016,4.9359,4.9359,21955.0
13216,4.9359,4.9359,26970.0
5536,4.9359,4.9359,17873.0
6219,4.936,4.936,18352.0
12534,4.936,4.936,26526.0
5335,4.936,4.936,11960.0
11694,4.9361,4.9361,25638.0
9190,4.9361,4.9361,19616.0
6314,4.9361,4.9361,15371.0
7993,4.9361,4.9361,17913.0
9721,4.9362,4.9362,22193.0
5043,4.9362,4.9362,16245.0
13113,4.9362,4.9362,27070.0
5062,4.9362,4.9362,11990.0
13219,4.9362,4.9362,27386.0
12453,4.9363,4.9363,26330.0
3267,4.9363,4.9363,10159.0
11310,4.9363,4.9363,25565.0
5009,4.9363,4.9363,13866.0
2074,4.9364,4.9364,7612.0
9028,4.9365,4.9365,22303.0
9746,4.9365,4.9365,21311.0
1777,4.9365,4.9365,9873.0
11023,4.9366,4.9366,21879.0
7450,4.9368,4.9368,20394.0
5010,4.9368,4.9368,15240.0
11595,4.9368,4.9368,25706.0
11509,4.9368,4.9368,25395.0
10365,4.9368,4.9368,23914.0
6973,4.9369,4.9369,19313.0
2947,4.9369,4.9369,12204.0
7491,4.9369,4.9369,20730.0
12977,4.937,4.937,26739.0
11684,4.937,4.937,26329.0
6837,4.937,4.937,11903.0
9155,4.937,4.937,22345.0
1082,4.937,4.937,6581.0
7781,4.937,4.937,17556.0
7639,4.937,4.937,19664.0
8217,4.9371,4.9371,20706.0
2546,4.9371,4.9371,7381.0
4001,4.9371,4.9371,10669.0
5850,4.9371,4.9371,15221.0
7422,4.9371,4.9371,15789.0
1265,4.9372,4.9372,5816.0
915,4.9372,4.9372,8339.0
12322,4.9372,4.9372,22158.0
7417,4.9373,4.9373,21749.0
10837,4.9373,4.9373,25343.0
13363,4.9374,4.9374,27832.0
5993,4.9374,4.9374,17439.0
11459,4.9374,4.9374,24154.0
6492,4.9375,4.9375,16121.0
7044,4.9375,4.9375,15395.0
10559,4.9375,4.9375,20061.0
7420,4.9376,4.9376,17632.0
12640,4.9376,4.9376,27142.0
5697,4.9376,4.9376,13776.0
2235,4.9376,4.9376,9885.0
4316,4.9376,4.9376,12976.0
7907,4.9377,4.9377,18452.0
2419,4.9377,4.9377,6187.0
2021,4.9377,4.9377,8557.0
2093,4.9377,4.9377,9352.0
2892,4.9378,4.9378,8019.0
8969,4.9378,4.9378,21983.0
10382,4.9378,4.9378,25578.0
10774,4.9378,4.9378,24452.0
6665,4.9379,4.9379,16690.0
9302,4.9379,4.9379,21396.0
7857,4.9379,4.9379,17189.0
2972,4.9379,4.9379,13110.0
4626,4.9379,4.9379,16379.0
6247,4.938,4.938,11792.0
5202,4.938,4.938,17283.0
10538,4.938,4.938,25169.0
5285,4.938,4.938,13619.0
7876,4.938,4.938,19505.0
3909,4.938,4.938,13135.0
2405,4.938,4.938,9002.0
5519,4.9381,4.9381,14849.0
7960,4.9381,4.9381,18577.0
8057,4.9381,4.9381,19871.0
3784,4.9381,4.9381,9728.0
12456,4.9381,4.9381,27184.0
13712,4.9381,4.9381,27836.0
3129,4.9381,4.9381,9486.0
12078,4.9382,4.9382,25896.0
12550,4.9382,4.9382,26039.0
10531,4.9382,4.9382,25313.0
10096,4.9382,4.9382,21239.0
6629,4.9382,4.9382,19985.0
5871,4.9383,4.9383,17047.0
12139,4.9383,4.9383,25205.0
9193,4.9383,4.9383,21368.0
3643,4.9384,4.9384,10988.0
12937,4.9384,4.9384,27749.0
2242,4.9384,4.9384,8583.0
8643,4.9384,4.9384,20045.0
8144,4.9385,4.9385,20796.0
11327,4.9385,4.9385,25438.0
10404,4.9385,4.9385,18554.0
1961,4.9385,4.9385,8030.0
7391,4.9385,4.9385,18697.0
8546,4.9386,4.9386,19626.0
3282,4.9386,4.9386,11581.0
13331,4.9386,4.9386,27671.0
12523,4.9386,4.9386,27197.0
4512,4.9387,4.9387,13542.0
4222,4.9387,4.9387,13132.0
5824,4.9387,4.9387,18214.0
4382,4.9387,4.9387,11354.0
8090,4.9388,4.9388,22822.0
11199,4.9388,4.9388,24773.0
12440,4.9388,4.9388,27124.0
13191,4.9388,4.9388,27524.0
2657,4.9388,4.9388,8228.0
12326,4.9388,4.9388,25682.0
11204,4.9388,4.9388,21133.0
8691,4.9389,4.9389,20047.0
12324,4.9389,4.9389,26349.0
13264,4.9389,4.9389,27638.0
6234,4.9389,4.9389,16091.0
3603,4.9389,4.9389,10179.0
7085,4.939,4.939,16758.0
5688,4.939,4.939,17721.0
9347,4.939,4.939,23401.0
11764,4.939,4.939,26083.0
5224,4.9391,4.9391,17776.0
12444,4.9391,4.9391,27323.0
9342,4.9391,4.9391,24261.0
5792,4.9391,4.9391,16541.0
4612,4.9392,4.9392,12096.0
1323,4.9392,4.9392,5606.0
12653,4.9392,4.9392,26889.0
11681,4.9392,4.9392,26405.0
9779,4.9393,4.9393,23121.0
11186,4.9394,4.9394,25423.0
6720,4.9394,4.9394,16137.0
4969,4.9394,4.9394,14759.0
9479,4.9395,4.9395,20909.0
3479,4.9396,4.9396,10630.0
13825,4.9397,4.9397,27944.0
13929,4.9397,4.9397,27944.0
8199,4.9397,4.9397,20490.0
4428,4.9398,4.9398,10097.0
12151,4.9398,4.9398,26655.0
3025,4.9398,4.9398,7543.0
3565,4.9398,4.9398,7958.0
5553,4.9398,4.9398,13950.0
11647,4.9399,4.9399,24344.0
11109,4.9399,4.9399,24907.0
12319,4.9399,4.9399,26236.0
9989,4.9399,4.9399,24151.0
7037,4.94,4.94,18357.0
10564,4.94,4.94,24532.0
1178,4.94,4.94,7662.0
10717,4.94,4.94,22151.0
3379,4.94,4.94,11194.0
9056,4.94,4.94,17616.0
8491,4.9401,4.9401,18891.0
11358,4.9401,4.9401,26978.0
10498,4.9401,4.9401,23900.0
8605,4.9401,4.9401,23238.0
1661,4.9402,4.9402,6200.0
3558,4.9402,4.9402,11639.0
6638,4.9403,4.9403,15557.0
12086,4.9403,4.9403,26322.0
7897,4.9403,4.9403,18536.0
4648,4.9403,4.9403,12751.0
6712,4.9404,4.9404,16160.0
11074,4.9404,4.9404,26031.0
11136,4.9404,4.9404,24687.0
2333,4.9405,4.9405,10044.0
13541,4.9405,4.9405,27805.0
4246,4.9405,4.9405,16205.0
7517,4.9406,4.9406,16793.0
2889,4.9406,4.9406,9896.0
9030,4.9406,4.9406,20785.0
12419,4.9406,4.9406,26615.0
2854,4.9407,4.9407,11003.0
12311,4.9407,4.9407,25672.0
7661,4.9407,4.9407,17327.0
8971,4.9407,4.9407,20316.0
9669,4.9408,4.9408,22965.0
13134,4.9408,4.9408,27891.0
8289,4.9408,4.9408,22026.0
4525,4.9409,4.9409,14719.0
3313,4.9409,4.9409,13953.0
3441,4.9409,4.9409,11127.0
1689,4.9409,4.9409,8276.0
13146,4.941,4.941,27536.0
13261,4.941,4.941,27882.0
12216,4.941,4.941,26706.0
2561,4.941,4.941,9299.0
8310,4.941,4.941,18425.0
421,4.941,4.941,1507.0
12491,4.941,4.941,26464.0
13487,4.941,4.941,27566.0
11986,4.941,4.941,26711.0
7355,4.941,4.941,17170.0
5732,4.941,4.941,18079.0
11892,4.9411,4.9411,26173.0
4298,4.9411,4.9411,13850.0
6811,4.9412,4.9412,16647.0
4464,4.9412,4.9412,13435.0
8211,4.9412,4.9412,16395.0
9765,4.9412,4.9412,22848.0
12980,4.9413,4.9413,26876.0
12180,4.9413,4.9413,25522.0
9837,4.9413,4.9413,16845.0
2448,4.9413,4.9413,11108.0
13286,4.9413,4.9413,26703.0
4754,4.9413,4.9413,11607.0
10015,4.9413,4.9413,21129.0
8154,4.9413,4.9413,22073.0
2732,4.9413,4.9413,8929.0
8115,4.9414,4.9414,19978.0
303,4.9414,4.9414,1349.0
9138,4.9414,4.9414,22503.0
12026,4.9414,4.9414,26056.0
13035,4.9415,4.9415,27119.0
12031,4.9415,4.9415,25177.0
3668,4.9415,4.9415,7689.0
8930,4.9416,4.9416,18798.0
5650,4.9416,4.9416,15398.0
9646,4.9416,4.9416,24026.0
10181,4.9416,4.9416,20295.0
11618,4.9416,4.9416,26507.0
3227,4.9416,4.9416,8455.0
13429,4.9417,4.9417,27866.0
6976,4.9417,4.9417,16021.0
11722,4.9417,4.9417,25074.0
11368,4.9418,4.9418,25974.0
12948,4.9418,4.9418,27526.0
11973,4.9418,4.9418,25727.0
10805,4.9419,4.9419,25431.0
5417,4.9419,4.9419,15641.0
5117,4.9419,4.9419,19229.0
7259,4.942,4.942,18068.0
6968,4.942,4.942,20277.0
9706,4.9421,4.9421,24943.0
4729,4.9421,4.9421,12197.0
13853,4.9422,4.9422,27533.0
11163,4.9422,4.9422,26352.0
4226,4.9422,4.9422,11377.0
7899,4.9422,4.9422,15301.0
12159,4.9422,4.9422,26327.0
11957,4.9422,4.9422,26861.0
8629,4.9422,4.9422,21889.0
957,4.9423,4.9423,7532.0
1634,4.9423,4.9423,4453.0
13648,4.9423,4.9423,27825.0
3262,4.9424,4.9424,13982.0
8777,4.9424,4.9424,18267.0
1031,4.9424,4.9424,2659.0
8255,4.9424,4.9424,20768.0
10655,4.9424,4.9424,23595.0
10605,4.9425,4.9425,23299.0
10784,4.9425,4.9425,22078.0
13248,4.9425,4.9425,26734.0
11853,4.9425,4.9425,27065.0
11699,4.9425,4.9425,26803.0
10758,4.9426,4.9426,23937.0
10651,4.9426,4.9426,25301.0
6327,4.9426,4.9426,17047.0
12664,4.9426,4.9426,25899.0
11112,4.9426,4.9426,26196.0
9386,4.9427,4.9427,23913.0
3214,4.9427,4.9427,10607.0
313,4.9427,4.9427,4142.0
1960,4.9428,4.9428,8116.0
10806,4.9428,4.9428,24724.0
13303,4.9428,4.9428,27111.0
4318,4.9428,4.9428,12174.0
1855,4.9428,4.9428,8640.0
4582,4.9428,4.9428,16865.0
5092,4.9429,4.9429,12649.0
11465,4.9429,4.9429,26296.0
7457,4.943,4.943,18309.0
10108,4.943,4.943,23232.0
11444,4.943,4.943,26193.0
5309,4.943,4.943,13974.0
6508,4.9431,4.9431,15022.0
12441,4.9431,4.9431,26421.0
1666,4.9431,4.9431,7469.0
948,4.9432,4.9432,2783.0
11463,4.9432,4.9432,26466.0
7370,4.9432,4.9432,19941.0
9021,4.9432,4.9432,20796.0
9058,4.9432,4.9432,18522.0
7236,4.9432,4.9432,20717.0
11624,4.9432,4.9432,26377.0
11354,4.9432,4.9432,25334.0
549,4.9432,4.9432,2002.0
2705,4.9432,4.9432,9219.0
9948,4.9432,4.9432,24449.0
5025,4.9432,4.9432,18542.0
1264,4.9432,4.9432,9046.0
8956,4.9433,4.9433,20994.0
5646,4.9433,4.9433,13851.0
10879,4.9433,4.9433,23609.0
13141,4.9433,4.9433,27010.0
2806,4.9433,4.9433,8453.0
3498,4.9433,4.9433,12378.0
9443,4.9433,4.9433,20124.0
10305,4.9434,4.9434,24890.0
1925,4.9434,4.9434,4978.0
3745,4.9434,4.9434,11874.0
8022,4.9434,4.9434,22344.0
12970,4.9435,4.9435,26952.0
12136,4.9435,4.9435,26428.0
12157,4.9435,4.9435,26764.0
10299,4.9435,4.9435,23358.0
8867,4.9435,4.9435,20303.0
8172,4.9435,4.9435,19522.0
830,4.9435,4.9435,3327.0
12939,4.9436,4.9436,27007.0
9550,4.9437,4.9437,21421.0
11785,4.9437,4.9437,25747.0
7881,4.9437,4.9437,22034.0
10174,4.9437,4.9437,25193.0
10767,4.9437,4.9437,24491.0
9154,4.9438,4.9438,23468.0
11956,4.9438,4.9438,25935.0
6001,4.9438,4.9438,15232.0
5300,4.9438,4.9438,18485.0
10629,4.9439,4.9439,25095.0
10665,4.9439,4.9439,23726.0
13657,4.9439,4.9439,27310.0
8433,4.9439,4.9439,19133.0
7748,4.9439,4.9439,14797.0
2955,4.944,4.944,11396.0
6788,4.944,4.944,18105.0
6244,4.944,4.944,17225.0
12686,4.944,4.944,26332.0
1430,4.9441,4.9441,6279.0
7317,4.9441,4.9441,17146.0
