,indegree,outdegree,edges
37,2.8519,2.8519,77.0
13,2.8519,2.8519,77.0
0,3.1429,3.1429,66.0
68,3.1786,3.1786,89.0
75,3.2069,3.2069,93.0
22,3.2222,3.2222,87.0
12,3.3,3.3,99.0
38,3.3929,3.3929,95.0
76,3.5429,3.5429,124.0
44,3.6585,3.6585,150.0
47,3.6731,3.6731,191.0
50,3.6944,3.6944,133.0
19,3.7143,3.7143,130.0
5,3.8696,3.8696,178.0
55,3.9643,3.9643,222.0
90,4.0,4.0,260.0
36,4.027,4.027,149.0
260,4.2083,4.2083,303.0
11,4.209,4.209,282.0
41,4.2449,4.2449,208.0
26,4.3125,4.3125,138.0
304,4.3191,4.3191,406.0
141,4.3675,4.3675,511.0
18,4.3675,4.3675,511.0
102,4.4868,4.4868,341.0
52,4.4914,4.4914,521.0
88,4.5042,4.5042,536.0
65,4.53,4.53,453.0
124,4.5556,4.5556,697.0
106,4.5702,4.5702,553.0
58,4.5714,4.5714,384.0
419,4.5741,4.5741,1203.0
62,4.5797,4.5797,316.0
25,4.5909,4.5909,404.0
165,4.6,4.6,322.0
160,4.6039,4.6039,709.0
399,4.6126,4.6126,512.0
212,4.6222,4.6222,416.0
45,4.625,4.625,259.0
46,4.6316,4.6316,352.0
94,4.6423,4.6423,571.0
79,4.6535,4.6535,470.0
123,4.6577,4.6577,694.0
226,4.6591,4.6591,615.0
151,4.6596,4.6596,657.0
469,4.6635,4.6635,3437.0
227,4.6694,4.6694,579.0
42,4.6727,4.6727,514.0
96,4.6727,4.6727,514.0
192,4.6742,4.6742,617.0
87,4.6801,4.6801,2911.0
32,4.6811,4.6811,2804.0
27,4.6983,4.6983,545.0
320,4.7231,4.7231,3207.0
431,4.7333,4.7333,568.0
74,4.7348,4.7348,1482.0
170,4.7386,4.7386,725.0
382,4.7443,4.7443,5029.0
166,4.7445,4.7445,650.0
284,4.7465,4.7465,1348.0
314,4.7467,4.7467,712.0
852,4.75,4.75,2413.0
352,4.7513,4.7513,917.0
288,4.7522,4.7522,537.0
717,4.7583,4.7583,3878.0
182,4.7669,4.7669,634.0
180,4.7706,4.7706,520.0
671,4.7713,4.7713,1398.0
1735,4.7724,4.7724,8199.0
128,4.7727,4.7727,525.0
7,4.7736,4.7736,506.0
473,4.7739,4.7739,549.0
39,4.7743,4.7743,1967.0
438,4.7782,4.7782,3555.0
355,4.7816,4.7816,1401.0
1107,4.7849,4.7849,5316.0
2003,4.7898,4.7898,8133.0
1091,4.7899,4.7899,5791.0
142,4.7904,4.7904,1097.0
2781,4.7919,4.7919,8702.0
501,4.792,4.792,5046.0
900,4.7925,4.7925,2056.0
383,4.7932,4.7932,1136.0
1204,4.7948,4.7948,5212.0
1318,4.7954,4.7954,7428.0
460,4.7964,4.7964,801.0
201,4.7971,4.7971,1655.0
254,4.7991,4.7991,1027.0
514,4.8009,4.8009,4484.0
191,4.8018,4.8018,3222.0
547,4.8019,4.8019,1479.0
923,4.8019,4.8019,7395.0
287,4.8023,4.8023,826.0
805,4.803,4.803,4217.0
881,4.8033,4.8033,3761.0
783,4.8035,4.8035,3790.0
245,4.804,4.804,2181.0
2305,4.806,4.806,8300.0
261,4.8077,4.8077,1250.0
825,4.8079,4.8079,1452.0
144,4.8129,4.8129,746.0
17,4.813,4.813,592.0
187,4.8145,4.8145,597.0
1176,4.8157,4.8157,8047.0
655,4.8164,4.8164,1758.0
1832,4.819,4.819,5484.0
199,4.819,4.819,559.0
1719,4.8195,4.8195,6140.0
2477,4.8195,4.8195,7234.0
174,4.8205,4.8205,752.0
2616,4.8224,4.8224,8772.0
177,4.8235,4.8235,1230.0
206,4.8248,4.8248,661.0
380,4.825,4.825,2316.0
108,4.8253,4.8253,1298.0
2129,4.8296,4.8296,7254.0
175,4.8298,4.8298,454.0
2264,4.8316,4.8316,8494.0
714,4.8322,4.8322,5069.0
499,4.8324,4.8324,1788.0
436,4.8346,4.8346,1958.0
1367,4.8349,4.8349,7146.0
940,4.836,4.836,6664.0
2975,4.8361,4.8361,11036.0
764,4.8369,4.8369,4566.0
255,4.8384,4.8384,1108.0
225,4.8385,4.8385,629.0
785,4.8393,4.8393,4849.0
738,4.8395,4.8395,5972.0
2311,4.8398,4.8398,9123.0
1674,4.8399,4.8399,8402.0
1352,4.84,4.84,5566.0
2092,4.8409,4.8409,9130.0
5343,4.8409,4.8409,15912.0
498,4.841,4.841,3258.0
610,4.8414,4.8414,1099.0
3048,4.8419,4.8419,9403.0
497,4.8427,4.8427,2770.0
846,4.8429,4.8429,4746.0
2118,4.8438,4.8438,6481.0
600,4.8451,4.8451,5223.0
784,4.8465,4.8465,3063.0
237,4.8465,4.8465,1105.0
3226,4.8466,4.8466,10682.0
2905,4.8467,4.8467,10372.0
632,4.8469,4.8469,4401.0
428,4.8478,4.8478,892.0
1389,4.8481,4.8481,6477.0
2416,4.849,4.849,8413.0
788,4.8494,4.8494,5892.0
1339,4.8497,4.8497,2129.0
907,4.8505,4.8505,5549.0
1606,4.8513,4.8513,6035.0
1703,4.8514,4.8514,7476.0
4150,4.8523,4.8523,12844.0
826,4.8531,4.8531,3072.0
2040,4.8545,4.8545,7738.0
440,4.8556,4.8556,1345.0
3857,4.8558,4.8558,9561.0
150,4.8566,4.8566,1185.0
3264,4.8567,4.8567,9286.0
3303,4.8579,4.8579,11795.0
1297,4.858,4.858,7734.0
3726,4.8589,4.8589,9713.0
3722,4.8606,4.8606,9483.0
415,4.8607,4.8607,1954.0
3707,4.8609,4.8609,14991.0
6138,4.8611,4.8611,15327.0
2232,4.8615,4.8615,7195.0
1505,4.8617,4.8617,6189.0
4545,4.8617,4.8617,13603.0
2538,4.8618,4.8618,9111.0
97,4.8628,4.8628,1347.0
3768,4.8628,4.8628,12585.0
476,4.8628,4.8628,1099.0
1522,4.8641,4.8641,5978.0
1835,4.8641,4.8641,7267.0
4137,4.8646,4.8646,12570.0
2226,4.8646,4.8646,6431.0
1436,4.8647,4.8647,6509.0
960,4.8651,4.8651,3571.0
2670,4.8654,4.8654,10125.0
688,4.8659,4.8659,2613.0
60,4.8662,4.8662,764.0
3842,4.8663,4.8663,11392.0
1444,4.8669,4.8669,8225.0
5223,4.8669,4.8669,15574.0
486,4.8671,4.8671,2015.0
4440,4.8674,4.8674,12368.0
767,4.8676,4.8676,4522.0
676,4.8683,4.8683,5803.0
251,4.8684,4.8684,740.0
2971,4.8684,4.8684,10472.0
6396,4.8686,4.8686,17303.0
5504,4.869,4.869,15717.0
6983,4.8691,4.8691,17115.0
935,4.8691,4.8691,6510.0
1764,4.8694,4.8694,5293.0
7034,4.8698,4.8698,19192.0
2132,4.8701,4.8701,9901.0
2572,4.8702,4.8702,9190.0
1838,4.8705,4.8705,5153.0
7013,4.8711,4.8711,16021.0
10,4.8713,4.8713,492.0
461,4.8714,4.8714,2007.0
3507,4.8715,4.8715,10995.0
1234,4.8715,4.8715,5612.0
8291,4.8717,4.8717,19472.0
296,4.8719,4.8719,1179.0
1197,4.872,4.872,5442.0
6904,4.8722,4.8722,17569.0
3447,4.8727,4.8727,13741.0
4359,4.8728,4.8728,14097.0
1073,4.873,4.873,2992.0
270,4.8732,4.8732,3036.0
1728,4.8736,4.8736,6745.0
6569,4.874,4.874,17878.0
4488,4.874,4.874,14588.0
5085,4.8742,4.8742,16348.0
929,4.8748,4.8748,2569.0
2666,4.8752,4.8752,10272.0
2196,4.8755,4.8755,8498.0
5146,4.8763,4.8763,13405.0
3616,4.8766,4.8766,11777.0
6128,4.8768,4.8768,14723.0
6301,4.8769,4.8769,16284.0
995,4.8783,4.8783,3366.0
2302,4.8788,4.8788,9538.0
354,4.879,4.879,1976.0
2197,4.8791,4.8791,6094.0
2024,4.8793,4.8793,9861.0
1673,4.8796,4.8796,6968.0
1237,4.8799,4.8799,3616.0
6362,4.88,4.88,16631.0
800,4.88,4.88,5856.0
1710,4.8802,4.8802,7252.0
7718,4.8803,4.8803,16588.0
3848,4.8803,4.8803,11088.0
7210,4.8804,4.8804,17755.0
596,4.8806,4.8806,2167.0
2693,4.8808,4.8808,9415.0
3801,4.8812,4.8812,13272.0
2103,4.8817,4.8817,11311.0
6350,4.882,4.882,16638.0
1177,4.8827,4.8827,5742.0
4814,4.8828,4.8828,11787.0
4065,4.8829,4.8829,14053.0
3270,4.883,4.883,11353.0
2750,4.8832,4.8832,9405.0
3015,4.8832,4.8832,9117.0
3515,4.8833,4.8833,13932.0
1213,4.8834,4.8834,6573.0
9391,4.8837,4.8837,21200.0
746,4.8842,4.8842,5524.0
1027,4.8844,4.8844,4606.0
3470,4.8847,4.8847,12368.0
4678,4.8848,4.8848,16022.0
2625,4.8849,4.8849,7977.0
4017,4.8849,4.8849,15622.0
1956,4.885,4.885,10195.0
10182,4.8853,4.8853,22697.0
2246,4.8854,4.8854,5032.0
1144,4.8855,4.8855,7123.0
8139,4.8855,4.8855,20431.0
942,4.8856,4.8856,5809.0
1951,4.8857,4.8857,10006.0
3140,4.886,4.886,12816.0
2082,4.886,4.886,8184.0
7009,4.8861,4.8861,16647.0
6236,4.8867,4.8867,16688.0
259,4.8869,4.8869,1080.0
4771,4.887,4.887,14182.0
213,4.8871,4.8871,4242.0
1532,4.8872,4.8872,7497.0
465,4.8873,4.8873,1388.0
2954,4.8874,4.8874,11505.0
7225,4.8875,4.8875,18499.0
9098,4.8876,4.8876,20523.0
2508,4.8877,4.8877,10318.0
4805,4.8879,4.8879,14351.0
4267,4.8879,4.8879,14209.0
5537,4.888,4.888,16316.0
4358,4.888,4.888,13178.0
5627,4.888,4.888,16590.0
2734,4.888,4.888,9693.0
5936,4.8882,4.8882,14513.0
9238,4.8883,4.8883,18898.0
2726,4.8885,4.8885,7367.0
1513,4.8889,4.8889,7436.0
3100,4.8891,4.8891,10497.0
5080,4.8893,4.8893,14971.0
2540,4.8894,4.8894,8801.0
5361,4.8899,4.8899,14171.0
132,4.8902,4.8902,1291.0
243,4.8902,4.8902,1203.0
3874,4.8904,4.8904,13204.0
4443,4.8905,4.8905,14153.0
6295,4.8905,4.8905,16207.0
1769,4.8905,4.8905,8573.0
8058,4.8906,4.8906,18829.0
5604,4.8906,4.8906,12114.0
1831,4.8906,4.8906,10911.0
111,4.8908,4.8908,1120.0
7584,4.8909,4.8909,19011.0
3628,4.8915,4.8915,12038.0
4005,4.8916,4.8916,11461.0
1310,4.8917,4.8917,5014.0
6189,4.8917,4.8917,16128.0
2675,4.8918,4.8918,7641.0
10638,4.8921,4.8921,22435.0
8901,4.8922,4.8922,20518.0
4297,4.8924,4.8924,14457.0
3295,4.8925,4.8925,9379.0
5856,4.8925,4.8925,12334.0
8659,4.8926,4.8926,21131.0
3276,4.8928,4.8928,8856.0
1098,4.8929,4.8929,3288.0
1023,4.893,4.893,3337.0
4822,4.8931,4.8931,14141.0
562,4.8932,4.8932,3528.0
7811,4.8936,4.8936,17886.0
10298,4.8937,4.8937,20485.0
4015,4.8939,4.8939,15455.0
2862,4.8939,4.8939,11344.0
3495,4.8939,4.8939,10473.0
4094,4.894,4.894,13855.0
2701,4.8941,4.8941,12196.0
8422,4.8942,4.8942,18774.0
9120,4.8943,4.8943,22308.0
6120,4.8944,4.8944,15613.0
3988,4.8945,4.8945,11879.0
4828,4.8949,4.8949,14768.0
2013,4.895,4.895,7416.0
7405,4.895,4.895,17950.0
9390,4.8951,4.8951,20168.0
8739,4.8954,4.8954,18294.0
2378,4.8955,4.8955,9507.0
3827,4.8956,4.8956,13272.0
5992,4.8958,4.8958,15593.0
196,4.8959,4.8959,1552.0
3228,4.8959,4.8959,11990.0
9605,4.8961,4.8961,20549.0
5598,4.8962,4.8962,16231.0
3865,4.8963,4.8963,13504.0
10963,4.8963,4.8963,20956.0
2337,4.8966,4.8966,5680.0
2278,4.8966,4.8966,10944.0
986,4.8969,4.8969,6792.0
1226,4.8969,4.8969,5225.0
387,4.897,4.897,1141.0
7769,4.8971,4.8971,19089.0
28,4.8973,4.8973,1288.0
3475,4.8974,4.8974,13360.0
1880,4.8979,4.8979,11035.0
797,4.8979,4.8979,5706.0
5226,4.898,4.898,16320.0
3191,4.8981,4.8981,8028.0
129,4.8981,4.8981,1587.0
4396,4.8982,4.8982,13377.0
3893,4.8983,4.8983,11844.0
3968,4.8983,4.8983,12432.0
114,4.8986,4.8986,1014.0
3163,4.8987,4.8987,8656.0
10045,4.8987,4.8987,21466.0
8136,4.8987,4.8987,18527.0
11648,4.8987,4.8987,23793.0
7266,4.8989,4.8989,17597.0
9969,4.899,4.899,22496.0
11752,4.8991,4.8991,22859.0
3037,4.8991,4.8991,11018.0
1526,4.8992,4.8992,8701.0
2097,4.8993,4.8993,7834.0
2543,4.8994,4.8994,7937.0
3405,4.8994,4.8994,12425.0
5360,4.8994,4.8994,14904.0
12143,4.8995,4.8995,23248.0
4255,4.8995,4.8995,14625.0
5175,4.8996,4.8996,16007.0
369,4.8996,4.8996,1220.0
2766,4.8996,4.8996,11078.0
9356,4.8998,4.8998,20432.0
7670,4.8998,4.8998,17943.0
2587,4.8999,4.8999,7835.0
1394,4.8999,4.8999,5140.0
4921,4.9,4.9,15195.0
7242,4.9001,4.9001,18728.0
6339,4.9002,4.9002,17974.0
10147,4.9005,4.9005,21518.0
1534,4.9005,4.9005,5170.0
3257,4.9005,4.9005,12712.0
8960,4.9006,4.9006,19823.0
9205,4.9006,4.9006,22092.0
6482,4.9007,4.9007,17177.0
9660,4.901,4.901,19663.0
3056,4.901,4.901,7376.0
3998,4.9012,4.9012,11606.0
11355,4.9013,4.9013,22139.0
9420,4.9013,4.9013,21095.0
3107,4.9014,4.9014,7112.0
10035,4.9014,4.9014,22375.0
1153,4.9014,4.9014,6117.0
6031,4.9016,4.9016,17082.0
2995,4.9016,4.9016,7475.0
6791,4.9017,4.9017,17205.0
1253,4.9018,4.9018,3843.0
1198,4.9019,4.9019,4598.0
2887,4.902,4.902,9603.0
9677,4.902,4.902,20907.0
4503,4.902,4.902,14559.0
8314,4.902,4.902,18412.0
3073,4.902,4.902,11701.0
10632,4.9021,4.9021,22726.0
2927,4.9021,4.9021,11319.0
6915,4.9021,4.9021,18177.0
5523,4.9021,4.9021,15265.0
8996,4.9021,4.9021,21089.0
4078,4.9021,4.9021,14216.0
6966,4.9022,4.9022,18746.0
842,4.9022,4.9022,2456.0
3137,4.9022,4.9022,10373.0
12106,4.9022,4.9022,24320.0
3521,4.9022,4.9022,10672.0
3179,4.9023,4.9023,13241.0
6365,4.9024,4.9024,17487.0
2751,4.9025,4.9025,11310.0
7139,4.9027,4.9027,17189.0
2537,4.9027,4.9027,14002.0
8133,4.9028,4.9028,16689.0
2807,4.9029,4.9029,13581.0
3091,4.903,4.903,10816.0
7387,4.9031,4.9031,17514.0
4928,4.9033,4.9033,13690.0
6881,4.9034,4.9034,17417.0
7329,4.9035,4.9035,18849.0
4193,4.9035,4.9035,9959.0
3708,4.9036,4.9036,11136.0
8926,4.9037,4.9037,22140.0
4371,4.9037,4.9037,13137.0
3280,4.9038,4.9038,9636.0
1810,4.9039,4.9039,10509.0
9354,4.9039,4.9039,21273.0
2950,4.9039,4.9039,10916.0
9812,4.9039,4.9039,20567.0
5692,4.9041,4.9041,15590.0
7909,4.9041,4.9041,20195.0
13470,4.9041,4.9041,25060.0
3451,4.9042,4.9042,12844.0
1452,4.9042,4.9042,5527.0
2304,4.9043,4.9043,5993.0
7905,4.9044,4.9044,19642.0
11909,4.9044,4.9044,23536.0
1152,4.9045,4.9045,7342.0
9738,4.9045,4.9045,22556.0
4859,4.9045,4.9045,14385.0
6589,4.9046,4.9046,18191.0
4823,4.9046,4.9046,15165.0
9069,4.9047,4.9047,19771.0
8459,4.9048,4.9048,20193.0
8003,4.9048,4.9048,16279.0
3905,4.9048,4.9048,10565.0
3238,4.9049,4.9049,10879.0
4563,4.9049,4.9049,12939.0
2041,4.905,4.905,9393.0
6756,4.905,4.905,17555.0
5071,4.9051,4.9051,16741.0
1758,4.9052,4.9052,6828.0
4066,4.9052,4.9052,14392.0
9650,4.9053,4.9053,22265.0
3023,4.9053,4.9053,9840.0
8002,4.9053,4.9053,17669.0
5622,4.9054,4.9054,13696.0
8069,4.9054,4.9054,19489.0
5130,4.9055,4.9055,13853.0
1637,4.9055,4.9055,7942.0
7303,4.9056,4.9056,18391.0
4220,4.9057,4.9057,12431.0
2420,4.9058,4.9058,6250.0
6585,4.9058,4.9058,17141.0
8135,4.9058,4.9058,17715.0
8675,4.9059,4.9059,20649.0
7987,4.9059,4.9059,20438.0
4705,4.906,4.906,13889.0
3834,4.906,4.906,12471.0
8998,4.906,4.906,20247.0
6127,4.9061,4.9061,16460.0
1550,4.9062,4.9062,5333.0
2785,4.9062,4.9062,8944.0
11447,4.9065,4.9065,22982.0
5152,4.9066,4.9066,15873.0
8018,4.9066,4.9066,20485.0
4774,4.9066,4.9066,12978.0
10012,4.9067,4.9067,19887.0
7913,4.9068,4.9068,18533.0
7028,4.9068,4.9068,17478.0
6454,4.9069,4.9069,13960.0
9751,4.9069,4.9069,22832.0
11615,4.907,4.907,23068.0
7190,4.9072,4.9072,16660.0
990,4.9072,4.9072,7876.0
6194,4.9072,4.9072,16920.0
12336,4.9075,4.9075,23919.0
7281,4.9076,4.9076,19758.0
1912,4.9076,4.9076,7705.0
1215,4.9076,4.9076,4142.0
9939,4.9077,4.9077,21064.0
2908,4.9077,4.9077,9359.0
8654,4.9078,4.9078,18674.0
5132,4.9078,4.9078,13143.0
4752,4.9078,4.9078,15494.0
6391,4.9079,4.9079,17904.0
8212,4.908,4.908,20962.0
5104,4.908,4.908,16849.0
872,4.9081,4.9081,2351.0
9048,4.9081,4.9081,18165.0
8633,4.9082,4.9082,21645.0
11558,4.9082,4.9082,22563.0
8141,4.9082,4.9082,18921.0
10259,4.9082,4.9082,22460.0
721,4.9083,4.9083,5247.0
7952,4.9084,4.9084,19977.0
12406,4.9086,4.9086,22619.0
3542,4.9086,4.9086,13906.0
4497,4.9087,4.9087,14147.0
7208,4.9087,4.9087,17745.0
1767,4.9088,4.9088,6352.0
6709,4.9088,4.9088,16587.0
3960,4.9088,4.9088,13617.0
8973,4.909,4.909,19690.0
7835,4.909,4.909,19307.0
8302,4.909,4.909,20441.0
6012,4.909,4.909,14074.0
6618,4.909,4.909,16941.0
6685,4.9091,4.9091,17398.0
1074,4.9091,4.9091,3726.0
2461,4.9092,4.9092,11414.0
4689,4.9094,4.9094,15219.0
3022,4.9095,4.9095,10855.0
5192,4.9095,4.9095,16663.0
8881,4.9096,4.9096,21455.0
2881,4.9097,4.9097,12662.0
4378,4.9097,4.9097,14076.0
8306,4.9098,4.9098,18677.0
3849,4.9098,4.9098,12579.0
5304,4.9098,4.9098,15353.0
9968,4.9099,4.9099,21574.0
5820,4.9099,4.9099,16630.0
12728,4.9099,4.9099,24677.0
7393,4.9099,4.9099,19728.0
3578,4.9101,4.9101,10920.0
1700,4.9101,4.9101,7208.0
9473,4.9101,4.9101,18462.0
8345,4.9102,4.9102,19243.0
4691,4.9103,4.9103,13734.0
1439,4.9103,4.9103,7827.0
8792,4.9103,4.9103,20088.0
3307,4.9104,4.9104,12173.0
5749,4.9106,4.9106,17246.0
4637,4.9106,4.9106,14388.0
271,4.9106,4.9106,1208.0
2355,4.9107,4.9107,9949.0
2135,4.9107,4.9107,10499.0
3326,4.9108,4.9108,13716.0
4088,4.9109,4.9109,12346.0
3005,4.9109,4.9109,12405.0
7745,4.911,4.911,18107.0
9899,4.911,4.911,21088.0
8985,4.911,4.911,21574.0
5315,4.9114,4.9114,14960.0
8722,4.9115,4.9115,19695.0
3009,4.9115,4.9115,12981.0
4878,4.9115,4.9115,13762.0
80,4.9116,4.9116,1945.0
3927,4.9116,4.9116,13605.0
2458,4.9116,4.9116,10840.0
9315,4.9116,4.9116,19622.0
9652,4.9116,4.9116,20938.0
3952,4.9116,4.9116,12613.0
2799,4.9117,4.9117,10128.0
5502,4.9117,4.9117,13743.0
6926,4.9117,4.9117,16847.0
3400,4.9117,4.9117,10177.0
7166,4.9118,4.9118,16926.0
5305,4.9118,4.9118,16602.0
8980,4.9118,4.9118,19608.0
9889,4.9119,4.9119,19628.0
2831,4.9119,4.9119,9755.0
10089,4.9119,4.9119,22143.0
11084,4.9119,4.9119,23361.0
9074,4.9119,4.9119,21524.0
6249,4.912,4.912,16416.0
11976,4.912,4.912,23720.0
8284,4.912,4.912,19938.0
3654,4.912,4.912,13739.0
4665,4.912,4.912,15016.0
5290,4.9121,4.9121,15586.0
4668,4.9121,4.9121,11288.0
972,4.9122,4.9122,2127.0
11293,4.9122,4.9122,22709.0
307,4.9123,4.9123,1960.0
681,4.9124,4.9124,2466.0
1520,4.9124,4.9124,6278.0
4333,4.9125,4.9125,13411.0
3067,4.9125,4.9125,9717.0
1947,4.9125,4.9125,8587.0
3484,4.9126,4.9126,11972.0
861,4.9126,4.9126,3655.0
11895,4.9126,4.9126,22593.0
3324,4.9126,4.9126,13883.0
10860,4.9127,4.9127,22790.0
6736,4.9127,4.9127,18904.0
2952,4.9127,4.9127,8440.0
4403,4.9128,4.9128,14306.0
1397,4.9129,4.9129,7104.0
5542,4.9129,4.9129,15574.0
7658,4.913,4.913,18178.0
5349,4.913,4.913,16832.0
1797,4.9131,4.9131,5822.0
8346,4.9131,4.9131,17982.0
5791,4.9131,4.9131,15992.0
7966,4.9132,4.9132,19078.0
3879,4.9132,4.9132,14779.0
3110,4.9133,4.9133,10598.0
11556,4.9133,4.9133,23918.0
4251,4.9133,4.9133,10200.0
4598,4.9134,4.9134,13453.0
5260,4.9134,4.9134,12033.0
8897,4.9135,4.9135,20052.0
3577,4.9135,4.9135,11930.0
12115,4.9135,4.9135,23290.0
7315,4.9135,4.9135,18809.0
6765,4.9136,4.9136,15247.0
5270,4.9136,4.9136,17060.0
1933,4.9136,4.9136,9046.0
6880,4.9136,4.9136,17522.0
2968,4.9136,4.9136,8535.0
1135,4.9137,4.9137,3076.0
10261,4.9137,4.9137,22151.0
12172,4.9137,4.9137,22431.0
5268,4.9139,4.9139,10496.0
7138,4.914,4.914,17420.0
5041,4.914,4.914,13607.0
11190,4.9141,4.9141,23961.0
7000,4.9141,4.9141,18143.0
9514,4.9142,4.9142,21087.0
6185,4.9142,4.9142,16610.0
8870,4.9143,4.9143,17888.0
7880,4.9144,4.9144,17736.0
5056,4.9144,4.9144,14920.0
9901,4.9146,4.9146,22160.0
6568,4.9147,4.9147,17688.0
2822,4.9147,4.9147,7780.0
989,4.9147,4.9147,4723.0
4223,4.9148,4.9148,12577.0
937,4.9148,4.9148,3863.0
4438,4.9149,4.9149,12931.0
7582,4.915,4.915,17291.0
10970,4.915,4.915,21965.0
8539,4.9151,4.9151,18471.0
2445,4.9151,4.9151,7643.0
5882,4.9152,4.9152,16397.0
1059,4.9152,4.9152,2782.0
434,4.9153,4.9153,929.0
118,4.9153,4.9153,580.0
8097,4.9153,4.9153,18275.0
4411,4.9154,4.9154,14751.0
3072,4.9155,4.9155,11055.0
6330,4.9156,4.9156,19210.0
8662,4.9157,4.9157,15858.0
3116,4.9157,4.9157,11316.0
7743,4.9157,4.9157,19196.0
5106,4.9158,4.9158,14192.0
5913,4.9158,4.9158,16296.0
6369,4.9158,4.9158,16050.0
6338,4.9159,4.9159,17019.0
2685,4.9159,4.9159,9532.0
9798,4.9159,4.9159,20814.0
1531,4.916,4.916,7138.0
4826,4.916,4.916,12236.0
10696,4.9161,4.9161,22388.0
11378,4.9161,4.9161,22978.0
6428,4.9162,4.9162,17836.0
1428,4.9162,4.9162,5044.0
7995,4.9162,4.9162,20658.0
9349,4.9162,4.9162,20938.0
11073,4.9162,4.9162,22005.0
8562,4.9163,4.9163,21838.0
4801,4.9163,4.9163,14267.0
9589,4.9163,4.9163,21273.0
5583,4.9163,4.9163,16504.0
1953,4.9163,4.9163,8633.0
244,4.9164,4.9164,2763.0
7709,4.9164,4.9164,19459.0
528,4.9164,4.9164,1765.0
13049,4.9165,4.9165,24612.0
7240,4.9166,4.9166,19696.0
6109,4.9166,4.9166,17508.0
2446,4.9167,4.9167,7965.0
11859,4.9167,4.9167,22848.0
9006,4.9168,4.9168,21275.0
1537,4.9169,4.9169,8575.0
9296,4.9169,4.9169,23321.0
4732,4.917,4.917,13384.0
7057,4.917,4.917,17780.0
472,4.917,4.917,5035.0
9629,4.9171,4.9171,21340.0
1167,4.9172,4.9172,6889.0
9607,4.9173,4.9173,20859.0
6789,4.9173,4.9173,14924.0
2387,4.9174,4.9174,12554.0
6051,4.9174,4.9174,13400.0
5420,4.9174,4.9174,16434.0
11501,4.9175,4.9175,23791.0
7058,4.9175,4.9175,17752.0
10756,4.9175,4.9175,21101.0
12769,4.9176,4.9176,23162.0
5296,4.9176,4.9176,15274.0
6513,4.9177,4.9177,18112.0
3928,4.9177,4.9177,14409.0
6261,4.9177,4.9177,16430.0
3850,4.9177,4.9177,13504.0
6020,4.9177,4.9177,16248.0
5365,4.9177,4.9177,15235.0
7955,4.9177,4.9177,19828.0
2395,4.9178,4.9178,10406.0
9786,4.9178,4.9178,20394.0
3598,4.9179,4.9179,12280.0
1088,4.918,4.918,6595.0
2423,4.9181,4.9181,6546.0
2080,4.9182,4.9182,6738.0
1549,4.9182,4.9182,7456.0
6173,4.9182,4.9182,17386.0
5076,4.9182,4.9182,14302.0
318,4.9184,4.9184,2833.0
4114,4.9184,4.9184,14165.0
4162,4.9185,4.9185,13821.0
3856,4.9186,4.9186,13836.0
4101,4.9186,4.9186,13590.0
945,4.9186,4.9186,2115.0
1019,4.9187,4.9187,3507.0
8873,4.9187,4.9187,20324.0
6612,4.9187,4.9187,15366.0
3799,4.9189,4.9189,12986.0
5957,4.9189,4.9189,15647.0
8501,4.919,4.919,19725.0
6190,4.9191,4.9191,17822.0
5356,4.9191,4.9191,14841.0
11773,4.9192,4.9192,24242.0
11072,4.9192,4.9192,24227.0
2752,4.9192,4.9192,11447.0
9060,4.9193,4.9193,20056.0
8370,4.9194,4.9194,23756.0
4035,4.9194,4.9194,14035.0
5070,4.9195,4.9195,12594.0
1039,4.9195,4.9195,4826.0
6667,4.9195,4.9195,16264.0
9237,4.9196,4.9196,20982.0
11690,4.9196,4.9196,23693.0
2551,4.9196,4.9196,8998.0
5237,4.9197,4.9197,13854.0
6882,4.9197,4.9197,17160.0
4628,4.9197,4.9197,15807.0
5036,4.9198,4.9198,13987.0
4457,4.9198,4.9198,12201.0
12004,4.9198,4.9198,22951.0
4155,4.9199,4.9199,10499.0
5382,4.92,4.92,17220.0
6726,4.9201,4.9201,16566.0
5437,4.9201,4.9201,17550.0
8505,4.9201,4.9201,19405.0
7347,4.9201,4.9201,18603.0
11673,4.9201,4.9201,23469.0
6815,4.9202,4.9202,17634.0
4216,4.9202,4.9202,17334.0
9106,4.9202,4.9202,20719.0
7073,4.9203,4.9203,16488.0
5788,4.9204,4.9204,15450.0
2623,4.9204,4.9204,9580.0
1025,4.9204,4.9204,6426.0
2779,4.9204,4.9204,11986.0
11604,4.9205,4.9205,23382.0
11152,4.9205,4.9205,23328.0
9619,4.9205,4.9205,20233.0
10663,4.9205,4.9205,21724.0
8452,4.9206,4.9206,21188.0
8352,4.9206,4.9206,20199.0
7903,4.9206,4.9206,18600.0
6714,4.9206,4.9206,16784.0
6496,4.9207,4.9207,14457.0
3750,4.9208,4.9208,14408.0
6087,4.9209,4.9209,14866.0
5539,4.9209,4.9209,16298.0
6371,4.9209,4.9209,19152.0
2933,4.9211,4.9211,10669.0
7828,4.9211,4.9211,19773.0
4738,4.9211,4.9211,11481.0
4011,4.9212,4.9212,15733.0
7846,4.9212,4.9212,19493.0
6136,4.9212,4.9212,19670.0
2056,4.9213,4.9213,5251.0
3486,4.9213,4.9213,13888.0
6890,4.9214,4.9214,17584.0
