,0,1,pr  0,dg  0,cl  0,bt  0,ev  0,pr  1,dg  1,cl  1,bt  1,ev  1
NC72O,0.0,0.0,0.0001260277573175844,0.0007422068283028205,0.03163736966573806,0.00011858901480017843,1.0788967783792342e-08,0.00013753671655654983,0.0004950495049504951,0.02895229574993902,0.00017141043146156655,1.0399694299611469e-08
NOPINCOH,0.194003829478692,0.26385194386797484,0.0001478476527272245,0.0004948045522018803,0.022381230137243458,0.0,0.0020670976833193034,0.0001495586427856704,0.0004950495049504951,0.02111523867083899,0.0,0.006004749724469315
NOPINDO,0.0,0.0,0.0003022555335554138,0.0007422068283028205,0.030383816832927787,0.0,0.004047093525682934,0.00015486998114651397,0.0004950495049504951,0.027385101945712025,0.0,0.007529131208586104
OETLBPR2OH,0.21803283492975808,0.44267008289012744,4.8782981684365655e-05,0.0004948045522018803,0.03506881753505271,0.0,2.551780912569779e-09,5.483311122901662e-05,0.0004950495049504951,0.0319272074410602,0.0,8.609362754308084e-09
OETLQO,0.0,0.0,7.870454382581996e-05,0.0007422068283028205,0.027141811553282193,0.0,2.4583142020360936e-08,5.300496797179725e-05,0.0004950495049504951,0.025354303037595307,0.0,1.0201922271334434e-08
OETOLOH,0.1784186324583384,0.39807091803987726,5.4188535428471014e-05,0.0004948045522018803,0.031473322165681265,0.0,2.495000639945199e-09,6.389543910141098e-05,0.0004950495049504951,0.028344649182813705,0.0,6.391353662300523e-09
OXYBPER2OH,0.1463945374375345,0.37079540162600566,4.832238652432854e-05,0.0004948045522018803,0.035697555043235546,0.0,1.6948351849491665e-09,5.4607742580966967e-05,0.0004950495049504951,0.03163644273026533,0.0,5.086177094169141e-09
OXYFUOH,0.09717737206990916,0.1512840324256643,5.502445876936824e-05,0.0004948045522018803,0.027969567223732138,0.0,1.3291849627355287e-08,6.480069396426418e-05,0.0004950495049504951,0.023013444798760503,0.0,1.285910382940427e-08
OXYOLOH,0.10607252613846177,0.32619288335517244,5.399894853495693e-05,0.0004948045522018803,0.03171400568898521,0.0,1.6515229923458896e-09,6.37693062985941e-05,0.0004950495049504951,0.026087750546969615,0.0,3.721021111661808e-09
OXYQO,0.0,0.0,7.894622963816229e-05,0.0007422068283028205,0.029859589946385587,0.0,1.6384722261713247e-08,5.303446186712454e-05,0.0004950495049504951,0.0252379587293872,0.0,6.746625358458182e-09
PACLOOA,0.0,0.0,4.147200458994448e-05,0.0004948045522018803,0.03254966513612143,0.0,3.2915257891274083e-07,4.3168353252050655e-05,0.0004950495049504951,0.029347587143581624,0.0,1.3137910335489515e-06
PBENZOLOH,0.1732510812334963,0.3835304879323181,5.413150361856261e-05,0.0004948045522018803,0.031764033167039796,0.0,2.284547078148106e-09,6.3864843665628e-05,0.0004950495049504951,0.0261229106122865,0.0,5.5605176244221e-09
PBZQO,0.0,0.0,7.746120491504676e-05,0.0007422068283028205,0.03404267085965634,0.0,9.057012781829587e-09,5.314111549530032e-05,0.0004950495049504951,0.03200158126518188,0.0,1.2568259738784265e-09
PEBQO,0.0,0.0,7.85987493276683e-05,0.0007422068283028205,0.033388875671226635,0.0,1.992066260392311e-08,5.2867172358776523e-05,0.0004950495049504951,0.031083631693474754,0.0,7.80456327706115e-09
PETLBPR2OH,0.22310481274998153,0.44823305221982795,4.885993419603893e-05,0.0004948045522018803,0.034269929863164496,0.0,2.6320896786257982e-09,5.5366068222452696e-05,0.0004950495049504951,0.030616918574156764,0.0,8.963145986328351e-09
PETLQO,0.0,0.0,0.00010056062530344948,0.0007422068283028205,0.03298891536404856,5.7978212191930286e-05,3.7170786966605896e-08,7.799779580134545e-05,0.0004950495049504951,0.030676686832348133,0.0,1.7207980681505995e-08
PETLQOH,0.056875589542281724,0.13505908537959052,6.077728164758869e-05,0.0004948045522018803,0.03463232784765909,0.00011748700020730119,1.6160192390927773e-08,6.969669265577551e-05,0.0004950495049504951,0.03135330476616023,0.0001668141560380351,1.3665810960091236e-08
PETOLOH,0.17123341718543839,0.39123983335468626,5.4160363374337764e-05,0.0004948045522018803,0.030951957501842937,0.0,2.3973739815526626e-09,6.387872648900868e-05,0.0004950495049504951,0.02780423655343304,0.0,6.079482313449095e-09
PGAOOB,0.0,0.0,4.094691768561307e-05,0.0004948045522018803,0.03337228005551836,1.8366909881287313e-07,8.93529666253225e-08,4.294231361681541e-05,0.0004950495049504951,0.02657289878198063,0.0,9.917158071650861e-07
PHENOH,0.11249950125594003,0.1602358626403675,5.462064283348165e-05,0.0004948045522018803,0.031819246086867536,0.0,1.6499029808723642e-09,6.367870929853612e-05,0.0004950495049504951,0.02712027130677727,0.0,1.0627922839267122e-09
PHIC3OH,0.24225961674627233,0.32612186877765265,4.759172992623214e-05,0.0004948045522018803,0.02841625476192748,0.0,1.5442668333004232e-09,5.374856239631392e-05,0.0004950495049504951,0.02585555834610395,0.0,4.961333213727831e-09
PMALANHY,0.585890765280491,0.5984908578721531,0.0003110029107377337,0.0004948045522018803,0.027289071467355052,0.0003009112068884238,6.291772478287588e-08,0.00028774467713765366,0.0004950495049504951,0.025510340295726613,0.0002877268415130694,8.30581373564798e-08
PMALNHY2OH,0.1596578538751886,0.25307121407686695,0.00011832511304471298,0.0004948045522018803,0.030947145804425553,0.0,1.9985771308094557e-08,0.00014384023366817368,0.0004950495049504951,0.02836207244723757,0.0,4.165351801550729e-08
PPACLOOA,0.0,0.0,4.831857991955991e-05,0.0004948045522018803,0.028688273585808128,0.0,4.7434970943748057e-07,5.226083438036425e-05,0.0004950495049504951,0.025400976389644548,0.0,3.0319860469434015e-06
PPGAOOB,0.0,0.0,4.570431381231027e-05,0.0004948045522018803,0.03353961476129628,6.734533623138682e-07,5.664699111205636e-07,4.8022031251652045e-05,0.0004950495049504951,0.029855948893246668,6.741203954512807e-07,3.157219693330393e-06
PPRBQO,0.0,0.0,7.840650526153107e-05,0.0007422068283028205,0.03322437842595356,0.0,2.14379868842462e-08,5.277059026011275e-05,0.0004950495049504951,0.030956652595731386,0.0,8.53797273111547e-09
PTLQO,0.0,0.0,7.864348046339835e-05,0.0007422068283028205,0.033462814241917035,0.0,1.871513721392867e-08,5.2882247232725686e-05,0.0004950495049504951,0.031106218506648863,0.0,7.2191233247520195e-09
PXYFUOH,0.22806278834458404,0.2947650278347424,5.643461441877379e-05,0.0004948045522018803,0.03032206473647752,0.0,3.61184884263885e-07,6.484422921886515e-05,0.0004950495049504951,0.023297312576837512,0.0,3.977032931590086e-08
TLFUOH,0.26346518971987554,0.33340825083136794,6.64189058108246e-05,0.0004948045522018803,0.02951998819094179,0.0,5.043348952514199e-07,7.108244958404626e-05,0.0004950495049504951,0.019549167723093182,0.0,1.5762623187860399e-07
TM123OLOH,0.15010042043432853,0.3746147227770194,5.464770133079412e-05,0.0004948045522018803,0.030781098684869643,0.0,2.2059155920415837e-09,6.424883890862769e-05,0.0004950495049504951,0.025198240583713224,0.0,5.540314137710529e-09
TM124BP2OH,0.2541597918035456,0.4783753579120379,4.85980212248767e-05,0.0004948045522018803,0.03428803865338483,0.0,3.0779950118964954e-09,5.4750243734034856e-05,0.0004950495049504951,0.031214893086276698,0.0,1.1034247860922821e-08
TM124OLOH,0.1887917103563841,0.38053854246627666,5.4256123749742214e-05,0.0004948045522018803,0.03139782864586239,0.0,2.6233943202065306e-09,6.387002974513929e-05,0.0004950495049504951,0.027889213975359303,0.0,5.621128580879041e-09
TM124QO,0.0,0.0,9.993338646674872e-05,0.0007422068283028205,0.029798599548774132,5.803943522486791e-05,3.885481693525241e-08,7.780875975127829e-05,0.0004950495049504951,0.02798230118716079,0.0,1.503529406839401e-08
TM124QOH,0.06192008070810666,0.11721406396207822,6.057807410388196e-05,0.0004948045522018803,0.031125556500904122,0.00011871146086605368,1.693779202164033e-08,6.934966592392111e-05,0.0004950495049504951,0.02852256371092326,0.00016791726213968264,1.1866607148353526e-08
TM135OLOH,0.22970237298896246,0.29482466193862644,6.027018008633385e-05,0.0004948045522018803,0.03018266208576533,0.0,1.1286035514179155e-08,6.974567390686264e-05,0.0004950495049504951,0.027787335980547737,0.0,1.952433347736194e-08
TMB1FUOH,0.23082115025056404,0.2814641814520882,5.684528954672625e-05,0.0004948045522018803,0.02995802343383688,0.0,9.618862036768889e-08,6.565119720772596e-05,0.0004950495049504951,0.027915114781936992,0.0,3.999441045285425e-08
TMB2FUOH,0.1926338859897893,0.2487422670649077,5.6161545751589116e-05,0.0004948045522018803,0.025263335315294733,0.0,2.2030022162465588e-08,6.467940612645913e-05,0.0004950495049504951,0.020356909895871515,0.0,5.489625122068465e-09
C2H2,0.7623368370887768,0.7623368370887768,3.756349167407965e-05,0.0007422068283028205,0.036849742232186546,0.0,7.791464734180798e-13,3.76711925540758e-05,0.0007425742574257426,0.03274141714521127,0.0,1.8667087306557405e-13
C626O,0.0,0.0,0.00021244835176783912,0.0009896091044037606,0.03538553965571753,0.0005818024820062445,1.9293831407905714e-06,0.00011623637835494273,0.0004950495049504951,0.03344874418482893,0.0005125766352322283,1.98249419387675e-06
C729O,0.0,0.0,0.00014486700557917278,0.0009896091044037606,0.03542184382134358,2.448921317504975e-07,7.741794390361054e-07,6.72271261120973e-05,0.0004950495049504951,0.033587152739172725,0.0,7.32728949315776e-07
C731O,0.0,0.0,0.00010314559571105778,0.0009896091044037606,0.032877978568179006,2.0387269968228917e-05,1.3142296775867374e-07,5.550083592145484e-05,0.0004950495049504951,0.029858209317824323,5.895489276583019e-05,6.024419547986723e-08
C732O,0.0,0.0,0.00012442522569618486,0.0009896091044037606,0.02734714216167759,0.00011607887044973582,2.8798757979369844e-07,6.38925393018026e-05,0.0004950495049504951,0.024121858648118208,0.0,1.7974391994069753e-07
