,0,1,pr  0,dg  0,cl  0,bt  0,ev  0,pr  1,dg  1,cl  1,bt  1,ev  1
RO2,0.5618679063643736,0.6526159581386476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5CO24O,0.0,0.0,5.6384096478339594e-05,0.0007422068283028205,0.03471559985786447,2.6325904163178482e-06,1.897871353864584e-09,0.0,0.0,0.0,0.0,0.0
HO2CO3C4O,0.0,0.0,5.9592599734820475e-05,0.0007422068283028205,0.03416308365493595,6.20189323658135e-05,1.4600754542419429e-08,0.0,0.0,0.0,0.0,0.0
C51OH,0.23829560966067515,0.37046163568091284,0.00010140288311159706,0.0007422068283028205,0.03214973899775858,6.073324867412338e-05,3.2952683361597497e-07,0.00010972600329963188,0.0007425742574257426,0.028666590240130796,5.619712751171131e-05,3.131466940246375e-07
INB1HPCO2H,0.0,0.04032976974369447,5.660091313290468e-05,0.0004948045522018803,0.03615527644313015,0.0,7.804105821780033e-09,7.054490864616468e-05,0.0004950495049504951,0.026133306799711115,0.0,6.047025896293047e-08
APINCOH,0.0,0.16180311747526088,4.690973755176296e-05,0.0004948045522018803,0.026507947038025486,0.0,9.053456790339351e-10,5.2953465460723166e-05,0.0004950495049504951,0.024205315157171423,0.0,1.6244233425283727e-09
BPINCOH,0.005871195375654873,0.20271592317343373,4.68676108804334e-05,0.0004948045522018803,0.026411237361029273,0.0,1.0255122770395714e-09,5.298935728130454e-05,0.0004950495049504951,0.024022473824587966,0.0,2.4068567665811037e-09
C101O,0.0,0.0,0.00012348960316457182,0.0007422068283028205,0.031605174541632294,0.00013983340722953407,1.1628178830924343e-08,0.00018472128029448768,0.0004950495049504951,0.027158459141043947,0.0004830379051769995,9.561904214851837e-09
C111O,0.0,0.0,0.0001251431864320752,0.0007422068283028205,0.032635734189330044,0.00014656794085267277,1.2013376813422862e-08,0.00018469898130775496,0.0004950495049504951,0.02807007792077273,0.0005028938150066554,9.940302860256022e-09
C121O,0.0,0.0,0.0001249313490403414,0.0007422068283028205,0.03230276743819519,0.00014032319149303508,1.4761111239769485e-08,0.0001846654883086504,0.0004950495049504951,0.02768902352952961,0.0004977459865323001,1.2971248370085204e-08
C24O3CCO2H,0.5307154526939936,0.5217699523533055,6.340821837153995e-05,0.0004948045522018803,0.02587497001434307,1.8366909881287313e-07,2.767557853718259e-07,6.026711512798958e-05,0.0004950495049504951,0.024645435720548652,5.478760304849499e-05,5.8271430161904734e-08
C510OH,0.271656488828915,0.43764131297297293,5.4684785365613804e-05,0.0004948045522018803,0.030155979020748583,0.0,1.0882042268924804e-08,6.755170818503174e-05,0.0004950495049504951,0.024448443212357118,0.0,4.824726905461312e-08
C511CHO,0.0,0.0,6.0101429358086966e-05,0.0004948045522018803,0.03990063607138971,0.00012367052653400125,2.861324564319444e-07,6.19139824971666e-05,0.0004950495049504951,0.03455403929250286,0.00038418734173491627,6.117366102560648e-07
C520OOA,0.0,0.0,9.340606273126447e-05,0.0004948045522018803,0.0329612455200763,0.0009867316218556922,3.430822045807062e-06,9.105852536950995e-05,0.0004950495049504951,0.027892632167278983,0.0009895474568501663,3.7370702611977824e-06
C57OH,0.08478731368873878,0.11419990598370314,4.3284699372503934e-05,0.0004948045522018803,0.030754061913616456,0.0,3.363553070961569e-07,4.432805461379267e-05,0.0004950495049504951,0.02840923800562119,0.0,1.8833861378594806e-06
C58OH,0.12650658791927546,0.23884448615485632,4.814387677951142e-05,0.0004948045522018803,0.03042420131180197,0.0,2.6005552118971465e-07,5.343271647295436e-05,0.0004950495049504951,0.025587403395008316,0.0,1.7842051191918816e-06
C6145COO,0.0,0.0,0.00017424638786619486,0.0007422068283028205,0.03346529097775367,0.0002924624283430317,1.9688981721436555e-09,0.0001971992790440088,0.0004950495049504951,0.031200115937552106,0.0005516756181684026,7.455245908754732e-10
C619O,0.0,0.0,0.0001174608957710783,0.0007422068283028205,0.030012492494074342,0.0,1.1026203719265707e-05,6.691509645605994e-05,0.0004950495049504951,0.027239196258772056,0.0,5.016141102343736e-05
C628OOA,0.0,0.0,6.991423597141676e-05,0.0004948045522018803,0.029986540478790527,0.0012609495863833118,1.0257929291678912e-05,7.26100179922294e-05,0.0004950495049504951,0.023110470710000712,0.0012599310190984437,1.0790925883429266e-05
C629OOA,0.0,0.0,4.6882628854516437e-05,0.0004948045522018803,0.03411227035042896,1.0224246500583272e-05,1.98335406355682e-08,4.469319109501234e-05,0.0004950495049504951,0.028819442452537297,8.212012090042873e-06,1.399473178378017e-08
C6CO134,0.06451592463507834,0.11504397600932606,6.692850996406732e-05,0.0004948045522018803,0.03466362137573096,6.195770933287587e-05,1.737922511471151e-08,0.00015414183619319257,0.0004950495049504951,0.030835466616708607,0.0002773699008920451,1.760882049295411e-08
C6CYTONO,0.0,0.0,0.00013434646989181082,0.0007422068283028205,0.028257520743052687,0.00012918059949838744,8.905950583075983e-08,0.0002492805982831692,0.0004950495049504951,0.02459783043984389,0.00023551315270175198,1.4378154682009995e-07
C719OH,0.09803235686120886,0.272835289696158,9.168788202428444e-05,0.0004948045522018803,0.031557153017257866,0.0,7.208054651045006e-08,0.0001144136732969283,0.0004950495049504951,0.02400646814715345,0.0,7.913361065585249e-08
C721O,0.0,0.0,0.000252780488700938,0.0007422068283028205,0.023520759179578868,0.0016539402348099226,8.264180323329141e-07,0.00023754493788639844,0.0004950495049504951,0.02197418398143198,0.00164411836083336,1.4323415581448803e-06
C735OOA,0.0,0.0,6.0734746255683725e-05,0.0004948045522018803,0.029804398981638894,1.3346621180402115e-05,1.599220194926265e-07,7.143196599810128e-05,0.0004950495049504951,0.0232563732506567,2.4513468925501118e-05,3.4497259045382424e-07
C812OH,0.14015784968742853,0.21014592493694983,8.149020660483573e-05,0.0004948045522018803,0.025657838981422817,0.0,1.8288818318915171e-07,8.047613777503493e-05,0.0004950495049504951,0.024561694092927126,0.0,1.1046879149500296e-06
C85O,0.0,0.0,0.00035997517415441274,0.0007422068283028205,0.023180856589956573,0.0018158139338970015,0.0003323175366718301,0.00028568249285430044,0.0004950495049504951,0.021733327790147167,0.001581363880384077,0.00015687835344079405
C88O,0.0,0.0,0.0001712832255845854,0.0007422068283028205,0.03106801921953408,0.0,2.0178149888134062e-05,0.00010945893514856237,0.0004950495049504951,0.02894285343223808,0.0,3.989617794170895e-05
C8BC,0.6300077026012563,0.6210788079481846,4.9025670689593895e-05,0.0004948045522018803,0.02436416407572286,2.5713673833802238e-06,5.421900333509905e-11,4.859108661197868e-05,0.0004950495049504951,0.019834967958381598,2.5739142371776172e-06,1.8119143238419846e-11
C914O,0.0,0.0,0.00022585444300594193,0.0007422068283028205,0.030313296998053473,0.0,1.5026189020232405e-05,0.00014543512496663772,0.0004950495049504951,0.02797246655953404,0.0,9.055046843732153e-05
C917OH,0.16570866389535646,0.2504321287339949,0.000111245279636784,0.0004948045522018803,0.025781142601303257,0.0,0.0001118256004000403,0.00010718578089664507,0.0004950495049504951,0.02361689224112513,0.0,0.0004997030535963629
C91O,0.0,0.0,0.00012683976986714563,0.0007422068283028205,0.030442376933001673,0.00013126218261826666,3.5041347495573623e-08,0.00018474762070518674,0.0004950495049504951,0.02681677553319973,0.0004704134686803664,8.985912817927893e-09
C920O,0.0,0.0,0.00017370264817892215,0.0007422068283028205,0.020611602682711026,0.00018568945889981474,1.1904557929742276e-07,0.00013951850778624024,0.0004950495049504951,0.020027990811582002,0.00017570028852352925,1.3294376554000698e-07
C921O,0.0,0.0,0.00020565629709010178,0.0007422068283028205,0.02371994164814834,0.00035925675727797987,9.674006805651589e-08,0.00016666998678157186,0.0004950495049504951,0.02255052761531075,0.0003417177568214856,7.50094184061855e-08
CH3O2NO2,0.5553930981521712,0.6290132683716291,0.004533219059484234,0.0004948045522018803,0.028524166331025395,0.0,0.03803058704071618,0.00260424820311034,0.0004950495049504951,0.025595046960659684,0.0,0.02919249860907675
CHOC4O,0.0,0.0,0.0001785292955763739,0.0007422068283028205,0.03206384487245354,0.00012538477145625473,1.801540460652354e-07,0.00013531446072913777,0.0004950495049504951,0.02856012065370065,0.0001185226222547979,1.529699926452545e-07
CHOC4OHO,0.0,0.0,0.00015346713941220933,0.0007422068283028205,0.031220463989457995,0.00012544599448919235,2.1903628305526866e-07,0.00010295791239952134,0.0004950495049504951,0.02808761430662894,0.00011680667943001283,8.868539270885192e-08
CO14O3CO2H,0.4539117584136773,0.4480895036182957,6.375423049957856e-05,0.0004948045522018803,0.030818131056492584,7.95899428189117e-07,1.2243759221599192e-07,6.049983972422775e-05,0.0004950495049504951,0.027198082546344208,7.966877400787863e-07,2.5445908671307673e-08
CO2C3CO2H,0.4807176637684634,0.47774950417163675,6.585808040745517e-05,0.0004948045522018803,0.03050656333966454,1.1020145928772388e-06,1.0461846410717965e-09,6.56386380376253e-05,0.0004950495049504951,0.027316330805400413,5.509402141006376e-05,4.5734870558399137e-10
CO3C75O,0.0,0.0,0.00012822625713637535,0.0007422068283028205,0.029268513952580896,0.00012244606587524876,5.124630467353364e-08,0.0001847741242405781,0.0004950495049504951,0.024249876021862668,0.00044528716303172776,1.5987008661898146e-08
CO3C85O,0.0,0.0,0.0001288801456841516,0.0007422068283028205,0.0285979579809839,0.00013199685901351817,2.7342437174224167e-08,0.0001848069805361701,0.0004950495049504951,0.02517273434493218,0.00044908675071518047,6.71937178327907e-09
CRESOH,0.15197098984841348,0.3633921921936693,5.41161330633002e-05,0.0004948045522018803,0.03155590286051738,0.0,2.0054177195246864e-09,6.387048822497856e-05,0.0004950495049504951,0.025737682276743466,0.0,4.712421461745383e-09
CYC6DIONO,0.0,0.0,0.0001228274166865784,0.0007422068283028205,0.02918091452814549,0.00012073182095299527,2.2175474791224826e-09,0.0001857022164153823,0.0004950495049504951,0.02830532694804039,0.0003878643620737414,1.8613111373060036e-09
DMEBPR2OH,0.3123481499358821,0.548117326625015,4.7358197919719665e-05,0.0004948045522018803,0.033255064779434754,0.0,3.618986866244832e-09,5.210073278315427e-05,0.0004950495049504951,0.030351638644013808,0.0,1.3657477062494638e-08
DMEPHOLOH,0.22336450802763674,0.28842678154767437,6.024398334136687e-05,0.0004948045522018803,0.03025142925207403,0.0,1.090342977651719e-08,6.972456998159725e-05,0.0004950495049504951,0.027957535411592172,0.0,1.8613318866303193e-08
DMMALYOH,0.12240072444052696,0.18240728814427473,5.8569125661163564e-05,0.0004948045522018803,0.028291866162131075,0.0,6.074352238547134e-08,7.088648806837165e-05,0.0004950495049504951,0.02653679681433134,0.0,7.343604529882906e-08
EBENZOLOH,0.1619789733682053,0.37258363428615515,5.4107750104250186e-05,0.0004948045522018803,0.03177392499475702,0.0,2.133250304611504e-09,6.384979698533772e-05,0.0004950495049504951,0.025872307838709495,0.0,5.087186653739775e-09
EMALANHY,0.5814033473711359,0.5903721383872089,0.0003109435244920906,0.0004948045522018803,0.026984799761630155,0.0003009112068884238,5.674003576948479e-08,0.00028707056356885554,0.0004950495049504951,0.02532110470369723,0.0002877268415130694,7.42505842353973e-08
EMALNHY2OH,0.1562800817091989,0.24547905912715243,0.00011823392983859824,0.0004948045522018803,0.030537779929601924,0.0,1.8385285669813247e-08,0.00014356239318345112,0.0004950495049504951,0.028105469557127654,0.0,3.7236119938095353e-08
IBUTOLOHC,0.14090879370717335,0.19747223457409877,6.364754182805143e-05,0.0004948045522018803,0.035026247515651976,0.0,1.3774958566714684e-07,5.874061624352558e-05,0.0004950495049504951,0.025996923109826653,0.0,1.3296331235631793e-07
IEB1CHO,0.3635109919110263,0.32158851212905826,4.894001656717523e-05,0.0004948045522018803,0.032694149225061905,0.00048709045005173956,5.336676718560561e-07,5.039080760361018e-05,0.0004950495049504951,0.027815443869493466,0.0004872664785666485,2.5470023318620936e-06
IEB4CHO,0.3635109919110263,0.32158851212905826,4.894001656717523e-05,0.0004948045522018803,0.032694149225061905,0.00048709045005173956,5.336676718560561e-07,5.039080760361018e-05,0.0004950495049504951,0.027815443869493466,0.0004872664785666485,2.5470023318620936e-06
INANCOCHO,0.18980943338920434,0.13949631774102067,4.759723321926209e-05,0.0004948045522018803,0.030283629856606653,6.795756656076306e-06,4.547872171420323e-08,5.741019760192664e-05,0.0004950495049504951,0.023305788663263893,5.760665197492763e-06,1.8561153863478883e-07
IPBENZOLOH,0.1784745789249503,0.3887683552815095,5.4145049117720685e-05,0.0004948045522018803,0.03280111225674457,0.0,2.352009944128312e-09,6.387430883217962e-05,0.0004950495049504951,0.02637132453114659,0.0,5.778660230188784e-09
IPMALANHY,0.59111887585528,0.6037155671477189,0.0003110088323371815,0.0004948045522018803,0.02719042317356899,0.0003009112068884238,6.42618452939757e-08,0.000287763022497999,0.0004950495049504951,0.025428543640347565,0.0002877268415130694,8.68687296866527e-08
IPMLNHY2OH,0.1648860370451572,0.25829594893933555,0.00011846586855882528,0.0004948045522018803,0.03083521654985374,0.0,2.0618361082951153e-08,0.00014391547230361478,0.0004950495049504951,0.028274042658011287,0.0,4.361420352869149e-08
IPRBQO,0.0,0.0,7.868290993044591e-05,0.0007422068283028205,0.03320636087334042,6.122303293762438e-06,2.2134458388115362e-08,5.2882667228856496e-05,0.0004950495049504951,0.030940334083595016,3.922155028080179e-06,8.895161273976415e-09
ISOPBOH,0.3542122854751226,0.48485956847993733,4.6376908369575716e-05,0.0004948045522018803,0.029979166732839044,0.0,4.331236170991739e-07,4.800619784298738e-05,0.0004950495049504951,0.02667127716351562,0.0,5.439534685182744e-06
LIMALOOA,0.0,0.0,0.0003185784291149846,0.0004948045522018803,0.028668298713628717,0.0,0.017654135804637625,0.0002416907889690915,0.0004950495049504951,0.02304659874239314,0.0,0.024152809621623247
M2PEDOH,0.24048949412252493,0.3078881630726111,4.785486780431723e-05,0.0004948045522018803,0.03082740410520922,0.0,1.725207977503618e-09,5.402057942629522e-05,0.0004950495049504951,0.025613490508256006,0.0,4.432042973460225e-09
MAE,0.5274159352907029,0.5174237772786511,5.812519833706183e-05,0.0004948045522018803,0.030340127353608193,7.346763952514925e-07,0.000923790898257281,5.279801661096417e-05,0.0004950495049504951,0.02720285938827932,3.6770203388251675e-07,0.0024584650999757616
MALANHYO,0.0,0.0,0.00024025160587244984,0.0007422068283028205,0.02856706413177743,0.0004640705896671928,3.614950455958274e-06,0.00018208146987110777,0.0004950495049504951,0.026277199590887226,0.00040422710258151344,4.647116103511723e-06
MC6OTKETOH,0.250384568738929,0.32956320569190645,7.435321472317157e-05,0.0004948045522018803,0.027315575926775908,0.0,7.236630825265768e-08,0.00012900400971508936,0.0004950495049504951,0.02517738705317651,0.0,5.3604324283006233e-08
MEBFUOH,0.2446830924527135,0.31440209344740844,5.653309089607453e-05,0.0004948045522018803,0.03036477975377947,0.0,1.3957490626894525e-07,6.530289341303358e-05,0.0004950495049504951,0.023153604195744717,0.0,6.312880057512133e-08
METACETHO,0.3774598666442882,0.35405380016066745,0.00021264581464794794,0.0004948045522018803,0.02947339254173122,5.791698915899266e-05,0.0011524142607148714,0.0003541316505284324,0.0004950495049504951,0.026880227582172917,6.079340293524277e-05,0.0027896763492754138
METLBPR2OH,0.2784205835307142,0.5044487140081028,4.726840750386757e-05,0.0004948045522018803,0.035477542471561194,0.0,2.847826382870893e-09,5.205239322595192e-05,0.0004950495049504951,0.03156804056170341,0.0,9.72887442866386e-09
METLQO,0.0,0.0,0.0001000983246924054,0.0007422068283028205,0.026933502198254897,5.803943522486791e-05,4.339555105196878e-08,7.784638291142196e-05,0.0004950495049504951,0.02519114884426513,0.0,1.816419944155952e-08
METLQOH,0.07502839678016097,0.13517159734874223,6.0705314581317656e-05,0.0004948045522018803,0.02801745351284197,6.189648629993824e-05,1.8989034492352075e-08,6.955439239013227e-05,0.0004950495049504951,0.02564069487100745,0.00011478431824365898,1.4415223509312911e-08
METOLOH,0.2187052178200945,0.4132698179125765,5.426855996480547e-05,0.0004948045522018803,0.031392465913157544,0.0,2.9418244554855105e-09,6.394139581799977e-05,0.0004950495049504951,0.02798041758416246,0.0,6.895417380262347e-09
MMALNHY2OH,0.34132089451080244,0.43404850624213287,0.00037452354924477827,0.0004948045522018803,0.026513324838548572,0.0,1.4907448369267154e-06,0.0004676759077267308,0.0004950495049504951,0.02456651094536948,0.0,4.715490195036598e-06
MXYFUOH,0.2803583447335734,0.3494701958225525,5.9225657408621006e-05,0.0004948045522018803,0.03007809724787576,0.0,2.2808760296374245e-07,6.682253073936247e-05,0.0004950495049504951,0.022670772036137318,0.0,8.460148514727925e-08
MXYOLOH,0.23458718026038103,0.42844460050913774,5.4311792704097434e-05,0.0004948045522018803,0.03112483672399168,0.0,3.185451982776663e-09,6.396939170403707e-05,0.0004950495049504951,0.027996183647006703,0.0,7.626116800484659e-09
MXYQO,0.0,0.0,0.00010000932715464834,0.0007422068283028205,0.026439471890214797,5.803943522486791e-05,4.768929518119988e-08,7.780073694597115e-05,0.0004950495049504951,0.025102445136178757,0.0,2.0518868904744373e-08
MXYQOH,0.0911004680888143,0.15065308782967482,6.079888452610557e-05,0.0004948045522018803,0.027483708136335647,6.232504753050161e-05,2.095644972020879e-08,6.965478247260052e-05,0.0004950495049504951,0.02554956809655472,0.0001679785458119964,1.6353751810506166e-08
NC101O,0.0,0.0,0.0001231664775432021,0.0007422068283028205,0.023881414190793145,0.0001223236198093735,2.265373878187085e-08,0.00013960562072902266,0.0004950495049504951,0.021819431525271594,0.0001708588784107428,5.125359340483529e-08
NC4DCO2,0.0,0.0,0.0003597049655205149,0.0004948045522018803,0.021928790481820663,0.0002566469540745214,1.05081486025927e-07,0.0003117428145550247,0.0004950495049504951,0.02084810987433116,0.0002461152280120312,2.562484016726875e-07
NC4MDCO2,0.0,0.0,0.001418080805554168,0.0004948045522018803,0.021661453695930213,0.00031223746798188435,7.760913185039244e-07,0.0012355797698642295,0.0004950495049504951,0.020638909725079382,0.0003020672208344875,1.2728580041259568e-06
NC4PDCO2,0.0,0.0,0.00031943545976283443,0.0004948045522018803,0.025055020989177435,0.00024446357051993413,1.0210705623265314e-07,0.0002912673189805455,0.0004950495049504951,0.023711473307165578,0.0002339197772215944,1.3792777713900372e-07
