,x,y,rate,kmeans,labels
RN36AO2+NO-->RN36NO3,59.61654281616211,-53.898162841796875,(KRO2NO*0.176),3,1
RI16O2+HO2-->RI16OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN27AO2+NO3-->CARB25+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
STYRENE+O3-->HCOOH+BENZAL,22.282289505004883,-19.60275650024414,(1.70D-17*0.64),3,0
NRN9O2+NO3-->HCHO+CH3CHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
IC3H7OOH+OH-->CH3COCH3+OH,68.62127685546875,-62.130916595458984,(2.78D-11),3,1
RTN24O2+NO-->RTN23O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RE18O2+NO-->RE18NO3,59.93910598754883,-54.193233489990234,(KRO2NO*0.195),3,1
RN32O2+HO2-->RN32OOH,67.77923583984375,-61.361392974853516,(KRO2HO2*0.932),3,1
RN30AO2+NO-->CARB28+NO2+HO2,64.51253509521484,-58.37544250488281,(KRO2NO*0.834),3,1
RU14O2+NO-->UCARB12+NO2+HO2,53.92219161987305,-48.687015533447266,(KRO2NO*0.900*0.032),3,1
MACO3+NO3-->HCHO+CH3CO3+NO2+HO2,59.21672821044922,-53.532440185546875,(KRO2NO3*1.74*0.35),3,1
ME2BUT2ENE+O3-->CH3COCH3+CO+CH3O2+OH,33.233848571777344,-29.698253631591797,(6.51D-15*EXP(-829/TEMP)*0.89),3,0
BPINENE+OH-->RTX28O2,71.90384674072266,-65.13031005859375,(2.38D-11*EXP(357/TEMP)),3,1
RTN28O2+NO-->TNCARB26+NO2+HO2,63.9693603515625,-57.878841400146484,(KRO2NO*0.767*0.915),3,1
RN24O2+NO3-->2CARB11+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RU12OOH+OH-->RU10OOH+CO+HO2,69.34634399414062,-62.79350280761719,(3.50D-11),3,1
BUT2OL+OH-->RN12O2,61.75762939453125,-55.85647964477539,(8.7D-12*0.361),3,1
RTN24O2+NO3-->RTN23O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN35O2+NO-->RN34O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
C2H5CO3+HO2-->C2H5O2+OH,63.86384582519531,-57.782386779785156,(KAPHO2*0.44),3,1
RI17O2+NO3-->CH3COCH3+RN8O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
APINENE+O3-->RCOOH25,17.48526382446289,-15.184520721435547,(8.05D-16*EXP(-640/TEMP)*0.025),3,0
RE6O2+NO-->CH3OCHO+NO2+HO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN37O2+NO-->RN37NO3,62.49995803833008,-56.53532028198242,(KRO2NO*0.440),3,1
RN22O2+NO-->RN22NO3,61.05500411987305,-55.213897705078125,(KRO2NO*0.278),3,1
RA16BO2+NO3-->RAROH14+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CARB24+OH-->RN24O2,65.17425537109375,-58.980369567871094,(9.30D-12),3,1
NRI12OOH+OH-->CH3COCH3+HCHO+NO2+OH,62.65726852416992,-56.67914962768555,(4.18D-12),3,1
RTN24O2+HO2-->RTN24OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
MTBE+OH-->RI15O2,59.301998138427734,-53.610435485839844,(6.54D-18*TEMP**2*EXP(483/TEMP)*0.49),3,1
TXCARB22+OH-->RTX22O2,62.92421340942383,-56.9232292175293,(4.55D-12),3,1
RN36O2+NO3-->2CARB17+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RUA20OOH+OH-->BENZAL+HCHO+OH,71.12613677978516,-64.41976165771484,(6.16D-11),3,1
RE15O2+NO-->RE15NO3,55.78068542480469,-50.38832092285156,(KRO2NO*0.052),3,1
RN13AO2+NO-->RN12O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
C3H7CHO+OH-->RN11O2,68.12561798095703,-61.677982330322266,(6.0D-12*EXP(410/TEMP)),3,1
NEOP+OH-->RI16AO2,57.63682174682617,-52.086952209472656,(1.80D-17*TEMP**2*EXP(-189/TEMP)),3,1
RU10O2+NO3-->CARB6+HCHO+NO2+HO2,56.989112854003906,-51.49427032470703,(KRO2NO3*0.3),3,1
IPECOH+OH-->RI15O2,62.398460388183594,-56.44248962402344,(3.85D-12),3,1
NRU14OOH+OH-->NUCARB12+OH,72.74468994140625,-65.89850616455078,(1.03D-10),3,1
RTX28O2+NO-->TXCARB24+HCHO+NO2+HO2,63.9693603515625,-57.878841400146484,(KRO2NO*0.767*0.915),3,1
UCARB12+NO3-->HNO3+RU12O2,44.139522552490234,-39.721107482910156,(KNO3AL*4.25),3,3
ARNOH17+OH-->CARB16+NO2,59.49454116821289,-53.78657913208008,(1.53D-12),3,1
RN13OOH+OH-->CARB11A+OH,69.40867614746094,-62.850460052490234,(3.57D-11),3,1
RN19BO2+NO-->RN19NO3,58.13772201538086,-52.54528045654297,(KRO2NO*0.110),3,1
RC14O2+NO-->CCARB12+NO2+HO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN13AO2+NO3-->RN12O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
BENZAL+OH-->RA16BO2,66.11847686767578,-59.843482971191406,(5.9D-12*EXP(225/TEMP)),3,1
RTN10O2+NO3-->CO+RN8O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
DHCARB9+OH-->CARB6+HO2,69.27352905273438,-62.726966857910156,(3.42D-11),3,1
NRI15OOH+OH-->CH3COCH3+CH3CHO+NO2+OH,64.280029296875,-58.16287612915039,(7.00D-12),3,1
NRTN28O2+HO2-->NRTN28OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
RN19AO2+NO3-->RN18O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
NRN6O2+NO-->2HCHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN30O2+HO2-->RN30OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
NRU12O2+NO3-->NOA+CARB3+NO2+HO2,58.59623336791992,-52.96476745605469,(KRO2NO3*0.5),3,1
RN11O2+NO-->CH3CO3+CH3CHO+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RI19O2+HO2-->RN19OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RN25AO2+HO2-->RN25OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
RN18O2+NO3-->2C2H5CHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
APINENE+OH-->RTN28O2,70.6670150756836,-64.00028228759766,(1.20D-11*EXP(444/TEMP)),3,1
TNCARB15+OH-->RN15AO2,58.1565055847168,-52.56245422363281,(1.00D-12),3,1
RA16NO3+OH-->UDCARB11+CARB3+NO2,71.59977722167969,-64.85250091552734,(7.16D-11),3,1
RU11O2+NO3-->HCHO+CH3CHO+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA16O2+NO-->RA16NO3,58.166202545166016,-52.571319580078125,(KRO2NO*0.111),3,1
IBUTOL+OH-->RI12O2,63.66859436035156,-57.603851318359375,(2.73D-12*EXP(352/TEMP)*0.648),3,1
RN13O2+NO3-->CARB11A+NO2+HO2,59.18034362792969,-53.4991569519043,(KRO2NO3*0.602),3,1
HOCH2CO3+HO2-->HOCH2CO3H,64.62291717529297,-58.47633361816406,(KAPHO2*0.56),3,1
THEX2ENE+NO3-->NRN18O2,55.028770446777344,-49.70005798339844,(3.70D-13),3,1
DIET35TOL+OH-->RA28O2,70.86516571044922,-64.18132781982422,(5.67D-11),3,1
NRN9O2+NO-->HCHO+CH3CHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RE18O2+NO3-->ECARB13+CH3O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
CPENT2ENE+O3-->CH3CO2H+C2H5CHO,27.032672882080078,-23.984272003173828,(1.60D-16*0.31),3,4
RN23OOH+OH-->CARB21+OH,69.47842407226562,-62.91423034667969,(3.65D-11),3,1
RN25NO3+OH-->CARB23+NO2,62.422882080078125,-56.4648323059082,(3.88D-12),3,1
MEPROPENE+NO3-->NRI12O2,54.76280212402344,-49.45658874511719,(3.4D-13),3,1
RN36AO2+HO2-->RN36OOH,67.8294906616211,-61.40732955932617,(KRO2HO2*0.947),3,1
DIETETHER+OH-->RE12O2,66.25884246826172,-59.971778869628906,(8.91D-18*TEMP**2*EXP(837/TEMP)),3,1
RN22O2+NO3-->RN21AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RI15O2+NO-->RI15NO3,54.44424819946289,-49.16497802734375,(KRO2NO*0.034),3,1
CPENT2ENE+NO3-->NRN15O2,55.028770446777344,-49.70005798339844,(3.70D-13),3,1
RN31AO2+NO3-->RN30O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RA19CO2+NO-->CARB9+UDCARB8+NO2+HO2,64.61649322509766,-58.470462799072266,(KRO2NO*0.862),3,1
CPENT2ENE+O3-->CO+CH3O2+C2H5CHO+OH,29.5394344329834,-26.295228958129883,(1.60D-16*0.69),3,17
RTX24O2+NO-->CH3COCH3+RN13AO2+HCHO+NO2,61.662532806396484,-55.76951217651367,(KRO2NO*0.843*0.4),3,1
RA25O2+NO-->RA25NO3,59.45137023925781,-53.7470817565918,(KRO2NO*0.167),3,1
RI14O2+NO3-->C2H5CO3+CH3CHO+NO2,58.4677848815918,-52.84726333618164,(KRO2NO3*0.48),3,1
RU12O2+HO2-->RU12OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN15AO2+NO-->RN15NO3,53.47719192504883,-48.27955627441406,(KRO2NO*0.025),3,1
RAROH14+NO2-->ARNOH14,60.46088409423828,-54.67049026489258,(2.08D-12),3,1
RN35O2+HO2-->RN35OOH,67.8294906616211,-61.40732955932617,(KRO2HO2*0.947),3,1
TM124B+OH-->RA22AO2,66.93094635009766,-60.58611297607422,(3.25D-11*0.50),3,1
STYRENE+O3-->RAROH14+HCHO+OH,20.48133659362793,-17.94225311279297,(1.70D-17*0.36),3,13
RTN14O2+NO-->TNCARB10+HCHO+NO2+HO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RN25O2+NO-->RN24AO2+NO2,63.74730682373047,-57.67584228515625,(KRO2NO*0.654),3,1
IC3H7O2+NO3-->CH3COCH3+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
C2H5OH+OH-->CH3CHO+HO2,61.66318893432617,-55.770103454589844,(3.0D-12*EXP(20/TEMP)*0.95),3,1
RN34AO2+NO3-->RN33O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN21O2+NO-->RN21NO3,58.87393569946289,-53.218833923339844,(KRO2NO*0.139),3,1
RN12NO3+OH-->CARB10+NO2,59.988407135009766,-54.23832321166992,(1.79D-12),3,1
BUOX2ETOH+OH-->ECARB7+RN10O2,68.03821563720703,-61.59809494018555,(2.31D-11),3,1
RA22AO2+NO3-->UDCARB14+CARB6+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RE15O2+HO2-->ECARB13,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
CBUT2ENE+OH-->RN12O2,70.84736633300781,-64.16506958007812,(1.10D-11*EXP(487/TEMP)),3,1
RTN14OOH+OH-->RTN14O2,72.20952606201172,-65.40958404541016,(8.69D-11),3,1
TPENT2ENE+NO3-->NRN15O2,55.028770446777344,-49.70005798339844,(3.70D-13),3,1
RU10AO2+NO3-->CO+CARB7+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
PR2OHMOX+OH-->CH3OCHO+C2H5O2,66.8624267578125,-60.5234489440918,(1.59D-11),3,1
RN20O2+NO-->RN19O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RA28OOH+OH-->UDCARB20+CARB6+OH,73.42893981933594,-66.52356719970703,(1.28D-10),3,1
C3H6+O3-->CO+HCHO+CH3O2+OH,18.824308395385742,-16.41594123840332,(5.5D-15*EXP(-1880/TEMP)*0.36),3,10
RN18AO2+HO2-->RN18OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
RN30AO2+NO3-->CARB28+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
C5H8+O3-->CO+2HCHO+CH3CO3+OH,16.269014358520508,-14.068609237670898,(1.03D-14*EXP(-1995/TEMP)*0.125),3,5
TM124B+OH-->RA22BO2,66.93094635009766,-60.58611297607422,(3.25D-11*0.50),3,1
IC3H7O2+HO2-->IC3H7OOH,65.94242858886719,-59.68255615234375,(KRO2HO2*0.520),3,1
OH+NO-->HONO,65.3305892944336,-59.123291015625,(KMT07),3,1
RU10AO2+HO2-->RU10OOH,66.52137756347656,-60.21176528930664,(KRO2HO2*0.625),3,1
NRU14O2+NO-->NUCARB12+NO2+HO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
CARB14+OH-->RN14O2,67.3730239868164,-60.990150451660156,(1.87D-11),3,1
RC16O2+HO2-->RN16OOH,67.17815399169922,-60.812042236328125,(KRO2HO2*0.770),3,1
C3H6+NO3-->NRN9O2,43.529632568359375,-39.16145324707031,(4.6D-13*EXP(-1155/TEMP)),3,0
DHPR12O2+NO-->RN8OOH+CARB3+NO2+OH,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
C5H8+O3-->CO+UCARB10,15.40941047668457,-13.282105445861816,(1.03D-14*EXP(-1995/TEMP)*0.095),3,18
AROH14+NO3-->RAROH14+HNO3,62.34071731567383,-56.389686584472656,(3.78D-12),3,1
RN23O2+NO3-->RN22O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN28NO3+OH-->CARB26+NO2,64.17021179199219,-58.062477111816406,(6.76D-12),3,1
RA22BO2+HO2-->RA22OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
RN24AO2+NO3-->CARB22+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
BPINENE+O3-->H2O2+TXCARB24+HCHO,18.995038986206055,-16.573104858398438,(1.35D-15*EXP(-1270/TEMP)*0.20),3,16
PBENZ+OH-->RN22O2,61.17514419555664,-55.32377624511719,(5.80D-12*0.45),3,1
PENT1ENE+NO3-->NRN15O2,44.25063705444336,-39.823055267333984,(1.20D-14),3,3
RN21OOH+OH-->CARB19+OH,70.62285614013672,-63.959930419921875,(5.25D-11),3,1
NC12H26+OH-->RN37O2,66.43926239013672,-60.13668441772461,(1.39D-11),3,1
PAN+OH-->CO+HCHO+NO2,47.12972640991211,-42.46377944946289,(3.00D-14),3,0
RN30AO2+NO-->RN30NO3,59.43248748779297,-53.72978973388672,(KRO2NO*0.166),3,1
RA16OOH+OH-->UDCARB11+CARB3+OH,72.53617858886719,-65.70801544189453,(9.64D-11),3,1
RI13O2+NO-->IPRCHO+NO2+HO2,59.40270233154297,-53.70256805419922,(KRO2NO*0.973*0.169),3,1
HMML+OH-->CARB6+OH,61.64573287963867,-55.754154205322266,(4.33D-12*0.7),3,1
RU12O2+NO-->HOCH2CO3+CARB7+NO2,59.507389068603516,-53.7983283996582,(KRO2NO*0.170),3,1
HONO+OH-->NO2,63.785465240478516,-57.710693359375,(2.50E-12*EXP(260/TEMP)),3,1
RU11O2+NO-->HCHO+CH3CHO+NO2+HO2,64.87234497070312,-58.70439529418945,(KRO2NO*0.935),3,1
RN16O2+NO-->RN16NO3,58.489166259765625,-52.866825103759766,(KRO2NO*0.123),3,1
RN16O2+HO2-->RN16OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RC18O2+NO-->CYHEXONE+NO2+HO2,64.82828521728516,-58.66408920288086,(KRO2NO*0.922),3,1
BPINENE+O3-->RTX24O2+OH,20.746536254882812,-18.186697006225586,(1.35D-15*EXP(-1270/TEMP)*0.35),3,14
C4H6+NO3-->NRN9O2,51.00727844238281,-46.01746368408203,(1.03D-13),3,11
C2H5CHO+NO3-->HNO3+C2H5CO3,42.23036193847656,-37.96885681152344,(3.24D-12*EXP(-1860/TEMP)),3,8
HOCH2CH2O2+NO3-->HOCH2CHO+NO2+HO2,56.070106506347656,-50.65323257446289,(KRO2NO3*0.224),3,1
RE15O2+NO3-->ECARB13+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
HCHO+OH-->CO+HO2,64.88909912109375,-58.71967315673828,(5.4D-12*EXP(135/TEMP)),3,1
RN27AO2+HO2-->RN27OOH,67.63408660888672,-61.228736877441406,(KRO2HO2*0.890),3,1
RN36O2+NO-->RN36NO3,60.31868362426758,-54.54042053222656,(KRO2NO*0.220),3,1
RA19BO2+NO-->UDCARB11+CARB6+NO2+HO2,64.61649322509766,-58.470462799072266,(KRO2NO*0.862),3,1
CYHEXONE+OH-->RC16O2,63.46324157714844,-57.416107177734375,(5.40D-12),3,1
RN31O2+NO3-->RN30AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
ECARB13+OH-->RI13O2,57.217689514160156,-51.70343780517578,(7.42D-13),3,1
ME2BUT1ENE+NO3-->NRN15O2,54.668914794921875,-49.370643615722656,(3.30D-13),3,1
MTBE+OH-->RE15O2,59.42786407470703,-53.7255859375,(6.54D-18*TEMP**2*EXP(483/TEMP)*0.51),3,1
RN19NO3+OH-->CARB17+NO2,61.63429641723633,-55.743690490722656,(3.02D-12),3,1
BOX2PROL+OH-->ECARB7+RN13O2,68.62127685546875,-62.130916595458984,(2.78D-11),3,1
NRI12O2+NO-->CH3COCH3+HCHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
NRTN28OOH+OH-->TNCARB26+NO2+OH,65.24124145507812,-59.041595458984375,(9.50D-12),3,1
RN28O2+NO3-->RN27AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN24O2+HO2-->RN24OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
C2H2+OH-->HCOOH+CO+HO2,54.1042594909668,-48.85368728637695,(KMT17*0.364),3,1
C5H8+O3-->CO+2HCHO+CH3O2+HO2,15.40941047668457,-13.282105445861816,(1.03D-14*EXP(-1995/TEMP)*0.095),3,18
RA22NO3+OH-->UDCARB14+CARB6+NO2,72.47350311279297,-65.65074920654297,(9.45D-11),3,1
RI12O2+NO-->RI12NO3,51.16915512084961,-46.165740966796875,(KRO2NO*0.012),3,11
RI16AO2+NO-->RI13O2+HCHO+NO2,64.91914367675781,-58.747135162353516,(KRO2NO*0.949),3,1
RUA20O2+HO2-->RUA20OOH,67.52247619628906,-61.12673568725586,(KRO2HO2*0.859),3,1
RE12O2+NO3-->ECARB7+CH3O2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
UDCARB8+OH-->C2H5O2,68.41053771972656,-61.93833541870117,(5.20D-11*0.50),3,1
RA19CO2+NO3-->CARB9+UDCARB8+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN8O2+NO-->HCHO+CH3CO3+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RA28NO3+OH-->UDCARB20+CARB6+NO2,72.54597473144531,-65.71695709228516,(9.67D-11),3,1
RTN25NO3+OH-->TNCARB15+CH3COCH3+NO2,61.48493576049805,-55.607086181640625,(2.88D-12),3,1
O+NO-->NO2,60.72280502319336,-54.91006851196289,(KMT01),3,1
C3H6+O3-->CH3CO2H+HCHO,20.62509536743164,-18.074750900268555,(5.5D-15*EXP(-1880/TEMP)*0.64),3,14
RA19BO2+NO3-->UDCARB11+CARB6+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
METHTOL+OH-->RA22AO2,67.35614776611328,-60.97471618652344,(1.86D-11),3,1
RTN24OOH+OH-->RTN24O2,65.55628204345703,-59.329566955566406,(1.05D-11),3,1
CHEX2ENE+NO3-->NRN18O2,55.028770446777344,-49.70005798339844,(3.70D-13),3,1
RN30AO2+HO2-->RN30OOH,67.71784210205078,-61.30527877807617,(KRO2HO2*0.914),3,1
NRUA20O2+NO3-->BENZAL+HCHO+2NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
RN22O2+NO-->RN21AO2+NO2,64.05865478515625,-57.96048355102539,(KRO2NO*0.722),3,1
RA16O2+HO2-->RA16OOH,67.3761978149414,-60.99304962158203,(KRO2HO2*0.820),3,1
NRN12O2+NO-->2CH3CHO+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RI16AO2+HO2-->RI16OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN16AO2+HO2-->RN16OOH,66.90498352050781,-60.56237030029297,(KRO2HO2*0.706),3,1
RN19AO2+NO-->RN18O2+NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
RC16O2+NO-->RN16NO3,56.624568939208984,-51.16067123413086,(KRO2NO*0.068),3,1
RTN26O2+HO2-->RTN25O2+OH,63.86384582519531,-57.782386779785156,(KAPHO2*0.44),3,1
ME2BUT1ENE+O3-->CARB11A+CO+HO2+OH,22.86834716796875,-20.14329719543457,(1.60D-17*0.82),3,0
CHEX2ENE+O3-->CO+C2H5O2+C2H5CHO+OH,29.5394344329834,-26.295228958129883,(1.60D-16*0.69),3,17
RU14O2+NO-->RU14NO3,57.83785629272461,-52.270912170410156,(KRO2NO*0.100),3,1
RU12O2+NO-->CARB3+CARB7+NO2+HO2,62.104156494140625,-56.173362731933594,(KRO2NO*0.388),3,1
NRTN28O2+NO-->TNCARB26+2NO2,65.08389282226562,-58.89775466918945,(KRO2NO),3,1
ME3BUT1ENE+O3-->HCOOH+CARB11,20.919675827026367,-18.346298217773438,(1.10D-17*0.64),3,9
NO2+O3-->NO3,25.957786560058594,-22.992979049682617,(1.40E-13*EXP(-2470/TEMP)),3,0
ME3BUOL+OH-->RI15O2,66.25267028808594,-59.96611785888672,(1.31D-11),3,1
RN30O2+NO3-->2CARB14+NO2+HO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
AROH17+NO3-->RAROH17+HNO3,66.10508728027344,-59.83123779296875,(1.25D-11),3,1
NC6H14+OH-->RN19O2,63.4927978515625,-57.44313430786133,(1.53D-17*TEMP**2*EXP(414/TEMP)),3,1
CARB29+OH-->RN29O2,66.50646209716797,-60.19812774658203,(1.42D-11),3,1
UDCARB8+OH-->ANHY+HO2,68.41053771972656,-61.93833541870117,(5.20D-11*0.50),3,1
RN36O2+HO2-->RN36OOH,67.8294906616211,-61.40732955932617,(KRO2HO2*0.947),3,1
NRUA20OOH+OH-->BENZAL+HCHO+NO2+OH,71.12613677978516,-64.41976165771484,(6.16D-11),3,1
RN17O2+NO3-->RN16AO2+NO2,60.77725601196289,-54.95987319946289,(KRO2NO3),3,1
O1D-->2OH,203.39268493652344,-185.11338806152344,(2.14E-10*H2O),4,1
O1D-->O,209.81256103515625,-190.9701690673828,(3.20E-11*O2*EXP(67/TEMP)+2.0E-11*N2*EXP(130/TEMP)),4,1
