,0,1,2,3
8188,EGLYOOD,CO,0,KDEC
8189,EGLYOOD,EGLYOO,0,KDEC
8190,EGLYOX,C2H5CO3,[],[]
8191,EGLYOX,CO,[],[]
8192,EGLYOX,HNO3,0,NO3
8193,EIPEO,CH3O2,0,KDEC
8194,EIPEO,ETHACET,0,KDEC
8195,EIPEO2,EIPEO,[],[]
8196,EIPEO2,EIPEOH,0,RO2
8197,EIPEO2,EIPEOOH,0,RO2HO2
8198,EIPEOH,EIPEO,0,OH
8199,EIPEOOH,EIPEO,0,hv
8200,EIPEOOH,EIPEO2,0,OH
8201,EIPK,C2H5CO3,0,hv
8202,EIPK,C2H5O2,0,hv
8203,EIPK,EIPKAO2,0,OH
8204,EIPK,EIPKBO2,0,OH
8205,EIPK,IC3H7O2,0,hv
8206,EIPK,IPRCO3,0,hv
8207,EIPKAO,C2H5CO3,0,KDEC
8208,EIPKAO,CH3COCH3,0,KDEC
8209,EIPKAO2,EIPKAO,[],[]
8210,EIPKAO2,EIPKAOH,0,RO2
8211,EIPKAO2,EIPKAOOH,0,RO2HO2
8212,EIPKAOH,C2H5CO3,0,hv
8213,EIPKAOH,CH3COCH3,0,hv
8214,EIPKAOH,EIPKAO,0,OH
8215,EIPKAOOH,C2H5CO3,0,hv
8216,EIPKAOOH,CH3COCH3,0,hv
8217,EIPKAOOH,EIPKAO,0,hv
8218,EIPKAOOH,EIPKAO2,0,OH
8219,EIPKBNO3,CO3C54CHO,0,OH
8220,EIPKBNO3,EIPKBO,0,hv
8221,EIPKBO,C66O2,0,Uni-molecular
8222,EIPKBO2,CO3C54CHO,0,RO2
8223,EIPKBO2,EIPKBNO3,0,RO2NO
8224,EIPKBO2,EIPKBO,[],[]
8225,EIPKBO2,EIPKBOH,0,RO2
8226,EIPKBO2,EIPKBOOH,0,RO2HO2
8227,EIPKBOH,C2H5CO3,0,hv
8228,EIPKBOH,CO3C54CHO,0,OH
8229,EIPKBOH,HYPROPO2,0,hv
8230,EIPKBOOH,CO3C54CHO,0,OH
8231,EIPKBOOH,EIPKBO,0,hv
8232,EMALANHY,EMALANHYO2,0,OH
8233,EMALANHYO,CO3H4CO3,0,KDEC
8234,EMALANHYO2,EMALANHYO,[],[]
8235,EMALANHYO2,EMALNHY2OH,0,RO2
8236,EMALANHYO2,EMALNHYOOH,0,RO2HO2
8237,EMALNHY2OH,EMALANHYO,0,OH
8238,EMALNHYOOH,EMALANHYO,0,hv
8239,EMALNHYOOH,EMALANHYO2,0,OH
8240,EMPHCO3,EMPHCO3H,0,HO2
8241,EMPHCO3,EMPHO2,[],[]
8242,EMPHCO3,EMPHPAN,0,NO2
8243,EMPHCO3H,EMPHCO3,0,OH
8244,EMPHCO3H,EMPHO2,0,hv
8245,EMPHCOME,CH3O2,0,hv
8246,EMPHCOME,EMPHCO3,0,hv
8247,EMPHCOME,EMPHCOMO2,0,OH
8248,EMPHCOMO,EMPHCO3,0,KDEC
8249,EMPHCOMO,HCHO,0,KDEC
8250,EMPHCOMO2,EMPHCOMO,[],[]
8251,EMPHCOMO2,EMPHCOMOH,0,RO2
8252,EMPHCOMO2,EMPHCOMOOH,0,RO2HO2
8253,EMPHCOMO2,EMPHGLYOX,0,RO2
8254,EMPHCOMOH,EMPHCO3,0,hv
8255,EMPHCOMOH,EMPHGLYOX,0,OH
8256,EMPHCOMOH,HCHO,0,hv
8257,EMPHCOMOOH,EMPHCO3,0,hv
8258,EMPHCOMOOH,EMPHCOMO,0,hv
8259,EMPHCOMOOH,EMPHGLYOX,0,OH
8260,EMPHCOMOOH,HCHO,0,hv
8261,EMPHGLYOX,CO,[],[]
8262,EMPHGLYOX,EMPHCO3,[],[]
8263,EMPHO,HOEMPHNO2,0,NO2
8264,EMPHO2,EMPHO,[],[]
8265,EMPHO2,EMPHOOH,0,RO2HO2
8266,EMPHOOH,EMPHO,0,hv
8267,EMPHOOH,EMPHO2,0,OH
8268,EMPHPAN,CO,0,OH
8269,EMPHPAN,EMPHCO3,0,KBPAN
8270,EMPHPAN,EMPHOOH,0,OH
8271,EMPOHNO2O,C3EODBCO2H,0,KDEC
8272,EMPOHNO2O,CH3O2,0,KDEC
8273,EMPOHNO2O,CO,0,KDEC
8274,EMPOHNO2O2,EMPOHNO2O,[],[]
8275,EMPOHNO2O2,EMPONO2OOH,0,RO2HO2
8276,EMPONO2OOH,EMPOHNO2O,0,hv
8277,EMPONO2OOH,EMPOHNO2O2,0,OH
8278,ENCATECH,ENCATECO2,0,OH
8279,ENCATECH,ENNCATECO2,0,NO3
8280,ENCATECO,HCOCO2H,0,KDEC
8281,ENCATECO,NC4EDCO2H,0,KDEC
8282,ENCATECO2,ENCATECO,[],[]
8283,ENCATECO2,ENCATECOOH,0,RO2HO2
8284,ENCATECOOH,ENCATECO,0,hv
8285,ENCATECOOH,ENCATECO2,0,OH
8286,ENNCATCOOH,ENNCATECO,0,hv
8287,ENNCATCOOH,ENNCATECO2,0,OH
8288,ENNCATECO,HCOCO2H,0,KDEC
8289,ENNCATECO,NC4EDCO2H,0,KDEC
8290,ENNCATECO2,ENNCATCOOH,0,RO2HO2
8291,ENNCATECO2,ENNCATECO,[],[]
8292,EOCOCH2O,C2H5O2,0,KDEC
8293,EOCOCH2O2,EOCOCH2O,[],[]
8294,EOCOCH2O2,EOCOCH2OOH,0,RO2HO2
8295,EOCOCH2O2,EOCOCHO,0,RO2
8296,EOCOCH2O2,EOX2COMEOH,0,RO2
8297,EOCOCH2OOH,EOCOCH2O,0,hv
8298,EOCOCH2OOH,EOCOCH2O2,0,OH
8299,EOCOCH2OOH,EOCOCHO,0,OH
8300,EOCOCHO,C2H5O2,[],[]
8301,EOCOCHO,CO,[],[]
8302,EOCOCHO,HNO3,0,NO3
8303,EOX2COMEOH,HOACETETO2,0,OH
8304,EOX2EOL,EOX2EOLAO2,[],[]
8305,EOX2EOL,EOX2EOLBO2,[],[]
8306,EOX2EOL,EOX2ETCHO,0,OH
8307,EOX2EOL,HNO3,[],[]
8308,EOX2EOLAO,ETHFORM,0,KDEC
8309,EOX2EOLAO,HCHO,0,KDEC
8310,EOX2EOLAO2,EOX2COMEOH,[],[]
8311,EOX2EOLAO2,EOX2EOLAO,[],[]
8312,EOX2EOLAO2,EOX2ETA2OH,0,RO2
8313,EOX2EOLAO2,EOX2OLANO3,0,RO2NO
8314,EOX2EOLAO2,EOX2OLAOOH,0,RO2HO2
8315,EOX2EOLBO,CH3O2,0,KDEC
8316,EOX2EOLBO,ETOHOCHO,0,KDEC
8317,EOX2EOLBO2,EOX2EOLBO,[],[]
8318,EOX2EOLBO2,EOX2ETB2OH,0,RO2
8319,EOX2EOLBO2,EOX2OLBNO3,0,RO2NO
8320,EOX2EOLBO2,EOX2OLBOOH,0,RO2HO2
8321,EOX2EOLBO2,ETACETOH,[],[]
8322,EOX2ETA2OH,EOX2COMEOH,0,OH
8323,EOX2ETB2OH,ETACETOH,0,OH
8324,EOX2ETCHO,CO,0,hv
8325,EOX2ETCHO,EOX2MECO3,[],[]
8326,EOX2ETCHO,ETOMEO2,0,hv
8327,EOX2ETCHO,HNO3,0,NO3
8328,EOX2MECO3,ETOMECO2H,[],[]
8329,EOX2MECO3,ETOMECO3H,0,HO2
8330,EOX2MECO3,ETOMEO2,[],[]
8331,EOX2MECO3,ETOMEPAN,0,NO2
8332,EOX2OLANO3,EOX2COMEOH,0,OH
8333,EOX2OLANO3,EOX2EOLAO,0,hv
8334,EOX2OLAOOH,EOX2COMEOH,0,OH
8335,EOX2OLAOOH,EOX2EOLAO,0,hv
8336,EOX2OLBNO3,EOX2EOLBO,0,hv
8337,EOX2OLBNO3,ETACETOH,0,OH
8338,EOX2OLBOOH,EOX2EOLBO,0,hv
8339,EOX2OLBOOH,ETACETOH,0,OH
8340,EPXALMKT,C4CO2O2,0,hv
8341,EPXALMKT,C4MCO2O2,0,hv
8342,EPXALMKT,CH3CO3,0,hv
8343,EPXALMKT,CO,0,hv
8344,EPXALMKT,EPXKTMCO3,[],[]
8345,EPXALMKT,HNO3,0,NO3
8346,EPXC4DIAL,C3DIALO2,0,hv
8347,EPXC4DIAL,CO,0,hv
8348,EPXC4DIAL,EPXDLCO3,[],[]
8349,EPXC4DIAL,HNO3,0,NO3
8350,EPXDLCO2H,C3DIALO2,[],[]
8351,EPXDLCO3,C3DIALO2,[],[]
8352,EPXDLCO3,EPXDLCO2H,[],[]
8353,EPXDLCO3,EPXDLCO3H,0,HO2
8354,EPXDLCO3,EPXDLPAN,0,NO2
8355,EPXDLCO3H,C3DIALO2,0,hv
8356,EPXDLCO3H,EPXDLCO3,0,OH
8357,EPXDLPAN,C33CO,0,OH
8358,EPXDLPAN,CO,0,OH
8359,EPXDLPAN,EPXDLCO3,0,KBPAN
8360,EPXEALKT,C3EDIALO2,0,hv
8361,EPXEALKT,CH3CO3,0,hv
8362,EPXEALKT,CO,0,hv
8363,EPXEALKT,CO24C63O2,0,hv
8364,EPXEALKT,EPXEKTCO3,[],[]
8365,EPXEALKT,HNO3,0,NO3
8366,EPXEKTCO2H,CO24C63O2,[],[]
8367,EPXEKTCO3,CO24C63O2,[],[]
8368,EPXEKTCO3,EPXEKTCO2H,[],[]
8369,EPXEKTCO3,EPXEKTCO3H,0,HO2
8370,EPXEKTCO3,EPXEKTPAN,0,NO2
8371,EPXEKTCO3H,CO24C63O2,0,hv
8372,EPXEKTCO3H,EPXEKTCO3,0,OH
8373,EPXEKTPAN,CO,0,OH
8374,EPXEKTPAN,CO24C6,0,OH
8375,EPXEKTPAN,EPXEKTCO3,0,KBPAN
8376,EPXKTMCO2H,C4MCO2O2,[],[]
8377,EPXKTMCO3,C4MCO2O2,[],[]
8378,EPXKTMCO3,EPXKTMCO2H,[],[]
8379,EPXKTMCO3,EPXKTMCO3H,0,HO2
8380,EPXKTMCO3,EPXKTMPAN,0,NO2
8381,EPXKTMCO3H,C4MCO2O2,0,hv
8382,EPXKTMCO3H,EPXKTMCO3,0,OH
8383,EPXKTMPAN,BIACET,0,OH
8384,EPXKTMPAN,CO,0,OH
8385,EPXKTMPAN,EPXKTMCO3,0,KBPAN
8386,EPXM2C4DAL,C4MCO2O2,0,hv
8387,EPXM2C4DAL,CO,0,hv
8388,EPXM2C4DAL,EPXM2DLCO3,[],[]
8389,EPXM2C4DAL,HNO3,0,NO3
8390,EPXM2DCO2H,C4MCO2O2,[],[]
8391,EPXM2DCO3H,C4MCO2O2,0,hv
8392,EPXM2DCO3H,EPXM2DLCO3,0,OH
8393,EPXM2DLCO3,C4MCO2O2,[],[]
8394,EPXM2DLCO3,EPXM2DCO2H,[],[]
8395,EPXM2DLCO3,EPXM2DCO3H,0,HO2
8396,EPXM2DLCO3,EPXM2DLPAN,0,NO2
8397,EPXM2DLPAN,EPXM2DLCO3,[],[]
8398,EPXMALKT,C3MDIALO2,0,hv
8399,EPXMALKT,CH3CO3,0,hv
8400,EPXMALKT,CO,0,hv
8401,EPXMALKT,CO24C53O2,0,hv
8402,EPXMALKT,EPXMKTCO3,[],[]
8403,EPXMALKT,HNO3,0,NO3
8404,EPXMC4DIAL,C3MDIALO2,0,hv
8405,EPXMC4DIAL,CO,0,hv
8406,EPXMC4DIAL,EPXMDLCO3,[],[]
8407,EPXMC4DIAL,HNO3,0,NO3
8408,EPXMDLCO2H,C3MDIALO2,[],[]
8409,EPXMDLCO3,C3MDIALO2,[],[]
8410,EPXMDLCO3,EPXMDLCO2H,[],[]
8411,EPXMDLCO3,EPXMDLCO3H,0,HO2
8412,EPXMDLCO3,EPXMDLPAN,0,NO2
8413,EPXMDLCO3H,C3MDIALO2,0,hv
8414,EPXMDLCO3H,EPXMDLCO3,0,OH
8415,EPXMDLPAN,CO,0,OH
8416,EPXMDLPAN,EPXMDLCO3,0,KBPAN
8417,EPXMDLPAN,MGLYOX,0,OH
8418,EPXMEC4DAL,C4ECO2O2,0,hv
8419,EPXMEC4DAL,CO,0,hv
8420,EPXMEC4DAL,EPXMEDLCO3,[],[]
8421,EPXMEC4DAL,HNO3,0,NO3
8422,EPXMEDCO2H,C4ECO2O2,[],[]
8423,EPXMEDCO3H,C4ECO2O2,0,hv
8424,EPXMEDCO3H,EPXMEDLCO3,0,OH
8425,EPXMEDLCO3,C4ECO2O2,[],[]
8426,EPXMEDLCO3,EPXMEDCO2H,[],[]
8427,EPXMEDLCO3,EPXMEDCO3H,0,HO2
8428,EPXMEDLCO3,EPXMEDLPAN,0,NO2
8429,EPXMEDLPAN,EPXMEDLCO3,[],[]
8430,EPXMKTCO2H,CO24C53O2,[],[]
8431,EPXMKTCO3,CO24C53O2,[],[]
8432,EPXMKTCO3,EPXMKTCO2H,[],[]
8433,EPXMKTCO3,EPXMKTCO3H,0,HO2
8434,EPXMKTCO3,EPXMKTPAN,0,NO2
8435,EPXMKTCO3H,CO24C53O2,0,hv
8436,EPXMKTCO3H,EPXMKTCO3,0,OH
8437,EPXMKTPAN,C5CO234,0,OH
8438,EPXMKTPAN,CO,0,OH
8439,EPXMKTPAN,EPXMKTCO3,0,KBPAN
8440,ETACETNO3,ETHACETO,0,hv
8441,ETACETNO3,METHCOACET,0,OH
8442,ETACETOH,ACETETCHO,0,OH
8443,ETBE,ETBEAO2,[],[]
8444,ETBE,ETBEBO2,[],[]
8445,ETBE,ETBECO2,0,OH
8446,ETBE,HNO3,[],[]
8447,ETBEACHO,CO,0,hv
8448,ETBEACHO,EIPEO2,0,hv
8449,ETBEACHO,ETBEACO3,[],[]
8450,ETBEACHO,HNO3,0,NO3
8451,ETBEACO3,EIPEO2,[],[]
8452,ETBEACO3,ETBEACO3H,0,HO2
8453,ETBEACO3,ETBEAPAN,0,NO2
8454,ETBEACO3H,EIPEO2,0,hv
8455,ETBEACO3H,ETBEACO3,0,OH
8456,ETBEANO3,ETBEACHO,0,OH
8457,ETBEANO3,ETBEAO,0,hv
8458,ETBEAO,EIPEO2,0,Uni-molecular
8459,ETBEAO,ETBEACHO,0,O2
8460,ETBEAO,HCHO,0,Uni-molecular
8461,ETBEAO2,ETBEACHO,0,RO2
8462,ETBEAO2,ETBEANO3,0,RO2NO
8463,ETBEAO2,ETBEAO,[],[]
8464,ETBEAO2,ETBEAOH,0,RO2
8465,ETBEAO2,ETBEAOOH,0,RO2HO2
8466,ETBEAOH,ETBEACHO,0,OH
8467,ETBEAOOH,ETBEACHO,0,OH
8468,ETBEAOOH,ETBEAO,0,hv
8469,ETBEAOOH,ETBEAO2,0,OH
8470,ETBEAPAN,CO,0,OH
8471,ETBEAPAN,ETBEACO3,0,KBPAN
8472,ETBEAPAN,ETHACET,0,OH
8473,ETBEAPAN,HCHO,0,OH
8474,ETBEBNO3,ETBEBO,0,hv
8475,ETBEBNO3,TBUACET,0,OH
8476,ETBEBO,CH3O2,0,KDEC
8477,ETBEBO,MTBEACHO,0,KDEC
8478,ETBEBO2,ETBEBNO3,0,RO2NO
8479,ETBEBO2,ETBEBO,[],[]
8480,ETBEBO2,ETBEBOH,0,RO2
8481,ETBEBO2,ETBEBOOH,0,RO2HO2
8482,ETBEBO2,TBUACET,0,RO2
8483,ETBEBOH,TBUACET,0,OH
8484,ETBEBOOH,ETBEBO,0,hv
8485,ETBEBOOH,ETBEBO2,0,OH
8486,ETBEBOOH,TBUACET,0,OH
8487,ETBECCHO,CO,0,hv
8488,ETBECCHO,ETBECCO3,[],[]
8489,ETBECCHO,HNO3,0,NO3
8490,ETBECCHO,MTBEAO2,0,hv
8491,ETBECCO3,ETBECCO3H,0,HO2
8492,ETBECCO3,ETBECPAN,0,NO2
8493,ETBECCO3,MTBEAO2,[],[]
8494,ETBECCO3H,ETBECCO3,0,OH
8495,ETBECCO3H,MTBEAO2,0,hv
8496,ETBECNO3,ETBECCHO,0,OH
8497,ETBECNO3,ETBECO,0,hv
8498,ETBECO,HCHO,0,KDEC
8499,ETBECO,MTBEAO2,0,KDEC
8500,ETBECO2,ETBECCHO,0,RO2
8501,ETBECO2,ETBECNO3,0,RO2NO
8502,ETBECO2,ETBECO,[],[]
8503,ETBECO2,ETBECOH,0,RO2
8504,ETBECO2,ETBECOOH,0,RO2HO2
8505,ETBECOH,ETBECCHO,0,OH
8506,ETBECOOH,ETBECCHO,0,OH
8507,ETBECOOH,ETBECO,0,hv
8508,ETBECPAN,CO,0,OH
8509,ETBECPAN,ETBECCO3,0,KBPAN
8510,ETBECPAN,MTBEACHO,0,OH
8511,ETHACET,ACETC2H4O2,0,OH
8512,ETHACET,EOCOCH2O2,0,OH
8513,ETHACET,ETHACETO2,0,OH
8514,ETHACETO,CH3CHO,0,KDEC
8515,ETHACETO,CH3O2,0,KDEC
8516,ETHACETO2,ETACETNO3,0,RO2NO
8517,ETHACETO2,ETHACETO,[],[]
8518,ETHACETO2,ETHACETOH,0,RO2
8519,ETHACETO2,ETHACETOOH,0,RO2HO2
8520,ETHACETO2,METHCOACET,[],[]
8521,ETHACETOH,METHCOACET,0,OH
8522,ETHACETOOH,ETHACETO,0,hv
8523,ETHACETOOH,ETHACETO2,0,OH
8524,ETHACETOOH,METHCOACET,0,OH
8525,ETHENO3O,HCHO,[],[]
8526,ETHENO3O,NO3CH2CHO,0,O2
8527,ETHENO3O2,ETHENO3O,[],[]
8528,ETHENO3O2,ETHO2HNO3,0,RO2HO2
8529,ETHENO3O2,ETHOHNO3,0,RO2
8530,ETHENO3O2,NO3CH2CHO,0,RO2
8531,ETHFORM,C2H5O2,0,OH
8532,ETHFORM,ETHFORMO2,0,OH
8533,ETHFORMNO3,ETHFORMO,0,hv
8534,ETHFORMNO3,METACETHO,0,OH
8535,ETHFORMO,CH3CHO,0,KDEC
8536,ETHFORMO2,ETHFORMNO3,0,RO2NO
8537,ETHFORMO2,ETHFORMO,[],[]
8538,ETHFORMO2,ETHFORMOH,0,RO2
8539,ETHFORMO2,ETHFORMOOH,0,RO2HO2
8540,ETHFORMO2,METACETHO,[],[]
8541,ETHFORMOH,METACETHO,0,OH
8542,ETHFORMOOH,ETHFORMO,0,hv
8543,ETHFORMOOH,ETHFORMO2,0,OH
8544,ETHFORMOOH,METACETHO,0,OH
8545,ETHGLY,HOCH2CHO,0,OH
8546,ETHO2HNO3,ETHENO3O,0,hv
8547,ETHO2HNO3,ETHENO3O2,0,OH
8548,ETHO2HNO3,NO3CH2CHO,0,OH
8549,ETHOHNO3,HOCH2CHO,0,OH
8550,ETHOX,ETHOXO2,0,OH
8551,ETHOXO2,CHOOCH2O2,[],[]
8552,ETHOXO2,ETHOXOOH,0,RO2HO2
8553,ETHOXOOH,CHOOCH2O2,0,hv
8554,ETHOXOOH,ETHOXO2,0,OH
8555,ETOC2NO3,EOX2ETCHO,0,OH
8556,ETOC2NO3,ETOC2O,0,hv
8557,ETOC2O,ETOMEO2,0,KDEC
8558,ETOC2O,HCHO,0,KDEC
8559,ETOC2O2,EOX2EOL,0,RO2
8560,ETOC2O2,EOX2ETCHO,0,RO2
8561,ETOC2O2,ETOC2NO3,0,RO2NO
8562,ETOC2O2,ETOC2O,[],[]
8563,ETOC2O2,ETOC2OOH,0,RO2HO2
8564,ETOC2OOH,EOX2ETCHO,0,OH
8565,ETOC2OOH,ETOC2O,0,hv
8566,ETOHCO2M,MCOCOMOX,0,OH
8567,ETOHOCHO,MOXY2CHO,0,OH
8568,ETOLNO3,ETOLO,0,hv
8569,ETOLNO3,MPHCOME,0,OH
8570,ETOLO,MPHCOME,0,O2
8571,ETOLO2,ETOLNO3,0,RO2NO
8572,ETOLO2,ETOLO,[],[]
8573,ETOLO2,ETOLOH,0,RO2
8574,ETOLO2,ETOLOOH,0,RO2HO2
8575,ETOLO2,MPHCOME,0,RO2
8576,ETOLOH,MPHCOME,0,OH
8577,ETOLOOH,ETOLO,0,hv
8578,ETOLOOH,MPHCOME,0,OH
8579,ETOMECO2H,ETOMEO2,0,OH
8580,ETOMECO3H,EOX2MECO3,0,OH
8581,ETOMECO3H,ETOMEO2,0,hv
8582,ETOMENO3,ETHFORM,0,OH
8583,ETOMENO3,ETOMEO,0,hv
8584,ETOMEO,ETHFORM,0,O2
8585,ETOMEO2,ETHFORM,[],[]
8586,ETOMEO2,ETOMENO3,0,RO2NO
8587,ETOMEO2,ETOMEO,[],[]
8588,ETOMEO2,ETOMEOH,0,RO2
8589,ETOMEO2,ETOMEOOH,0,RO2HO2
8590,ETOMEOH,ETHFORM,0,OH
8591,ETOMEOOH,ETHFORM,0,OH
8592,ETOMEOOH,ETOMEO,0,hv
8593,ETOMEPAN,CO,0,OH
8594,ETOMEPAN,EOX2MECO3,0,KBPAN
8595,ETOMEPAN,ETHFORM,0,OH
8596,GAOO,H2O2,0,H2O
8597,GAOO,HOCH2CHO,[],[]
8598,GAOO,HOCH2CO2H,0,H2O
8599,GAOO,SO3,0,Uni-molecular
8600,GAOOA,CH3OH,0,KDEC
8601,GAOOA,CO,0,KDEC
8602,GAOOA,GAOO,0,KDEC
8603,GAOOA,HCHO,[],[]
8604,GAOOB,GAOO,0,KDEC
8605,GAOOB,GLYOX,0,KDEC
8606,GLYOO,GLYOX,[],[]
8607,GLYOO,H2O2,0,H2O
8608,GLYOO,HCOCO2H,0,H2O
8609,GLYOO,SO3,0,Uni-molecular
8610,GLYOOA,CO,[],[]
8611,GLYOOA,GLYOO,0,KDEC
8612,GLYOOA,HCHO,0,KDEC
8613,GLYOOB,CO,[],[]
8614,GLYOOB,GLYOO,0,KDEC
8615,GLYOOB,HCHO,0,KDEC
8616,GLYOOC,CO,[],[]
8617,GLYOOC,GLYOO,0,KDEC
8618,GLYOX,CO,[],[]
8619,GLYOX,H2,0,hv
8620,GLYOX,HCHO,0,hv
8621,GLYOX,HCOCO,[],[]
8622,GLYOX,HNO3,0,NO3
8623,H134M3C5,H13M3CO4C5,0,OH
8624,H13C43CHO,CO,0,hv
8625,H13C43CHO,H13C43CO3,[],[]
8626,H13C43CHO,HNO3,0,NO3
8627,H13C43CHO,MEKAOH,0,hv
8628,H13C43CO3,C5PAN12,0,NO2
8629,H13C43CO3,H13C43CO3H,0,HO2
8630,H13C43CO3,MEKAOH,[],[]
8631,H13C43CO3H,H13C43CO3,0,OH
8632,H13C43CO3H,MEKAOH,0,hv
8633,H13CO2C3,HCHO,0,hv
8634,H13CO2C3,HOCH2CO3,0,hv
8635,H13CO2C3,HOCH2COCHO,0,OH
8636,H13CO2CHO,CO,0,hv
8637,H13CO2CHO,H13CO2CO3,[],[]
8638,H13CO2CHO,HNO3,0,NO3
8639,H13CO2CHO,HOCH2CHO,0,hv
8640,H13CO2CO3,C4PAN10,0,NO2
8641,H13CO2CO3,H13CO2CO3H,0,HO2
8642,H13CO2CO3,HOCH2COCHO,[],[]
8643,H13CO2CO3H,H13CO2CO3,0,OH
8644,H13CO2CO3H,HOCH2COCHO,0,hv
8645,H13M3C5,H3M3C4CHO,0,OH
8646,H13M3C5NO3,H13M3CO4C5,0,OH
8647,H13M3C5O,CH3CHO,0,Uni-molecular
8648,H13M3C5O,MEKAOH,0,Uni-molecular
8649,H13M3C5O2,H134M3C5,0,RO2
8650,H13M3C5O2,H13M3C5NO3,0,RO2NO
8651,H13M3C5O2,H13M3C5O,[],[]
8652,H13M3C5O2,H13M3C5OOH,0,RO2HO2
8653,H13M3C5O2,H13M3CO4C5,0,RO2
8654,H13M3C5OOH,H13M3C5O,0,hv
8655,H13M3C5OOH,H13M3CO4C5,0,OH
8656,H13M3CO4C5,C613O2,0,OH
8657,H13M3CO4C5,CH3CO3,0,hv
8658,H13M3CO4C5,CO2C3CHO,0,hv
8659,H14CO23C4,H1CO23CHO,0,OH
8660,H14CO23C4,HOCH2CO3,[],[]
8661,H14M4C6,H3M3C5CHO,0,OH
8662,H1C23C4CHO,CO,0,hv
8663,H1C23C4CHO,H1C23C4CO3,[],[]
8664,H1C23C4CHO,H1C23C4O2,0,hv
8665,H1C23C4CHO,HCOCH2CO3,0,hv
8666,H1C23C4CHO,HNO3,0,NO3
8667,H1C23C4CHO,HOCH2CO3,0,hv
8668,H1C23C4CO3,H1C23C4O2,[],[]
8669,H1C23C4CO3,H1C23C4PAN,0,NO2
8670,H1C23C4CO3,HC23C4CO3H,0,HO2
8671,H1C23C4O,CO,0,KDEC
8672,H1C23C4O,HCHO,0,KDEC
8673,H1C23C4O,HOCH2CO3,0,KDEC
8674,H1C23C4O2,H1C23C4O,[],[]
8675,H1C23C4O2,H1C23C4OOH,0,RO2HO2
8676,H1C23C4OOH,H1C23C4O,0,hv
8677,H1C23C4OOH,H1C23C4O2,0,OH
8678,H1C23C4PAN,CO,0,OH
8679,H1C23C4PAN,H1C23C4CO3,0,KBPAN
8680,H1C23C4PAN,H1CO23CHO,0,OH
8681,H1CO23CHO,CO,[],[]
8682,H1CO23CHO,HOCH2CO3,[],[]
8683,H1MC5NO3,CO2M3C5OH,0,OH
8684,H1MC5NO3,H1MC5O,0,hv
8685,H1MC5O,H2M3C4CHO,0,Uni-molecular
8686,H1MC5O2,CO2M3C5OH,0,RO2
8687,H1MC5O2,H1MC5NO3,0,RO2NO
8688,H1MC5O2,H1MC5O,[],[]
8689,H1MC5O2,H1MC5OOH,0,RO2HO2
8690,H1MC5O2,HO14M3C5,0,RO2
8691,H1MC5OOH,CO2M3C5OH,0,OH
8692,H1MC5OOH,H1MC5O,0,hv
8693,H25M2C6,H2M2CO5C6,0,OH
8694,H25M3C6,H2M3CO5C6,0,OH
8695,H25M3C6,H2M4CO5C6,0,OH
8696,H2C3OCNO3,H2C3OCO,0,hv
8697,H2C3OCNO3,PROL2FORM,0,OH
8698,H2C3OCO,PROL2FORM,0,O2
8699,H2C3OCO2,H2C3OCNO3,0,RO2NO
8700,H2C3OCO2,H2C3OCO,[],[]
8701,H2C3OCO2,H2C3OCOH,0,RO2
8702,H2C3OCO2,H2C3OCOOH,0,RO2HO2
8703,H2C3OCO2,PROL2FORM,[],[]
8704,H2C3OCOH,PROL2FORM,0,OH
8705,H2C3OCOOH,H2C3OCO,0,hv
8706,H2C3OCOOH,PROL2FORM,0,OH
8707,H2M2C3CHO,CO,0,hv
8708,H2M2C3CHO,H2M2C3CO3,[],[]
8709,H2M2C3CHO,HNO3,0,NO3
8710,H2M2C3CHO,TBUTOLO2,0,hv
8711,H2M2C3CO3,C5PAN11,0,NO2
8712,H2M2C3CO3,H2M2C3CO3H,0,HO2
8713,H2M2C3CO3,TBUTOLO2,[],[]
8714,H2M2C3CO3H,H2M2C3CO3,0,OH
8715,H2M2C3CO3H,TBUTOLO2,0,hv
8716,H2M2C4CHO,C67O2,0,OH
8717,H2M2C4CHO,CO,0,hv
8718,H2M2C4CHO,H2M2C4CO3,[],[]
8719,H2M2C4CHO,HNO3,0,NO3
8720,H2M2C4CHO,HO2M2C4O2,0,hv
8721,H2M2C4CO2H,HO2M2C4O2,0,OH
8722,H2M2C4CO3,C6PAN8,0,NO2
8723,H2M2C4CO3,H2M2C4CO2H,[],[]
8724,H2M2C4CO3,H2M2C4CO3H,0,HO2
8725,H2M2C4CO3,HO2M2C4O2,[],[]
8726,H2M2C4CO3H,H2M2C4CO3,0,OH
8727,H2M2C4CO3H,HO2M2C4O2,0,hv
8728,H2M2C65NO3,H2M2C65O,0,hv
8729,H2M2C65NO3,H2M2CO5C6,0,OH
8730,H2M2C65O,CH3CHO,0,Uni-molecular
8731,H2M2C65O,H2M2CO5C6,0,O2
8732,H2M2C65O,HO2M2C4O2,0,Uni-molecular
8733,H2M2C65O2,H25M2C6,0,RO2
8734,H2M2C65O2,H2M2C65NO3,0,RO2NO
8735,H2M2C65O2,H2M2C65O,[],[]
8736,H2M2C65O2,H2M2C65OOH,0,RO2HO2
8737,H2M2C65O2,H2M2CO5C6,0,RO2
8738,H2M2C65OOH,H2M2C65O,0,hv
8739,H2M2C65OOH,H2M2CO5C6,0,OH
