,0,1,2,3
0,A2PAN,A2PANOO,0,KBPAN
1,A2PAN,CO,0,OH
2,A2PAN,HOCH2CHO,0,OH
3,A2PANO,HOCH2CHO,0,KDEC
4,A2PANOO,A2PAN,0,NO2
5,A2PANOO,A2PANO,[],[]
6,A2PANOO,C2OHOCO2H,[],[]
7,A2PANOO,C2OHOCOOH,0,HO2
8,ACBUOAOOH,ACBUONEAO,0,hv
9,ACBUOAOOH,ACBUONEAO2,0,OH
10,ACBUOAOOH,ACCOPRONE,0,OH
11,ACBUONANO3,ACBUONEAO,0,hv
12,ACBUONANO3,ACCOPRONE,0,OH
13,ACBUONAOH,ACCOPRONE,0,OH
14,ACBUONAOH,ACEETOHO2,0,hv
15,ACBUONAOH,CH3CO3,0,hv
16,ACBUONBOH,ACCOCOC2H5,0,OH
17,ACBUONBOH,C2H5CO3,0,hv
18,ACBUONBOH,METACETHO,0,hv
19,ACBUONBOOH,ACBUONEBO,0,hv
20,ACBUONBOOH,ACBUONEBO2,0,OH
21,ACBUONBOOH,ACCOCOC2H5,0,OH
22,ACBUONBOOH,C2H5CO3,0,hv
23,ACBUONBOOH,METACETHO,0,hv
24,ACBUONEAO,CH3O2,0,KDEC
25,ACBUONEAO,CO2C3CHO,0,KDEC
26,ACBUONEAO2,ACBUOAOOH,0,RO2HO2
27,ACBUONEAO2,ACBUONANO3,0,RO2NO
28,ACBUONEAO2,ACBUONAOH,0,RO2
29,ACBUONEAO2,ACBUONEAO,[],[]
30,ACBUONEAO2,ACCOPRONE,0,RO2
31,ACBUONEBO,CH3O2,0,KDEC
32,ACBUONEBO,EGLYOX,0,KDEC
33,ACBUONEBO2,ACBUONBOH,0,RO2
34,ACBUONEBO2,ACBUONBOOH,0,RO2HO2
35,ACBUONEBO2,ACBUONEBO,[],[]
36,ACBUONEBO2,ACCOCOC2H5,0,RO2
37,ACCOC3H6O,ACCOPRONE,0,O2
38,ACCOC3H6O,CH3CHO,0,Uni-molecular
39,ACCOC3H6O,MECOACETO2,0,Uni-molecular
40,ACCOC3H6O2,ACCOC3H6O,[],[]
41,ACCOC3H6O2,ACCOPROOH,0,RO2HO2
42,ACCOCOC2H5,ACCOCOETO2,0,OH
43,ACCOCOC2H5,C2H5CO3,0,hv
44,ACCOCOC2H5,CH3CO3,0,hv
45,ACCOCOEOOH,ACCOCOETO,0,hv
46,ACCOCOEOOH,ACCOCOETO2,0,OH
47,ACCOCOETO,CH3CHO,0,KDEC
48,ACCOCOETO,CH3CO3,0,KDEC
49,ACCOCOETO,CO,0,KDEC
50,ACCOCOETO2,ACCOCOEOOH,0,RO2HO2
51,ACCOCOETO2,ACCOCOETO,[],[]
52,ACCOCOMEO,CH3CO3,0,KDEC
53,ACCOCOMEO,CO,0,KDEC
54,ACCOCOMEO,HCHO,0,KDEC
55,ACCOCOMEO2,ACCOCOMEO,[],[]
56,ACCOCOMEO2,ACCOCOMOOH,0,RO2HO2
57,ACCOCOMOOH,ACCOCOMEO,0,hv
58,ACCOCOMOOH,ACCOCOMEO2,0,OH
59,ACCOCOMOOH,CH3CO3,0,hv
60,ACCOCOMOOH,CO,0,hv
61,ACCOCOMOOH,HCHO,0,hv
62,ACCOETO,ACCOMECHO,0,O2
63,ACCOETO2,ACCOETO,[],[]
64,ACCOETO2,ACCOETOOH,0,RO2HO2
65,ACCOETOOH,ACCOETO,0,hv
66,ACCOETOOH,ACCOETO2,0,OH
67,ACCOMCOMO,ACCOMECO3,0,KDEC
68,ACCOMCOMO,HCHO,0,KDEC
69,ACCOMCOMO2,ACCOMCOMO,[],[]
70,ACCOMCOMO2,ACOMCOMOOH,0,RO2HO2
71,ACCOMECHO,ACCOMECO3,[],[]
72,ACCOMECHO,CO,0,hv
73,ACCOMECHO,HNO3,0,NO3
74,ACCOMECHO,MECOACETO2,0,hv
75,ACCOMECO3,ACCOMECO3H,0,HO2
76,ACCOMECO3,ACCOMEPAN,0,NO2
77,ACCOMECO3,MECOACETO2,[],[]
78,ACCOMECO3H,ACCOMECO3,0,OH
79,ACCOMECO3H,MECOACETO2,0,hv
80,ACCOMEPAN,ACCOMECO3,0,KBPAN
81,ACCOMEPAN,CO,[],[]
82,ACCOMEPAN,METACETHO,0,OH
83,ACCOPRONE,ACCOMCOMO2,0,OH
84,ACCOPRONE,CH3CO3,0,hv
85,ACCOPRONE,MECOACETO2,0,hv
86,ACCOPROOH,ACCOC3H6O,0,hv
87,ACCOPROOH,ACCOC3H6O2,0,OH
88,ACCOPROOH,ACCOPRONE,0,OH
89,ACEBUTBONE,ACBUONEBO2,0,OH
90,ACEBUTBONE,C2H5CO3,0,hv
91,ACEBUTBONE,METHACETO2,0,hv
92,ACEBUTONE,ACBUONEAO2,0,OH
93,ACEBUTONE,ACETC2H4O2,0,hv
94,ACEBUTONE,CH3CO3,0,hv
95,ACEC2CHO,ACETC2CO3,[],[]
96,ACEC2CHO,ACETC2H4O2,0,hv
97,ACEC2CHO,CO,0,hv
98,ACEC2CHO,HNO3,0,NO3
99,ACEC2H4NO3,ACETC2H4O,0,hv
100,ACEC2H4NO3,ACETETCHO,0,OH
101,ACEC2H4OOH,ACETC2H4O,0,hv
102,ACEC2H4OOH,ACETC2H4O2,0,OH
103,ACEC2H4OOH,ACETETCHO,0,OH
104,ACECOCOCH3,ACCOCOMEO2,0,OH
105,ACECOCOCH3,CH3CO3,[],[]
106,ACEETOHO,HCHO,0,KDEC
107,ACEETOHO,METACETHO,0,KDEC
108,ACEETOHO2,ACEETOHO,[],[]
109,ACEETOHO2,ACEETOHOOH,0,RO2HO2
110,ACEETOHOOH,ACEETOHO,0,hv
111,ACEETOHOOH,ACEETOHO2,0,OH
112,ACEPROPONE,ACPRONEO2,0,OH
113,ACEPROPONE,CH3CO3,0,hv
114,ACEPROPONE,METHACETO2,0,hv
115,ACETC2CO2H,ACETC2H4O2,0,OH
116,ACETC2CO3,ACETC2CO2H,[],[]
117,ACETC2CO3,ACETC2CO3H,0,HO2
118,ACETC2CO3,ACETC2H4O2,[],[]
119,ACETC2CO3,ACETC2PAN,0,NO2
120,ACETC2CO3H,ACETC2CO3,0,OH
121,ACETC2CO3H,ACETC2H4O2,0,hv
122,ACETC2H4O,ACETETCHO,0,O2
123,ACETC2H4O2,ACEC2H4NO3,0,RO2NO
124,ACETC2H4O2,ACEC2H4OOH,0,RO2HO2
125,ACETC2H4O2,ACETC2H4O,[],[]
126,ACETC2H4O2,ACETETCHO,0,RO2
127,ACETC2H4O2,ETACETOH,0,RO2
128,ACETC2PAN,ACETC2CO3,0,KBPAN
129,ACETC2PAN,ACETETCHO,0,OH
130,ACETC2PAN,CO,0,OH
131,ACETCOC2H5,ACCOETO2,0,OH
132,ACETCOC3H7,ACCOC3H6O2,0,OH
133,ACETETCHO,ACETMECO3,[],[]
134,ACETETCHO,CO,0,hv
135,ACETETCHO,HNO3,0,NO3
136,ACETETCHO,METHACETO2,0,hv
137,ACETMECO3,ACETMECO3H,0,HO2
138,ACETMECO3,ACETMEPAN,0,NO2
139,ACETMECO3,METHACETO2,[],[]
140,ACETMECO3H,ACETMECO3,0,OH
141,ACETMECO3H,METHACETO2,0,hv
142,ACETMEPAN,ACETMECO3,0,KBPAN
143,ACETMEPAN,CO,0,OH
144,ACETMEPAN,METACETHO,0,OH
145,ACETOL,CH3CO3,0,hv
146,ACETOL,HCHO,0,hv
147,ACETOL,MGLYOX,0,OH
148,ACLOO,ACETOL,[],[]
149,ACLOO,H2O2,0,H2O
150,ACLOO,SO3,0,Uni-molecular
151,ACLOOA,ACLOO,0,KDEC
152,ACLOOA,MGLYOX,0,KDEC
153,ACO2H,CO,0,OH
154,ACO2H,HCHO,0,OH
155,ACO3,ACO2H,[],[]
156,ACO3,ACO3H,0,HO2
157,ACO3,ACRPAN,0,NO2
158,ACO3,CO,[],[]
159,ACO3,HCHO,[],[]
160,ACO3H,ACO3,0,OH
161,ACO3H,CO,[],[]
162,ACO3H,HCHO,0,hv
163,ACO3H,HOCH2CHO,0,OH
164,ACOMCOMOOH,ACCOMCOMO,0,hv
165,ACOMCOMOOH,ACCOMCOMO2,0,OH
166,ACPRONEO,CH3CO3,0,KDEC
167,ACPRONEO,METACETHO,0,KDEC
168,ACPRONEO2,ACECOCOCH3,0,RO2
169,ACPRONEO2,ACPRONEO,[],[]
170,ACPRONEO2,ACPRONEOH,0,RO2
171,ACPRONEO2,ACPRONEOOH,0,RO2HO2
172,ACPRONEOH,ACECOCOCH3,0,OH
173,ACPRONEOOH,ACPRONEO,0,hv
174,ACPRONEOOH,ACPRONEO2,0,OH
175,ACR,ACO3,[],[]
176,ACR,ACRO2,0,OH
177,ACR,C2H4,0,hv
178,ACR,CH2OOB,0,O3
179,ACR,CO,[],[]
180,ACR,GLYOOB,0,O3
181,ACR,GLYOX,0,O3
182,ACR,HCHO,[],[]
183,ACR,HNO3,0,NO3
184,ACR,OCCOHCO2,0,OH
185,ACRO2,CHOCOHCO,[],[]
186,ACRO2,CO,0,K14ISOM1
187,ACRO2,HOCH2CHO,0,K14ISOM1
188,ACRO2,HOCH2COCHO,0,RO2
189,ACRO2,HOCHOCOOH,0,RO2HO2
190,ACRO2,OCCOHCOH,0,RO2
191,ACROO,ACO2H,0,H2O
192,ACROO,ACR,[],[]
193,ACROO,H2O2,0,H2O
194,ACROO,SO3,0,Uni-molecular
195,ACROOA,ACROO,0,KDEC
196,ACROOA,C2H4,0,KDEC
197,ACROOA,CO,[],[]
198,ACROOA,HCHO,[],[]
199,ACRPAN,ACO3,0,KBPAN
200,ACRPAN,CO,0,OH
201,ACRPAN,HOCH2CHO,0,OH
202,ALC4DOLOOH,CHOC3DIOL,0,hv
203,ALC4DOLOOH,CHOC4DOLO,0,hv
204,ALC4DOLOOH,CHOC4DOLO2,0,OH
205,ALC4DOLOOH,CO,0,hv
206,ALCOCH2OOH,CHOCOCH2O,0,hv
207,ALCOCH2OOH,CHOCOCH2O2,0,OH
208,ALCOMOXOOH,CHOCOMOXO,0,hv
209,ALCOMOXOOH,CHOCOMOXO2,0,OH
210,ALLYLOH,ACR,0,OH
211,APINANO3,PINAL,0,OH
212,APINAO,PINAL,0,KDEC
213,APINAO2,APINANO3,0,RO2NO
214,APINAO2,APINAO,[],[]
215,APINAO2,APINAOOH,0,RO2HO2
216,APINAO2,APINBOH,0,RO2
217,APINAOOH,APINAO,0,hv
218,APINAOOH,APINAO2,0,OH
219,APINBCO,C96CO3,0,OH
220,APINBNO3,APINBCO,0,OH
221,APINBO,PINAL,0,KDEC
222,APINBO2,APINBCO,0,RO2
223,APINBO2,APINBNO3,0,RO2NO
224,APINBO2,APINBO,[],[]
225,APINBO2,APINBOH,0,RO2
226,APINBO2,APINBOOH,0,RO2HO2
227,APINBOH,APINBCO,0,OH
228,APINBOO,H2O2,0,H2O
229,APINBOO,PINAL,[],[]
230,APINBOO,PINONIC,0,H2O
231,APINBOO,SO3,0,Uni-molecular
232,APINBOOH,APINBCO,0,OH
233,APINBOOH,APINBO,0,hv
234,APINCNO3,APINCO,0,hv
235,APINCNO3,CH3COCH3,0,OH
236,APINCNO3,HCC7CO,0,OH
237,APINCO,C720O2,0,KDEC
238,APINCO,CH3COCH3,0,KDEC
239,APINCO2,APINCNO3,0,RO2NO
240,APINCO2,APINCO,[],[]
241,APINCO2,APINCOH,0,RO2
242,APINCO2,APINCOOH,0,RO2HO2
243,APINCOH,APINCO,0,OH
244,APINCOOH,APINCO,0,hv
245,APINCOOH,APINCO2,0,OH
246,APINENE,APINAO2,0,OH
247,APINENE,APINBO2,0,OH
248,APINENE,APINCO2,0,OH
249,APINENE,APINOOA,0,O3
250,APINENE,APINOOB,0,O3
251,APINENE,NAPINAO2,0,NO3
252,APINENE,NAPINBO2,0,NO3
253,APINOOA,C107O2,0,KDEC
254,APINOOA,C109O2,0,KDEC
255,APINOOB,APINBOO,0,KDEC
256,APINOOB,C96O2,0,KDEC
257,APINOOB,CO,0,KDEC
258,BCAL,BCALAO2,0,OH
259,BCAL,BCALBO2,0,OH
260,BCAL,BCALCO2,0,OH
261,BCAL,BCALO2,0,OH
262,BCAL,BCALOOA,0,O3
263,BCAL,BCLKET,0,O3
264,BCAL,C141CO3,[],[]
265,BCAL,C141O2,0,hv
266,BCAL,CH2OOF,0,O3
267,BCAL,CO,0,hv
268,BCAL,HCHO,0,O3
269,BCAL,HNO3,0,NO3
270,BCAL,NBCALO2,0,NO3
271,BCALACO,C126CHO,0,OH
272,BCALACO,C126CO3,0,hv
273,BCALACO,CH3CO3,[],[]
274,BCALAO,C126CHO,0,KDEC
275,BCALAO,CH3CO3,0,KDEC
276,BCALAO2,BCALACO,0,RO2
277,BCALAO2,BCALAO,[],[]
278,BCALAO2,BCALAOH,0,RO2
279,BCALAO2,BCALAOOH,0,RO2HO2
280,BCALAOH,BCALACO,0,OH
281,BCALAOH,C126CHO,0,hv
282,BCALAOH,CH3CO3,0,hv
283,BCALAOOH,BCALACO,0,OH
284,BCALAOOH,BCALAO,0,hv
285,BCALAOOH,C126CHO,0,hv
286,BCALAOOH,CH3CO3,0,hv
287,BCALBCO,C136CO3,[],[]
288,BCALBCO,CO,[],[]
289,BCALBO,C136CO3,0,KDEC
290,BCALBO,HCHO,0,KDEC
291,BCALBO2,BCALBCO,0,RO2
292,BCALBO2,BCALBO,[],[]
293,BCALBO2,BCALBOH,0,RO2
294,BCALBO2,BCALBOOH,0,RO2HO2
295,BCALBOC,BCBOOA,0,O3
296,BCALBOC,BCLKBOC,0,O3
297,BCALBOC,C152O2,0,OH
298,BCALBOC,CH2OOF,0,O3
299,BCALBOC,HCHO,0,O3
300,BCALBOH,BCALBCO,0,OH
301,BCALBOH,C136CO3,0,hv
302,BCALBOH,HCHO,0,hv
303,BCALBOOH,BCALBCO,0,OH
304,BCALBOOH,BCALBO,0,hv
305,BCALBOOH,C136CO3,0,hv
306,BCALBOOH,HCHO,0,hv
307,BCALCCO,C144O2,[],[]
308,BCALCCO,CO,[],[]
309,BCALCO,C141CO,0,KDEC
310,BCALCO,CO,0,KDEC
311,BCALCO2,BCALCCO,0,RO2
312,BCALCO2,BCALCO,[],[]
313,BCALCO2,BCALCOH,0,RO2
314,BCALCO2,BCALCOOH,0,RO2HO2
315,BCALCOH,BCALCCO,0,OH
316,BCALCOH,C141CO,0,hv
317,BCALCOH,CO,0,hv
318,BCALCOOH,BCALCCO,0,OH
319,BCALCOOH,BCALCO,0,hv
320,BCALCOOH,C141CO,0,hv
321,BCALCOOH,CO,0,hv
322,BCALNO3,BCLKET,0,OH
323,BCALNO3,HCHO,0,OH
324,BCALO,BCLKET,0,KDEC
325,BCALO,HCHO,0,KDEC
326,BCALO2,BCALNO3,0,RO2NO
327,BCALO2,BCALO,[],[]
328,BCALO2,BCALOH,0,RO2
329,BCALO2,BCALOOH,0,RO2HO2
330,BCALOH,BCLKET,0,OH
331,BCALOH,HCHO,0,OH
332,BCALOO,BCLKET,[],[]
333,BCALOO,H2O2,0,H2O
334,BCALOO,SO3,0,Uni-molecular
335,BCALOOA,BCALOO,0,KDEC
336,BCALOOA,C146O2,0,KDEC
337,BCALOOH,BCALO,0,hv
338,BCALOOH,BCALO2,0,OH
339,BCANO3,BCAL,0,OH
340,BCAO,BCAL,0,KDEC
341,BCAO2,BCANO3,0,RO2NO
342,BCAO2,BCAO,[],[]
343,BCAO2,BCAOH,0,RO2
344,BCAO2,BCAOOH,0,RO2HO2
345,BCAOH,BCBCO,0,OH
346,BCAOO,BCAL,[],[]
347,BCAOO,BCSOZ,0,Uni-molecular
348,BCAOO,H2O2,0,H2O
349,BCAOO,SO3,0,Uni-molecular
350,BCAOOH,BCAO,0,hv
351,BCAOOH,BCAO2,0,OH
352,BCARY,BCAO2,0,OH
353,BCARY,BCAOO,0,O3
354,BCARY,BCBO2,0,OH
355,BCARY,BCBOO,0,O3
356,BCARY,BCCO2,0,OH
357,BCARY,BCOOA,0,O3
358,BCARY,BCOOB,0,O3
359,BCARY,NBCO2,0,NO3
360,BCBCO,C141CO3,0,OH
361,BCBNO3,BCBCO,0,OH
362,BCBO,BCAL,0,KDEC
363,BCBO2,BCAOH,0,RO2
364,BCBO2,BCBCO,0,RO2
365,BCBO2,BCBNO3,0,RO2NO
366,BCBO2,BCBO,[],[]
367,BCBO2,BCBOOH,0,RO2HO2
368,BCBOCOO,BCLKBOC,[],[]
369,BCBOCOO,H2O2,0,H2O
370,BCBOCOO,SO3,0,Uni-molecular
371,BCBOO,BCAL,[],[]
372,BCBOO,BCSOZ,0,Uni-molecular
373,BCBOO,C141CO2H,0,H2O
374,BCBOO,SO3,0,Uni-molecular
375,BCBOOA,BCBOCOO,0,KDEC
376,BCBOOA,C148O2,0,KDEC
377,BCBOOH,BCBCO,0,OH
378,BCBOOH,BCBO,0,hv
379,BCCNO3,BCKET,0,OH
380,BCCNO3,HCHO,0,OH
381,BCCO,BCKET,0,KDEC
382,BCCO,HCHO,0,KDEC
383,BCCO2,BCCNO3,0,RO2NO
384,BCCO2,BCCO,[],[]
385,BCCO2,BCCOH,0,RO2
386,BCCO2,BCCOOH,0,RO2HO2
387,BCCOH,BCKET,0,OH
388,BCCOH,HCHO,0,OH
389,BCCOOH,BCCO,0,hv
390,BCCOOH,BCCO2,0,OH
391,BCKANO3,BCLKET,0,OH
392,BCKAO,BCLKET,0,KDEC
393,BCKAO2,BCKANO3,0,RO2NO
394,BCKAO2,BCKAO,[],[]
395,BCKAO2,BCKAOH,0,RO2
396,BCKAO2,BCKAOOH,0,RO2HO2
397,BCKAOH,BCKBCO,0,OH
398,BCKAOO,BCKSOZ,0,Uni-molecular
399,BCKAOO,BCLKET,[],[]
400,BCKAOO,H2O2,0,H2O
401,BCKAOO,SO3,0,Uni-molecular
402,BCKAOOH,BCKAO,0,hv
403,BCKAOOH,BCKAO2,0,OH
404,BCKBCO,C131CO3,0,OH
405,BCKBNO3,BCKBCO,0,OH
406,BCKBO,BCLKET,0,KDEC
407,BCKBO2,BCKAOH,0,RO2
408,BCKBO2,BCKBCO,0,RO2
409,BCKBO2,BCKBNO3,0,RO2NO
410,BCKBO2,BCKBO,[],[]
411,BCKBO2,BCKBOOH,0,RO2HO2
412,BCKBOO,BCKET,[],[]
413,BCKBOO,BCKSOZ,0,Uni-molecular
414,BCKBOO,C131CO2H,0,H2O
415,BCKBOO,SO3,0,Uni-molecular
416,BCKBOOH,BCKBCO,0,OH
417,BCKBOOH,BCKBO,0,hv
418,BCKET,BCKAO2,0,OH
419,BCKET,BCKAOO,0,O3
420,BCKET,BCKBO2,0,OH
421,BCKET,BCKBOO,0,O3
422,BCKET,BCKOOA,0,O3
423,BCKET,BCKOOB,0,O3
424,BCKET,NBCKO2,0,NO3
425,BCKOOA,BCLKAO2,0,KDEC
426,BCKOOA,BCLKBO2,0,KDEC
427,BCKOOA,BCLKBOC,0,KDEC
428,BCKOOA,C1210O2,0,KDEC
429,BCKOOA,CH3O2,0,KDEC
430,BCKOOB,BCLKCO2,0,KDEC
431,BCKOOB,C131CO2H,0,KDEC
432,BCKOOB,C131O2,0,KDEC
433,BCKSOZ,C131O2,0,OH
434,BCKSZOO,BCKSOZ,[],[]
435,BCKSZOO,H2O2,0,H2O
436,BCKSZOO,SO3,0,Uni-molecular
437,BCLKACO,C116CHO,0,OH
438,BCLKACO,C116CO3,0,hv
439,BCLKACO,CH3CO3,[],[]
440,BCLKAO,C116CHO,0,KDEC
441,BCLKAO,CH3CO3,0,KDEC
442,BCLKAO2,BCLKACO,0,RO2
443,BCLKAO2,BCLKAO,[],[]
444,BCLKAO2,BCLKAOH,0,RO2
445,BCLKAO2,BCLKAOOH,0,RO2HO2
446,BCLKAOH,BCLKACO,0,OH
447,BCLKAOH,C116CHO,0,hv
448,BCLKAOH,CH3CO3,0,hv
449,BCLKAOOH,BCLKACO,0,OH
450,BCLKAOOH,BCLKAO,0,hv
451,BCLKAOOH,C116CHO,0,hv
452,BCLKAOOH,CH3CO3,0,hv
453,BCLKBCO,C1210CO3,[],[]
454,BCLKBCO,CO,[],[]
455,BCLKBO,C1210CO3,0,KDEC
456,BCLKBO,HCHO,0,KDEC
457,BCLKBO2,BCLKBCO,0,RO2
458,BCLKBO2,BCLKBO,[],[]
459,BCLKBO2,BCLKBOH,0,RO2
460,BCLKBO2,BCLKBOOH,0,RO2HO2
461,BCLKBOC,C148O2,0,OH
462,BCLKBOH,BCLKBCO,0,OH
463,BCLKBOH,C1210CO3,0,hv
464,BCLKBOH,HCHO,0,hv
465,BCLKBOOH,BCLKBCO,0,OH
466,BCLKBOOH,BCLKBO,0,hv
467,BCLKBOOH,C1210CO3,0,hv
468,BCLKBOOH,HCHO,0,hv
469,BCLKCCO,C132O2,[],[]
470,BCLKCCO,CO,[],[]
471,BCLKCO,C131CO,0,KDEC
472,BCLKCO,CO,0,KDEC
473,BCLKCO2,BCLKCCO,0,RO2
474,BCLKCO2,BCLKCO,[],[]
475,BCLKCO2,BCLKCOH,0,RO2
476,BCLKCO2,BCLKCOOH,0,RO2HO2
477,BCLKCOH,BCLKCCO,0,OH
478,BCLKCOH,C131CO,0,hv
479,BCLKCOH,CO,0,hv
480,BCLKCOOH,BCLKCCO,0,OH
481,BCLKCOOH,BCLKCO,0,hv
482,BCLKCOOH,C131CO,0,hv
483,BCLKCOOH,CO,0,hv
484,BCLKET,BCLKAO2,0,OH
485,BCLKET,BCLKBO2,0,OH
486,BCLKET,BCLKCO2,0,OH
487,BCLKET,C131CO3,[],[]
488,BCLKET,C131O2,0,hv
489,BCLKET,C146O2,0,OH
490,BCLKET,CO,0,hv
491,BCLKET,HNO3,0,NO3
492,BCOOA,BCALAO2,0,KDEC
493,BCOOA,BCALBO2,0,KDEC
494,BCOOA,BCALBOC,0,KDEC
495,BCOOA,C136O2,0,KDEC
496,BCOOA,CH3O2,0,KDEC
497,BCOOB,BCALCO2,0,KDEC
498,BCOOB,C141CO2H,0,KDEC
499,BCOOB,C141O2,0,KDEC
500,BCSOZ,BCKSOZ,0,O3
501,BCSOZ,BCKSZOO,0,O3
502,BCSOZ,BCSOZO2,0,OH
503,BCSOZ,CH2OOF,0,O3
504,BCSOZ,HCHO,0,O3
505,BCSOZNO3,BCKSOZ,0,OH
506,BCSOZNO3,HCHO,0,OH
507,BCSOZO,BCKSOZ,0,KDEC
508,BCSOZO,HCHO,0,KDEC
509,BCSOZO2,BCSOZNO3,0,RO2NO
510,BCSOZO2,BCSOZO,[],[]
511,BCSOZO2,BCSOZOH,0,RO2
512,BCSOZO2,BCSOZOOH,0,RO2HO2
513,BCSOZOH,BCKSOZ,0,OH
514,BCSOZOH,HCHO,0,OH
515,BCSOZOOH,BCKSOZ,0,OH
516,BCSOZOOH,BCSOZO,0,hv
517,BCSOZOOH,HCHO,0,OH
518,BENZAL,C6H5CO3,[],[]
519,BENZAL,C6H5O2,0,hv
520,BENZAL,CO,0,hv
521,BENZAL,HNO3,0,NO3
522,BENZENE,BZBIPERO2,0,OH
523,BENZENE,BZEPOXMUC,0,OH
524,BENZENE,PHENOL,0,OH
525,BIACET,BIACETO2,0,OH
526,BIACET,CH3CO3,[],[]
527,BIACETO,CH3CO3,0,KDEC
528,BIACETO,CO,0,KDEC
529,BIACETO,HCHO,0,KDEC
530,BIACETO2,BIACETO,[],[]
531,BIACETO2,BIACETOH,0,RO2
532,BIACETO2,BIACETOOH,0,RO2HO2
533,BIACETO2,CO23C3CHO,0,RO2
534,BIACETOH,CH3CO3,0,hv
535,BIACETOH,CO23C3CHO,0,OH
536,BIACETOH,HOCH2CO3,0,hv
537,BIACETOOH,BIACETO,0,hv
538,BIACETOOH,BIACETO2,0,OH
539,BIACETOOH,CO23C3CHO,0,OH
540,BOCOCH2OOH,TBOCOCH2O,0,hv
541,BOCOCH2OOH,TBOCOCH2O2,0,OH
542,BOCOCH2OOH,TBOCOCHO,0,OH
543,BOX2COMOH,BOXCOCHO,0,OH
544,BOX2COMOOH,BOXCOCOMO,0,hv
545,BOX2COMOOH,BOXCOCOMO2,0,OH
546,BOX2E2OH,BOX2COMOH,0,OH
547,BOX2ECHO,BOX2MO2,0,hv
548,BOX2ECHO,BOXMCO3,[],[]
549,BOX2ECHO,CO,0,hv
550,BOX2ECHO,HNO3,0,NO3
551,BOX2EOHAO,ETOHOCHO,0,KDEC
552,BOX2EOHAO,NC3H7O2,0,KDEC
553,BOX2EOHAO2,BOX2EOHAO,[],[]
554,BOX2EOHAO2,BOX2OHAOOH,0,RO2HO2
555,BOX2EOHAO2,BOXEOHANO3,0,RO2NO
556,BOX2EOHAO2,BOXOHETOH,0,RO2
557,BOX2EOHAO2,PRCOOETOH,[],[]
558,BOX2EOHBO,BOXCHO,0,KDEC
559,BOX2EOHBO,HCHO,0,KDEC
560,BOX2EOHBO2,BOX2COMOH,[],[]
561,BOX2EOHBO2,BOX2E2OH,0,RO2
562,BOX2EOHBO2,BOX2EOHBO,[],[]
563,BOX2EOHBO2,BOX2OHBOOH,0,RO2HO2
564,BOX2EOHBO2,BOXEOHBNO3,0,RO2NO
565,BOX2MO,BOXCHO,0,KDEC
566,BOX2MO2,BOX2MO,[],[]
567,BOX2MO2,BOXCHO,0,RO2
568,BOX2MO2,BOXMOH,0,RO2
569,BOX2MO2,BOXMOOH,0,RO2HO2
570,BOX2OHAOOH,BOX2EOHAO,0,hv
571,BOX2OHAOOH,PRCOOETOH,0,OH
572,BOX2OHBOOH,BOX2COMOH,0,OH
573,BOX2OHBOOH,BOX2EOHBO,0,hv
574,BOX2PROL,BOXPROLAO2,[],[]
575,BOX2PROL,BOXPROLBO2,[],[]
576,BOX2PROL,BOXPRONE,0,OH
577,BOX2PROL,HNO3,[],[]
578,BOXCHO,BOXFORMO2,0,OH
579,BOXCOALOOH,BOXCOCHOO,0,hv
580,BOXCOALOOH,BOXCOCHOO2,0,OH
581,BOXCOCHO,BOXCOCHOO2,0,OH
582,BOXCOCHO,CO,0,hv
583,BOXCOCHO,NC4H9O2,0,hv
584,BOXCOCHOO,C3H7CHO,0,KDEC
585,BOXCOCHOO,CO,0,KDEC
586,BOXCOCHOO2,BOXCOALOOH,0,RO2HO2
587,BOXCOCHOO2,BOXCOCHOO,[],[]
588,BOXCOCOME,BOXCOCOMO2,0,OH
589,BOXCOCOMO,C3H7CHO,0,KDEC
590,BOXCOCOMO,CH3CO3,0,KDEC
591,BOXCOCOMO2,BOX2COMOOH,0,RO2HO2
592,BOXCOCOMO2,BOXCOCOMO,[],[]
593,BOXCOEOL,BOXCOEOLO2,0,OH
594,BOXCOEOLO,C3H7CHO,0,KDEC
595,BOXCOEOLO,CH3CHO,0,KDEC
596,BOXCOEOLO2,BOXCOEOLO,[],[]
597,BOXCOEOLO2,BOXCOOLOOH,0,RO2HO2
598,BOXCOOLOOH,BOXCOEOLO,0,hv
599,BOXCOOLOOH,BOXCOEOLO2,0,OH
600,BOXEOHANO3,BOX2EOHAO,0,hv
601,BOXEOHANO3,PRCOOETOH,0,OH
602,BOXEOHBNO3,BOX2COMOH,0,OH
603,BOXEOHBNO3,BOX2EOHBO,0,hv
604,BOXFORMO2,BUFORMO,[],[]
605,BOXFORMO2,BUFORMOOH,0,RO2HO2
606,BOXFORMO2,BUOHFORM,0,RO2
607,BOXFORMO2,PRCOFORM,0,RO2
608,BOXMCO2H,BOX2MO2,0,OH
609,BOXMCO3,BOX2MO2,[],[]
610,BOXMCO3,BOXMCO2H,[],[]
611,BOXMCO3,BOXMCO3H,0,HO2
612,BOXMCO3,BOXMPAN,0,NO2
613,BOXMCO3H,BOX2MO2,0,hv
614,BOXMCO3H,BOXMCO3,0,OH
615,BOXMOH,BOXCHO,0,OH
616,BOXMOOH,BOX2MO,0,hv
617,BOXMOOH,BOXCHO,0,OH
618,BOXMPAN,BOXCHO,0,OH
