HO1MC5OOH OH {'weight': 0.53066739716555333}
HO1MC5OOH CO2MC5OH {'weight': 0.50565213707890544}
HO1MC5OOH HO1MC5O {'weight': 0.53066739716555333}
HO1CO3CHO HNO3 {'weight': 0.62319835402776258}
HO1CO3CHO HO2 {'weight': 0.4749997409769674}
HO1CO3CHO CO {'weight': 0.47328336521681835}
HO1CO3CHO HOC2H4CO3 {'weight': 0.47328336521681835}
HO13C4O HCHO {'weight': 0.097630351980171337}
HO13C4O HOC2H4CHO {'weight': 0.097630351980171337}
HO13C4O HO2 {'weight': 0.097630351980171337}
MNNCATECO2 MNNCATECO {'weight': 0.29024229193785778}
MNNCATECO2 NO2 {'weight': 0.29024229267310397}
MNNCATECO2 MNNCATCOOH {'weight': 0.49759877888572202}
PROL1MPAN CO {'weight': 0.55304276015400511}
PROL1MPAN NO2 {'weight': 0.44751598915944291}
PROL1MPAN MEK {'weight': 0.55304276015400511}
PROL1MPAN PROL1MCO3 {'weight': 0.44753621209058458}
IPROPOL CH3COCH3 {'weight': 0.53729310101320538}
IPROPOL HO2 {'weight': 0.53729310101320538}
IPROPOL IPROPOLO2 {'weight': 0.56617144404001629}
IBUTOLCNO3 IBUTOLCO {'weight': 0.550151969978111}
IBUTOLCNO3 NO2 {'weight': 0.53033942681389701}
IBUTOLCNO3 HOIPRCHO {'weight': 0.53567806206853841}
IPRHOCO2H CH3COCH3 {'weight': 0.55209423001833191}
IPRHOCO2H HO2 {'weight': 0.55209423001833191}
ETHGLY HOCH2CHO {'weight': 0.51833525862589402}
ETHGLY HO2 {'weight': 0.51833525862589402}
HEPTOH HEPT3ONE {'weight': 0.51687567312906335}
HEPTOH HO2 {'weight': 0.51687567312906335}
C715CO2O HO2 {'weight': 0.10602225856421543}
C715CO2O C6DICARB {'weight': 0.10602225856421543}
C715CO2O CO {'weight': 0.10602225856421543}
ETHO2HNO3 ETHENO3O2 {'weight': 0.5404215079890643}
ETHO2HNO3 ETHENO3O {'weight': 0.53066739716555333}
ETHO2HNO3 NO3CH2CHO {'weight': 0.55304276015400511}
ETHO2HNO3 OH {'weight': 0.54296856259237325}
C67OH C67CHO {'weight': 0.49722332300909411}
C67OH HO2 {'weight': 0.49367634144893247}
C67OH C67O {'weight': 0.51910968805538049}
M2BUOL2O HCHO {'weight': 0.11697331069697114}
M2BUOL2O HO2 {'weight': 0.11697331069697114}
M2BUOL2O MEK {'weight': 0.11697331069697114}
C67O2 C67NO3 {'weight': 0.32702531034144788}
C67O2 C67CHO {'weight': 0.58234758725877511}
C67O2 C67OH {'weight': 0.58234758725877511}
C67O2 C67OOH {'weight': 0.49859506479709326}
C67O2 NO2 {'weight': 0.29187560029951476}
C67O2 C67O {'weight': 0.29187559978598354}
MEKAOOH MEKAO {'weight': 0.52340760192493341}
MEKAOOH CO2C3CHO {'weight': 0.49911732048154789}
MEKAOOH MEKAO2 {'weight': 0.5404215079890643}
MEKAOOH OH {'weight': 0.53002367636834524}
HEX3ONANO3 HEX3ONAO {'weight': 0.53280402791169024}
HEX3ONANO3 CO24C6 {'weight': 0.54349757280696465}
HEX3ONANO3 NO2 {'weight': 0.52628832058884822}
NBZQO2 NBZQOOH {'weight': 0.49859506479709326}
NBZQO2 NO2 {'weight': 0.29024229267310397}
NBZQO2 NBZQO {'weight': 0.29024229186433304}
HEPTO2 HEPTO {'weight': 0.29540046242049178}
HEPTO2 HEPTOH {'weight': 0.6015395439059894}
HEPTO2 HEPTNO3 {'weight': 0.310514140164449}
HEPTO2 HEPTOOH {'weight': 0.49759877888572202}
HEPTO2 HEPT3ONE {'weight': 0.6015395439059894}
HEPTO2 NO2 {'weight': 0.29540046261143171}
C51OOH C51O {'weight': 0.52340760192493341}
C51OOH HO1CO24C5 {'weight': 0.48997967169088308}
C51OOH OH {'weight': 0.52340760192493341}
C2H5CHOO C2H5CHO {'weight': 0.30751071215360815}
C2H5CHOO PROPACID {'weight': 0.29955543771790849}
C2H5CHOO H2O2 {'weight': 0.30764472872805348}
C2H5CHOO NO2 {'weight': 0.4000042071476565}
C2H5CHOO NO3 {'weight': 0.4319590651496652}
BUT2OLAO CH3CHO {'weight': 0.04286651094303473}
BUT2OLAO HO2 {'weight': 0.053842994884998108}
HONO OH {'weight': 0.43580529030755533}
HONO NO2 {'weight': 0.53235580354119838}
HONO NO {'weight': 0.43576970648516222}
CHOPRNO3 HNO3 {'weight': 0.63128764440865248}
CHOPRNO3 PROPALO {'weight': 0.48109512074943517}
CHOPRNO3 NO2 {'weight': 0.48109512074943517}
CHOPRNO3 PRNO3CO3 {'weight': 0.54056773428095806}
HO1CO3C4O HCHO {'weight': 0.10602225856421543}
HO1CO3C4O HOC2H4CO3 {'weight': 0.10602225856421543}
IPEBO MIPK {'weight': 0.15440007460436345}
IPEBO CH3CHO {'weight': 0.1917183734416712}
IPEBO HO2 {'weight': 0.15440007460436345}
IPEBO IC3H7O2 {'weight': 0.1917183734416712}
TOL1OHNO2 HNO3 {'weight': 0.57003322084186525}
TOL1OHNO2 NCRES1O {'weight': 0.54151841889691266}
HO2C6O HO2CO5C6 {'weight': 0.056850163703540346}
HO2C6O HO2 {'weight': 0.056850163703540346}
DNCRESOOH DNCRESO2 {'weight': 0.5404215079890643}
DNCRESOOH OH {'weight': 0.54296856259237325}
DNCRESOOH DNCRESO {'weight': 0.53066739716555333}
CO3C4NO3O2 COC4NO3OOH {'weight': 0.50189901083466948}
CO3C4NO3O2 CO3C4NO3OH {'weight': 0.6015395439059894}
CO3C4NO3O2 NO2 {'weight': 0.29024229267310397}
