,x,y,count,mean,std,min,25%,50%,75%,max
CCARB12,-0.07627532,-0.5591528,432.0,4.929995761781332,0.008850611650978698,4.901901191308971,4.927632433069035,4.934242011364818,4.935589681216299,4.936258941082834
CCARB14,-0.050349083,-0.5773257,432.0,4.912935105720326,0.031058589255987513,4.816939657954305,4.903512194129993,4.927890332187818,4.932986211585272,4.935533307029646
CH3CHO,-1.2633859,-0.07449575,432.0,4.915479693885635,0.028112781122190417,4.83011894231456,4.906977093746075,4.92944351883637,4.9336115091001345,4.935710380426911
CH3CO2H,-0.32109043,-0.42487308,432.0,4.935407869757434,0.0015197856398732118,4.930539914859916,4.935020038256715,4.936135803939797,4.936361576426706,4.93647347962963
CH3CO3,-1.1072156,-0.19598953,432.0,1.460787382827097,0.5576465887990063,0.6621950575105733,0.8579036278920791,1.4540466851881066,2.036314511763883,2.3516699578378466
CH3CO3H,0.6007263,-0.60460657,432.0,4.925389452777758,0.01669684727049676,4.879877823409903,4.920944014675677,4.93463815183638,4.935795204363889,4.936317538836872
CH3COCH3,-0.8562478,-0.10679254,432.0,4.935892371101086,0.0010081858301265087,4.932935448096398,4.935838929509412,4.936428213084753,4.936482327853171,4.936507084671074
CH3NO3,0.3301949,-0.6606917,432.0,4.9358198630289065,0.0012507415436294137,4.932472673542937,4.935769603539296,4.936504565083714,4.936511927671887,4.936515245024143
CH3O2,-1.3667356,0.03884151,432.0,3.0297715104647156,0.6301515147816187,1.6180435700003657,2.6258063444075295,3.0933040928151296,3.488855314926182,4.008785412961436
CH3OCH3,0.5254967,-0.4959964,432.0,4.932710697880873,0.0051905167041320695,4.916159820511684,4.931355857918053,4.935198667173502,4.935979599019615,4.936367301536722
CH3OCHO,0.5417777,-0.6094262,432.0,4.936238717864142,0.0003813989046361144,4.935015353173337,4.936142086938246,4.936421346269713,4.936477788307743,4.936505755415032
CH3OH,0.37513375,-0.65009016,432.0,4.9352760996714755,0.0017000081995298406,4.929832096132462,4.934841784827342,4.936090390828658,4.936343089725966,4.936468344701819
CH3OOH,0.51455307,-0.67311525,432.0,4.917414834530598,0.026620469924402472,4.842167163705912,4.909927557122012,4.931537940266265,4.934564526700611,4.935977508259606
CHEX,0.66915315,-0.58218354,432.0,4.926798403489022,0.013114389672007759,4.885384916738278,4.9232057005889205,4.933095717446364,4.935121491620665,4.9361286794977355
CHEX2ENE,-0.13231556,-0.5140007,432.0,4.612805847230276,0.1323502963124955,4.306254054527973,4.53071916333637,4.630786105137949,4.719672510566064,4.837691431878525
CO,-0.9473061,-0.19372642,432.0,4.9361990861232075,0.00043578021886177254,4.934801383640715,4.936088639138388,4.93640775718532,4.936472258760352,4.936504219822822
CPENT2ENE,-0.06869059,-0.5482086,432.0,4.610003406417067,0.13407449778013525,4.298552714834599,4.528634237372508,4.628775376030632,4.718126928976972,4.836862251087632
CYHEXOL,0.7054086,-0.5324365,432.0,4.9136561284482285,0.030146161872218667,4.820380372490062,4.904555458397956,4.928170457353007,4.933101505023522,4.935565507818326
CYHEXONE,-0.0793148,-0.54262596,432.0,4.926648490017325,0.01390600615742594,4.885925315048648,4.923243180840252,4.933889193042292,4.935464195988972,4.936226151294439
DHCARB9,-0.39990243,-0.5031816,432.0,4.865151435142057,0.09926926799822139,4.607424842396778,4.831288895898691,4.91976536958747,4.929894528833479,4.934680854177587
DHPCARB9,0.22604363,-0.615491,432.0,4.875293002152137,0.08129665401515,4.657905316692002,4.846497390619415,4.918709612949018,4.929471990330688,4.934563036391488
DHPR12O2,-0.55918443,-0.35944754,432.0,0.2438053086991775,0.005102069364836602,0.22200514289999596,0.24397080477658287,0.24595460068849714,0.24654073591393072,0.2468018114317743
DHPR12OOH,0.1852203,-0.6285511,432.0,4.836121998930253,0.13318330350654922,4.500391217205692,4.782418475910323,4.909227752534905,4.92564947101627,4.933493429108049
DIEK,-0.09261354,-0.5741569,432.0,4.931144211906714,0.008121448928900774,4.907913719664677,4.92972142412256,4.935518917354084,4.936126465217768,4.936408945613812
DIET35TOL,-0.1272656,-0.56515926,432.0,4.872026936417274,0.07953787285045684,4.639391719858285,4.84147324294784,4.9103280243716325,4.925670371075259,4.933477405035422
DIETETHER,0.5121086,-0.6768291,432.0,4.9192520919806375,0.022980242945504464,4.847536190977347,4.912590173277019,4.930302581296921,4.933974853048705,4.93580872655336
DIIPRETHER,0.07602326,-0.6013158,432.0,4.922934983476256,0.018182815662539535,4.865856132537094,4.917813523793045,4.931667151957073,4.934532674688974,4.935962964253709
DIME35EB,0.08056728,-0.6002226,432.0,4.872026936417274,0.07953787285045684,4.639391719858285,4.84147324294784,4.9103280243716325,4.925670371075259,4.933477405035422
DMC,0.6773688,-0.6242099,432.0,4.936072075498929,0.0006100058212953349,4.934115991831614,4.935917300966006,4.936364186106969,4.9364545285189845,4.936499295921238
DMM,0.6478406,-0.6541967,432.0,4.929809271441294,0.009100650314939585,4.900929826538753,4.927375487125402,4.934175712233804,4.935562622071652,4.936251415338734
EBENZ,0.5033576,-0.63752705,432.0,4.927077562343765,0.012744063627947036,4.8868154169643505,4.92359399279072,4.933196611636027,4.935162729948949,4.93614015706158
ECARB13,0.3808205,-0.64251274,432.0,4.9354879732313925,0.0014101847199961032,4.930970463338668,4.93512835908678,4.936163393739879,4.936372807081183,4.936476599016687
ECARB7,0.37256363,-0.48833352,432.0,4.935220206850537,0.001776426499936738,4.929532023611173,4.934766150484673,4.936071117488053,4.936335243617112,4.93646616529267
EOX2EOL,0.4897,-0.6864392,432.0,4.913288742066975,0.030603315376755952,4.81864549524883,4.904031198504972,4.928020976142371,4.933037238875444,4.935547057443039
ETBE,0.5250386,-0.6208969,432.0,4.9246404910314645,0.01595897636886236,4.874414282598896,4.920197497998414,4.932305753491143,4.934796532656588,4.936037865711844
ETHACET,-0.10932046,-0.5710229,432.0,4.9341966576839775,0.0031730636179056744,4.924053904693256,4.933378486244694,4.935717065111453,4.936191073413079,4.936426114155739
ETHGLY,0.1215535,-0.06598826,432.0,4.917555360622232,0.025173146152442937,4.839205940975383,4.910162265866238,4.929667519063402,4.9337169214636045,4.935737285871672
HCOOH,0.053867128,-0.5877542,432.0,4.935891898125177,0.0008570212877624167,4.933144559772816,4.9356741092142125,4.936302320743518,4.9364293520295055,4.936492303857395
HEX1ENE,-0.22437371,-0.49963534,432.0,4.866014309123174,0.06053715526343796,4.689358531831933,4.848415675924898,4.8893400418337345,4.910544145085366,4.922998673261749
HEX2ONE,0.27088797,-0.24479008,432.0,4.921897555983645,0.020066005817102092,4.862359880622952,4.915849707462679,4.932150835508448,4.934749454180501,4.936027315446099
HEX3ONE,0.6428306,-0.6184822,432.0,4.924705307544211,0.016429167465431403,4.876397014078909,4.9204222129414275,4.933166317991407,4.935172339140054,4.9361455311944225
HMML,0.5056403,-0.45244798,432.0,4.930610097437562,0.008025741965642463,4.905108202208165,4.928477755970401,4.9344599226564,4.935678601706782,4.9362836694459755
HOC2H4NO3,0.37290648,-0.43462113,432.0,4.935007986263651,0.0020664367226884968,4.928393551809037,4.934478838994151,4.935997881224385,4.936305427510218,4.936457883030419
HOC2H4OOH,0.3894238,-0.5275132,432.0,4.904097681190397,0.04310804750196001,4.779575311853991,4.8889332124991665,4.926256773630607,4.932380447828578,4.935372338747961
HOCH2CH2O2,-1.2291869,0.0019471133,432.0,2.670883240639846,0.5466079256653399,1.479302790963459,2.2838606658371745,2.6737912040251643,3.0518596926481463,3.595759082091252
HOCH2CHO,-0.5760379,-0.4808399,432.0,4.9129228608475515,0.034152180900505945,4.818921931777942,4.9040717582580635,4.931541875666454,4.934563242997303,4.9359766743701465
HOCH2CO3,-0.625036,-0.40043077,432.0,1.460787382827097,0.5576465887990063,0.6621950575105733,0.8579036278920791,1.4540466851881066,2.036314511763883,2.3516699578378466
HOCH2CO3H,0.45247734,-0.68232405,432.0,4.922203653350207,0.020633822574119248,4.864765744438779,4.916780285526506,4.9334363657814,4.935310460268321,4.936183689509689
HPUCARB12,-0.25657153,-0.4921047,432.0,4.6210176740149,0.38061167524816186,3.8399460891208888,4.327304300254895,4.842140949892517,4.88559783087291,4.9124956847100965
HUCARB9,0.17579706,-0.6196464,432.0,4.725593985265977,0.3001036709743372,4.084860052288093,4.516489701251862,4.9080628355968665,4.92538315045227,4.933418655160295
IBUTOL,0.6680155,-0.5802642,432.0,4.92461745720611,0.015994986119531495,4.874283315314499,4.9201604963790775,4.932302131020371,4.9347969327219054,4.936038319923306
IC3H7NO3,-0.039228138,-0.5543152,432.0,4.934747558591971,0.0027902136115341932,4.926897506417439,4.934336816932031,4.936267285187314,4.93642091483943,4.936490152475782
IC3H7O2,-0.68581116,-0.27573985,432.0,3.1606143972330956,0.7767198133781331,1.5147042811197706,2.6340545878518284,3.321591704801096,3.7628690342031867,4.272122971626301
IC3H7OOH,0.49086165,-0.7016309,432.0,4.896864601471958,0.05184218554954248,4.746778911968711,4.8786539080379026,4.923212864547633,4.93112607443268,4.935023778675976
IC4H10,0.7613003,-0.45162112,432.0,4.933498246473765,0.004123027763619635,4.920334342780186,4.932428814645514,4.9354742773885345,4.936092169926498,4.936398632764958
IC5H12,0.45738307,-0.61661714,432.0,4.931455443523705,0.0068876872343984746,4.909539197205346,4.929638157134181,4.934758543912418,4.935800413667402,4.936317538836872
IEPOX,0.17611276,-0.12447453,432.0,4.921170842576066,0.020502444183020514,4.857001441227834,4.915306724848238,4.931028703035853,4.934275396797827,4.93589301841656
IPBENZ,0.6884397,-0.52476686,432.0,4.92799600645758,0.011523069120608811,4.89153725442988,4.924869077664325,4.9335274614527815,4.935297917948146,4.936177777438545
IPEAOH,0.4078136,-0.6380059,432.0,4.921675908609442,0.01984531016376927,4.85951423076898,4.91602111197452,4.931216787808987,4.934352484269592,4.935914503150752
IPEBOH,0.59304553,-0.6626002,432.0,4.92016541723216,0.021807165703015743,4.852019062331901,4.9138814663308,4.930652777684006,4.9341212628915345,4.93585005213649
IPECOH,0.41931596,-0.64846194,432.0,4.931253750962988,0.007159535100655442,4.9084800905685,4.929361589786527,4.934687424986679,4.935771407720503,4.936309474456598
IPRCHO,-0.13980468,-0.5428522,432.0,4.871865943822422,0.09255440535102864,4.631912056449629,4.843474654320867,4.923114225354836,4.931266581506307,4.9350606765295355
IPROACET,0.7068157,-0.54249316,432.0,4.9317279680882775,0.006520052659410396,4.910972157513726,4.9300115572173215,4.934854509882624,4.935839549055569,4.936328418839448
IPROPOL,0.15136383,-0.1991535,432.0,4.929600644160087,0.009380169882890456,4.899844350283259,4.927087855988468,4.934101460947339,4.9355323144537575,4.936242985720787
M22C4,0.2632378,0.01285786,432.0,4.933293063345325,0.004401650330008477,4.919244401843093,4.932149384222743,4.93540276450573,4.936063031755204,4.936390535550739
M23C4,0.14670059,-0.62701166,432.0,4.928684165658501,0.010605585629856185,4.8950907984213945,4.925822016925917,4.933774253847215,4.935398719723434,4.936205823250661
M2HEX,0.34202707,-0.061932754,432.0,4.927260822257746,0.012500754604469573,4.887755685516138,4.923848710221982,4.933262761379503,4.9351897641582845,4.936147680869544
M2PE,0.68233097,-0.5440757,432.0,4.9293174773869275,0.009759221478959959,4.898373057884158,4.926697146585779,4.9340005418079285,4.935491116732693,4.936231526499931
M3HEX,0.5437055,-0.66288555,432.0,4.926881448102965,0.013004262977850633,4.885810236699957,4.923321245960772,4.933125747836318,4.9351337664882635,4.936132095954532
M3PE,-0.12995732,-0.5524684,432.0,4.929184826139785,0.009936657617333358,4.8976846153646,4.9265139930354165,4.933953210575559,4.935471792986203,4.936226151294439
MACO3,-1.2882956,0.030227993,432.0,1.4607870735088524,0.5576464010093914,0.6621949664089883,0.8579035968120954,1.4540462466404762,2.0363138273748795,2.3516692563150805
ME2BUT1ENE,0.015922988,-0.576462,432.0,4.832664805835014,0.08664063290285144,4.586646536579568,4.803804260628804,4.8655857674087,4.897545329147915,4.9154851682572795
ME2BUT2ENE,-0.13128465,-0.49887052,432.0,4.382843889135939,0.17722063499500276,4.007975389808666,4.256587660315986,4.389381347863371,4.533073664049967,4.723112853782254
ME3BUOL,0.66266465,-0.5961761,432.0,4.9192907503797905,0.02293852126123143,4.847705881946741,4.912638190544286,4.930324109723031,4.933986440582792,4.9358124601281
ME3BUT1ENE,-0.57414514,-0.30733624,432.0,4.871242099721961,0.05448961971737903,4.711752358466963,4.853756716095062,4.891587811753814,4.9115871067176915,4.923916546568787
MEK,-0.14653718,-0.5741581,432.0,4.93234423963707,0.006633599502415546,4.913721560902895,4.931541082426026,4.935952659397202,4.936300187367662,4.936456861622686
MEPROPENE,-0.7315862,-0.22306775,432.0,4.851128236155675,0.07604773559492882,4.63131898732778,4.825236461393725,4.881812221797437,4.907173881594101,4.919991199892986
METHACET,0.13996138,-0.15697451,432.0,4.93603167890958,0.0006654022055939664,4.93389810411411,4.935862789652569,4.936350321261642,4.936448886319977,4.93649772898416
METHTOL,0.6605508,-0.37679082,432.0,4.912575756532381,0.03151250904693371,4.8152294676846,4.902991499837601,4.927750337210328,4.932928576291235,4.9355172075164315
MIBK,0.25882444,-0.23280464,432.0,4.915692001474652,0.028022209717416213,4.831755966986168,4.907357947208712,4.929855015122576,4.933781597506431,4.935758762902899
MIBKAOH,0.55470294,-0.6654986,432.0,4.928065191887394,0.012934992813366299,4.891517230977299,4.926022492517292,4.935080702529594,4.935954957450016,4.936361626758139
MIPK,0.3374132,-0.5742692,432.0,4.930114627368089,0.009428386864914106,4.902911573438719,4.9283336158781115,4.935135455243682,4.935976392231979,4.936367541337194
MO2EOL,0.5724301,-0.6357929,432.0,4.92041020976995,0.02148542063235939,4.853240984268007,4.914232680186901,4.930740673164362,4.934155802494878,4.935859406845547
MPAN,-0.26684207,-0.44253865,432.0,3.4543708487633324,0.001818785658586306,3.4485473350089375,3.4539058414439356,3.4552420583883965,3.455512521233101,3.455646585346308
MPRK,0.55632573,-0.42721224,432.0,4.927301570279353,0.013058370956368675,4.889139319917028,4.924074859143432,4.9341124731181605,4.935561525207188,4.936253027987205
MTBE,0.40509912,-0.6871481,432.0,4.932483816643389,0.005496537299725919,4.914963061687657,4.931046968263392,4.935118257242732,4.935946447721961,4.936358019108733
MTBK,0.33464685,-0.64938813,432.0,4.932207728570381,0.0068000425408992595,4.913066348765577,4.931265396666711,4.935901340061639,4.936280490118742,4.936451429429063
MXYL,0.6966052,-0.65678346,432.0,4.907275421107853,0.03814513036771797,4.79035330293809,4.895255084105866,4.92565580992791,4.932064963482886,4.9352757864088295
NBUTACET,0.138527,-0.118918926,432.0,4.929815972212417,0.009091669109524095,4.900964711136448,4.927384722136823,4.934178095625373,4.935563594864886,4.9362516858998235
NBUTOL,0.1215778,0.029125739,432.0,4.9251553868403555,0.015286552771353793,4.877009379865233,4.920913502172233,4.932498748878755,4.934877377643838,4.936060720920921
NC10H22,0.3761885,-0.64316416,432.0,4.921642532315747,0.019888771188692467,4.859347971766021,4.915973935828175,4.931204374239913,4.934347397114351,4.935913085415278
NC11H24,0.28236914,-0.6219087,432.0,4.919540175697761,0.02261624483987313,4.848933854368456,4.912993049163434,4.930417989476456,4.934024956971763,4.935823200369898
NC12H26,0.49095863,-0.6486381,432.0,4.918296845784638,0.024219978629694792,4.84282842156354,4.911221648505712,4.929948793516311,4.933832409177106,4.935769501816812
NC4H10,0.63714737,-0.6250109,432.0,4.933276926442568,0.004423554076753603,4.919158735947011,4.93212739976919,4.935397136708998,4.936060738569298,4.936389898280042
NC5H12,0.33151266,-0.13287796,432.0,4.931046633028054,0.007438488163972355,4.9073937414554845,4.929077390503068,4.934614308464229,4.935741584118795,4.9363011823423255
NC6H14,0.63774896,-0.6038173,432.0,4.929117275868346,0.010026981238294836,4.89733423253798,4.926420695188017,4.933929094502327,4.935461946727285,4.936223412335508
NC7H16,0.05262854,-0.009407188,432.0,4.927049019622921,0.012781944686621286,4.886669054849449,4.923554307326145,4.9331863027928495,4.935158516691022,4.936138984452232
NC8H18,0.7312793,-0.5781842,432.0,4.924850804159273,0.015687842021656368,4.875464878192314,4.920487293055532,4.932387492062732,4.934831860282171,4.936048046351769
NC9H20,0.092004485,-0.030420162,432.0,4.923213962652998,0.01783703157932141,4.867207734251655,4.91819003850765,4.931786430386923,4.934585834902361,4.935979522587374
NEOP,0.7052845,-0.4908285,432.0,4.935341966585587,0.0016099327146894956,4.930185840859155,4.934930897250258,4.936113095479499,4.936352332444237,4.9364709120098835
NOA,0.11523089,-0.60007745,432.0,4.925682107439837,0.019202931993149056,4.874354970098728,4.925167363918305,4.936175769992293,4.936385804402314,4.936480471390411
NPROACET,0.7170792,-0.543611,432.0,4.931814882854631,0.006402728228386814,4.9114296260221,4.930130572376296,4.934885084580969,4.935852016490152,4.936331884753764
NPROPOL,0.4060772,-0.41159183,432.0,4.928631568666855,0.010675790167878932,4.8948187204105,4.925749256504215,4.933755424486707,4.935391030109281,4.93620368395513
NRI12O2,0.08024111,-0.6027256,432.0,3.1146012799357776,0.768023276145536,1.497624966654923,2.589321853443028,3.2637413340679737,3.7111336050541874,4.229074575536323
NRI12OOH,-0.2947704,-0.51828873,432.0,4.924770330441759,0.01745561504978475,4.87694754752474,4.920148765828687,4.9343950675243065,4.935701717612473,4.936291733347088
NRI15O2,-0.22881924,-0.5131058,432.0,3.074974258190938,0.7579771961835798,1.4847016870237661,2.5575482362321784,3.216545833780293,3.663062405737373,4.187733488661108
NRI15OOH,-0.4711802,-0.46777546,432.0,4.9211808609599865,0.02190934012374334,4.859917852120843,4.915174584508099,4.933034921662609,4.935152888988723,4.936140157053171
NRN12O2,-0.25231472,-0.4755772,432.0,3.015214814650994,0.712433194868094,1.4947902562033943,2.5668608685744396,3.1253284645699613,3.559402533573089,4.086251688350565
NRN12OOH,0.6057934,-0.6864836,432.0,4.920992167115807,0.022144986879980535,4.859026002745468,4.914946677574571,4.932960620865961,4.935123715394921,4.936132095965983
NRN15O2,-0.4054884,-0.4452999,432.0,2.9844788539490756,0.7073720230082302,1.4819498234902846,2.5275898640601353,3.0887234251319255,3.5254322004397047,4.056105445272091
NRN15OOH,-0.49909362,-0.44385833,432.0,4.918620924918924,0.02511091778483911,4.847878363454523,4.912093328113618,4.932020576114198,4.934754352732198,4.936030001810328
NRN18O2,-0.2372236,-0.49323916,432.0,2.9617291050260075,0.7037664897519388,1.472066130934337,2.4988918642745643,3.0619977189533323,3.5003526127483355,4.033682999137883
NRN18OOH,0.6072368,-0.58979475,432.0,4.916467046110317,0.027806170654454287,4.837702059317947,4.908402345597435,4.931156541970953,4.9344144279733815,4.935935988947856
NRN6O2,-0.04347953,-0.5485516,432.0,2.9861457111026612,0.6616643697279935,1.5302028182128569,2.5623018515751146,3.067792842199167,3.472201580114003,4.002105615084332
NRN6OOH,0.61759925,-0.6581448,432.0,4.923437136263652,0.019101232021053478,4.870643362694259,4.918148639091486,4.933893335431967,4.9354992319947995,4.936235826712225
NRN9O2,-0.43719345,-0.4675397,432.0,3.0672205286514576,0.7245341221654049,1.5122759509211035,2.6227723702901615,3.1906307172895265,3.620799696163319,4.140519170083195
NRN9OOH,0.13200022,-0.6190157,432.0,4.921811444190099,0.021122543979700772,4.862903980448538,4.916034644289448,4.933282682836156,4.935250148457426,4.936167028424472
NRTN28O2,-0.48941445,-0.32672426,432.0,2.9605304515387663,0.7220225547958262,1.452279346551306,2.481340177457777,3.069445544671993,3.520968371628915,4.0551186947373985
NRTN28OOH,0.45817825,-0.69072765,432.0,4.918064352564927,0.025807572726887832,4.845238738959108,4.911094442610096,4.931798231662019,4.934666918093716,4.936005825130447
NRTX28O2,-0.5770681,-0.32705444,432.0,2.963176799893247,0.7235115989451822,1.4523681602178389,2.4815116896080913,3.073271941934852,3.524829346394691,4.059063574595166
NRTX28OOH,0.3275613,-0.591109,432.0,4.917965604987349,0.025931169507675357,4.844771147400149,4.910917120851675,4.9317587156745955,4.9346513760006845,4.936001527194923
NRU12O2,-0.38217622,-0.47237617,432.0,2.805961112805685,0.616795298414359,1.473592087227042,2.385998556648241,2.847694213303277,3.2585490844049754,3.799789756991885
NRU12OOH,0.48030606,-0.7067327,432.0,4.898287586095082,0.05013775877002524,4.753143046327585,4.880749018780015,4.923788431806642,4.931376659438346,4.935093468313921
NRU14O2,0.060558245,-0.58906907,432.0,2.746570561545162,0.5896897131098588,1.469646037575566,2.331891810893952,2.772334783893558,3.1747770613297868,3.715760420088373
NRU14OOH,0.20879534,-0.64044154,432.0,4.828612159451979,0.12600702147345869,4.481608461349939,4.767969770279455,4.890055679024284,4.916923726130652,4.931011416510849
NRUA20O2,0.18359253,-0.6202684,432.0,2.9380412773129785,0.702502909503458,1.4589104787699934,2.469726596286372,3.0360263202255062,3.4770936044839207,4.013131786011412
NRUA20OOH,0.41362277,-0.4590253,432.0,4.8673994336718085,0.08465461427263048,4.62118254380031,4.8341582091556825,4.90813724357991,4.924745643443509,4.933215762174062
NUCARB12,-0.28543648,-0.48806143,432.0,4.805813897121594,0.1932553426487753,4.341009578701555,4.73968944357743,4.915851524749846,4.928474894143135,4.934284684978782
OETHTOL,0.600183,-0.37568438,432.0,4.920793076244978,0.020993197570871383,4.855126344377138,4.9147717046228285,4.930887692892801,4.934217590172226,4.935876905563388
OXYL,0.49356702,-0.6422247,432.0,4.918668851534106,0.023740857883854095,4.8446510559895435,4.911752310469822,4.930089499086693,4.9338901645524,4.935785610685593
PAN,0.3602379,-0.6528505,432.0,3.3544951236734732,1.5006593511677304e-06,3.3544903079314596,3.3544947443827606,3.354495842179054,3.3544960639729324,3.3544961738614663
PBENZ,0.72997737,-0.594252,432.0,4.928655345781715,0.010644054987940391,4.894941706836209,4.925782150266591,4.933763937213364,4.93539450659715,4.936204651137728
PECOH,-0.11087005,-0.5954377,432.0,4.920416189329322,0.021482168581033873,4.85325930859669,4.914237342694722,4.930746728519683,4.934159791239971,4.9358607933080005
PENT1ENE,-1.302599,-0.06978039,432.0,4.874001005330997,0.053475450496010817,4.71695390311966,4.858176832887758,4.894363327023636,4.913368599131204,4.92461079792156
PETHTOL,0.5811783,-0.34039235,432.0,4.920918900369328,0.02082981181998803,4.855750477552481,4.914949971473748,4.930934691186803,4.934236858192509,4.935882276448023
PHAN,0.38205627,-0.6148838,432.0,3.3544554372829314,5.601309561185576e-05,3.3542756987040763,3.35444127510746,3.354482256338525,3.3544905364611184,3.3544946389330113
PPN,0.14304785,-0.5900042,432.0,3.3544499766711464,6.351305241303916e-05,3.3542461736236473,3.354433917465575,3.3544803867607103,3.3544897757998626,3.3544944277047493
PR2OHMOX,-0.20969333,-0.5275269,432.0,4.915829363701909,0.027371681240473757,4.830853820805871,4.907697241549043,4.928999273347661,4.933438677382471,4.935658968502235
PROPACID,0.4973065,-0.7139895,432.0,4.934856581635315,0.002273199705058056,4.927582180993054,4.934273732810374,4.935945577167777,4.936284131544209,4.936451967225514
PROPGLY,0.68551564,-0.62906593,432.0,4.9206673502824305,0.02115638469785426,4.854503109096151,4.914593511553144,4.9308406998524,4.9341983230756625,4.935871534764382
PXYL,0.6375124,-0.44118726,432.0,4.9178021498429345,0.024856171038693222,4.840410080360097,4.910515106359988,4.929761256974519,4.933755413955909,4.935748024254523
