,x,y,group
C111O2,-1.8954893,0.39643073,-1
MSIA,-0.9460639000000001,-0.054349624000000006,-1
C121O2,-1.9101737,0.40580502,-1
CO13C4OH,-0.681929,-0.44777334,-1
ME3CO2BUOL,-0.7665255,-0.21409570000000003,-1
CHOOMCO3,-0.9583169,-0.00656012,-1
CO2H3CO3H,-0.66727144,-0.40994146,6
APINBCO,-0.63171136,-2.9514866,41
M2C43CO3,-1.0598521,0.058103558,24
C59O2,-0.5826518,-0.6515715999999999,-1
BCBCO,-0.58092284,-0.66777384,-1
IC3H7NO3,-1.9733973999999999,0.29390693,-1
TLFUO2,-0.58940315,-0.5776789999999999,-1
PRCOOMCO3,-0.690921,-0.3078454,-1
SBUACEONE,-2.1258,0.39898455,-1
C710O2,-1.7891685000000002,0.36679520000000004,-1
PXYL1O,-2.9894990000000004,-19.64874,-1
MACROH,-0.70683104,-0.39508447,-1
C4COMEOH,-1.3745767,0.17437728,-1
MXYL1O,-4.2512627,-27.625346999999998,-1
C1313O,-0.588592,-0.42360353,-1
C924O2,-0.7983246,-5.699319999999999,-1
ACETC2CO3,-1.0116810999999999,0.025940217,-1
C65OH,-1.1412013,0.11597995,-1
CH3CLCOCL,-1.9088373,0.36592478,37
HO13C5O2,-1.6937801,0.37424120000000005,36
C75O2,-1.7927351000000002,0.37771636,-1
C918CHO,-0.6089559,-0.46927425,12
C617CO3,-0.59395105,-0.61350113,19
PRCOOETOH,-0.6111701999999999,-0.28489754,-1
ETHOXO2,-1.6722474999999999,0.3357365,36
C721O,-21.602903,4.3502975,57
C8CO2DBCO3,-0.67068464,-0.41250893,6
C51OH2CO,-0.81581223,-0.17453855,-1
TBUACCO3,-1.0526316999999998,0.06568818,24
CONM2CO3,-0.658974,-0.5142367,-1
HM33C3CO3,-1.0024046,0.021117748999999998,-1
C4MALOHOOH,-0.6623959,-0.31047472,-1
ACCOETOOH,-1.7096505000000002,0.28291622,-1
CL12CO3,-1.0528781,0.054073047,24
CYC613DION,-0.61764795,-0.5513935999999999,-1
C515CO3,-0.58330804,-2.299424,-1
C23O3ECO3,-0.739173,-0.26249787,15
ACEBUTBONE,-2.5625675,0.49415737,-1
DM124O,-3.6992464,-24.303627,-1
CL12PRCHO,-1.1432987,0.13413423,27
C920OOH,-1.9739064999999998,0.39316009999999996,38
C925O2,-0.77442753,-4.782987,-1
PROL1MCO3,-0.718102,-0.34442142,11
C23O3CCO3,-0.62802297,-0.5125803,-1
MXYOHNO2O,-0.5900135,-3.3930717000000006,43
M2HEXBO2,-2.3577876,0.49700996,39
EMPOHNO2O,-1.356378,0.16388835,-1
BCLKCO2,-0.6855708,-3.1189992,-1
M23C43O2,-2.30015,0.4682838,-1
C722OOH,-1.9900008000000002,0.38324165,38
H3C25C5CHO,-0.67559654,-0.38140905,4
HO2C4CO3,-0.9675229,0.008236287,-1
C816O2,-0.5952028,-0.5475144000000001,-1
C23O3MCO3,-0.748308,-0.2622993,15
HO3C3CO3,-0.7195156999999999,-0.33683756,11
M3HEXBO2,-0.7938951,-5.5235057,-1
ACEPROPONE,-2.032721,0.37866047,-1
ACEBUTONE,-2.0411108000000002,0.37517253,-1
TL4OHNO2O,-0.61378163,-3.5850635000000004,44
TM124NO2O,-0.65296763,-3.9682534,45
PINALO,-2.1359397999999996,0.41357166,-1
C533OOH,-0.72713596,-0.3069903,-1
MGLYOOA,-0.74859506,-0.30272293,-1
H2M2C4CO3,-0.9748738000000001,0.01463174,-1
COO2C3CHO,-0.6135786999999999,-0.35585272,-1
C818CO,-1.0728563999999998,-6.9054174,53
C3M3CHOOOH,-0.9379091,-4.8480196,-1
C524O2,-0.4484,-2.3608086,-1
BZFUO2,-0.53386337,-0.8260301,-1
C62O,-0.9746875,-0.10872099,-1
NMETLQO2,-0.61050576,-0.48134467,12
H3C25C6CO3,-0.6935336999999999,-0.28771472,-1
C5CO2DBCO3,-0.6326151999999999,-0.45423472,13
HOIBUTCO3,-1.0163115,0.03851844,24
C6TONOHOOH,-0.9207968000000001,-5.81672,-1
DIEK,-20.427713,4.07901,56
C23C54CO3,-0.8454936,-0.09589744,23
HCOC5,-0.62959856,-0.46163568,13
DEC3ONE,-25.09272,5.022633,-1
HO8C9OOH,-1.6561596,0.26497322,35
NTM124QO2,-0.7184282,-5.0558385999999995,-1
TBOCOCH2O2,-1.9843058999999998,0.43184903,38
UDEC3ONE,-24.963026,4.997370200000001,-1
NOETLQO2,-0.7205642,-5.039707,-1
EIPK,-2.3581636,0.42743707,39
NMXYQO2,-0.72477317,-5.066076,-1
C7DDCCO2,-0.62565875,-0.22959565,-1
ETBEACHO,-1.0871600000000001,0.10656487,25
HO7C8OOH,-1.5970161,0.24482344,-1
NPXYQO2,-0.6987651999999999,-4.996486,-1
NPPRBQO2,-0.70538133,-5.031892299999999,-1
NLIMALO2,-0.5862887,-0.6978475000000001,-1
HO6C7OOH,-1.6064513999999999,0.25192016,-1
CHCL3O,-16.556692,3.3719409,-1
HO1CO3C5,-2.0592728,0.3336912,-1
BUT2CO3,-1.0341235,0.04082145,24
NPEBQO2,-0.71325016,-5.037531400000001,-1
DDEC3ONE,-25.131481,5.025216599999999,-1
CO2M33CO3,-1.0135862,0.052466214000000004,24
BCKBOO,-0.78774583,-0.83177847,-1
M33C3CO3,-1.0334448,0.063532576,24
NOXYQO2,-0.70593685,-5.023358,-1
CH2CLOOH,-1.8053359,0.28438744,-1
NIPRBQO2,-0.68344533,-4.9307203,-1
METHACETO,-1.8402988,0.3006643,-1
C1210O2,-0.7427395,-5.0645294000000005,-1
CO24M3C5OH,-1.1581112,0.12594377,27
C96O,-1.7028956000000002,-11.4937315,-1
NPTLQO2,-0.71373314,-5.007889700000001,-1
NPETLQO2,-0.70535314,-5.0120606,-1
ACCOPROOH,-1.9104421999999999,0.351812,37
C7EDICARB,-0.7352006,-0.31525440000000005,-1
C625O2,-0.6840818000000001,-0.4164608,-1
IPROPOLO2H,-1.6315831,0.21960199,-1
C921OOH,-2.0717323,0.439802,-1
C83O2,-1.4888632,0.23686548,32
C125O2,-1.5286933999999999,0.25811398,33
PHCOCOCO2,-0.5802196,-2.5346808,-1
BCLKAO2,-0.62989503,-0.7584618000000001,21
C829OOH,-0.9457025,-5.599003,-1
EPXMEC4DAL,-0.6722469,-0.39529753,4
C95O2,-1.4336075000000001,0.21708348,-1
INAHPCO3,-0.6193671,-0.56958973,-1
C117OOH,-1.0110879000000002,-6.749535000000001,53
BRETO3,-0.6797251,-3.721965,44
BCLKBO2,-0.61442053,-2.1749356,-1
IEACO3,-0.6077574,-0.54408354,-1
C819O2,-1.303591,0.16264445,-1
C922OOH,-1.973277,0.36995456,38
C127OOH,-1.0028350000000001,-6.7024550000000005,53
C4M2ALOHO,-0.70721835,-0.38315296,-1
C7DDCCO3,-0.6430289,-0.4837099,-1
ETHACETO,-3.0330186,0.5727453,-1
MTBEAALCO3,-1.0455261,0.06823076,24
C630O2,-0.68617076,-3.0839543,-1
BOX2COMOOH,-0.72206366,-0.32725623,11
HCOOH,-0.7032607,-0.12851202,22
C115O2,-1.5236964,0.25854605,33
C8BCCO,-27.865085999999998,5.549286,-1
C105O2,-1.4701458,0.24246858,32
C6O4KETO2,-0.6343565999999999,-0.49193007,-1
C86OOH,-0.8542755999999999,-5.226675,-1
DMSO2O2,-0.53585553,-0.5964286,18
MCOOTBO2,-1.7915063999999998,0.387152,-1
C618CO3,-0.5935906,-0.6171918000000001,19
PEN2ONE1O,-0.90323263,-0.24258882,-1
IBUTALO2H,-0.82124346,-0.23412527,-1
HO1C5O2,-2.1220531000000005,0.4665955,-1
IPRACOOH,-1.9487683,0.35209432,-1
MBOACO,-0.61967206,-0.39429364,-1
C6CYTONO2,-0.6881778000000001,-4.321008,46
NBZQO2,-0.682154,-4.898567,-1
C3COCCO3,-0.6487469,-0.38610490000000003,-1
NC3CHO,-0.5936675,-0.5116635,-1
HO3C5CO3,-1.0202235999999998,0.049264804,24
HO2C54CO3,-0.99514735,0.029774906,-1
C929O2,-2.1815438,0.46758717,-1
HYPROPO2H,-1.5636996,0.18821318,-1
C55OOH,-0.6682944000000001,-0.38878712,4
C4OHCO3,-0.6676637,-0.42533055,-1
C1014O,-4.204883000000001,-27.637125,-1
C6CO243OH,-0.81636155,-0.22216333,-1
C1012O,-1.3368931999999998,0.2670255,-1
CHOC3COO,-0.6889557,-0.8070719,-1
CHCL2OOH,-2.0583508000000004,0.3746259,-1
HO1C3O,-0.74284476,-0.40630794,-1
H2M3C4CO3,-0.9968235000000001,0.03162378,-1
ACETC2H4O,-1.7484418000000002,0.28483924,-1
C61CO,-1.3653392,0.18612646,30
CH3OCH3,-1.9106853,0.33359167,37
IBUTOLOHB,-1.2744572,0.06322027,-1
CHOC4OOH,-0.8200915999999999,-5.2865944,-1
C7CO2M5O2,-0.6329461,-0.38746688,-1
C828CO3,-0.64111686,-0.47376445,13
C916O,-0.6301509,-0.3184875,1
MMALNHYOOH,-0.5639126999999999,-3.7283699999999995,44
CCLOHCHO,-0.5847899000000001,-0.42823702,-1
C831O,-4.5259304,-29.579846999999997,-1
DIEKBO,-23.016683999999998,4.6198239999999995,57
C7DICARB,-0.61009544,-0.5007442,16
C92OOH,-1.9036561,0.34855846,37
CH2OOA,-0.78976405,-0.2894948,-1
IC7DICARB,-0.6300273000000001,-0.48544332,-1
C1312O2,-0.9478009,-6.8039374000000015,-1
CO2HOC6OOH,-1.736246,0.3047741,-1
CO25C6CO3,-0.62522256,-0.5259406999999999,-1
C711OOH,-1.6829108,0.28554717,-1
IECCO3,-0.6068176,-0.52455497,16
HMVKBO,-0.9598411,-0.2629488,-1
NC4CHO,-0.5869844,-0.49053758,-1
C3ME3CO3,-0.77904594,-0.11552182,20
BCKOOA,-0.66674066,-0.44966972,-1
C144OOH,-0.7505116999999999,-4.1371536,46
C122OOH,-1.8980211999999999,0.3543004,37
EOX2MECO3,-0.96906024,0.007861116999999999,-1
C6H5CO3H,-0.7589776999999999,-3.2076623,-1
TCEOHO2,-1.8186153000000003,0.41191140000000004,-1
CH3CHCLO2,-2.1326942000000004,0.42667165,-1
MXYOBPEROH,-0.6006218000000001,-0.40674293,-1
C76OOH,-1.7091258000000003,0.29426777,-1
C3MCODBCO3,-0.62960577,-0.51163554,-1
NC102OOH,-1.8688598,0.35866374,-1
BCKOOB,-0.6846446999999999,-0.66242063,-1
HO3C86O2,-2.4987173,0.5477257,-1
C81OOH,-1.8650388999999998,0.32849377,37
ACPRONEO2,-1.7372836999999999,0.30712909,-1
CO23C54O,-1.7803876,0.24330068,-1
C112OOH,-1.9075019,0.3480938,37
HO3C76O2,-2.3380845,0.5072197,-1
C918O,-1.0268680000000001,-6.696433,53
TLOBIPEROH,-0.6197416,-0.40159035,9
HO2CO4CHO,-0.9773296,0.02068956,-1
IPRFORMOOH,-1.9446629,0.3531034,-1
C102OOH,-1.9130081,0.3535085,37
C918CO3,-0.63146174,-0.46863696,13
C3M3OH2CO3,-0.6529090999999999,-0.42136222,6
C920CO3,-0.81300265,-0.08854727400000001,20
C727O2,-0.5122835,-0.91990083,-1
HO3C96O2,-2.4091723,0.5306360999999999,-1
C133O,-0.634962,-3.7401817000000004,44
LIMALO2,-0.5787465999999999,-0.6468734,-1
IBUTOLBO2H,-1.5162153999999999,0.19537498,-1
ALCOCH2OOH,-0.6278286999999999,-0.43654390000000004,10
C3ME3CHOO,-0.6925931,-0.46373329999999996,-1
PHCOME,-1.0829473,0.07771181,-1
CHCL2CL2O2,-2.0359323000000003,0.43942156,-1
M3PECO2,-2.4151418,0.50216967,-1
HOBUT2CO3,-0.94650275,0.0055043283,-1
CO2C4CO3H,-1.7001568,0.20279096,-1
H13M3C5O2,-0.5374278,-3.491423,-1
HO13C3CHO,-0.63095623,-0.43396172,10
NDMMALYO2,-1.2837385000000001,0.18212536,29
HEXAO,-24.221521,4.877433,57
CCL3OOH,-1.9973532999999999,0.39424697,38
H13C43CHO,-0.9202739,-0.0066300076000000005,-1
CLCOCLMEO2,-1.6962169999999999,0.29736948,-1
BCKAOO,-0.7894401,-0.92403555,-1
C42CHO,-0.8988656999999999,-0.026965521,-1
DICLETO2H,-1.9961726999999998,0.40009692,38
HO5C5CO3,-0.67487055,-0.40105808,4
H2M4CO5C6,-1.6373084999999998,0.29652470000000003,-1
NORLIMO2,-0.7597841,-4.57904,-1
C58O,-0.6782646999999999,-0.36129367,-1
C5H11CO3H,-1.7254893,0.2730269,-1
M2CO5C6,-2.4453876,0.465751,39
C525O2,-0.57087517,-0.6419119000000001,-1
C4ECO2OOH,-0.8085646,-0.20828359,-1
M3CO5C6,-2.3760421000000003,0.4507946,39
CH3COCCLO2,-1.6554673999999998,0.29982322,-1
C924CO,-0.38149583,-0.8262875,-1
HO13C3CO3,-0.6292654000000001,-0.47037882,13
C828OOH,-0.7744837,-0.26006135,-1
C147OH,-0.9911405000000001,-5.8493752,-1
C116O,-4.401815,-28.892925,-1
CO2C4GLYOX,-0.8423655999999999,-0.14933047,-1
COO2C4OOH,-0.6282840999999999,-2.9818707000000004,41
CCLOHCO3,-0.669239,-0.4346735,-1
C42CO3,-0.69930863,-0.3238318,-1
ISOPBO,-0.51443505,-0.48143923,17
TBUACCO,-1.2208141000000001,0.17325038,-1
H13C43CO3,-0.71559846,-0.2882804,-1
C518CO3,-0.62570685,-2.940799,41
SC4H9O,-2.5375369,0.43997633,-1
PRNO3CO3,-0.6619658,-0.41877794,6
C5CO234OOH,-0.7037474,-0.3345558,-1
METACETO2H,-1.8059513999999999,0.30395883,-1
MIPKBO,-1.8665541,0.3210815,37
C3MDIALO,-0.7946892,-0.36853206,-1
PE2ONE1OOH,-0.7331977,-0.30850065,-1
NDNEBZLOOH,-0.7849925,-5.082117,-1
INDHPCO3,-0.61569315,-0.53178,16
C6CO23HO5,-1.362373,0.18834361,30
C929CO,-1.2921182,0.1780805,29
MPRKAOH,-1.3523097,0.16416156,-1
NDNT123OOH,-0.75915295,-4.8264356,49
CO3C5CO3,-0.9801915000000001,0.027020825,-1
NBCALO2,-0.585232,-0.62952155,-1
IPRMETOOH,-1.8637293999999998,0.3245212,37
TBUTOL,-23.173545999999998,4.613074,57
TC4H9NO3,-1.9884548,0.3460043,38
NDNPHENOOH,-0.7839978,-5.0138445,-1
NDNPETLOOH,-0.8062359,-5.134508599999999,-1
NDNPBZLOOH,-0.7955919,-5.0725465,-1
C68O,-1.1274073,0.05954161,-1
NDNCRESOOH,-0.78613114,-5.096055000000001,-1
NDNPXYLOOH,-0.79833126,-5.159945,-1
C136O2,-0.8346998,-5.784528,-1
DIEKBOOH,-2.0096168999999997,0.3977199,38
HO1C3OOH,-0.82365227,-0.38764068,-1
ACEC2H4OOH,-1.7630587,0.28998548,-1
NDNOXYLOOH,-0.80620563,-5.141729,-1
DNPBNZLOOH,-0.8036795999999999,-5.229387,50
NDNT124OOH,-0.7603379,-4.8423276,49
DNOETOLOOH,-0.8120441999999999,-5.24397,-1
IPNNCATOOH,-0.8048946,-5.168803700000001,-1
DNMXYOLOOH,-0.806237,-5.225435299999999,50
IPECOOH,-1.8775802,0.32224980000000003,37
DNT123LOOH,-0.76128787,-4.909478,49
ETHACETOOH,-1.8485781000000003,0.32223520000000005,-1
PETLQO2,-0.84234416,-6.0211782,-1
C915O,-0.764946,-4.759432299999999,-1
C824CO,-0.5209666000000001,-0.52189094,-1
OTNNCATOOH,-0.80268574,-5.177176,-1
DNCRESOOH,-0.8002431999999999,-5.224975,50
NDNIPBLOOH,-0.7929702,-5.0831823,-1
NDNMXYLOOH,-0.8018791000000001,-5.154645400000001,-1
C733CO,-0.53513473,-0.5047035,17
H1C23C4OOH,-0.66922,-0.38124,4
DNPHENOOH,-0.8007886,-5.173836,-1
DNOXYOLOOH,-0.8050586999999999,-5.218417,50
METLQO2,-1.3248868,0.21340254,-1
M23C4O2,-1.756934,0.35400248,-1
PXYQO2,-0.7439719,-5.516381299999999,-1
C4OH2CO3,-0.64600694,-0.43865415,-1
PNNCATCOOH,-0.7891842,-5.1674104000000005,-1
NDNMETLOOH,-0.80128735,-5.126014700000001,-1
CO2C54CO3,-1.0193782,0.041698143,24
C3NO3COO2,-0.60451263,-0.56645054,-1
MXYQO2,-0.6865889000000001,-4.9166417000000004,-1
TM124QO2,-0.7921402,-5.554851,-1
PXNCATCOOH,-0.80859697,-5.209371599999999,50
MTNCATCOOH,-0.8097477,-5.1902227,50
C5124COOOH,-0.71549916,-4.108147600000001,46
MXNNCATOOH,-0.80509007,-5.168024,-1
EPXMKTCO3,-0.6965427,-0.34004995,-1
NNCATECOOH,-0.79840446,-5.1361117,-1
ENCATECOOH,-0.80129904,-5.205159,50
DNPETOLOOH,-0.80596876,-5.228756400000001,50
CO2M3C4CO3,-0.9548017,0.0051983614000000004,-1
DNPXYOLOOH,-0.81048906,-5.2143692999999995,50
DNT124LOOH,-0.77266467,-4.91485,49
PXNNCATOOH,-0.80141574,-5.1598883,-1
DNIPBZLOOH,-0.815714,-5.2291355,50
T124NCTOOH,-0.77122796,-4.8530917,49
DNEBNZLOOH,-0.80533445,-5.2212404999999995,50
DNMETOLOOH,-0.8163467,-5.2325992999999995,50
NCATECOOH,-0.7914224,-5.1429800000000006,-1
T123NCTOOH,-0.76079804,-4.831966,49
M2PEDO2,-2.3132405,0.48389927,-1
NDNOETLOOH,-0.79269534,-5.1277932999999996,-1
C821O2,-0.6655171999999999,-0.4145166,6
PTNNCATOOH,-0.8073431,-5.1656365,-1
MTNNCATOOH,-0.80354226,-5.163717,-1
OTNCATCOOH,-0.8090544,-5.1892667,50
T124NNCOOH,-0.76628864,-4.813287,49
OXNNCATOOH,-0.80513495,-5.135997,-1
NC101O2,-1.2732068,0.25165433,-1
C131NO3,-6.2276025,-39.110465999999995,58
OXNCATCOOH,-0.81248575,-5.2150364,50
PNCATECOOH,-0.8037385,-5.174627,-1
PTNCATCOOH,-0.80118924,-5.1630363,-1
IPNCATCOOH,-0.8023319999999999,-5.1888165,50
MNCATECOOH,-0.80552185,-5.2054290000000005,50
C622CO3H,-0.87477124,-5.353029,-1
CO235C6OOH,-0.67393196,-0.35894814,-1
MNNCATCOOH,-0.8004873,-5.167304,-1
CYHXOLACO,-0.5561007,-0.4664384,-1
T123NNCOOH,-0.7569878999999999,-4.818969200000001,49
C5NO3CO4O2,-0.7344229999999999,-0.24232154,15
C5CONO34O2,-0.6291133000000001,-0.51222223,-1
MXNCATCOOH,-0.7994269,-5.196255000000001,50
H1C23C4CO3,-0.60112005,-0.5384848000000001,-1
ENNCATCOOH,-0.7977739,-5.1588383,-1
CHOC4OHOOH,-0.78916055,-5.037185,-1
DIBRETO2,-0.7572002,-5.6111174,-1
M2BKBO2,-1.6244476,0.27937293,35
ACCOCOETO2,-1.3816768,0.20878336,31
MMCFO,-0.68917704,-4.2331,46
MACROOH,-0.66906863,-0.26396707,-1
C131OH,-5.4806905,-34.40532,-1
MIBK3COO2,-1.3237636000000002,0.18671343,30
C4NO3CO3,-0.64752907,-0.5005474,-1
C816CO,-0.96212244,-0.0466788,-1
C3MNO3CO3,-0.63041395,-0.49499536,-1
C5CO23OOH,-0.69665104,-0.32777178,-1
PRCOOMO,-1.8560212,0.26582932,-1
HO2M2C5O2,-1.5471038000000001,0.2722398,34
CHOC3COOOH,-0.82990456,-0.28422305,-1
C916O2,-0.49907014,-2.1814275000000003,-1
BOXCOEOLO,-0.52924097,-0.49589056,17
SC4H9OOH,-1.9132752,0.30949970000000004,-1
C4CO2OOH,-0.7199714,-0.26247478,15
MIBKCOOHO2,-0.6060211999999999,-0.54335415,-1
HEXAOOH,-2.0198567,0.42024052,-1
TBUTOLOOH,-1.5306071,0.15437426,-1
BZFUCO,-0.5930768,-0.38670462,8
BUFORMO,-0.5618595999999999,-2.6704493,-1
HOACETETO,-1.5331407,0.22353926,-1
HO3C126O2,-2.4198722999999998,0.53166884,-1
HO3C106O2,-2.4094715,0.5223836,-1
HO3C116O2,-2.4252408,0.5314453,-1
C5COCHOO,-0.7130605,-3.5665145,44
C5OH2CO4O2,-0.7308899999999999,-0.38575324,-1
CH2BROOH,-0.8286273999999999,-5.0589805,-1
C611O2,-1.3301003,0.18831660000000003,30
C515O2,-0.5520084,-1.9214938999999998,40
C132OH,-7.0867320000000005,-44.47203,-1
HC3CCO3,-0.63512015,-0.44257006,10
HCOCOHCO3H,-0.69146764,-0.39382649999999997,-1
C146CO,-1.1268386000000001,-6.8964148000000005,53
BCKBO2,-0.58907664,-2.073435,40
CH3OCH2O,-1.6310243999999998,0.26357535,-1
HO2M2C4O,-1.3364685,0.16432123,-1
BRETAL,-0.7966576,-3.5450504,-1
PHCOOH,-0.89184076,-4.92456,-1
C923O,-1.4781706000000001,-9.923936999999999,-1
HO2CO5C7,-1.7656353,0.3162621,-1
EPXMALKT,-0.7577994,-0.25975516,-1
C817O,-1.5246598999999998,-10.157276,-1
C1311O2,-1.0190327,-7.2535872,54
C1214O2,-0.9345389999999999,-6.6851259999999995,53
C512O,-0.85966974,-0.039556228,-1
HO24C4CO3,-0.6885279000000001,-0.32366377,7
MC3ODBCO2H,-0.60524154,-0.42108190000000006,-1
HEX2ONE,-2.4273138,0.46601814,39
C516OOH,-1.5871296,0.2611254,-1
C718O,-0.4989946,-0.5631649999999999,-1
NC91CO3,-0.60948503,-0.5419510999999999,-1
C719OOH,-1.9652479999999999,0.37794685,38
HO14CO2C4,-1.3341826,-0.11053589999999999,-1
BOXCOCHOO2,-0.62437993,-0.5318823,16
HO1CO3C4O2,-1.2332723,0.13780457,-1
M22C3CHO,-1.2374483,0.17308956,-1
DEMPHSMS1O,-6.269627,-39.436679999999996,58
HM33C3OOH,-1.6010091,0.23387982,-1
DMEPH1O,-6.2248497,-39.24738,58
MEKANO3,-1.7988825000000002,0.24324127,-1
CO2HO3C6,-1.5665154,0.21150158,-1
C4COMOHCO3,-0.6248728,-0.4420554,10
C517O,-0.6991254,-3.816045,-1
TM135O,-6.2145524000000005,-39.172962,58
C5DICARBO2,-0.6306179,-0.5511295,-1
M3C4CHO,-1.2551825,0.18636934,-1
DMMALYO2,-1.963591,0.40785643,38
BCALO2,-0.58265233,-0.5984673,19
MEMOXYCO3,-0.8838918,-0.048899785,23
C7DDCO,-0.7129177,-0.35243675,11
C618OOH,-0.65261096,-0.39573896,-1
HO3C4CO3H,-1.5622863999999999,0.22195245,-1
PERPENACID,-1.5883076,0.19117182,-1
C54CHO,-1.2620639,0.18595879,-1
CCL2OHCOCL,-1.5601473,0.26760426,34
ETOMEO,-1.822991,0.3181552,-1
C23O3MCOOH,-1.4437865,0.16364102,-1
EIPEOOH,-1.8046107,0.31414723,-1
EPXEKTCO3,-0.64129055,-0.49826756,-1
C6145COO,-3.982904,-26.3549,-1
CLCOCH2OOH,-1.7771027,0.31213528,-1
HO2M2C4OH,-1.2272174,0.09373307,-1
C61CO3,-0.62312394,-0.46887428,13
BOXMCO3,-0.6326054,-3.0436847,41
HC4ACHO,-0.49396676,-1.3498847,-1
H2M2C3CO3H,-0.9526018,-0.15206824,-1
NC826O,-0.5773781,-0.76477695,-1
C7CODBCO3,-0.71254605,-0.33441186,11
C23O3ECOOH,-1.4681891000000002,0.17130144,-1
C148OH,-1.1705961,-7.106109,-1
MIBKAO2,-1.6731234,0.29833862,-1
C733O2,-0.5413255,-4.0021873,-1
SBUACONEO2,-1.6621165,0.29437372,-1
CO13C3CO2H,-0.7584295999999999,-0.07326574,20
C107O,-2.4633700000000003,0.48274702,39
HM33C3O,-3.4052957999999998,0.6101272,-1
CO23C4CO3H,-0.8610464,-0.27512112,-1
ECO3CO3,-0.71373755,-0.32734478,11
C71OOH,-1.9247378000000002,0.33560628,37
C77CO,-1.5954825000000001,0.23162167,-1
C824O2,-0.55368674,-4.0378556,-1
C62O2,-1.0013759,-0.013066727,-1
C1215O2,-0.92715186,-6.679759,53
C5CO14OOH,-0.74000686,-0.37252387,-1
C78O2,-1.5371411,0.27405676,34
C1212OOH,-0.9406915000000001,-6.146078,-1
HO2M2C4OOH,-1.5317649,0.22391626,-1
C139OOH,-0.94798213,-6.147768,-1
C89CO3H,-0.9339419,-0.14336425,-1
C7MCO3OHO2,-0.5782991999999999,-0.61986506,19
PRCOFORMO,-0.39502436,-0.6935650999999999,-1
C727CO3H,-0.7545975,-4.157444,46
HO3C5O,-17.786507,3.5939527,-1
M3BU3ECO3,-0.5892474,-0.5253045,-1
ETHOXOOH,-1.680448,0.27745414,-1
M33C4O2,-1.6707121999999999,0.32544458,36
IPROMCCHO,-1.0149226,0.0839365,-1
EMPHCO3H,-0.73104537,-0.35545737,-1
M22C4O2,-1.9523933,0.40901354,-1
M3PEBO2,-1.9896511000000001,0.39303115,38
HO1C4O2,-0.72175086,-0.15150239,22
M22C43O2,-1.9489542000000002,0.39163703,-1
C57O,-0.6792505,-0.32726863,7
C926OOH,-0.6857126,-0.34065607,-1
HEXBO2,-2.2469401,0.47835162,-1
ACBUONEAO2,-1.8149374,0.3332864,-1
C62CO3,-0.62743175,-0.4454536,10
BZOBIPEROH,-0.60208404,-0.4239384,-1
CO2HOC61O,-1.6785578,0.26893193,-1
C622O,-0.7836261999999999,-4.762036,-1
M3PEAO2,-1.9938002000000001,0.42729104,38
PRNOCOPOOH,-1.6382484,0.27982178,35
C97OOH,-0.82242805,-5.7554435999999995,-1
PHCOCOME,-0.62766904,-0.40299562,9
C7CO3OHO2,-0.5797538000000001,-0.6028960999999999,19
H2M4C65O2,-2.306577,0.49863820000000003,-1
GLYOO,-0.69447273,-0.7861413,-1
NEBFUO2,-0.55468476,-0.6803541999999999,-1
NMEBFUO2,-0.5756121999999999,-0.6174982,19
PRNFORMOOH,-1.4986187,0.24176514,32
C3DIOLO,-0.5822746999999999,-2.561144,-1
C8CO3OHO2,-0.5742326,-0.6161106,19
C6OTKETCO,-0.73285276,-0.30106845,-1
NTMB1FUO2,-0.5621729,-0.6199923,19
C135O2,-0.60612935,-0.5395701,-1
CY6TRIONO2,-0.5653925999999999,-0.614544,19
HOC4CHOOOH,-0.6434483,-3.4391737,43
C7CO2DBCO3,-0.68058527,-0.37041703,4
TM135OBPOH,-0.6067688,-0.35959288,-1
ETBECCHO,-0.98945516,0.054695074,-1
C5EDBCO3,-0.6931392,-0.3555296,-1
CYC6DIONO2,-0.7250161,-5.085308599999999,-1
C4MCONO3O2,-0.6377549,-0.50917023,-1
IPBZOBPROH,-0.59717566,-0.40663812,8
ALC4DOLOOH,-0.66848165,-3.8403373,-1
MMCFOOH,-0.90644664,-5.8277884,-1
INDHCO3,-0.62962824,-0.44254777,10
C820O,-0.46379247,-0.5851957,-1
C731O2,-0.821509,-5.7050195,-1
EBZOBPEROH,-0.6021331,-0.40146473,9
C6COALCO3H,-0.5282803,-0.45023268,-1
C822O2,-0.81250376,-5.700958999999999,-1
NBZFUOOH,-0.62710255,-3.378133,43
TM123OBPOH,-0.6630911,-0.37363452,4
EBFUCO,-0.5674613000000001,-0.36853546,-1
C7236CO,-0.7910227,-0.25240263,-1
TM135OLO2,-0.57938975,-2.8092666,41
INB1NACO3,-0.61047953,-0.5197301,16
NC71OOH,-1.6003375,0.2636172,-1
PBZOBPEROH,-0.5943328,-0.41058522,-1
C812OOH,-1.8978560000000002,0.39229536,-1
CHEXO2,-0.82498825,0.07892606,-1
M2PROPAL2O,-0.89878935,-0.19679011,-1
MC4CODBCO3,-0.6094632,-0.54809767,-1
UDECO2,-2.1813025,0.48540896,-1
DECO2,-2.1807265,0.47788286,-1
C7ADCO,-0.7173875,-0.3431618,11
ACETCOC3H7,-2.5609697999999996,0.5108946,-1
DDECO2,-2.1900504,0.4799905,-1
C4CODIAL,-0.63686615,-0.5472041999999999,-1
DMEPHOLO2,-0.5779894,-2.7187853,-1
