,x,y,group
OXYMUCOOH,-0.60820794,-0.30298164,-1
EMPHCOMO,-0.70955133,-0.49405462,-1
ETOLO2,-0.50599974,-0.56632805,-1
MPHCOMEO,-0.5972496,-1.0915015,-1
C4NO3COO2,-0.56420135,-0.47715327,-1
C826CO3OH,-0.7926203,-0.2772414,-1
MC5DICARB,-0.6726066999999999,-0.43126590000000004,-1
C42NO33O,-1.0316719,0.038211699999999994,-1
C129O,-1.3628601,-8.742833000000001,55
CL2OHCH2OH,-1.3093398,0.18640333,29
HM33C4OH,-1.2000831,0.13979101,28
C656OH,-1.0838917,0.07125515,-1
ETOMENO3,-1.6856308999999998,0.29003507,-1
BOXMOH,-0.7863730999999999,-4.6760645,48
C8M2CO6O,-0.8951581000000001,-0.20336002,-1
C3H5CO2H,-0.77694285,-0.16031018,-1
CY6DIONO,-0.5634015,-0.48462477,-1
DMPHCOMO,-0.5986003000000001,-0.98682994,-1
ISOP34OOH,-0.58770037,-0.30407462,-1
LMKBO2,-0.5494085,-2.6662016,-1
ISOPAOH,-0.6344314,-3.4927092000000006,43
C527OOH,-0.68799365,-0.25472495,-1
C57OOH,-0.6974706,-0.28362852,-1
C622OH,-0.7849724,-4.683934,48
IECCHO,-0.6213175,-0.40098459999999997,9
C151O2,-0.5421614,-0.5076732,-1
ISOPAO,-0.64001375,-3.5605995999999998,44
LMKBO,-0.5596523,-0.5059009,-1
C6CONO34O,-0.7507563,-0.31876394,-1
CH2CHCH2OOH,-0.6584175,-0.2986992,-1
INB1NBCHO,-0.6533024000000001,-0.37561995,-1
NBUTDBOOH,-0.5879378000000001,-0.31921208,-1
EMALNHY2OH,-4.2035317,-27.94983,-1
C3EDIALO,-0.7645955,-0.35484493,-1
IPMLNHY2OH,-4.151826399999999,-27.642305,-1
NAOOA,-0.7617621,-0.22550447,-1
C41O,-0.72096324,-0.39836493,-1
C6DIALO,-0.9672545,-6.005858,51
C536OOH,-0.6848163,-0.25748324,-1
ETOMEOH,-1.6987744999999999,0.28444993,-1
PMALNHY2OH,-4.1649084,-27.718185,-1
C537OOH,-0.7242321999999999,-0.22466941,-1
PE1ENEBNO3,-0.64275134,-0.65390235,-1
HO14C6,-1.6082721000000002,0.27256083,35
CHOCOHCO,-0.73646194,-0.37461612,-1
INB1NACHO,-0.6811464,-0.47831953,-1
NISOPOOH,-0.5848404,-0.32098696,-1
MVKOHAO,-0.6798353,-0.38774434,4
PRONEMOXO2,-1.0985556,0.12529874,25
BCSOZO,-0.62380546,-0.44202074,10
C526OOH,-0.6967718,-0.26318318,-1
CH2CLCH2O,-1.3108726000000002,0.18548861,29
HC4CCO3H,-0.8056131,-0.20911215,-1
MC7CO2OH,-0.8801242,-0.18022119,23
CHCL2CH2O,-1.3071055,0.181004,29
HMVKNGLYOX,-0.71796435,-0.33382604,11
HC4ACO3H,-0.708091,-0.23893239,-1
M3BU2OLNO3,-0.6188968,-0.6369278,-1
CL2OHCH2O,-1.1657826,0.11445213,27
C919NO3,-0.48670325,-0.80901814,-1
HC4ACO2H,-0.7429059,-0.21833926,-1
BCLKCO,-0.51798403,-2.0465221000000002,40
HC4CCO2H,-0.94820017,-0.14441489999999998,-1
HO2C54NO3,-1.5911312,0.25716096,-1
CO25C6O,-1.7559630000000002,0.21754354,-1
HMGLOOA,-0.7756164000000001,-0.32564372,-1
PGLOOB,-0.824741,-0.25382248,-1
C1010NO3,-0.609957,-0.5336449000000001,16
C98OH,-0.7280989999999999,-3.8625453000000003,45
IEC2OOH,-0.7237856,-0.2873251,-1
C106NO3,-1.7922949000000001,0.30291802,-1
C98NO3,-0.49072874,-0.6806728,-1
HM2C43NO3,-1.5726126,0.24937658,-1
C919OH,-0.76324916,-4.2481003,46
MC6CO2OH,-0.78378963,-0.27469757,-1
CNO3CLO,-0.67148906,-0.40555266,6
PBZQONE,-1.227916,-8.152058,-1
HM22C3NO3,-0.73359364,-0.51704293,-1
PPACLOOA,-0.69418555,-0.32901412,-1
C6M5CO2OH,-0.7439764,-0.33350843,11
CO1M22CHO,-0.70180064,-0.41042367,-1
C106OH,-1.5822415,0.2778623,34
CCLNO3CO,-0.70008016,-0.41582423,-1
H3M3C5NO3,-0.75030273,-4.813985,49
HO2C5OH,-1.2352769,0.17714581,-1
C7M6CO2OH,-0.8035306,-0.25959525,-1
C1010OH,-0.6333034000000001,-0.32945442,2
DMCOH,-0.8064521,-5.7110596,-1
DMCNO3,-0.91241527,-6.380758999999999,52
HO24C5,-1.4817985,0.22167031,-1
NBPINBO,-0.6457939,-0.7617063000000001,-1
BOXPROLBO,-0.4649893,-0.4155432,-1
C78O,-1.7624233,0.2554807,-1
PRONO3AO,-0.71958226,-0.3114705,-1
C54O,-1.0585941,0.07221854,24
C4ME2OHNO3,-0.68240255,-0.6087875,-1
HO24C5O,-1.0390306,0.029991576000000002,-1
PRONO3BO,-0.78133476,-0.2916074,-1
H13M3C5,-0.6970475,-3.768473,-1
BUTDCO,-0.68139935,-0.37857779999999996,-1
HO13C4O,-0.7279445,-0.35828686,-1
CL12PRAO,-1.0949465,0.11070746,25
C4ME3HO12,-0.6893760999999999,-0.30479175,-1
C56O,-1.0371025,0.019373495,-1
CL12PRCO,-1.2890983999999999,0.19349658,29
BCALAO,-0.6415263000000001,-0.3532217,-1
BUTDBO,-0.67171216,-0.37889429999999996,4
C41O2,-0.57329667,-0.49114984,-1
LIMBO,-0.5769285,-0.45828435,-1
HM22C3OH,-0.7539448000000001,-0.29418367,-1
BCALBO,-0.5798521,-1.0213628000000001,-1
C6H5CH2NO3,-0.6631644,-0.830823,-1
BPINBO,-0.6621874,-0.40695572,6
C4CONO3CO,-0.62550026,-0.46495023,13
C108NO3,-1.7833529,0.3135772,-1
APINBO,-0.60105467,-0.42024666,-1
NBUTDAO,-0.57182103,-0.3602068,-1
ACBUONEBO,-1.9118619,0.28148627,-1
C4OCCOHCO,-0.77275336,-0.24298649,-1
C930OH,-0.5960209,-0.35071024,-1
BCBO,-0.6443624,-0.35518792,-1
C53NO32O,-1.0388253,-0.009148656,-1
C930NO3,-0.5654998999999999,-0.61930865,19
C108OH,-1.5837815,0.28608298,34
H3M3C6NO3,-0.8455176,-5.5020833,-1
C63NO32O,-0.7878393,-0.28208873,-1
ME2BU2OLO,-2.1157060000000003,0.3820221,-1
MC6OTKETOH,-4.877951,0.9690064,-1
ISOP34O,-0.6758584,-0.36782274,4
H14M4C6,-0.78292924,-4.9512089999999995,49
NSTYRENEO,-0.58235776,-2.667199,-1
HO14M3C5,-10.792959,2.230859,-1
HO14MC5,-10.619769,2.1867325,-1
C535O,-0.66897976,-0.37152317,4
NBUTOLAO,-1.1453488,0.052761406,-1
C52NO33O,-1.1534377,0.07289187,-1
C62NO33O,-1.1364893,0.061511178,-1
C6H5CH2OH,-0.69983536,-0.38281307,-1
MIBKHO4O,-1.0739119,-0.040199794,-1
LMKBNO3,-0.64413327,-3.8649008,45
HO12C5,-0.72901535,-0.26889154,15
C51NO32O,-0.6611168000000001,-0.45092466,13
MTBEANO3,-1.6167476,0.27044216,35
PE2ENEBO,-1.4007113000000002,0.14430381,-1
NMBOBO,-0.69622016,-0.5900635000000001,-1
C151O,-0.64101356,-0.3900403,-1
M2BU2OLNO3,-1.3243129999999999,0.22615859,-1
MMFNO3,-0.9250392,-6.469197299999999,52
C52NO31O,-0.66220826,-0.45198069999999996,13
MTBEAOH,-1.5491016000000002,0.27083632,34
BCKSZOO,-0.7148369000000001,-0.6493734999999999,-1
NAPINBO,-0.62099713,-0.51793283,16
C4NO32M1O,-0.7312065,-0.30018896,-1
CH2OHCCLO,-0.78117275,-0.30214486,-1
C4M2NO32O,-1.1429067,0.073062554,-1
C4M3NO31O,-0.6470793,-0.45749409999999996,13
DMMALANHY,-2.5944731,0.49328774,-1
NMBOAO,-0.7989811,-0.21341482,-1
MMFOH,-0.79902506,-5.6570334,-1
C626NO3,-0.7890354,-5.010233400000001,-1
HMGLYOOA,-0.7293177,-0.35948515,-1
C66NO35O,-0.688116,-0.41045410000000004,-1
C4M3NO32O,-0.6488622,-0.46839395,13
MIBKBO,-1.4723063,0.13520475,-1
CO25C73O2,-1.224467,0.17954135,-1
C511CHO,-1.0618722,-6.655333000000001,53
C928NO3,-1.6280459999999999,0.35713553,36
CYHEXOLAO,-0.50508887,-0.47138348,-1
C1011NO3,-1.297351,0.19443084,29
CO1C6O2,-0.5093047,-3.4664025,-1
CO25C74O2,-1.193537,0.16994654,-1
C53O,-1.4330034,0.16469985,-1
ME3BUOLO,-0.7412536,-0.33236888,11
C6DICARBO,-0.7839871999999999,-0.3579022,-1
C94O,-3.0275772,0.54144484,-1
C928OH,-1.2516329,0.16234899,-1
C128NO3,-1.0228564,-6.889458,53
C114O,-3.5216165,0.67594224,-1
IEB4CHO,-0.6033004,-0.5214981,16
IEB1CHO,-0.6028531,-0.52526534,16
C152O,-0.6409522,-0.37305483,-1
C104O,-3.157775,0.58427596,-1
C124O,-3.4982677000000004,0.6613833,-1
NOAOOA,-0.70211464,-0.3732993,-1
C118NO3,-1.0112435,-6.8729553,53
PPGAOOB,-0.68383086,-0.34009457,-1
C84O,-3.4423593999999995,0.63810664,-1
DHPMEK,-0.70560366,-0.27829415,-1
C128OH,-0.88763535,-5.8038362999999995,-1
C1011OH,-1.0814278,0.09569006,25
C5MCO2OHO,-0.68614143,-0.28130448,-1
HNMVKO,-0.81375456,-0.57307655,-1
C2H5CHOOB,-1.0620074,0.107767835,-1
CH3CCH3OOC,-0.9576597,-0.1119913,-1
C118OH,-0.8684324000000001,-5.786460400000001,-1
M2BUOL2NO3,-1.0058931,-0.10875684,-1
HO14CO3C5,-1.4177988000000001,0.14226127,-1
C65OH4O,-1.196724,0.05592974,-1
DIETETO2,-1.1908916,0.18115884,-1
NC41OOA,-0.6357984999999999,-0.32186505,1
ISOPDOH,-0.54261434,-0.44475278,14
C126NO3,-0.91042167,-6.309087,-1
DMKOHO,-0.76907176,-0.27308390000000005,-1
C64OH,-1.3818626,0.20682219,31
MPRBNO3CHO,-0.7322272,-0.31654406,-1
CH3SCH2O2,-0.5464384,-0.47160602,17
BCBOOA,-0.56843066,-0.45247108,14
C42O2,-0.5772069000000001,-0.4767409000000001,-1
C3H7CHOOB,-1.047487,0.074466996,24
HPC52O,-0.7777706,-0.19266818,-1
C1310OH,-0.91483176,-6.013533,51
DMMAO2,-0.6444774999999999,-4.4978940000000005,-1
BOXPRONBO,-0.44919273,-0.48109248,-1
C133NO3,-0.6585686,-4.0719204,45
PE2ENEAO,-1.4980203,0.16977818,-1
MIBKAOHBO,-1.1070198,0.090754084,26
C7EDCO2,-0.6340604000000001,-0.42339694,9
TMB1FUONE,-0.63797337,-0.5815511,-1
ETHFORMNO3,-1.6099346,0.26532245,35
PEBNO3,-1.680612,0.29614004,-1
C1213NO3,-1.0625653,-7.1635613,54
C42AOH,-0.6642912,-0.40873899999999996,6
IEPOXA,-0.5262041999999999,-0.34290978,-1
IEPOXC,-0.54374653,-0.37997627,-1
C1310NO3,-1.0679083999999999,-7.1451199999999995,54
C4ME3HO23,-1.3476955,0.24020986,-1
ETHFORMOH,-1.5488086,0.24825574,33
C64OH5O,-1.1942735,0.06347698,-1
M3F,-0.49141413,-0.60491115,-1
C1213OH,-0.9075851,-5.991315,-1
C7DCO2,-0.58873016,-0.5115627,-1
H1C23C4CHO,-0.8643055000000001,-0.09194497,23
C9DCNO3,-1.0307416,-5.594253,-1
MVKOHBO2,-0.61356777,-0.44907457,10
C9DCOH,-0.9135306000000001,-4.89487,-1
NOPINAOH,-0.67435324,-4.814782,-1
PRONEMOXO,-1.7497945,0.27706707,-1
INCO,-0.7379176,-0.38694270000000003,-1
C87OH,-0.5885135,-0.42075074,-1
C133OH,-0.6696601,-4.187358000000001,46
NOPINBNO3,-0.93652385,-3.3558114000000003,-1
C126OH,-0.8226918,-5.338264,-1
NC3OOA,-0.6560085,-0.39564320000000003,-1
NOPINANO3,-0.7450041999999999,-5.2668123,-1
MVKOHAO2,-0.59028715,-0.47937673,-1
HIEPOXB,-0.5230805000000001,-0.5384788,-1
NEOPNO3,-1.5743213,0.24732177,-1
PENT1ENE,-0.749768,-0.32864818,-1
C6CO3MOH,-0.704145,-0.25657937,-1
C2H5CHOOA,-1.0810583999999999,0.09927937,25
PE1ENEAO,-0.7612658,-0.32609186,-1
C729NO3,-0.7597178000000001,-4.843543,49
HEX3ONBO,-5.6479610000000005,1.0812462999999999,-1
C142OH,-11.797,2.4485742999999998,-1
C143NO3,-1.004983,-0.013925888,-1
NOPINBOH,-0.85551316,-3.1200050999999998,-1
BCALCO,-0.6192181999999999,-0.4457377,10
C617OH,-0.6342566999999999,-0.41677204,9
C1214OH,-0.7657118,-4.7344275,-1
C143OH,-1.0311158999999999,0.022798307,-1
C142NO3,-1.37645,0.29857373,-1
C3H7CHOOA,-0.97851,0.018195946,-1
MBOAO,-0.8368783000000001,-0.20060746,-1
H3C25C6OH,-0.73545957,-0.42555285,-1
PEBOH,-1.5707427,0.26346698,34
MBOBO,-0.70849705,-0.35187933,11
ME2BUOLO,-1.3135703,0.12458643,-1
C3H8,-2.20391,0.36578825,-1
H2M5C65NO3,-1.8210546000000003,0.32096672,-1
C69O2,-1.1972227,0.16557099,-1
C6OH5O,-0.956757,-0.05211762,-1
ME2BUOLNO3,-1.3016678,0.112821445,-1
NBUTOLANO3,-1.0164932,0.022327552,-1
C629OOA,-0.64947623,-0.31246915,-1
IPRCOMO,-0.8099765999999999,-0.42345604,-1
MVKOHBO,-0.8789268,-0.55967635,-1
NC4OOA,-0.65374,-0.41684565,6
ETOC2O2,-0.93613976,0.060681514000000006,-1
NC2OOA,-0.6438731,-0.42532545,-1
CO25C73O,-1.8727728,0.28705490000000006,-1
CO25C74O,-2.152232,0.3053969,-1
MEK2OO,-0.759113,-0.466646,-1
C1013NO3,-0.8627991,-6.127266400000001,-1
DMMBO2,-0.64272076,-4.5062256,-1
NEOPOH,-1.2857816,0.17370395,29
HODMSO2,-0.57977664,-0.2010907,-1
IPROMC2O2,-0.969324,0.08352113,-1
CO3C4NO3,-0.78578365,-0.14061363,-1
BUTAL2NO3,-0.7934220999999999,-0.30518252,-1
INAO,-0.747467,-0.36891562,-1
C627OH,-0.86719733,-0.16144861,23
C513O2,-0.72647244,-0.22701497,-1
GAOO,-0.69034153,-0.67233586,-1
HO14CO2C5,-1.3806293,0.15825722,-1
C58AO,-0.7518008,-0.3635804,-1
C57AO,-0.73464614,-0.3295951,11
C4M2ALOHNO3,-0.6526791000000001,-0.3587844,-1
H2M2C65NO3,-1.8333848999999998,0.40047859999999996,-1
PE2ENEBNO3,-1.1404261999999998,0.11334627,-1
C830NO3,-0.8893806999999999,-6.2241807,-1
C145OH,-13.05614,2.7022207000000003,-1
IBUTOLCNO3,-1.4167205,0.17615743,-1
NC524O,-0.6592932,-0.48674715,-1
BUTALNO3,-1.169116,0.012509016999999999,-1
LMKAOH,-0.5989340999999999,-3.3879097000000002,43
CO2C3OO,-0.7697695,-0.26141822,-1
C2CL2OH2,-1.2987859,0.20201455,29
C137NO3,-0.83379817,-5.851945,-1
C714O,-1.9083772,0.31190392,37
C823NO3,-0.8108213000000001,-5.676996,-1
C1211NO3,-0.8434280999999999,-5.855352,-1
MAE,-1.2858588,-0.018919155,-1
IBUTOLOHC,-2.413527,0.40109253,-1
MEK2OOA,-0.9798507,-0.10196574,-1
LMLKAO,-0.6778885,-0.32864583,7
HPNC524CO,-0.69269246,-0.3585576,-1
CH2OOD,-0.7171975,-0.2956616,-1
C732NO3,-0.80073386,-5.6273694,-1
ACROOA,-0.71570504,-0.29624623,-1
INAHPCHO,-0.6697154000000001,-0.29045079999999995,-1
LMLKBO,-0.5586925,-1.1305158000000002,-1
C818OH,-0.34502122,-0.6673114,-1
C624NO3,-0.7016589,-0.54751563,-1
C1013OH,-0.77765685,-5.524521,-1
C811NO3,-1.6009871999999998,0.34085095,-1
BZBIPERO2,-0.51225126,-0.53487355,-1
PHENOL,-0.37429532,-0.58647037,-1
C720NO3,-1.8756992,0.41614926,-1
INDHPCHO,-0.6808662,-0.33602855,-1
EOX2EOLBO2,-0.9961095999999999,0.08606379,-1
LIMOOA,-0.49679399999999996,-0.43749654,-1
C830OH,-0.8201021999999999,-5.30786,-1
INB2O,-0.5612038,-0.35928833,-1
C624CHO,-0.5431913,-0.9483231,-1
PHCHOOA,-0.5437388000000001,-0.47478370000000003,17
APINANO3,-0.6441664,-0.87776065,-1
C137OH,-0.7759977,-4.6560690000000005,48
C720OH,-1.2174665,-0.26518095,-1
C732OH,-0.7549528,-4.464393599999999,-1
LIMOOB,-0.5104517,-0.5902269,18
LIMALBO,-0.5629476,-1.0824361999999998,-1
BZEPOXMUC,-0.60337126,-0.41442156,-1
C823OH,-0.7501206,-4.47572,-1
LIMBNO3,-0.5494979999999999,-2.747578,-1
MEK2OOC,-0.77165794,-0.27027142,-1
C1211OH,-0.7791422,-4.642581,48
C726CO3OH,-0.7771066,-0.25990298,-1
EOX2EOLAO2,-1.0583072,0.12887964,-1
MTBEAALNO3,-1.5229542999999999,0.26003549,33
IC7DCO2,-0.5909446999999999,-0.47522786,-1
C811OH,-1.2212938,0.14606960000000002,28
C7CO2M5OH,-0.7492819000000001,-0.29247618,-1
MACROHO,-0.71785706,-0.30826809999999993,-1
CO2C3OOA,-0.8758537000000001,-0.15991157,23
MTBEACHOHO,-1.253851,0.17958854,-1
PGLOOA,-0.83519,-0.24022542,-1
C109O,-0.7404445,-0.424897,-1
LIMALAO,-0.65517706,-0.32367423,-1
TLFUOH,-0.6564101999999999,-0.6749056999999999,-1
MACRNOOA,-0.73135537,-0.27342555,15
C624OH,-0.7172524,-0.28877875,-1
OCCOHCOH,-0.59229714,-2.405555,-1
MALDIALO,-0.6866359999999999,-0.33068547,-1
C66OH,-1.8335397,0.29590797,-1
APINBNO3,-0.5306081,-2.182007,-1
BCBNO3,-0.5570046,-0.87975717,-1
BCSOZO2,-0.5120623,-0.4939197,17
C625OH,-0.87344474,-0.30577505,-1
APINOOA,-0.799733,-0.049999062000000004,-1
C615OH,-0.6401036,-0.39989802,-1
C6CO3HO25,-1.4896738999999999,0.22397153,-1
MIBKAOHAO,-1.0171139999999999,-0.015190745,-1
C3EODBCO2H,-1.1482723999999997,0.036831163,-1
MVKO,-0.6824399,-0.5048083,-1
BCALOO,-0.6315313,-1.4971842,-1
APINOOB,-0.5958247,-0.43872756,12
INDO,-0.73302966,-0.45718159999999997,-1
CH2OHCCLOH,-0.59988385,-0.35091075,-1
INANO3,-0.6340581,-0.53510594,-1
TCE2OH,-21.844534,4.407905,57
C6CO3HO14,-1.6742123,0.21911928,-1
BPINBNO3,-0.5876140999999999,-0.7638646,-1
C65OH4NO3,-0.9699556,0.017854863999999998,-1
CHCL2CL2OH,-21.257969,4.3137550000000005,57
C7M15CO2OH,-0.6619383000000001,-0.4193332,6
C64OH5NO3,-1.1230502,0.1075366,26
CO2C3OOB,-0.73044556,-0.238171,15
PE2ENEANO3,-1.1453965,0.12861432,27
IPRACBNO3,-1.5624298,0.26832998,34
C715CO2OH,-0.6878786,-0.401294,-1
IPROC21NO3,-1.7185607,0.37003297,-1
IPRACBOH,-1.3092175,0.19635448,-1
ME3BUOLNO3,-0.66235733,-0.60382944,-1
C815CO2OH,-0.65909797,-0.41667867,6
C615CO2OH,-0.708275,-0.39977136,-1
BCBOO,-0.67302924,-0.5485861999999999,-1
IPRCHOOA,-0.91586864,-0.017307468,-1
C5DIALOH,-0.66467834,-0.42914579999999997,-1
BCOOA,-0.50899535,-0.36393732,-1
BCAOO,-0.7105379,-0.5511108,-1
CATECHOL,-0.518289,-2.9236152,41
C8M2CO6OH,-0.7818543,-0.24170592,-1
MBOOOA,-0.86551255,-0.06206102,23
CH3CCH3OOB,-0.9932525999999999,-0.04160202,-1
C7M2CO5OH,-0.74092036,-0.26516256,15
C2H5MECOOA,-0.93805236,-0.035924006,-1
C512NO3,-1.1021292999999999,0.0050424035,-1
CH3CHOOC,-0.99770397,-0.029300066,-1
CHCLOOA,-0.80105203,0.06641798,-1
BOX2EOHBO2,-0.5189256,-0.5309674,-1
BCOOB,-0.634323,-0.35245487,-1
C9M2CO6OH,-0.84480816,-0.19395527,-1
C611OH,-1.3550915000000001,0.13782850000000002,-1
C718NO3,-0.58632195,-2.1157048,40
INB1HPCHO,-0.6760219,-0.35116088,-1
NC4H9CHOOA,-0.9877516,0.05361558,-1
CH3CCH3OOA,-0.9625271000000001,-0.078823164,-1
MO2EOLAO,-0.8210301,-0.068217054,20
PR2OHMOXO,-0.9403367,-0.009881171999999999,-1
NOPINOOA,-0.75621045,-0.3679324,-1
C6OTKETOH,-0.678545,-0.29351696,-1
PBFUONE,-0.6055381999999999,-0.48020730000000006,12
MO2EOLBO2,-0.59322476,-0.4335883,12
ETBECO2,-0.94643295,0.064036,-1
C523OH,-1.1828165000000002,0.15487605,-1
BOXPROLBO2,-0.53282964,-2.3229394,-1
MO2EOLAO2,-0.6174814000000001,-0.3024898,0
C3ME3CHO,-0.6547093,-0.3436166,-1
MCATECHOL,-0.52261305,-2.9507303,41
IPROC21OH,-1.6260451,0.35403112,36
BOX2EOHAO2,-0.6186649999999999,-0.26288682,-1
OETCATECH,-0.52837795,-2.953564,41
ISOPCNO3,-0.48791590000000007,-1.4977877,-1
ECATECHOL,-0.5458218,-3.1331992000000004,-1
BOXPROLAO2,-0.91608995,0.07381481,-1
PE1ENEANO3,-0.6918429,-0.48572472,-1
C47CHO,-0.66488355,-0.35043374,-1
INANCOCHO,-0.6340823,-0.45969763,13
C4CHOBNO3,-1.4402781999999998,0.19610062,-1
IPCATECHOL,-0.5366068,-3.1123145,-1
PCATECHOL,-0.54608566,-3.1403189,-1
PETCATECH,-0.51541346,-2.9215374,41
OXYCATECH,-0.4988839,-2.7820150000000003,-1
PR2OHMOXO2,-0.6622117,-0.18854079999999998,-1
METCATECH,-0.5122219,-2.8264382,-1
T123CATECH,-0.5121697000000001,-2.8205216,-1
C152O2,-0.51890427,-0.5053417,17
PXYCATECH,-0.52362126,-2.9251175,41
C924OH,-0.7469036,-4.424111,47
C57AO2,-0.58825225,-0.49583176,-1
C512OH,-1.09782,0.032283105,-1
PINALNO3,-1.4598174,0.18919227,-1
T124CATECH,-0.52261144,-2.9173117000000004,41
C6OH5NO3,-0.8706905,-0.07632847,23
OCTNO3,-1.704653,0.37529835,-1
C718OH,-0.5920798,-2.2428183999999995,-1
MXYCATECH,-0.52060366,-2.9449509999999997,41
IBUALANO3,-0.67393416,-0.5464344,-1
NONNO3,-1.7170732,0.3739578,-1
NONOH,-1.5925452,0.31425175,-1
HEPTNO3,-1.7176248,0.3757231,-1
C45NO3,-0.6564291999999999,-0.6855969,21
SBUACCOH,-1.5212748,0.24079613,32
TM124QOH,-1.0056353,-6.243643,-1
CNO3OCL,-0.7599130999999999,-0.07453296,20
PETLQOH,-1.0833355,-6.900778999999999,53
MXYQOH,-0.9248514999999999,-5.607132,-1
METLQOH,-7.811291000000001,1.5617038,-1
PXYQOH,-1.0774415000000002,-6.8510003,53
C42O,-0.7014578,-0.3819361,-1
PACLOOA,-0.77159154,-0.24442372,-1
C929OH,-1.2920394,0.2017329,29
OCTOH,-1.5642618000000001,0.31074792,-1
PGAOOB,-0.78201437,-0.2863368,-1
PINALOH,-1.1740704,0.16807769,-1
MBOBNO3,-0.5921781,-0.7122324999999999,21
MBOANO3,-0.60286003,-0.70730484,21
HEPTOH,-1.5418023,0.28950298,34
NLIMALOH,-0.6745918000000001,-0.7088502,-1
MXYLO2,-0.49971923,-0.5672997,-1
DM35EBO2,-0.54854065,-0.48049408,17
INCNCHO,-0.64677316,-0.3748508,-1
C6H5C2H4O2,-0.5238367,-0.5128696,17
DE35TO2,-0.56959784,-0.4466366,14
PHC3O2,-0.5079973,-0.51590633,17
TM123BO2,-0.5022886,-0.5549504,-1
PXYLO2,-0.4982382000000001,-0.59030265,-1
M2BKBOH,-1.7471118000000003,0.26464537,-1
BZFUONOO,-0.675528,-0.60737324,-1
TM124BO2,-0.49591514,-0.5704017,-1
LMLKBO2,-0.49321482,-1.8497018,-1
OXYLO2,-0.49584696,-0.56708926,-1
TMBO2,-0.5072217000000001,-0.54359305,-1
C146OH,-0.70234954,-4.25535,46
MVKOOA,-0.75261503,-0.22035563,-1
LMLKAO2,-0.49756765,-1.1141938,-1
C141NO3,-0.776516,-0.124411896,-1
LIMAOH,-0.3879855,-0.53670865,-1
C4H6,-0.48151162,-0.9218757,-1
CRESOL,-0.47582486,-3.221734,-1
PRONEMOX,-1.1522975,0.12843399,27
TM123MUCO2,-0.5542402,-0.47945264,17
C4MCO2OH,-0.7892613,-0.2812252,-1
BOXPRONE,-0.6381680000000001,-0.13633479,-1
C645OH,-1.0967803,0.12119697,25
C1311NO3,-0.7755489999999999,-5.5434785,-1
BOX2ECHO,-0.55620944,-0.40812942,-1
INB1NO3,-0.54718834,-0.42133886,-1
C3EDIALOH,-0.7890461,-0.31873429999999997,-1
H2C3OCO2,-0.95592064,0.07432408,-1
C1311OH,-0.73876536,-4.6286016,-1
MEMOXYCHO,-0.7937693,-0.08859764,20
TLBIPERO2,-0.5108764,-0.5319305999999999,-1
CH2OOE,-0.72877145,-0.28131106,-1
TLFUONOO,-0.8833818000000001,-0.10289839999999999,23
TLEPOXMUC,-0.62931323,-0.33570609999999995,2
C129O2,-0.7126346,-4.654662,48
C733OH,-0.4789380999999999,-0.50346035,-1
C824OH,-0.47717488,-0.49109790000000003,-1
NBCALOH,-0.66738755,-0.751315,-1
INANCO,-0.6437758000000001,-0.37840635,-1
DMMALYOH,-17.639957,3.5818732000000004,-1
C141OH,-0.61428577,-0.38262478,-1
APINBOH,-0.44003466,-0.47447532,-1
MACROOA,-0.7617687,-0.25257927,-1
OXYMUCO2,-0.54606104,-0.48320413,17
HM33C4NO3,-1.4223453000000001,0.21199099999999999,31
DMSO2OH,-0.6349355,-0.36646485,-1
INANCHO,-0.6752555,-0.33835572,-1
IPBFUONE,-0.60887825,-0.47292690000000004,12
OETLMUCO2,-0.54717606,-0.4785714,17
BCAOH,-0.55581725,-0.37613153,-1
C126OO,-0.6165686,-1.8200237000000001,-1
BUTDAO2,-0.5367268,-0.49741906,17
BPINAOH,-0.591172,-0.34566579999999997,-1
BCKANO3,-0.6438058000000001,-1.3990954,-1
TBOCOCH2OH,-1.2063906,0.16704008,-1
BZEMUCO2,-0.54001784,-0.4794723,17
HSO3,-0.6453472,-0.26638633,-1
PXYLOL,-0.5101623,-2.6337330000000003,-1
BUTDBO2,-0.53625375,-0.47721815,17
METOH,-0.4027583,-0.52149993,-1
PBZMUCO2,-0.56762534,-0.44232923,14
MXYBIPERO2,-0.5250453,-0.49745095,17
BPINANO3,-0.6537114,-0.70477766,-1
BUTDCO2,-0.5411081999999999,-0.48033676,17
IPBZMUCO2,-0.5630445,-0.46461052,-1
TM135BPRO2,-0.5406423,-0.47577820000000004,17
TLEMUCO2,-0.57098055,-0.44366628,14
OXYEPOXMUC,-0.6043013,-0.369762,5
C141OO,-0.6264103,-0.78259003,21
ISOPDNO3,-0.56269264,-1.3097795,-1
OETLPOXMUC,-0.6093016,-0.38289174,-1
COCCOHCO,-0.78425634,-0.19497259,-1
BCLKCOH,-0.522443,-1.9382818,40
C531O2,-0.5607228,-0.7286282,-1
TM123BPRO2,-0.54308116,-0.45740318,-1
IPBZBIPRO2,-0.52482504,-0.49225050000000004,17
MXYMUCO2,-0.5712636,-0.44876695,14
EBENZOL,-0.5072635,-2.6399002,-1
NC71CO,-0.8172404000000001,-0.11435239999999999,20
LIMBO2,-0.5220456,-2.4350781,-1
PBZPOXMUC,-0.64600205,-0.32441023,-1
