name,x,y,label,filterlab
C6H13CHO,0.21739100721781607,-0.8094311062279756,65,
C6H13CO2H,-0.029013836396291712,-0.7054697944226366,48,
C6H13CO3,-0.03182018965136802,-0.69646275284577,49,
C6H13CO3H,-0.035158606312457256,-0.6930260338878973,50,
C6H5C2CO2H,0.003706138957273531,0.5249901876781295,82,
C6H5C2CO3H,0.6253954373075666,-0.24016203364099462,114,
C6H5C2H4O,-0.07679506038933298,-0.8081902507018042,42,
C6H5C2H4O2,-0.04757565526783636,-0.6386761406846317,52,
C6H5C2NO3,-0.07679506038933298,-0.8081902507018042,42,
C6H5C2OH,-0.702552043257195,-0.09836689053984676,7,
C6H5C2OOH,-0.08086274490690222,-0.8635191118589713,43,
C6H5CH2CHO,0.17681408676613156,-0.9354203787248684,59,
C6H5CH2CO3,0.7892396740088671,0.14720196844258995,118,
C6H5CH2NO3,-0.07679506038933298,-0.8081902507018042,42,
C6H5CH2O,-0.07679506038933298,-0.8081902507018042,42,
C6H5CH2O2,-0.04757565526783636,-0.6386761406846317,52,
C6H5CH2OH,-0.702552043257195,-0.09836689053984676,7,
C6H5CH2OOH,-0.08086274490690222,-0.8635191118589713,43,
C6H5CH2PAN,0.017656176293097403,-1.008712368643725,-1,
C6H5CO3,0.7892396740088671,0.14720196844258995,118,
C6H5CO3H,0.6253954373075666,-0.24016203364099462,114,
C6H5O,-0.07679506038933298,-0.8081902507018042,42,
C6H5O2,-0.04757565526783636,-0.6386761406846317,52,
C6H5OOH,-0.08086274490690222,-0.8635191118589713,43,
C6HO1CO3O,0.061119304887943635,0.5790417536370439,80,
C6HO1CO3O2,0.04428305940895803,0.6509794601750222,74,
C6HOCOOOH,0.04428305940895803,0.6509794601750222,74,
C6IPRCO4DB,0.9236491894322849,-0.18607402800999914,130,
C6M5CO2O,0.9236491894322849,-0.18607402800999914,130,
C6M5CO2O2,0.6992594473983169,0.11067021003023747,102,
C6M5CO2OH,0.2978922065644226,0.5237493321519576,95,
C6M5CO2OOH,0.6659723577592512,-0.11417276114410198,111,
C6MOCOCO3H,0.04021537489138885,0.5956505990178549,79,
C6MOHCOCO3,0.048681009695238454,0.6367176855341636,77,
C6MOHCOPAN,0.050489283893177056,0.6456398369950669,75,
C6NO324CO,0.5149498163213554,-0.07680702874862387,138,
C6NO3CO4OH,-0.11080716654650695,0.6330163314133332,70,
C6NO3CO5O,-0.09397092106752133,0.5610786248753549,68,
C6NO3CO5O2,-0.0815877614250104,0.8025304414305054,71,
C6NO3CO5OH,-0.11080716654650695,0.6330163314133332,70,
C6NO3COOOH,0.510882131803786,-0.13213588990579092,136,
C6O132OH,0.2978922065644226,0.5237493321519576,95,
C6O4KETO,0.800597189339055,0.10367713092231014,117,
C6O4KETO2,0.2040596115926896,0.9830146011014396,89,
