,name,smiles,inchi,synonyms
5178,TM124QOH,CC1=C(C)C(=O)C(C)(O)C(O)C1=O,"InChI=1S/C9H12O4/c1-4-5(2)7(11)9(3,13)8(12)6(4)10/h8,12-13H,1-3H3",
5179,M23C4OOH,OOCC(C)C(C)C,"InChI=1S/C6H14O2/c1-5(2)6(3)4-8-7/h5-7H,4H2,1-3H3",
5180,MVKO,[O]CC(=O)C=C,"InChI=1S/C4H5O2/c1-2-4(6)3-5/h2H,1,3H2",
5181,TM124QO2,[O]OC1(C)C(O)C(=O)C(=C(C)C1=O)C,"InChI=1S/C9H11O5/c1-4-5(2)7(11)9(3,14-13)8(12)6(4)10/h8,12H,1-3H3",
5182,C3ME3CO3,[O]OC(=O)CC(C)C,"InChI=1S/C5H9O3/c1-4(2)3-5(6)8-7/h4H,3H2,1-2H3",
5183,CHOC4OHO2,[O]OCC(O)CCC=O,"InChI=1S/C5H9O4/c6-3-1-2-5(7)4-9-8/h3,5,7H,1-2,4H2",
5184,CO2M3C4CHO,O=CCC(C)C(=O)C,"InChI=1S/C6H10O2/c1-5(3-4-7)6(2)8/h4-5H,3H2,1-2H3",
5185,PROPALO,CC([O])C=O,"InChI=1S/C3H5O2/c1-3(5)2-4/h2-3H,1H3",
5186,ETHENO3O2,[O]OCCON(=O)=O,InChI=1S/C2H4NO5/c4-3(5)7-1-2-8-6/h1-2H2,
5187,C625O,OCCC(=O)C(C)([O])CO,"InChI=1S/C6H11O4/c1-6(10,4-8)5(9)2-3-7/h7-8H,2-4H2,1H3",
5188,LIMONENE,CC1=CCC(CC1)C(=C)C,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",
5189,EBZMUCOH,CCC(=O)C(O)C(O)C1OC1C=O,"InChI=1S/C8H12O5/c1-2-4(10)6(11)7(12)8-5(3-9)13-8/h3,5-8,11-12H,2H2,1H3",
5190,CYC6DIONO2,[O]OC1CCC(=O)C(=O)C1,"InChI=1S/C6H7O4/c7-5-2-1-4(10-9)3-6(5)8/h4H,1-3H2",
5191,C714OH,CC(=O)C(O)C(C)C(=O)C,"InChI=1S/C7H12O3/c1-4(5(2)8)7(10)6(3)9/h4,7,10H,1-3H3",
5192,MIBKAOHAO,CC(=O)C([O])C(C)(C)O,"InChI=1S/C6H11O3/c1-4(7)5(8)6(2,3)9/h5,9H,1-3H3",
5193,C75O,CC(=O)CC([O])C(C)C,"InChI=1S/C7H13O2/c1-5(2)7(9)4-6(3)8/h5,7H,4H2,1-3H3",
5194,C7MOHCOPAN,O=N(=O)OOC(=O)C(=C(C)C(=O)C(O)C(=O)C)C,"InChI=1S/C9H11NO8/c1-4(7(12)8(13)6(3)11)5(2)9(14)17-18-10(15)16/h8,13H,1-3H3",
5195,BU1ENO3O,CCC([O])CON(=O)=O,"InChI=1S/C4H8NO4/c1-2-4(6)3-9-5(7)8/h4H,2-3H2,1H3",
5196,NCRES1OOH,OOc1c(C)cccc1N(=O)=O,"InChI=1S/C7H7NO4/c1-5-3-2-4-6(8(9)10)7(5)12-11/h2-4,11H,1H3",
5197,H2M3CO5C6,CC(=O)CC(C)C(C)O,"InChI=1S/C7H14O2/c1-5(7(3)9)4-6(2)8/h5,7,9H,4H2,1-3H3",
5198,TM135MUNO3,O=CC1(C)OC1C(C)(ON(=O)=O)C(O)C(=O)C,"InChI=1S/C9H13NO7/c1-5(12)6(13)9(3,17-10(14)15)7-8(2,4-11)16-7/h4,6-7,13H,1-3H3",
5199,NMBOAOOH,OOC(CON(=O)=O)C(C)(C)O,"InChI=1S/C5H11NO6/c1-5(2,7)4(12-10)3-11-6(8)9/h4,7,10H,3H2,1-2H3",
5200,C6OTKETOOH,OOC(OC(=O)C(=O)C)C(=O)C,"InChI=1S/C6H8O6/c1-3(7)5(9)11-6(12-10)4(2)8/h6,10H,1-2H3",
5201,TBUTOLNO3,O=N(=O)OCC(C)(C)O,"InChI=1S/C4H9NO4/c1-4(2,6)3-9-5(7)8/h6H,3H2,1-2H3",
5202,C927NO3,OCCC(=C)C(=O)CC(C)(C)O[N+](=O)[O-],"InChI=1S/C9H15NO5/c1-7(4-5-11)8(12)6-9(2,3)15-10(13)14/h11H,1,4-6H2,2-3H3",
5203,C7CO4DB,O=CC(=O)C=C(C)C(=O)C=O,"InChI=1S/C7H6O4/c1-5(7(11)4-9)2-6(10)3-8/h2-4H,1H3",
5204,HO3CO46C8,CCC(=O)CC(=O)C(O)CC,"InChI=1S/C8H14O3/c1-3-6(9)5-8(11)7(10)4-2/h7,10H,3-5H2,1-2H3",
5205,C714O2,[O]OC(C(=O)C)C(C)C(=O)C,"InChI=1S/C7H11O4/c1-4(5(2)8)7(11-10)6(3)9/h4,7H,1-3H3",
5206,NOETOLOOH,CCC1=C(C)C2OOC(C2ON(=O)=O)C1(O)OO,"InChI=1S/C9H13NO8/c1-3-5-4(2)6-7(15-10(12)13)8(17-16-6)9(5,11)18-14/h6-8,11,14H,3H2,1-2H3",
5207,IPBZPOXMUC,O=CC1OC1C=CC(=O)C(C)C,"InChI=1S/C9H12O3/c1-6(2)7(11)3-4-8-9(5-10)12-8/h3-6,8-9H,1-2H3",
5208,C930NO3,O=CCCC(=O)C(=O)CC(C)(C)O[N+](=O)[O-],"InChI=1S/C9H13NO6/c1-9(2,16-10(14)15)6-8(13)7(12)4-3-5-11/h5H,3-4,6H2,1-2H3",
5209,EBZMUCO2,CCC(=O)C(O[O])C(O)C1OC1C=O,"InChI=1S/C8H11O6/c1-2-4(10)7(14-12)6(11)8-5(3-9)13-8/h3,5-8,11H,2H2,1H3",
5210,BOX2ECHO,CCCCOCC=O,"InChI=1S/C6H12O2/c1-2-3-5-8-6-4-7/h4H,2-3,5-6H2,1H3","Butoxyacetaldehyde;n-Butoxyacetaldehyde;Acetaldehyde, butoxy-;CCRIS 7193;2-butoxyacetaldehyde"
5211,EPXEKTCO3H,CCC1(OC1C(=O)C)C(=O)OO,"InChI=1S/C7H10O5/c1-3-7(6(9)12-10)5(11-7)4(2)8/h5,10H,3H2,1-2H3",
5212,MTBEACHO,O=COC(C)(C)C,"InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3","TERT-BUTYL FORMATE;t-Butyl formate;Formic acid, 1,1-dimethylethyl ester;Formate, t-butyl-;Formic acid, tert-butyl ester"
5213,IPBENZ,CC(C)c1ccccc1,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",CUMENE;Isopropylbenzene;2-Phenylpropane
5214,CO23C4CHO,O=CCC(=O)C(=O)C,"InChI=1S/C5H6O3/c1-4(7)5(8)2-3-6/h3H,2H2,1H3",
5215,BUTACID,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",butanoic acid;butyric acid;n-Butyric acid;n-Butanoic acid;propylformic acid
5216,NPTLQOOH,OOC1C(=O)C=C(C)C(=O)C1ON(=O)=O,"InChI=1S/C7H7NO7/c1-3-2-4(9)6(15-13)7(5(3)10)14-8(11)12/h2,6-7,13H,1H3",
5217,C736OH,OCC(=O)C(=C)CCC=O,"InChI=1S/C7H10O3/c1-6(3-2-4-8)7(10)5-9/h4,9H,1-3,5H2",
5218,BCALBO,O=CCCC(=C)C1CC(C)(C)C1CCC(=O)C[O],"InChI=1S/C15H23O3/c1-11(5-4-8-16)13-9-15(2,3)14(13)7-6-12(18)10-17/h8,13-14H,1,4-7,9-10H2,2-3H3",
5219,HO7C8O,CCCCCCC(O)C[O],"InChI=1S/C8H17O2/c1-2-3-4-5-6-8(10)7-9/h8,10H,2-7H2,1H3",
5220,C97OH,OCC1CC(O)(C(=O)C)C1(C)C,"InChI=1S/C9H16O3/c1-6(11)9(12)4-7(5-10)8(9,2)3/h7,10,12H,4-5H2,1-3H3",
5221,C4CONO3CO,O=CC(ON(=O)=O)C(=O)C,"InChI=1S/C4H5NO5/c1-3(7)4(2-6)10-5(8)9/h2,4H,1H3",
5222,PINALOOH,O=CCC1(OO)CC(C(=O)C)C1(C)C,"InChI=1S/C10H16O4/c1-7(12)8-6-10(14-13,4-5-11)9(8,2)3/h5,8,13H,4,6H2,1-3H3",
5223,NC1313OH,O=CCCC(O)(CO[N+](=O)[O-])C1CC(C)(C)C1CC=O,"InChI=1S/C13H21NO6/c1-12(2)8-11(10(12)4-7-16)13(17,5-3-6-15)9-20-14(18)19/h6-7,10-11,17H,3-5,8-9H2,1-2H3",
5224,PET1O,CCc1ccc(C)cc1[O],"InChI=1S/C9H11O/c1-3-8-5-4-7(2)6-9(8)10/h4-6H,3H2,1-2H3",
5225,HO7C8CO3H,CCCCCCC(O)CC(=O)OO,"InChI=1S/C9H18O4/c1-2-3-4-5-6-8(10)7-9(11)13-12/h8,10,12H,2-7H2,1H3",
5226,C7DDCCO2H,CCC(=O)C=C(C)C(=O)O,"InChI=1S/C7H10O3/c1-3-6(8)4-5(2)7(9)10/h4H,3H2,1-2H3,(H,9,10)",
5227,CO2H3CHO,O=CC(O)C(=O)C,"InChI=1S/C4H6O3/c1-3(6)4(7)2-5/h2,4,7H,1H3",
5228,NC1313O2,O=CCCC(O[O])(CO[N+](=O)[O-])C1CC(C)(C)C1CC=O,"InChI=1S/C13H20NO7/c1-12(2)8-11(10(12)4-7-16)13(21-19,5-3-6-15)9-20-14(17)18/h6-7,10-11H,3-5,8-9H2,1-2H3",
5229,NDNMETLOOH,CCC1=C(N(=O)=O)C2(OOC(C)(C2ON(=O)=O)C1(O)OO)N(=O)=O,"InChI=1S/C9H11N3O12/c1-3-4-5(10(14)15)8(11(16)17)6(21-12(18)19)7(2,23-24-8)9(4,13)22-20/h6,13,20H,3H2,1-2H3",
5230,TM135MUCO,O=CC1(C)OC1C(C)([O])C(O)C(=O)C,"InChI=1S/C9H13O5/c1-5(11)6(12)9(3,13)7-8(2,4-10)14-7/h4,6-7,12H,1-3H3",
5231,C97O2,OCC1CC(O[O])(C(=O)C)C1(C)C,"InChI=1S/C9H15O4/c1-6(11)9(13-12)4-7(5-10)8(9,2)3/h7,10H,4-5H2,1-3H3",
5232,INANCOPAN,O=N(=O)OCC(=O)C(C)(ON(=O)=O)C(=O)OON(=O)=O,"InChI=1S/C5H5N3O12/c1-5(19-7(13)14,3(9)2-17-6(11)12)4(10)18-20-8(15)16/h2H2,1H3",
5233,IPRFORMOOH,O=COC(C)(C)OO,"InChI=1S/C4H8O4/c1-4(2,8-6)7-3-5/h3,6H,1-2H3",
5234,INB1NO3,OCC(ON(=O)=O)C(C)(CO)ON(=O)=O,"InChI=1S/C5H10N2O8/c1-5(3-9,15-7(12)13)4(2-8)14-6(10)11/h4,8-9H,2-3H2,1H3",
5235,C736O2,[O]OCC(=O)C(=C)CCC=O,"InChI=1S/C7H9O4/c1-6(3-2-4-8)7(9)5-11-10/h4H,1-3,5H2",
5236,TM123OOH,OOc1ccc(C)c(C)c1C,"InChI=1S/C9H12O2/c1-6-4-5-9(11-10)8(3)7(6)2/h4-5,10H,1-3H3",
5237,C131OH,OCCC(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C13H22O3/c1-9(15)4-5-11-10(8-13(11,2)3)12(16)6-7-14/h10-11,14H,4-8H2,1-3H3",
5238,TMBCO3H,OOC(=O)c1cc(C)cc(C)c1,"InChI=1S/C9H10O3/c1-6-3-7(2)5-8(4-6)9(10)12-11/h3-5,11H,1-2H3",
5239,C6145COO,[O]CC(=O)C(=O)CCC=O,"InChI=1S/C6H7O4/c7-3-1-2-5(9)6(10)4-8/h3H,1-2,4H2",
5240,CLETPAN,ClCC(=O)OON(=O)=O,InChI=1S/C2H2ClNO5/c3-1-2(5)8-9-4(6)7/h1H2,
5241,CL12PRAO,[O]CC(Cl)CCl,"InChI=1S/C3H5Cl2O/c4-1-3(5)2-6/h3H,1-2H2",
5242,C923NO3,CC(=O)CCC(CO[N+](=O)[O-])C(=C)C,"InChI=1S/C9H15NO4/c1-7(2)9(5-4-8(3)11)6-14-10(12)13/h9H,1,4-6H2,2-3H3",
5243,CHCL2CHO,O=CC(Cl)Cl,InChI=1S/C2H2Cl2O/c3-2(4)1-5/h1-2H,"DICHLOROACETALDEHYDE;2,2-Dichloroacetaldehyde;Acetaldehyde, dichloro-;CHCl2CHO;79-02-7"
5244,CO2C54O,CC([O])CC(=O)C,"InChI=1S/C5H9O2/c1-4(6)3-5(2)7/h4H,3H2,1-2H3",
5245,DNC524CO,OCC(ON(=O)=O)C(CO)(C=O)ON(=O)=O,"InChI=1S/C5H8N2O9/c8-1-4(15-6(11)12)5(2-9,3-10)16-7(13)14/h2,4,8,10H,1,3H2",
5246,PE2ENEBO,CCC(O)C(C)[O],"InChI=1S/C5H11O2/c1-3-5(7)4(2)6/h4-5,7H,3H2,1-2H3",
5247,NOPINBOH,O=C1CCC2C(O)C1C2(C)C,"InChI=1S/C9H14O2/c1-9(2)5-3-4-6(10)7(9)8(5)11/h5,7-8,11H,3-4H2,1-2H3",
5248,CHEXOOH,OOC1CCCCC1,"InChI=1S/C6H12O2/c7-8-6-4-2-1-3-5-6/h6-7H,1-5H2",
5249,C104O,CCCCC(=O)C([O])CC(=O)CC,"InChI=1S/C10H17O3/c1-3-5-6-9(12)10(13)7-8(11)4-2/h10H,3-7H2,1-2H3",
5250,ETHOXOOH,OOC1CO1,"InChI=1S/C2H4O3/c3-5-2-1-4-2/h2-3H,1H2",
5251,NOPINBO2,[O]OC1C2CCC(=O)C1C2(C)C,"InChI=1S/C9H13O3/c1-9(2)5-3-4-6(10)7(9)8(5)12-11/h5,7-8H,3-4H2,1-2H3",
5252,UDEC3ONE,CCCCCCCCC(=O)CC,"InChI=1S/C11H22O/c1-3-5-6-7-8-9-10-11(12)4-2/h3-10H2,1-2H3",3-Undecanone;Undecan-3-one;Ethyl octyl ketone;2216-87-7;ETHYL n-OCTYL KETONE
5253,C4MNO31OOH,OOC(CON(=O)=O)C(C)C,"InChI=1S/C5H11NO5/c1-4(2)5(11-9)3-10-6(7)8/h4-5,9H,3H2,1-2H3",
5254,C622NO3,[O-][N+](=O)OCC(CO)C(=C)C,"InChI=1S/C6H11NO4/c1-5(2)6(3-8)4-11-7(9)10/h6,8H,1,3-4H2,2H3",
5255,CHCL2CH3,CC(Cl)Cl,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3","1,1-DICHLOROETHANE;Ethylidene chloride;Ethane, 1,1-dichloro-;Ethylidene dichloride;75-34-3"
5256,NDNMETOLO2,CCC1=C(N(=O)=O)C2(OOC(C)(C2ON(=O)=O)C1(O)O[O])N(=O)=O,"InChI=1S/C9H10N3O12/c1-3-4-5(10(14)15)8(11(16)17)6(21-12(18)19)7(2,23-24-8)9(4,13)22-20/h6,13H,3H2,1-2H3",
5257,NAPINBO,O=N(=O)OC1(C)C([O])CC2CC1C2(C)C,"InChI=1S/C10H16NO4/c1-9(2)6-4-7(9)10(3,8(12)5-6)15-11(13)14/h6-8H,4-5H2,1-3H3",
5258,C715CO2OOH,OOC(C=O)C=CC(=O)CC,"InChI=1S/C7H10O4/c1-2-6(9)3-4-7(5-8)11-10/h3-5,7,10H,2H2,1H3",
5259,C131O2,[O]OCCC(=O)C1CC(C)(C)C1CCC(=O)C,"InChI=1S/C13H21O4/c1-9(14)4-5-11-10(8-13(11,2)3)12(15)6-7-17-16/h10-11H,4-8H2,1-3H3",
5260,PXY1O,Cc1ccc(C)c([O])c1,"InChI=1S/C8H9O/c1-6-3-4-7(2)8(9)5-6/h3-5H,1-2H3",
5261,HMAC,OC=C(C=O)C,"InChI=1S/C4H6O2/c1-4(2-5)3-6/h2-3,5H,1H3",
5262,NIPBFUO2,[O]OC1C(=O)OC(C(C)C)C1ON(=O)=O,"InChI=1S/C7H10NO7/c1-3(2)4-5(14-8(10)11)6(15-12)7(9)13-4/h3-6H,1-2H3",
5263,BCSOZOH,OCC1(O)CCC2OOC(C)(CCC3C1CC3(C)C)O2,"InChI=1S/C15H26O5/c1-13(2)8-11-10(13)4-6-14(3)18-12(19-20-14)5-7-15(11,17)9-16/h10-12,16-17H,4-9H2,1-3H3",
5264,BOCOCH2OOH,OOCC(=O)OC(C)(C)C,"InChI=1S/C6H12O4/c1-6(2,3)10-5(7)4-9-8/h8H,4H2,1-3H3",
5265,C124OOH,CCCCCCC(=O)C(OO)CC(=O)CC,"InChI=1S/C12H22O4/c1-3-5-6-7-8-11(14)12(16-15)9-10(13)4-2/h12,15H,3-9H2,1-2H3",
5266,EPXMEDLCO3,CC1(OC1(CC)C=O)C(=O)O[O],"InChI=1S/C7H9O5/c1-3-7(4-8)6(2,12-7)5(9)11-10/h4H,3H2,1-2H3",
5267,BOXCOCHO,CCCCOC(=O)C=O,"InChI=1S/C6H10O3/c1-2-3-4-9-6(8)5-7/h5H,2-4H2,1H3","Butyl glyoxylate;Butyl oxoacetate;Butyl glyoxalate;Glyoxylic acid, butyl ester;butyl 2-oxoacetate"
5268,DIEKBNO3,CCC(=O)CCON(=O)=O,"InChI=1S/C5H9NO4/c1-2-5(7)3-4-10-6(8)9/h2-4H2,1H3",
5269,IPCATEC1O,Oc1cccc(C(C)C)c1[O],"InChI=1S/C9H11O2/c1-6(2)7-4-3-5-8(10)9(7)11/h3-6,10H,1-2H3",
5270,C713OOH,OOC(C)(CC(=O)C)C(=O)C,"InChI=1S/C7H12O4/c1-5(8)4-7(3,11-10)6(2)9/h10H,4H2,1-3H3",
5271,C79O2,[O]OCC(C)(O)C(=O)CC(=O)C,"InChI=1S/C7H11O5/c1-5(8)3-6(9)7(2,10)4-12-11/h10H,3-4H2,1-2H3",
5272,C534O,CC(C(=O)OO)(C(C=O)O)[O],"InChI=1S/C5H7O6/c1-5(9,3(7)2-6)4(8)11-10/h2-3,7,10H,1H3",
5273,PHCOMEOH,OCC(=O)c1ccccc1,"InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,9H,6H2",2-Hydroxyacetophenone;Benzoylcarbinol;Glycolophenone;Phenacyl alcohol;alpha-Hydroxyacetophenone
5274,HMGLYOOA,[O-]/[O+]=C(\CO)/C=O,"InChI=1S/C3H4O4/c4-1-3(2-5)7-6/h1,5H,2H2",
5275,BZFUOOH,OOC1C(O)COC1=O,"InChI=1S/C4H6O5/c5-2-1-8-4(6)3(2)9-7/h2-3,5,7H,1H2",
5276,PR2OHMONO3,COC(ON(=O)=O)C(C)O,"InChI=1S/C4H9NO5/c1-3(6)4(9-2)10-5(7)8/h3-4,6H,1-2H3",
5277,CH2OHCOCL,OCC(=O)Cl,"InChI=1S/C2H3ClO2/c3-2(5)1-4/h4H,1H2",
5278,C925O2,OCC(CC(=O)C(=O)C)C(C)(CO)O[O],"InChI=1S/C9H15O6/c1-6(12)8(13)3-7(4-10)9(2,5-11)15-14/h7,10-11H,3-5H2,1-2H3",
5279,C129OOH,O=CCC(OO)C(=O)C1CC(C)(C)C1CC=O,"InChI=1S/C12H18O5/c1-12(2)7-8(9(12)3-5-13)11(15)10(17-16)4-6-14/h5-6,8-10,16H,3-4,7H2,1-2H3",
5280,ETHOHNO3,OCCON(=O)=O,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2","1,2-Ethanediol, mononitrate;2-Hydroxyethyl nitrate;16051-48-2;Ethyleneglycol mononitrate;Ethylene glycol mononitrate"
5281,BCKAOOH,OOC1(C)CCC2C(CC2(C)C)C(=O)CCC1O,"InChI=1S/C14H24O4/c1-13(2)8-9-10(13)6-7-14(3,18-17)12(16)5-4-11(9)15/h9-10,12,16-17H,4-8H2,1-3H3",
5282,C730NO3,OCCC(C=O)C(C)(CO)O[N+](=O)[O-],"InChI=1S/C7H13NO6/c1-7(5-11,14-8(12)13)6(4-10)2-3-9/h4,6,9,11H,2-3,5H2,1H3",
5283,C929CO,OCC(C)(C)C(=O)C(=O)CC(=O)C,"InChI=1S/C9H14O4/c1-6(11)4-7(12)8(13)9(2,3)5-10/h10H,4-5H2,1-3H3",
5284,C93CO,CCCC(O)C(=O)CC(=O)CC,"InChI=1S/C9H16O3/c1-3-5-8(11)9(12)6-7(10)4-2/h8,11H,3-6H2,1-2H3",
5285,BCSOZO2,OCC1(O[O])CCC2OOC(C)(CCC3C1CC3(C)C)O2,"InChI=1S/C15H25O6/c1-13(2)8-11-10(13)4-6-14(3)18-12(19-21-14)5-7-15(11,9-16)20-17/h10-12,16H,4-9H2,1-3H3",
5286,MXNCATECO2,[O]OC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2O)O,"InChI=1S/C8H10NO9/c1-6-3(9(13)14)4(10)8(12,16-15)7(2,5(6)11)18-17-6/h5,10-12H,1-2H3",
5287,IPEAOH,CCC(C)CO,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",2-METHYL-1-BUTANOL;sec-Butylcarbinol;Active amyl alcohol;2-Methylbutanol;2-Methylbutan-1-ol
5288,CO234C65O2,CC(O[O])C(=O)C(=O)C(=O)C,"InChI=1S/C6H7O5/c1-3(7)5(8)6(9)4(2)11-10/h4H,1-2H3",
5289,PBZQO,O=C1C=CC(=O)C(O)C1[O],"InChI=1S/C6H5O4/c7-3-1-2-4(8)6(10)5(3)9/h1-2,5-6,9H",
5290,C3MNO3CHO,O=CC(ON(=O)=O)C(C)C,"InChI=1S/C5H9NO4/c1-4(2)5(3-7)10-6(8)9/h3-5H,1-2H3",
5291,CO23C65O,CC([O])CC(=O)C(=O)C,"InChI=1S/C6H9O3/c1-4(7)3-6(9)5(2)8/h4H,3H2,1-2H3",
5292,HEX2ONAO2,CCC(O[O])CC(=O)C,"InChI=1S/C6H11O3/c1-3-6(9-8)4-5(2)7/h6H,3-4H2,1-2H3",
5293,C731PAN,O=CCC(CCC(=O)OO[N+](=O)[O-])C(=O)C,"InChI=1S/C8H11NO7/c1-6(11)7(4-5-10)2-3-8(12)15-16-9(13)14/h5,7H,2-4H2,1H3",
5294,BZEPOXMUC,O=CC=CC1OC1C=O,InChI=1S/C6H6O3/c7-3-1-2-5-6(4-8)9-5/h1-6H,
5295,DMPHCOMOOH,OOCC(=O)c1cc(C)cc(C)c1,"InChI=1S/C10H12O3/c1-7-3-8(2)5-9(4-7)10(11)6-13-12/h3-5,12H,6H2,1-2H3",
5296,EMALANHY,CCC1=CC(=O)OC1=O,"InChI=1S/C6H6O3/c1-2-4-3-5(7)9-6(4)8/h3H,2H2,1H3",
5297,C116OOH,OOCCC(=O)C1CC(C)(C)C1CC=O,"InChI=1S/C11H18O4/c1-11(2)7-8(9(11)3-5-12)10(13)4-6-15-14/h5,8-9,14H,3-4,6-7H2,1-2H3",
5298,IPBENZOLO,CC(C)C12OOC(C2O)C([O])(O)C=C1,"InChI=1S/C9H13O5/c1-5(2)8-3-4-9(11,12)7(6(8)10)13-14-8/h3-7,10-11H,1-2H3",
5299,C6CO34O,CCC(=O)C(=O)C(C)[O],"InChI=1S/C6H9O3/c1-3-5(8)6(9)4(2)7/h4H,3H2,1-2H3",
5300,HO1C6O2,OCCCC(CC)O[O],"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6-7H,2-5H2,1H3",
5301,HO3C4CO3,CCC(O)CC(=O)O[O],"InChI=1S/C5H9O4/c1-2-4(6)3-5(7)9-8/h4,6H,2-3H2,1H3",
5302,HO14CO2C5,OCC(=O)CC(C)O,"InChI=1S/C5H10O3/c1-4(7)2-5(8)3-6/h4,6-7H,2-3H2,1H3",
5303,HO2C43CO2H,CC(O)C(C)C(=O)O,"InChI=1S/C5H10O3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3,(H,7,8)",2-Methyl-3-hydroxybutyric acid;3-hydroxy-2-methylbutanoic acid;2-Methyl-3-hydroxybutyrate;3-hydroxy-2-methylbutyric acid;alpha-Methyl-beta-hydroxybutyrate
5304,CO3H4PAN,CCC(=O)C(O)C(=O)OON(=O)=O,"InChI=1S/C5H7NO7/c1-2-3(7)4(8)5(9)12-13-6(10)11/h4,8H,2H2,1H3",
5305,EIPKBOOH,CC(COO)C(=O)CC,"InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3",
5306,NLIMALO2,O=CCC(CCC(=O)C)C(C)(O[O])CO[N+](=O)[O-],"InChI=1S/C10H16NO7/c1-8(13)3-4-9(5-6-12)10(2,18-16)7-17-11(14)15/h6,9H,3-5,7H2,1-2H3",
5307,CHCL2CO2H,ClC(Cl)C(=O)O,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)","DICHLOROACETIC ACID;Dichloracetic acid;2,2-Dichloroacetic acid;Acetic acid, dichloro-;Dichloroethanoic acid"
5308,HO8C9CO3,CCCCCCCC(O)CC(=O)O[O],"InChI=1S/C10H19O4/c1-2-3-4-5-6-7-9(11)8-10(12)14-13/h9,11H,2-8H2,1H3",
5309,COO2C3CHO,COC(=O)CC=O,"InChI=1S/C4H6O3/c1-7-4(6)2-3-5/h3H,2H2,1H3",
5310,C98NO3,OCC(CC(=O)C(=O)C)C(C)(C)ON(=O)=O,"InChI=1S/C9H15NO6/c1-6(12)8(13)4-7(5-11)9(2,3)16-10(14)15/h7,11H,4-5H2,1-3H3",
5311,M2HEXAO,CC(C)CCC(C)[O],"InChI=1S/C7H15O/c1-6(2)4-5-7(3)8/h6-7H,4-5H2,1-3H3",
5312,C115OOH,CCCCCC(=O)C(=O)C(OO)C(=O)CC,"InChI=1S/C11H18O5/c1-3-5-6-7-9(13)10(14)11(16-15)8(12)4-2/h11,15H,3-7H2,1-2H3",
5313,EMPHGLYOX,O=CC(=O)c1cc(CC)cc(C)c1,"InChI=1S/C11H12O2/c1-3-9-4-8(2)5-10(6-9)11(13)7-12/h4-7H,3H2,1-2H3",
5314,PBENZO2,CCCc1ccccc1O[O],"InChI=1S/C9H11O2/c1-2-5-8-6-3-4-7-9(8)11-10/h3-4,6-7H,2,5H2,1H3",
5315,C1011PAN,CC(=O)CCC1C(CC1(C)C)C(=O)OO[N+](=O)[O-],"InChI=1S/C11H17NO6/c1-7(13)4-5-9-8(6-11(9,2)3)10(14)17-18-12(15)16/h8-9H,4-6H2,1-3H3",
5316,C133O2,OCCC(=O)C(=O)CC(C)(C)C(O[O])CCC(=O)C,"InChI=1S/C13H21O6/c1-9(15)4-5-12(19-18)13(2,3)8-11(17)10(16)6-7-14/h12,14H,4-8H2,1-3H3",
5317,EMALNHY2OH,CCC1(O)C(=O)OC(=O)C1O,"InChI=1S/C6H8O5/c1-2-6(10)3(7)4(8)11-5(6)9/h3,7,10H,2H2,1H3",
5318,CH2BRO,[O]CBr,InChI=1S/CH2BrO/c2-1-3/h1H2,
5319,C42CO3,OCC(C)C(O)C(=O)O[O],"InChI=1S/C5H9O5/c1-3(2-6)4(7)5(8)10-9/h3-4,6-7H,2H2,1H3",
5320,BZBIPERO,[O]C1C=CC2OOC1C2O,"InChI=1S/C6H7O4/c7-3-1-2-4-5(8)6(3)10-9-4/h1-6,8H",
5321,HNBIACET,OCC(=O)C(=O)CON(=O)=O,"InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h6H,1-2H2",
5322,IPBFUO,CC(C)C1OC(=O)C([O])C1O,"InChI=1S/C7H11O4/c1-3(2)6-4(8)5(9)7(10)11-6/h3-6,8H,1-2H3",
5323,C522CO3H,OOC(=O)C(=C)CCC=O,"InChI=1S/C6H8O4/c1-5(3-2-4-7)6(8)10-9/h4,9H,1-3H2",
5324,C7DCCO2H,CCCC(=O)C=CC(=O)O,"InChI=1S/C7H10O3/c1-2-3-6(8)4-5-7(9)10/h4-5H,2-3H2,1H3,(H,9,10)",
