,name,smiles,inchi,synonyms
1667,OCTOOH,CCCCCC(CC)OO,"InChI=1S/C8H18O2/c1-3-5-6-7-8(4-2)10-9/h8-9H,3-7H2,1-2H3",
1668,C6DIALO,O=CCCC([O])CC=O,"InChI=1S/C6H9O3/c7-4-1-2-6(9)3-5-8/h4-6H,1-3H2",
1669,MACRNOOA,[O-][O+]=CC(C)(CO)ON(=O)=O,"InChI=1S/C4H7NO6/c1-4(2-6,3-10-9)11-5(7)8/h3,6H,2H2,1H3",
1670,MCOOTBOOH,OOCC(C)(C)OC(=O)C,"InChI=1S/C6H12O4/c1-5(7)10-6(2,3)4-9-8/h8H,4H2,1-3H3",
1671,LIMAOH,CC(=C)C1CCC(C)(O)C(O)C1,"InChI=1S/C10H18O2/c1-7(2)8-4-5-10(3,12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3",
1672,CCL3CH2O2,[O]OCC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl3O2/c3-2(4,5)1-7-6/h1H2",
1673,EBZPOXMUC,CCC(=O)C=CC1OC1C=O,"InChI=1S/C8H10O3/c1-2-6(10)3-4-7-8(5-9)11-7/h3-5,7-8H,2H2,1H3",
1674,TM123OBPOH,O=C1C=CC2(C)OOC1(C)C2(C)O,"InChI=1S/C9H12O4/c1-7-5-4-6(10)8(2,13-12-7)9(7,3)11/h4-5,11H,1-3H3",
1675,MIBKAOHBO,CC(O)(CC(=O)C)C[O],"InChI=1S/C6H11O3/c1-5(8)3-6(2,9)4-7/h9H,3-4H2,1-2H3",
1676,CO3C4CHO,CCC(=O)CC=O,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h4H,2-3H2,1H3","3-oxopentanal;Pentanal, 3-oxo-;AC1L1Z0U;623-38-1"
1677,C52OH,OCCC(C)CO,"InChI=1S/C5H12O2/c1-5(4-7)2-3-6/h5-7H,2-4H2,1H3","Amylene glycol;2-Methylbutane-1,4-diol;2-Methyl-1,4-butanediol;1,4-BUTANEDIOL, 2-METHYL-"
1678,DIETETHER,CCOCC,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",ether;DIETHYL ETHER;Ethyl ether;Ethoxyethane
1679,C43NO3PAN,CCC(C)(ON(=O)=O)C(=O)OON(=O)=O,"InChI=1S/C5H8N2O8/c1-3-5(2,14-6(9)10)4(8)13-15-7(11)12/h3H2,1-2H3",
1680,NOPINCOH,O=C1CCC2(O)CC1C2(C)C,"InChI=1S/C9H14O2/c1-8(2)6-5-9(8,11)4-3-7(6)10/h6,11H,3-5H2,1-2H3",
1681,C829O2,OCCC(=O)C(=O)CC(C)(C)O[O],"InChI=1S/C8H13O5/c1-8(2,13-12)5-7(11)6(10)3-4-9/h9H,3-5H2,1-2H3",
1682,BUT2OLOOH,OOC(C)C(C)O,"InChI=1S/C4H10O3/c1-3(5)4(2)7-6/h3-6H,1-2H3",
1683,C74O,CC(=O)CC(=O)C(=O)C(C)[O],"InChI=1S/C7H9O4/c1-4(8)3-6(10)7(11)5(2)9/h5H,3H2,1-2H3",
1684,IPROACETO,CC(=O)OC(C)(C)[O],"InChI=1S/C5H9O3/c1-4(6)8-5(2,3)7/h1-3H3",
1685,NOPINCO2,[O]OC12CCC(=O)C(C1)C2(C)C,"InChI=1S/C9H13O3/c1-8(2)6-5-9(8,12-11)4-3-7(6)10/h6H,3-5H2,1-2H3",
1686,C829OH,OCCC(=O)C(=O)CC(C)(C)O,"InChI=1S/C8H14O4/c1-8(2,12)5-7(11)6(10)3-4-9/h9,12H,3-5H2,1-2H3",
1687,C42MNO3OOH,OOC(C)(C)C(C)(C)ON(=O)=O,"InChI=1S/C6H13NO5/c1-5(2,11-7(8)9)6(3,4)12-10/h10H,1-4H3",
1688,C52O2,[O]OCCC(C)CO,"InChI=1S/C5H11O3/c1-5(4-6)2-3-8-7/h5-6H,2-4H2,1H3",
1689,C722O2,O=CCC(C(=O)O)C(C)(C)O[O],"InChI=1S/C7H11O5/c1-7(2,12-11)5(3-4-8)6(9)10/h4-5H,3H2,1-2H3,(H,9,10)",
1690,HC4ACO2H,OCC(=CC(=O)O)C,"InChI=1S/C5H8O3/c1-4(3-6)2-5(7)8/h2,6H,3H2,1H3,(H,7,8)",
1691,DICLETO2H,OOC(Cl)CCl,"InChI=1S/C2H4Cl2O2/c3-1-2(4)6-5/h2,5H,1H2","1,2-Dichloroethyl hydroperoxide;AC1LBV71;1,2-dichloro-1-hydroperoxyethane;AKOS006384972;90584-32-0"
1692,C55O,[O]CC(=O)C(C)(C)O,"InChI=1S/C5H9O3/c1-5(2,8)4(7)3-6/h8H,3H2,1-2H3",
1693,C7CDCCO2H,CC(=CC(=O)O)C(=O)CC,"InChI=1S/C7H10O3/c1-3-6(8)5(2)4-7(9)10/h4H,3H2,1-2H3,(H,9,10)",
1694,C818O,OCC(CC([O])C(=O)C)C(=O)C,"InChI=1S/C8H13O4/c1-5(10)7(4-9)3-8(12)6(2)11/h7-9H,3-4H2,1-2H3",
1695,DNOXYOLO,O=N(=O)C1=C(C)C2(C)OOC(N(=O)=O)(C2O)C1([O])O,"InChI=1S/C8H9N2O9/c1-3-4(9(14)15)8(12,13)7(10(16)17)5(11)6(3,2)18-19-7/h5,11-12H,1-2H3",
1696,H2M2C65O2,[O]OC(C)CCC(C)(C)O,"InChI=1S/C7H15O3/c1-6(10-9)4-5-7(2,3)8/h6,8H,4-5H2,1-3H3",
1697,CO2C3CO3H,CC(=O)CC(=O)OO,"InChI=1S/C4H6O4/c1-3(5)2-4(6)8-7/h7H,2H2,1H3",
1698,DMKCOOH,CC(=O)C(=O)C(O)C(=O)C,"InChI=1S/C6H8O4/c1-3(7)5(9)6(10)4(2)8/h5,9H,1-2H3",
1699,NC12H26,CCCCCCCCCCCC,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",DODECANE;n-Dodecane;Dihexyl;112-40-3;Adakane 12
1700,M33C4NO3,CCC(C)(C)CON(=O)=O,"InChI=1S/C6H13NO3/c1-4-6(2,3)5-10-7(8)9/h4-5H2,1-3H3",
1701,C65OH4OOH,CCCC(OO)C(C)O,"InChI=1S/C6H14O3/c1-3-4-6(9-8)5(2)7/h5-8H,3-4H2,1-2H3",
1702,C4OH2CO3,[O]OC(=O)C(O)C(C)(C)O,"InChI=1S/C5H9O5/c1-5(2,8)3(6)4(7)10-9/h3,6,8H,1-2H3",
1703,ACETC2H4O2,CC(=O)OCCO[O],"InChI=1S/C4H7O4/c1-4(5)7-2-3-8-6/h2-3H2,1H3",
1704,IPEBOOH,OOC(C)C(C)C,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3",
1705,M2PEDO,CCCC(C)(C)[O],"InChI=1S/C6H13O/c1-4-5-6(2,3)7/h4-5H2,1-3H3",
1706,HOCH2CO3H,OCC(=O)OO,"InChI=1S/C2H4O4/c3-1-2(4)6-5/h3,5H,1H2",
1707,C6EO2OHPAN,CCC(=CC(=O)C(O)C(=O)C)C(=O)OON(=O)=O,"InChI=1S/C9H11NO8/c1-3-6(9(14)17-18-10(15)16)4-7(12)8(13)5(2)11/h4,8,13H,3H2,1-2H3",
1708,PR2O2HNO3,OOC(C)CON(=O)=O,"InChI=1S/C3H7NO5/c1-3(9-7)2-8-4(5)6/h3,7H,2H2,1H3",
1709,TLEMUCCO3H,CC(=O)C=CC1OC1C(=O)OO,"InChI=1S/C7H8O5/c1-4(8)2-3-5-6(11-5)7(9)12-10/h2-3,5-6,10H,1H3",
1710,SBUACCOOH,OOC(C)(OC(=O)C)C(=O)C,"InChI=1S/C6H10O5/c1-4(7)6(3,11-9)10-5(2)8/h9H,1-3H3",
1711,ME3BUOLO2,OCC(O[O])C(C)C,"InChI=1S/C5H11O3/c1-4(2)5(3-6)8-7/h4-6H,3H2,1-2H3",
1712,C526NO3,OCC(C(O[N+](=O)[O-])(C=O)C)OO,"InChI=1S/C5H9NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h3-4,7,11H,2H2,1H3",
1713,C6COCHOO,[O]CCCC(=O)CC=O,"InChI=1S/C6H9O3/c7-4-1-2-6(9)3-5-8/h5H,1-4H2",
1714,CH3COCH2O,CC(=O)C[O],"InChI=1S/C3H5O2/c1-3(5)2-4/h2H2,1H3",
1715,M3BU3ECO3,CC(=C)CC(=O)O[O],"InChI=1S/C5H7O3/c1-4(2)3-5(6)8-7/h1,3H2,2H3",
1716,MXYQOH,O=C1C=C(C)C(=O)C(C)(O)C1O,"InChI=1S/C8H10O4/c1-4-3-5(9)7(11)8(2,12)6(4)10/h3,7,11-12H,1-2H3",
1717,HEX2ONBO2,CC(CCC(=O)C)O[O],"InChI=1S/C6H11O3/c1-5(7)3-4-6(2)9-8/h6H,3-4H2,1-2H3",
1718,C6H5CH2O,[O]Cc1ccccc1,"InChI=1S/C7H7O/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",
1719,LMKAO,CC(=O)C1CCC(C)([O])C(O)C1,"InChI=1S/C9H15O3/c1-6(10)7-3-4-9(2,12)8(11)5-7/h7-8,11H,3-5H2,1-2H3",
1720,C87CO3H,OOC(=O)CC(=O)C(C=O)C(C)(C)C=O,"InChI=1S/C9H12O6/c1-9(2,5-11)6(4-10)7(12)3-8(13)15-14/h4-6,14H,3H2,1-2H3",
1721,C84OH,CCC(=O)CC(O)C(=O)CC,"InChI=1S/C8H14O3/c1-3-6(9)5-8(11)7(10)4-2/h8,11H,3-5H2,1-2H3",
1722,HO4C5CO3H,CCCC(O)CC(=O)OO,"InChI=1S/C6H12O4/c1-2-3-5(7)4-6(8)10-9/h5,7,9H,2-4H2,1H3",
1723,MXYQO2,[O]OC1(C)C(O)C(=O)C=C(C)C1=O,"InChI=1S/C8H9O5/c1-4-3-5(9)7(11)8(2,13-12)6(4)10/h3,7,11H,1-2H3",
1724,MTBEAALNO3,O=COC(C)(C)CON(=O)=O,"InChI=1S/C5H9NO5/c1-5(2,10-4-7)3-11-6(8)9/h4H,3H2,1-2H3",
1725,PHCOME,CC(=O)c1ccccc1,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3","ACETOPHENONE;1-Phenylethanone;Acetylbenzene;Methyl phenyl ketone;Ethanone, 1-phenyl-"
1726,PMALNHY2OH,CCCC1(O)C(O)C(=O)OC1=O,"InChI=1S/C7H10O5/c1-2-3-7(11)4(8)5(9)12-6(7)10/h4,8,11H,2-3H2,1H3",
1727,C732NO3,OC(=O)CCC(CO[N+](=O)[O-])C(=O)C,"InChI=1S/C7H11NO6/c1-5(9)6(2-3-7(10)11)4-14-8(12)13/h6H,2-4H2,1H3,(H,10,11)",
1728,C1011OH,CC(=O)CCC1C(O)CC1(C)C,"InChI=1S/C10H18O2/c1-7(11)4-5-8-9(12)6-10(8,2)3/h8-9,12H,4-6H2,1-3H3",
1729,HO2C4CO3,[O]OC(=O)CCC(C)O,"InChI=1S/C5H9O4/c1-4(6)2-3-5(7)9-8/h4,6H,2-3H2,1H3",
1730,NOXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O,"InChI=1S/C8H10NO8/c1-4-3-8(10,16-13)6-5(14-9(11)12)7(4,2)17-15-6/h3,5-6,10H,1-2H3",
1731,C6DCARBBO2,CCC(=O)C=CC(=O)O[O],"InChI=1S/C6H7O4/c1-2-5(7)3-4-6(8)10-9/h3-4H,2H2,1H3",
1732,METLBPROOH,OOC1C=CC2(C)OOC1(CC)C2O,"InChI=1S/C9H14O5/c1-3-9-6(12-11)4-5-8(2,7(9)10)13-14-9/h4-7,10-11H,3H2,1-2H3",
1733,MPRKAO,CCC([O])C(=O)C,"InChI=1S/C5H9O2/c1-3-5(7)4(2)6/h5H,3H2,1-2H3",
1734,ETBEBO,CC([O])OC(C)(C)C,"InChI=1S/C6H13O2/c1-5(7)8-6(2,3)4/h5H,1-4H3",
1735,C536OOH,OOCC(C(C=O)(OO)C)OO,"InChI=1S/C5H10O7/c1-5(3-6,12-9)4(11-8)2-10-7/h3-4,7-9H,2H2,1H3",
1736,HO1CO24C5,CC(=O)CC(=O)CO,"InChI=1S/C5H8O3/c1-4(7)2-5(8)3-6/h6H,2-3H2,1H3",AG-G-22526
1737,HO1CO24C6,CCC(=O)CC(=O)CO,"InChI=1S/C6H10O3/c1-2-5(8)3-6(9)4-7/h7H,2-4H2,1H3",
1738,EIPEO,CCOC(C)(C)[O],"InChI=1S/C5H11O2/c1-4-7-5(2,3)6/h4H2,1-3H3",
1739,PETOH,CCc1ccc(C)cc1O,"InChI=1S/C9H12O/c1-3-8-5-4-7(2)6-9(8)10/h4-6,10H,3H2,1-2H3","m-CRESOL, 6-ETHYL-;6-Ethyl-m-cresol;BRN 2042212;Phenol, 2-ethyl-5-methyl-;EINECS 216-875-9"
1740,C5O5OHCO3H,CCCC(=O)C(O)C(=O)OO,"InChI=1S/C6H10O5/c1-2-3-4(7)5(8)6(9)11-10/h5,8,10H,2-3H2,1H3",
1741,H3M3C5CO2H,CC(O)(CCC(=O)O)CC,"InChI=1S/C7H14O3/c1-3-7(2,10)5-4-6(8)9/h10H,3-5H2,1-2H3,(H,8,9)",
1742,C527O,O=CC(C(OO)(CO)C)[O],"InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h2,4,7,9H,3H2,1H3",
1743,NOXYOLOH,O=N(=O)OC1C2OOC1(C)C(=CC2(O)O)C,"InChI=1S/C8H11NO7/c1-4-3-8(10,11)6-5(14-9(12)13)7(4,2)16-15-6/h3,5-6,10-11H,1-2H3",
1744,C1011O2,[O]OC1CC(C)(C)C1CCC(=O)C,"InChI=1S/C10H17O3/c1-7(11)4-5-8-9(13-12)6-10(8,2)3/h8-9H,4-6H2,1-3H3",
1745,HC4CCO3H,OCC=C(C)C(=O)OO,"InChI=1S/C5H8O4/c1-4(2-3-6)5(7)9-8/h2,6,8H,3H2,1H3",
1746,EIPKBNO3,CCC(=O)C(C)CON(=O)=O,"InChI=1S/C6H11NO4/c1-3-6(8)5(2)4-11-7(9)10/h5H,3-4H2,1-2H3",
1747,C5DICARB,O=CC=CC(=O)C,"InChI=1S/C5H6O2/c1-5(7)3-2-4-6/h2-4H,1H3",
1748,M23C4,CC(C)C(C)C,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3","2,3-DIMETHYLBUTANE;Diisopropyl;Biisopropyl;Butane, 2,3-dimethyl-;79-29-8"
1749,INB2O,[O]CC(O)C(C)(CO)ON(=O)=O,"InChI=1S/C5H10NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,8-9H,2-3H2,1H3",
1750,PXYLOH,OCc1ccc(C)cc1,"InChI=1S/C8H10O/c1-7-2-4-8(6-9)5-3-7/h2-5,9H,6H2,1H3",4-Methylbenzyl alcohol;p-Tolylcarbinol;4-Tolylcarbinol;P-METHYLBENZYL ALCOHOL
1751,C3EDIALO2,CCC(O[O])(C=O)C=O,"InChI=1S/C5H7O4/c1-2-5(3-6,4-7)9-8/h3-4H,2H2,1H3",
1752,PXYLOL,Cc1ccc(C)c(O)c1,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3","2,5-DIMETHYLPHENOL;p-Xylenol;2,5-Xylenol;95-87-4;Phenol, 2,5-dimethyl-"
1753,BCSOZOOH,OCC1(OO)CCC2OOC(C)(CCC3C1CC3(C)C)O2,"InChI=1S/C15H26O6/c1-13(2)8-11-10(13)4-6-14(3)18-12(19-21-14)5-7-15(11,9-16)20-17/h10-12,16-17H,4-9H2,1-3H3",
1754,NC730O,[O-][N+](=O)OCC(C)([O])C(CCO)C=O,"InChI=1S/C7H12NO6/c1-7(11,5-14-8(12)13)6(4-10)2-3-9/h4,6,9H,2-3,5H2,1H3",
1755,NT124L1O,Cc1cc(N(=O)=O)c(C)c(C)c1[O],"InChI=1S/C9H10NO3/c1-5-4-8(10(12)13)6(2)7(3)9(5)11/h4H,1-3H3",
1756,HMACROOH,OCC(CO)(OO)C=O,"InChI=1S/C4H8O5/c5-1-4(2-6,3-7)9-8/h1,6-8H,2-3H2",
1757,PE2ENEBO2,CCC(O)C(C)O[O],"InChI=1S/C5H11O3/c1-3-5(6)4(2)8-7/h4-6H,3H2,1-2H3",
1758,OXYLNO3,O=N(=O)OCc1ccccc1C,"InChI=1S/C8H9NO3/c1-7-4-2-3-5-8(7)6-12-9(10)11/h2-5H,6H2,1H3",
1759,DM124OHNO2,Cc1cc(O)c(cc1C)N(=O)=O,"InChI=1S/C8H9NO3/c1-5-3-7(9(11)12)8(10)4-6(5)2/h3-4,10H,1-2H3","4,5-dimethyl-2-nitrophenol;NSC408681;AC1L8AOH;STL199566;NSC-408681"
1760,M2PEDNO3,CCCC(C)(C)ON(=O)=O,"InChI=1S/C6H13NO3/c1-4-5-6(2,3)10-7(8)9/h4-5H2,1-3H3",2-methylpentan-2-yl Nitrate;AC1L44VH;133764-33-7
1761,HO4C5CO3,CCCC(O)CC(=O)O[O],"InChI=1S/C6H11O4/c1-2-3-5(7)4-6(8)10-9/h5,7H,2-4H2,1H3",
1762,C531OOH,OOCC(=O)C=COC=O,"InChI=1S/C5H6O5/c6-4-9-2-1-5(7)3-10-8/h1-2,4,8H,3H2",
1763,C3H7CHOOB,[O-][O+]=CCCC,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h4H,2-3H2,1H3",
1764,C3H7CHOOA,[O-][O+]=CCCC,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h4H,2-3H2,1H3",
1765,CO3C5CO3,CCC(=O)CCC(=O)O[O],"InChI=1S/C6H9O4/c1-2-5(7)3-4-6(8)10-9/h2-4H2,1H3",
1766,BCSOZ,C=C1CCC2OOC(C)(CCC3C1CC3(C)C)O2,"InChI=1S/C15H24O3/c1-10-5-6-13-16-15(4,18-17-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3",
1767,ACEBUTBONE,CCC(=O)COC(=O)C,"InChI=1S/C6H10O3/c1-3-6(8)4-9-5(2)7/h3-4H2,1-2H3","2-Oxobutyl acetate;1-Acetoxy-2-butanone;1-Hydroxy-2-butanone acetate;2-BUTANONE, 1-HYDROXY-, ACETATE"
1768,C7MCO3OHO2,O=CC(=O)C(O)C(O[O])C(=O)C(C)C,"InChI=1S/C8H11O6/c1-4(2)6(11)8(14-13)7(12)5(10)3-9/h3-4,7-8,12H,1-2H3",
1769,C3EDIALOH,CCC(O)(C=O)C=O,"InChI=1S/C5H8O3/c1-2-5(8,3-6)4-7/h3-4,8H,2H2,1H3",
1770,PXYLO2,[O]OCc1ccc(C)cc1,"InChI=1S/C8H9O2/c1-7-2-4-8(5-3-7)6-10-9/h2-5H,6H2,1H3",
1771,CO245C7,CCC(=O)C(=O)CC(=O)C,"InChI=1S/C7H10O3/c1-3-6(9)7(10)4-5(2)8/h3-4H2,1-2H3",
1772,PTLQCO,O=C1C(=CC(=O)C(=O)C1O)C,"InChI=1S/C7H6O4/c1-3-2-4(8)6(10)7(11)5(3)9/h2,7,11H,1H3",
1773,BOXPOLBNO3,CCCCOC(ON(=O)=O)C(C)O,"InChI=1S/C7H15NO5/c1-3-4-5-12-7(6(2)9)13-8(10)11/h6-7,9H,3-5H2,1-2H3",
1774,CO2H3CO3,CC(=O)C(O)C(=O)O[O],"InChI=1S/C4H5O5/c1-2(5)3(6)4(7)9-8/h3,6H,1H3",
1775,NPBNZOLO,CCCC12OOC(C2ON(=O)=O)C(O)([O])C=C1,"InChI=1S/C9H12NO7/c1-2-3-8-4-5-9(11,12)7(16-17-8)6(8)15-10(13)14/h4-7,11H,2-3H2,1H3",
1776,CHOC4O,[O]CCCCC=O,"InChI=1S/C5H9O2/c6-4-2-1-3-5-7/h4H,1-3,5H2",
1777,MTBKOH,OCC(C)(C)C(=O)C,"InChI=1S/C6H12O2/c1-5(8)6(2,3)4-7/h7H,4H2,1-3H3","4-hydroxy-3,3-dimethyl-butan-2-one"
1778,NBUTDBNO3,O=N(=O)OCC=CCON(=O)=O,"InChI=1S/C4H6N2O6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-2H,3-4H2",
1779,PNCATECO,CCCC12OOC(C(=C(O)C2(O)[O])N(=O)=O)C1O,"InChI=1S/C9H12NO8/c1-2-3-8-7(12)5(17-18-8)4(10(15)16)6(11)9(8,13)14/h5,7,11-13H,2-3H2,1H3",
1780,PNCATECH,CCCc1ccc(N(=O)=O)c(O)c1O,"InChI=1S/C9H11NO4/c1-2-3-6-4-5-7(10(13)14)9(12)8(6)11/h4-5,11-12H,2-3H2,1H3",
1781,C4MCONO3OH,O=N(=O)OCC(=O)C(C)(C)O,"InChI=1S/C5H9NO5/c1-5(2,8)4(7)3-11-6(9)10/h8H,3H2,1-2H3",
1782,C1013OH,COC(=O)CCC1C(O)CC1(C)C,"InChI=1S/C10H18O3/c1-10(2)6-8(11)7(10)4-5-9(12)13-3/h7-8,11H,4-6H2,1-3H3",
1783,C5H11CHO,CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",HEXANAL;Caproaldehyde;Hexaldehyde;Caproic aldehyde;Capronaldehyde
1784,C7DICARB,CCCC(=O)C=CC=O,"InChI=1S/C7H10O2/c1-2-4-7(9)5-3-6-8/h3,5-6H,2,4H2,1H3",
1785,C5DBECO3,[O]OC(=O)C=C(CC)C(=O)C(=O)C,"InChI=1S/C8H9O5/c1-3-6(4-7(10)13-12)8(11)5(2)9/h4H,3H2,1-2H3",
1786,C108OOH,O=CCC(CC(=O)C(=O)C)C(C)(C)OO,"InChI=1S/C10H16O5/c1-7(12)9(13)6-8(4-5-11)10(2,3)15-14/h5,8,14H,4,6H2,1-3H3",
1787,NMXYOL1OOH,OOc1c(C)cc(C)cc1N(=O)=O,"InChI=1S/C8H9NO4/c1-5-3-6(2)8(13-12)7(4-5)9(10)11/h3-4,12H,1-2H3",
1788,CLGLYOX,ClC(=O)C(=O)Cl,InChI=1S/C2Cl2O2/c3-1(5)2(4)6,Oxalyl chloride;Ethanedioyl dichloride;Oxalyl dichloride;Oxaloyl chloride;Oxalic dichloride
1789,TMB2FUOH,CC1OC(=O)C(C)(O)C1(C)O,"InChI=1S/C7H12O4/c1-4-6(2,9)7(3,10)5(8)11-4/h4,9-10H,1-3H3",
1790,PRONEMOOOH,COC(OO)C(=O)C,"InChI=1S/C4H8O4/c1-3(5)4(7-2)8-6/h4,6H,1-2H3",
1791,DIBRETO2H,OOC(Br)CBr,"InChI=1S/C2H4Br2O2/c3-1-2(4)6-5/h2,5H,1H2",
1792,TM123O2,[O]Oc1ccc(C)c(C)c1C,"InChI=1S/C9H11O2/c1-6-4-5-9(11-10)8(3)7(6)2/h4-5H,1-3H3",
1793,OETLQONE,CCC1=C(C)C(=O)C=CC1=O,"InChI=1S/C9H10O2/c1-3-7-6(2)8(10)4-5-9(7)11/h4-5H,3H2,1-2H3",
1794,C4MCONO3O2,[O]OC(C)(C)C(=O)CON(=O)=O,"InChI=1S/C5H8NO6/c1-5(2,12-10)4(7)3-11-6(8)9/h3H2,1-2H3",
1795,C4PAN10,OCC(=O)C(O)C(=O)OON(=O)=O,"InChI=1S/C4H5NO8/c6-1-2(7)3(8)4(9)12-13-5(10)11/h3,6,8H,1H2",
1796,CISOPAO2,[O]OC/C=C(\CO)/C,"InChI=1S/C5H9O3/c1-5(4-6)2-3-8-7/h2,6H,3-4H2,1H3/b5-2-",
1797,C62NO33O2,CCCC(O[O])C(C)ON(=O)=O,"InChI=1S/C6H12NO5/c1-3-4-6(12-10)5(2)11-7(8)9/h5-6H,3-4H2,1-2H3",
1798,C524OOH,OCC(=C)C(CO)OO,"InChI=1S/C5H10O4/c1-4(2-6)5(3-7)9-8/h5-8H,1-3H2",
1799,C31CO3H,O=COC=CC(=O)OO,"InChI=1S/C4H4O5/c5-3-8-2-1-4(6)9-7/h1-3,7H",
1800,C4H9CO3,CCCCC(=O)O[O],"InChI=1S/C5H9O3/c1-2-3-4-5(6)8-7/h2-4H2,1H3",
1801,C611O,CC(=O)C(C)([O])C(=O)C,"InChI=1S/C6H9O3/c1-4(7)6(3,9)5(2)8/h1-3H3",
1802,MTBKO2,[O]OCC(C)(C)C(=O)C,"InChI=1S/C6H11O3/c1-5(7)6(2,3)4-9-8/h4H2,1-3H3",
1803,C7236CO,CC(=O)C=CC(=O)C(=O)C,"InChI=1S/C7H8O3/c1-5(8)3-4-7(10)6(2)9/h3-4H,1-2H3",
1804,SBUACONEO2,[O]OC(C)(OC(=O)C)C(=O)C,"InChI=1S/C6H9O5/c1-4(7)6(3,11-9)10-5(2)8/h1-3H3",
1805,HCC7CO,O=C1CC=C(C)C(O)C1,"InChI=1S/C7H10O2/c1-5-2-3-6(8)4-7(5)9/h2,7,9H,3-4H2,1H3",
1806,PRONEMOX,COCC(=O)C,"InChI=1S/C4H8O2/c1-4(5)3-6-2/h3H2,1-2H3","Methoxyacetone;Methoxy-2-propanone;1-Methoxyacetone;2-PROPANONE, 1-METHOXY-;methoxyaceton"
1807,C2H5MECOO,[O-][O+]=C(C)CC,"InChI=1S/C4H8O2/c1-3-4(2)6-5/h3H2,1-2H3",
1808,C61CO3H,CCCC(=O)C(=O)C(O)C(=O)OO,"InChI=1S/C7H10O6/c1-2-3-4(8)5(9)6(10)7(11)13-12/h6,10,12H,2-3H2,1H3",
1809,C23O3ECO3H,OOC(=O)C(CC)OC(=O)C(=O)C,"InChI=1S/C7H10O6/c1-3-5(7(10)13-11)12-6(9)4(2)8/h5,11H,3H2,1-2H3",
1810,TMBNO3,O=N(=O)OCc1cc(C)cc(C)c1,"InChI=1S/C9H11NO3/c1-7-3-8(2)5-9(4-7)6-13-10(11)12/h3-5H,6H2,1-2H3","3,5-dimethylbenzyl nitrate;15285-43-5;AC1L4Q3Y;AC1Q21X8"
1811,PEBQO2,[O]OCC(=O)C=C(C(=O)CO)CC,"InChI=1S/C8H11O5/c1-2-6(8(11)4-9)3-7(10)5-13-12/h3,9H,2,4-5H2,1H3",
1812,BCCNO3,OCC1(CC\C=C(\C)/CCC2C1CC2(C)C)O[N+](=O)[O-],"InChI=1S/C15H25NO4/c1-11-5-4-8-15(10-17,20-16(18)19)13-9-14(2,3)12(13)7-6-11/h5,12-13,17H,4,6-10H2,1-3H3/b11-5-",
1813,NPETOL1O,CCc1ccc(C)c(N(=O)=O)c1[O],"InChI=1S/C9H10NO3/c1-3-7-5-4-6(2)8(9(7)11)10(12)13/h4-5H,3H2,1-2H3",
1814,C77OOH,OOC(CC(=O)C)C(C)(C)O,"InChI=1S/C7H14O4/c1-5(8)4-6(11-10)7(2,3)9/h6,9-10H,4H2,1-3H3",
1815,NC101O,O=N(=O)OC1(C)C(=O)CC2([O])CC1C2(C)C,"InChI=1S/C10H14NO5/c1-8(2)6-4-10(8,13)5-7(12)9(6,3)16-11(14)15/h6H,4-5H2,1-3H3",
1816,C96O,[O]CC1CC(C(=O)C)C1(C)C,"InChI=1S/C9H15O2/c1-6(11)8-4-7(5-10)9(8,2)3/h7-8H,4-5H2,1-3H3",
1817,HO3C5CO2H,CCC(O)CCC(=O)O,"InChI=1S/C6H12O3/c1-2-5(7)3-4-6(8)9/h5,7H,2-4H2,1H3,(H,8,9)",4-Hydroxyhexanoic acid;13532-38-2;4-Hydroxycaproate;4-Hydroxyhexanoicacid;4-Hydroxycaproic acid
1818,C4OH2CO3H,OOC(=O)C(O)C(C)(C)O,"InChI=1S/C5H10O5/c1-5(2,8)3(6)4(7)10-9/h3,6,8-9H,1-2H3",
1819,PPRBQONE,CCCC1=CC(=O)C=CC1=O,"InChI=1S/C9H10O2/c1-2-3-7-6-8(10)4-5-9(7)11/h4-6H,2-3H2,1H3",
