0,2.943687499999999e-11
1,3.062991071428569e-11
2,2.99425e-11
3,2.816499999999998e-11
4,2.946598214285714e-11
5,3.063892857142857e-11
6,3.222223214285715e-11
7,3.6172410714285695e-11
8,3.569008928571429e-11
9,3.1071071428571413e-11
10,2.8237857142857147e-11
11,2.374017857142858e-11
12,2.2243392857142854e-11
13,2.1799285714285713e-11
14,2.312215517241379e-11
15,2.2823017241379315e-11
16,2.3394568965517225e-11
17,2.3221637931034495e-11
18,2.4535086206896583e-11
19,2.5999051724137934e-11
20,2.7509230769230787e-11
21,2.9207499999999993e-11
22,3.066879310344824e-11
23,3.1064434782608684e-11
