0,5.086343065408075e-10
1,5.188006030944173e-10
2,5.114746333484651e-10
3,5.616677973535984e-10
4,6.327518437743565e-10
5,6.569763283579705e-10
6,6.712011246136303e-10
7,6.468956289289227e-10
8,6.010138340551933e-10
9,5.13185408035258e-10
10,4.688209601232534e-10
11,4.1207128854491973e-10
12,3.583503857176776e-10
13,3.094005103883211e-10
14,3.0159603111171644e-10
15,2.9272079427248883e-10
16,3.110460320288973e-10
17,3.326972981636752e-10
18,3.6972625585968973e-10
19,4.1893670289048513e-10
20,4.705910068765189e-10
21,5.288972532564776e-10
22,5.087620980849347e-10
23,4.92117249462366e-10
