0,143715.61152941178
1,221903.92493975902
2,260490.78444444446
3,171391.90510240968
4,103845.68237500003
5,46362.991691358024
6,296684.77897260274
7,443185.2838157894
8,556275.3987678571
9,868498.0196629212
10,1032816.1648863639
11,1198563.370860215
12,1301399.3913978494
13,1426421.594527174
14,1408657.6595238098
15,1132587.8129032264
16,1162229.4027717395
17,869424.8931789475
18,401036.40114130435
19,208420.56931818184
20,136091.71472527477
21,42738.61043258427
22,73409.30384146342
23,6226.678031645573
