0,5.7075396825396826e-11
1,5.264558232931727e-11
2,5.169007936507938e-11
3,4.789186507936508e-11
4,4.321566265060242e-11
5,3.905238095238094e-11
6,3.786425702811244e-11
7,4.232559523809524e-11
8,5.2435140562249016e-11
9,7.407590361445783e-11
10,1.1008462962962962e-10
11,1.6511545138888884e-10
12,2.537976950354611e-10
13,3.224886597938145e-10
14,3.4177116666666685e-10
15,3.168443262411349e-10
16,2.6677105263157883e-10
17,2.2038164794007494e-10
18,1.6431436781609194e-10
19,1.2136705426356596e-10
20,9.822817460317463e-11
21,8.283968253968253e-11
22,7.363497942386832e-11
23,6.500562499999998e-11
