0,3.7053211536263497e-10
1,3.624004818745771e-10
2,3.4173343353843024e-10
3,3.606901760905652e-10
4,4.1870743517097755e-10
5,4.4261075073914757e-10
6,4.4041910141113154e-10
7,4.344413030283199e-10
8,4.150959930773522e-10
9,4.016221290076563e-10
10,3.7532779912586904e-10
11,3.383117978352058e-10
12,2.924056202516792e-10
13,2.6057063287607134e-10
14,2.446863819857402e-10
15,2.4365200543373274e-10
16,2.3759936640168965e-10
17,2.619123360498627e-10
18,2.7254285942593825e-10
19,2.950533511220982e-10
20,3.1369208656469217e-10
21,3.3605972453038965e-10
22,3.132843914715076e-10
23,3.090649544474777e-10
