0,6.518535714285717e-11
1,6.926741071428571e-11
2,5.956633928571427e-11
3,5.241383928571429e-11
4,6.0964375e-11
5,6.02832142857143e-11
6,9.00010714285714e-11
7,1.180566964285714e-10
8,1.2544678571428565e-10
9,1.3456919642857149e-10
10,1.5122669642857144e-10
11,1.3760071428571421e-10
12,1.4303464285714277e-10
13,1.3963999999999987e-10
14,1.4247715517241373e-10
15,1.4486836206896563e-10
16,1.2921939655172413e-10
17,1.281993965517241e-10
18,1.0814620689655172e-10
19,1.0355362068965517e-10
20,9.120675213675215e-11
21,8.650241379310347e-11
22,6.76015517241379e-11
23,7.011034782608694e-11
