0,3.3535446428571416e-11
1,2.6949821428571453e-11
2,2.4187499999999994e-11
3,2.0926018518518523e-11
4,1.8509999999999996e-11
5,1.8195137614678895e-11
6,2.149794642857143e-11
7,2.5938532110091735e-11
8,2.9141775700934575e-11
9,2.88975925925926e-11
10,3.7767321428571446e-11
11,3.821375000000003e-11
12,3.910372727272731e-11
13,4.5167090909090904e-11
14,4.957491379310346e-11
15,4.895905172413791e-11
16,5.277749999999998e-11
17,5.772637931034487e-11
18,5.059226086956526e-11
19,4.7640555555555586e-11
20,4.5454954128440385e-11
21,4.30960185185185e-11
22,4.437517857142857e-11
23,4.3840089285714265e-11
