name,PAN,Carb. Acid,Ester,Ether,Per. Acid,Hydroperoxide,Nitrate,Aldehyde,Ketone,Alcohol,Criegee,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,Aromatic rings,Carbons,HydroCarbon,Atoms,nogroups
NDNOXYOLO2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,23,0
C62NO33O,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,11,0
C109O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,10,0,13,0
PHC3O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,10,0
C6CO2OHPAN,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,7,0,16,0
MACRNBCO3H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,11,0
EMPOHNO2O2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,9,0,18,0
PHCOETO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,0,12,0
NPHEN1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,11,0
C811NO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0
C2H5CHO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0
INDHCO3H,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,5,0,14,0
CH2OHCL2O2H,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0
C2CL3OHBO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,8,0
HIEB2O2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,0,11,0
NC728O,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,7,0,14,0
TM124MUCOH,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,9,0,14,0
MTCTEC1OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,12,0
C137OH,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,16,0
C137O2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,17,0
TM124MUCO2,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,9,0,15,0
TM124MUCO3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,14,0
C3MDIALOOH,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,8,0
MXYLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,9,0
CO2MC5OH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,8,0
C45OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0
DDECO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,13,0
C6CO3HO4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,8,0
CH3COCCLO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,6,0
C151NO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,15,0,23,0
C73O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,0,12,0
C816CO3H,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,9,0,13,0
C8CO2DBCO3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,13,0
ETOMEOOH,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,6,0
PRCOOMOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9,0
C816PAN,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,16,0
NPBFUOOH,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,7,0,15,0
C732O,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,11,0
PTCTEC1OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,12,0
NDNPHENOOH,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,6,0,21,0
TL4OHNO2O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,15,0
C517CO2H,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,10,0
PXYMUCCO3H,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,13,0
MECOFORMO2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,8,0
NOETOL1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,14,0
HO2C54NO3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,10,0
MACRNCO3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,4,0,12,0
NPXYOL1O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,13,0
C62O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,11,0
IC4H9O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0
BZEMUCNO3,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,6,0,14,0
PXYBIPERO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,12,0
C3H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0
ACEETOHO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,9,0
OXYBPER2OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,12,0
HO7C8OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,11,0
C118CO,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,11,0,16,0
C3H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0
BCKOOA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,18,0
BCKOOB,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,14,0,18,0
C6135COOOH,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,6,0,11,0
NPRACCOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0
MEBFUONE,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,9,0
C124O,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,12,0,15,0
BOXCOEOLO,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,7,0,11,0
HO1C4O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0
MPRKNO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,10,0
NBUTOLANO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,9,0
OETLMUCOOH,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,9,0,15,0
HO5C5CO3H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,10,0
ETHFORMOOH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
EBENZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,9,0
MOXYCOCHO,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,0,6,0
TM135MUO3H,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,9,0,14,0
C714O,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,0,10,0
NLIMO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,16,0
ACCOC3H6O,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,10,0
IECCO3H,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,10,0
C817CO,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8,0,11,0
CCLCONO3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,8,0
C56O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,9,0
H2C3OCOH,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,7,0
M3HEXBOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,8,0
M3HEXBO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,9,0
METLMUCO3H,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,14,0
ACOMCOMOOH,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,6,0,12,0
CHOC3COO2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,8,0
TM124BCHO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,10,0
HO3C96O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,12,0
HO3C3CO3H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,8,0
C56OH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0
DETLOBPROH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,15,0
M2PROPAL2O,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,6,0
NC4EDCO2H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,12,0
MBOACO,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,8,0
C6CYTONO,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,6,0,10,0
BOXCOCHOO2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,11,0
C142O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,14,0,17,0
MXYQO,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,0,12,0
MIBKAOHAO2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,0,10,0
HMVKBCO2H,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,9,0
PXYLPAN,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,14,0
C51NO32OOH,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,11,0
DIET35TOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,11,0
HC4CO3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0
C86O2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,0,12,0
MBOBCO,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,8,0
C8CO2OHPAN,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,9,0,18,0
CHOC2PAN,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,11,0
PBZBPERNO3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9,0,16,0
DM35EBOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,11,0
C53OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,8,0
HCOCOHCO3H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,8,0
BOXPOLAOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,11,0
NBUTDBO2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,10,0
NIPRBQOOH,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,9,0,17,0
C5CO2DCO3H,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,11,0
CISOPCO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,8,0
HO34CO6C8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,0,11,0
OXYMUCCO,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,8,0,13,0
NTMB2FUOOH,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0,15,0
DNOETOLO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,21,0
M3CO5C6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,8,0
C9PAN1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,16,0
NC4CO2H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0
C9PAN2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,16,0
MXCATEC1O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,0,10,0
C6OH5OOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0
PNNCATECO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9,0,21,0
OXYEPOXMUC,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,8,0,11,0
DNPBNZLO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,20,0
BOXCOCOMO2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,0,12,0
CYC613DION,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,8,0
TM123MUCO2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,9,0,15,0
HOCO3C5OOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,9,0
C4CODIAL,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,7,0
IC3H7NO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,7,0
NDNMXYLOOH,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,8,0,23,0
INCNCO3H,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,5,0,17,0
C7MCO3OHO,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,8,0,13,0
T123CTCOOA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,14,0
TM123MUCOH,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,9,0,14,0
C5NO3O4OOH,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5,0,12,0
BCSOZO,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,0,20,0
H2C3OCOOH,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,0,8,0
HEX3ONCO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,8,0
C615O,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,9,0
CO356C10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,13,0
CO356C11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,14,0
CO356C12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,15,0
TDICLETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
MC6OTRIKET,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,11,0
CHOMOHPAN,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,0,12,0
CLCOCCL2O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,8,0
EGLYOOD,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,7,0
BCALCOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,19,0
C6NO3CO5O,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,0,12,0
METLMUCO2H,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,13,0
BCALBO2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,15,0,19,0
HOCO3C4OOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,0,8,0
C92O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,9,0,12,0
MVKOHAOH,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,8,0
C7CO2OCO3H,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,8,0,14,0
C4M2ALOHNO3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,12,0
C732PAN,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,8,0,17,0
CO2C4GLYOX,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,0,9,0
DIEK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,6,0
BCALBOH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,0,18,0
ETBECOOH,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,9,0
BCALBOC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,18,0
TM135BP2OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,13,0
MXYOHNO2O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,16,0
INANCO3,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,5,0,17,0
C106OH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,10,0,14,0
C813O2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,0,14,0
HPC52CO3H,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,13,0
MXYMUCCO,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,8,0,13,0
CO25C73O,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,0,10,0
HM2C43CO3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,10,0
C126CO3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,17,0
EIPK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,7,0
MACR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0
PRCATC1OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,12,0
MACRNCO3H,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,12,0
CCL3CH2OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,7,0
NC2OOA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,8,0
IBUTOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0
NBUACETBO,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,6,0,9,0
BCOOA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,18,0
BCOOB,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,18,0
C106O2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,10,0,15,0
CO3C4NO3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,9,0
CH3CHCLOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0
C617OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,10,0
CLCOCLMEO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,8,0
HO1MC5OOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0
HO13C4O,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,7,0
MO2EOLBO2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,7,0
IPROPOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0
C715CO2O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,0,10,0
MET1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,11,0
M2BUOL2O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0
MEKAOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,7,0
C1010NO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,0,16,0
NOPINANO3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,14,0
HONO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,7,0
C1012NO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,0,16,0
HO3C76O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,9,0
HOEMPHNO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,13,0
DNCRESOOH,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,19,0
APINBOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,13,0
C133OOH,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,13,0,19,0
OETLMUCNO3,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,9,0,17,0
C42CO3H,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,10,0
C2OHOCOOH,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,8,0
TMBPAN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,15,0
C58NO3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,5,0,12,0
BCALOOH,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,15,0,20,0
BUT2CO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0
BCALOOA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,18,0
C1010O2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,14,0
C126PAN,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,20,0
C810OOH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,12,0
C622OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,8,0
C527OOH,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,5,0,11,0
CONM2CO3H,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,12,0
NC4H9CHOOA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,7,0
C3COCCO3H,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,10,0
HOCH2CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0
C1010OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,13,0
HO24C5O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,9,0
C1H4C5CO2H,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,10,0
ETHACETO2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,8,0
IEPOXC,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0
IEPOXB,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,8,0
IEPOXA,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0
APINCOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,13,0
IPRACOOH,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,5,0,9,0
CO2N3CO3,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,4,0,12,0
C713OH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,10,0
C512OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,8,0
C7M15CO2O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,11,0
IPRACBPAN,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,5,0,13,0
MACO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0
C122O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12,0,15,0
NC91CO3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,10,0,17,0
M2PEBO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,0
CO123C5CHO,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,10,0
C730O,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,11,0
HO2C4CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,8,0
TMB1FUOOH,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,6,0,11,0
IPRCHOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0
C512CO2H,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,10,0
CH2OHCL2O2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0
CO23C54O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,8,0
HM2C43NO3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,10,0
INB1NACHO,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,0,15,0
M33C4O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,0
ETHACETOH,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,7,0
PRCOOETOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0
ISOPANO3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,10,0
PBZQO2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,6,0,11,0
BOXPROLAO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,10,0
EPXDLPAN,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,12,0
C921O,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,9,0,13,0
PBNZOHNO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,13,0
C23O3MCOOH,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,10,0
C923PAN,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,17,0
C64OH5O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,8,0
C88CO2H,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,0,13,0
CCL3CO3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,8,0
C6OTRIKET,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,6,0,10,0
C928CO3,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,10,0,15,0
HO3C86O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,10,0
HM33C3CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0
HO1C6O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,8,0
NOXYOL1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,13,0
NPTLQO2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,7,0,15,0
NC4H9CHOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,7,0
NDEMPHOLO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,19,0
OXYBIPERO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,13,0
NPXYOLOOH,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,0,17,0
PHCOOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,0,9,0
C112OOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,0,15,0
C5NO3COAO2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,12,0
THEX2ENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0
C6DCARBBO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,9,0
H1C23C4PAN,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,14,0
NBUACBNO3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,6,0,12,0
IBUTALOH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,6,0
IPBZMUCPAN,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,9,0,17,0
CH3CO3H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0
PBZQOH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,6,0,10,0
INANO3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,15,0
C610OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,9,0
M23C43O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,0
DMEBMUCO3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10,0,15,0
DMEBMUCO2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,10,0,16,0
APINBOO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,13,0
