Description: Optional,Do not write time more than once. ,,
,,,
Index,Species,Constrain,methane
ii,TIME,-0,432000
ii,TEMP,0,298
ii,LAT,0,52.1
ii,LON,0,0
ii,JDAY,0,173.5
ii,H2O,0,0.02
ii,ALBEDO,0,0
ii,PRESS,0,1013
ii,NOx,1,1
ii,DEPOS,1,0
ii,FEMISS,1,0
ii,H2,0,0.0000005
1,NO,0,0.00000001
2,NO2,0,0
3,O3,0,0.00000004
4,CH4,0,0.00000002
5,OH,0,1e-6
6,SPINUP,0,432000
7,NC6H14,0,5.20855994859e-10
8,NC7H16,0,1.71224938337e-10
9,NC8H18,0,4.07550775832e-11
10,NO2,0,2.01422666667e-08
11,TBUT2ENE,0,1.61950691078e-10
12,TOLUENE,0,1.78502435518e-09
13,TPENT2ENE,0,1.38270720296e-10
14,BENZENE,0,5.25889442853e-10
15,BUT1ENE,0,1.72731640455e-10
16,C2H2,0,1.10423503154e-09
17,C2H6,0,3.48533624047e-09
18,C3H6,0,2.9666623118e-10
19,C3H8,0,5.7676492405e-09
20,C4H6,0,1.94891758363e-10
21,C5H8,0,3.99171118469e-10
22,CBUT2ENE,0,1.33275896092e-10
23,CH3CHO,0,8.63972796953e-10
24,CH3COCH3,0,4.11214139014e-09
25,CH3OH,0,1.98591586705e-08
26,CHEX,0,3.51605888761e-10
27,CO,0,5.252825e-07
28,CPENT2ENE,0,1.11014843386e-10
29,IC4H10,0,9.24719483754e-10
30,IC5H12,0,2.44807996881e-09
31,M2PE,0,1.02481119868e-09
32,MEPROPENE,0,2.19913961863e-10
33,NC4H10,0,2.70388512291e-09
34,NC5H12,0,9.83123445298e-10
