,source,target,flux
0,C51NO324CO,C5CO24O,[14.31181247 -inf]
1,CO3C4NO3OH,HO2CO3C4O,[16.50976332 -inf]
2,HO124C5,C51OH,[18.07863332 18.06737999]
3,C51O2,C51OH,[18.79171914 20.14871706]
4,INB1HPCO3,INB1HPCO2H,[14.15029072 15.66505768]
5,APINCO2,APINCOH,[15.78700904 17.01646276]
6,BPINCO2,BPINCOH,[16.09242978 17.92150361]
7,C101OOH,C101O,[17.20887397 -inf]
8,C101O2,C101O,[22.50192462 20.44054515]
9,C111OOH,C111O,[17.31890472 -inf]
10,C111O2,C111O,[22.60645381 20.52522428]
11,C121OOH,C121O,[17.86640173 -inf]
12,C121O2,C121O,[23.14666498 21.04764263]
13,TLFUONOO,C24O3CCO2H,[23.26210783 20.9533978 ]
14,C510O2,C510OH,[16.91130863 21.53180403]
15,C626O2,C511CHO,[10.82295927 11.17241342]
16,C518CHO,C520OOA,[22.7023063 20.37943886]
17,C57O2,C57OH,[17.16132463 16.39463116]
18,C58O2,C58OH,[17.3921454 18.24176124]
19,C6145COOOH,C6145COO,[13.74000954 -inf]
20,C6145COO2,C6145COO,[17.61426413 14.99367261]
21,C619OOH,C619O,[18.18616439 -inf]
22,C619O2,C619O,[23.50842999 22.45793356]
23,C622CHO,C628OOA,[22.91562679 21.28084478]
24,C624CHO,C629OOA,[21.78059307 19.31513079]
25,C6CO34HO1,C6CO134,[16.91176808 16.92811925]
26,C6CYTONOOH,C6CYTONO,[16.72371103 -inf]
27,C6CYTONO2,C6CYTONO,[21.45539067 19.69686673]
28,C719O2,C719OH,[17.36655619 18.72307491]
29,C721OOH,C721O,[18.58547253 -inf]
30,C721O2,C721O,[22.07861405 19.65979664]
31,C729CHO,C735OOA,[22.74468755 21.67849226]
32,C812O2,C812OH,[17.19418635 17.72781384]
33,C85OOH,C85O,[19.77457797 -inf]
34,C85O2,C85O,[22.57390243 20.39490608]
35,C88OOH,C88O,[17.77786744 -inf]
36,C88O2,C88O,[23.16795636 20.41598378]
37,NOPINOOA,C8BC,[23.14103478 22.5084276 ]
38,C914OOH,C914O,[18.08410522 -inf]
39,C914O2,C914O,[23.06600614 20.96787262]
40,C917O2,C917OH,[15.98410683 18.75107544]
41,C91OOH,C91O,[17.13635594 -inf]
42,C91O2,C91O,[22.43765591 20.40092418]
43,C920OOH,C920O,[18.11582412 -inf]
44,C920O2,C920O,[23.01558692 20.80813365]
45,C921OOH,C921O,[18.20439553 -inf]
46,C921O2,C921O,[23.01549492 20.70394218]
47,CH3O2,CH3O2NO2,[27.84129427 28.90895079]
48,CHOC4OOH,CHOC4O,[17.8179901 -inf]
49,CHOC4O2,CHOC4O,[22.78061583 20.13342465]
50,CHOC4OHOOH,CHOC4OHO,[19.15051942 -inf]
51,CHOC4OHO2,CHOC4OHO,[24.11236031 20.90684664]
52,BZFUONOO,CO14O3CO2H,[22.39017857 20.44565484]
53,CO2C3OO,CO2C3CO2H,[22.58512075 21.42243335]
54,CO3C75OOH,CO3C75O,[17.83457206 -inf]
55,CO3C75O2,CO3C75O,[23.29187616 21.34332549]
56,CO3C85OOH,CO3C85O,[16.50002863 -inf]
57,CO3C85O2,CO3C85O,[21.80948186 19.82133009]
58,CRESO2,CRESOH,[18.40707245 20.37987406]
59,CY6DIONOOH,CYC6DIONO,[13.61362613 -inf]
60,CYC6DIONO2,CYC6DIONO,[17.61434372 15.07726328]
61,DMEBIPRO2,DMEBPR2OH,[20.85942682 23.08729143]
62,DMEPHOLO2,DMEPHOLOH,[19.58485639 19.40755376]
63,DMMALYO2,DMMALYOH,[17.54153262 16.73254618]
64,EBENZOLO2,EBENZOLOH,[18.55332689 20.51468995]
65,NC4EDCO2,EMALANHY,[23.08524892 21.73988919]
66,EMALANHYO2,EMALNHY2OH,[16.23481131 18.54411978]
67,IBUTOLCO2,IBUTOLOHC,[17.38750945 17.93947297]
68,IEPOXB,IEB1CHO,[20.77352884 19.67673775]
69,IEPOXB,IEB4CHO,[20.77352884 19.67673775]
70,INANCO,INANCOCHO,[18.6895389 16.2207632]
71,IPBENZOLO2,IPBENZOLOH,[18.79330212 20.75027187]
72,NC4IPDCO2,IPMALANHY,[23.3191676 21.95711365]
73,IPMALNHYO2,IPMLNHY2OH,[16.37571172 18.73168563]
74,IPRBQOOH,IPRBQO,[17.77315713 -inf]
75,IPRBQO2,IPRBQO,[23.44899237 19.58403968]
76,ISOPBO2,ISOPBOH,[19.97877856 22.06309481]
77,LIMAL,LIMALOOA,[23.03572841 23.48718096]
78,M2PEDO2,M2PEDOH,[17.27077991 19.45891941]
79,MPAN,MAE,[23.31253649 21.46164095]
80,MALANHYOOH,MALANHYO,[19.92602245 -inf]
81,MALANHYO2,MALANHYO,[25.36471026 23.8530782 ]
82,MC6OTKETO2,MC6OTKETOH,[17.73015814 19.51549957]
83,MEBFUO2,MEBFUOH,[19.50224766 19.33718412]
84,ACCOMEPAN,METACETHO,[21.69975702 19.87200742]
85,METLBIPRO2,METLBPR2OH,[20.24467846 22.42626142]
86,METLQOOH,METLQO,[18.21481069 -inf]
87,METLQO2,METLQO,[23.76644671 19.646518 ]
88,METLQO2,METLQOH,[17.32589432 16.92347609]
89,METOLO2,METOLOH,[19.38470305 21.09963347]
90,MMALANHYO2,MMALNHY2OH,[19.07064054 21.27380465]
91,MXYFUO2,MXYFUOH,[19.99935893 19.84675794]
92,MXYOLO2,MXYOLOH,[19.61050537 21.31807085]
93,MXYQOOH,MXYQO,[18.43176446 -inf]
94,MXYQO2,MXYQO,[23.99385476 19.86778141]
95,MXYQO2,MXYQOH,[17.55330237 17.1447395 ]
96,NC101OOH,NC101O,[18.17790757 -inf]
97,NC101O2,NC101O,[22.0678432 21.6053616]
98,NC4DCO2H,NC4DCO2,[22.52727838 21.6702422 ]
99,NC4MDCO2H,NC4MDCO2,[24.15640086 22.97740751]
100,NC4PDCO2H,NC4PDCO2,[23.24335577 21.88136562]
101,NC72OOH,NC72O,[15.60948411 -inf]
102,NC72O2,NC72O,[20.50439431 18.31929805]
103,NOPINCO2,NOPINCOH,[16.03778942 18.90666576]
104,NOPINDOOH,NOPINDO,[19.29743037 -inf]
105,NOPINDO2,NOPINDO,[23.8072121 23.0208836]
106,OETLBIPRO2,OETLBPR2OH,[19.31859259 21.50882674]
107,OETLQOOH,OETLQO,[18.0909499 -inf]
108,OETLQO2,OETLQO,[23.79195023 19.92454542]
109,OETOLO2,OETOLOH,[18.93052803 20.9081537 ]
110,OXYBIPERO2,OXYBPER2OH,[18.269345 20.46480188]
111,OXYFUO2,OXYFUOH,[17.00485434 17.01640729]
112,OXYOLO2,OXYOLOH,[17.88110782 19.86482395]
113,OXYQOOH,OXYQO,[17.33792932 -inf]
114,OXYQO2,OXYQO,[23.03235587 19.86779962]
115,C5HPALD2,PACLOOA,[22.4713555 22.62317687]
116,PBENZOLO2,PBENZOLOH,[18.71760732 20.67430734]
117,PBZQOOH,PBZQO,[16.22058028 -inf]
118,PBZQO2,PBZQO,[21.9318371 16.09198879]
119,PEBQOOH,PEBQO,[17.51788708 -inf]
120,PEBQO2,PEBQO,[23.20910374 19.35216397]
121,PETLBIPRO2,PETLBPR2OH,[19.4001232 21.59027951]
122,PETLQOOH,PETLQO,[17.95107234 -inf]
123,PETLQO2,PETLQO,[23.51241151 19.68170345]
124,PETLQO2,PETLQOH,[17.07185912 16.95866154]
125,PETOLO2,PETOLOH,[18.82595959 20.80877813]
126,C5HPALD1,PGAOOB,[20.93321496 21.77702819]
127,PHENO2,PHENOH,[17.91687422 17.46812664]
128,PHIC3O2,PHIC3OH,[17.07100246 19.64064412]
129,NC4PDCO2,PMALANHY,[23.24335569 21.88136562]
130,PMALANHYO2,PMALNHY2OH,[16.29988718 18.65591042]
131,C5PACALD1,PPACLOOA,[20.41913399 21.38685663]
132,C5PACALD2,PPGAOOB,[21.04346259 21.39000305]
133,PPRBQOOH,PPRBQO,[17.70328562 -inf]
134,PPRBQO2,PPRBQO,[23.37323669 19.50807026]
135,PTLQOOH,PTLQO,[17.34930454 -inf]
136,PTLQO2,PTLQO,[23.05382883 19.21351338]
137,PXYFUO2,PXYFUOH,[19.22958239 18.99997001]
138,TLFUO2,TLFUOH,[19.63265846 19.72111766]
139,TM123OLO2,TM123OLOH,[18.6001827 20.59466437]
140,TM124BPRO2,TM124BP2OH,[19.81075331 22.02489422]
141,TM124OLO2,TM124OLOH,[19.07643078 20.65388928]
142,TM124QOOH,TM124QO,[18.02693937 -inf]
143,TM124QO2,TM124QO,[23.62215043 19.37378268]
144,TM124QO2,TM124QOH,[17.18159804 16.65074077]
145,TM135OLO2,TM135OLOH,[19.6745723 19.49948598]
146,TMB1FUO2,TMB1FUOH,[19.03783042 19.09083335]
147,TMB2FUO2,TMB2FUOH,[18.4837937 18.37534624]
148,C626OOH,C626O,[18.9482261 -inf]
149,C626NO3,C626O,[20.71356657 -inf]
150,C626O2,C626O,[23.79440711 21.74702378]
151,C729OOH,C729O,[18.67627832 -inf]
152,C729NO3,C729O,[20.51446601 -inf]
153,C729O2,C729O,[23.66123362 21.20252166]
154,C731OOH,C731O,[17.26720241 -inf]
155,C731NO3,C731O,[19.78327555 -inf]
156,C731O2,C731O,[22.57605349 19.43441493]
157,C732OOH,C732O,[17.74182991 -inf]
158,C732NO3,C732O,[20.4676174 -inf]
159,C732O2,C732O,[23.04733093 19.93157868]
160,C811OOH,C811O,[18.52041931 -inf]
161,C811NO3,C811O,[21.04094016 -inf]
162,C811O2,C811O,[23.63375237 20.55878005]
163,C812OH,C812O,[16.97026494 16.54223698]
164,C812OOH,C812O,[18.49785002 -inf]
165,C812O2,C812O,[23.63473874 20.45085575]
166,C817OOH,C817O,[19.67436035 -inf]
167,C817NO3,C817O,[22.42092626 -inf]
168,C817O2,C817O,[24.2969617 22.77213851]
169,C822OOH,C822O,[17.74227198 -inf]
170,C822NO3,C822O,[20.14597579 -inf]
171,C822O2,C822O,[23.11400734 21.02919163]
172,C823OOH,C823O,[18.26027584 -inf]
173,C823NO3,C823O,[20.76679734 -inf]
174,C823O2,C823O,[23.57505352 20.99621158]
175,C8BCOOH,C8BCO,[18.90821881 -inf]
176,C8BCNO3,C8BCO,[20.89826342 -inf]
177,C8BCO2,C8BCO,[23.62249871 21.95446085]
178,C923OOH,C923O,[18.85203426 -inf]
179,C923NO3,C923O,[21.31372349 -inf]
180,C923O2,C923O,[24.14204788 22.50402202]
181,C9DCOOH,C9DCO,[17.69913529 -inf]
182,C9DCNO3,C9DCO,[20.35159625 -inf]
183,C9DCO2,C9DCO,[23.06514015 21.08668765]
184,CO1C6OOH,CO1C6O,[19.85904453 -inf]
185,CO1C6NO3,CO1C6O,[22.31433776 -inf]
186,CO1C6O2,CO1C6O,[24.63804582 23.01239536]
187,MPRKNO3,CO2C54O,[20.96133679 -inf]
188,MPRKBOOH,CO2C54O,[17.70168239 -inf]
189,CO2C54O2,CO2C54O,[23.34265746 20.95094833]
190,DDECOOH,DDECO,[19.50649565 -inf]
191,DDECNO3,DDECO,[22.3078911 -inf]
192,DDECO2,DDECO,[24.43042412 22.94444209]
193,DECOOH,DECO,[19.08933365 -inf]
194,DECNO3,DECO,[21.87340694 -inf]
195,DECO2,DECO,[24.01705032 22.52689114]
196,DIEKBNO3,DIEKBO,[20.76083757 -inf]
197,DIEKBOOH,DIEKBO,[18.30709364 -inf]
198,DIEKBO2,DIEKBO,[23.58728977 20.76056266]
199,DMMALYOH,DMMALYO,[15.96942999 15.39663778]
200,DMMALYOOH,DMMALYO,[18.6564069 -inf]
201,DMMALYO2,DMMALYO,[23.98208501 19.45558809]
202,EIPKBOOH,EIPKBO,[17.7564081 -inf]
203,EIPKBNO3,EIPKBO,[20.25749508 -inf]
204,EIPKBO2,EIPKBO,[22.85249385 20.73330975]
205,EMALNHY2OH,EMALANHYO,[17.46079043 17.31138278]
206,EMALNHYOOH,EMALANHYO,[17.80653454 -inf]
207,EMALANHYO2,EMALANHYO,[22.6753637 21.26716169]
208,HEPTOOH,HEPTO,[20.49881189 -inf]
209,HEPTNO3,HEPTO,[23.13236014 -inf]
210,HEPTO2,HEPTO,[25.51662569 24.00842672]
211,HEX2ONANO3,HEX2ONAO,[19.25690486 -inf]
212,HEX2ONAOOH,HEX2ONAO,[16.08843791 -inf]
213,HEX2ONAO2,HEX2ONAO,[21.47414019 19.53087501]
214,HEX3ONANO3,HEX3ONAO,[20.30814013 -inf]
215,HEX3ONAOOH,HEX3ONAO,[16.8820741 -inf]
216,HEX3ONAO2,HEX3ONAO,[22.45079829 20.35221139]
217,HEX3ONDNO3,HEX3ONDO,[19.14394715 -inf]
218,HEX3ONDOOH,HEX3ONDO,[16.55242837 -inf]
219,HEX3ONDO2,HEX3ONDO,[21.7463057 19.63549419]
220,HEXANO3,HEXAO,[20.67188872 -inf]
221,HEXAOOH,HEXAO,[18.6066341 -inf]
222,HEXAO2,HEXAO,[23.75164229 21.83220594]
223,HEXBNO3,HEXBO,[21.56197757 -inf]
224,HEXBOOH,HEXBO,[19.05078459 -inf]
225,HEXBO2,HEXBO,[24.10665911 22.59416013]
226,HO3C5NO3,HO3C5O,[19.89353168 -inf]
227,HO3C5OOH,HO3C5O,[17.83136951 -inf]
228,HO3C5O2,HO3C5O,[23.23670975 20.43523369]
229,IPMLNHY2OH,IPMALANHYO,[17.58560466 17.49726921]
230,IPMLNHYOOH,IPMALANHYO,[17.96399652 -inf]
231,IPMALNHYO2,IPMALANHYO,[22.81626411 21.45472754]
232,ISOPAOOH,ISOPAO,[18.82303274 -inf]
233,ISOPANO3,ISOPAO,[21.04681772 -inf]
234,ISOPAO2,ISOPAO,[23.97924977 22.29216496]
235,M2PEANO3,M2PEAO,[20.98064901 -inf]
236,M2PEAOOH,M2PEAO,[18.96660798 -inf]
237,M2PEAO2,M2PEAO,[23.95794522 22.42541111]
238,MMALNHY2OH,MMALANHYO,[20.14448167 20.04625066]
239,MMALNHYOOH,MMALANHYO,[20.50173747 -inf]
240,MMALANHYO2,MMALANHYO,[25.51119293 23.99684656]
241,NONOOH,NONO,[19.17753149 -inf]
242,NONNO3,NONO,[21.94197586 -inf]
243,NONO2,NONO,[24.11945307 22.62367876]
244,NOPINBOOH,NOPINBO,[19.05461815 -inf]
245,NOPINBNO3,NOPINBO,[21.07179345 -inf]
246,NOPINBO2,NOPINBO,[23.72655492 22.88757827]
247,OCTOOH,OCTO,[18.84359899 -inf]
248,OCTNO3,OCTO,[21.56930951 -inf]
249,OCTO2,OCTO,[23.8163139 22.31478784]
250,PEANO3,PEAO,[20.74462382 -inf]
251,PEAOOH,PEAO,[18.91387896 -inf]
252,PEAO2,PEAO,[23.92634297 22.33655177]
253,PMALNHY2OH,PMALANHYO,[17.50977907 17.42149363]
254,PMALNHYOOH,PMALANHYO,[17.8881715 -inf]
255,PMALANHYO2,PMALANHYO,[22.74043957 21.37895233]
256,UDECOOH,UDECO,[19.07061219 -inf]
257,UDECNO3,UDECO,[21.86553958 -inf]
258,UDECO2,UDECO,[23.99397176 22.50656107]
259,C23O3CCO3,C23O3CCO2H,[20.64903772 21.99055041]
260,C23O3ECO3,C23O3ECO2H,[21.01648543 22.26648453]
261,C23O3EO2,C23O3EOH,[19.91714089 21.28982256]
262,C23O3MCO3,C23O3MCO2H,[21.48004408 22.80347693]
263,C23O3MO2,C23O3MOH,[20.39104483 21.83331876]
264,A2PANOO,C2OHOCO2H,[14.41708473 17.30871671]
265,C517CO3,C517CO2H,[19.83131658 20.91070372]
266,C517O2,C517OH,[18.86880568 20.09380648]
267,C518CO3,C518CO2H,[18.87435184 19.36058903]
268,C519CO3,C519CO2H,[18.38014208 19.5212604 ]
269,C524O2,C524OH,[18.56031942 20.40011583]
270,C54O2,C54OH,[18.88433237 19.80618627]
271,C56O2,C56OH,[13.44350016 16.71665249]
272,C619O2,C619OH,[17.87247852 20.52590693]
273,C622CO3,C622CO2H,[19.55393384 20.21289682]
274,C622O2,C622OH,[18.57908054 19.3972807 ]
275,C624CO3,C624CO2H,[17.93416996 18.55576592]
276,C624O2,C624OH,[16.21575757 17.0508582 ]
277,HO5C6O2,C656OH,[17.39593517 17.65114321]
278,C6H13CO3,C6H13CO2H,[19.08276608 19.73710374]
279,C6H5CH2CO3,C6H5C2CO2H,[19.29373945 19.90910666]
280,C6H5C2H4O2,C6H5C2OH,[18.94212413 21.41791345]
281,C6H5CH2O2,C6H5CH2OH,[19.32062921 21.27208057]
282,C6OTKETO2,C6OTKETOH,[16.80026374 18.58272924]
283,C720O2,C720OH,[17.6050469 19.28793808]
284,C731CO3,C731CO2H,[18.87544892 19.24076427]
285,C731O2,C731OH,[17.1740526 17.7141694]
286,C732O2,C732OH,[17.64533004 18.21133314]
287,C733O2,C733OH,[17.94060919 18.23387839]
288,C734O2,C734OH,[18.45162396 19.05694996]
289,C7ADCO2,C7ADCOH,[17.17347785 19.31067323]
290,C7DDCO2,C7DDCOH,[18.26595084 20.30221944]
291,C810O2,C810OH,[16.14533497 17.91302556]
292,C811O2,C811OH,[18.23175147 18.83853452]
293,C813O2,C813OH,[16.05635264 16.48599166]
294,C822CO3,C822CO2H,[19.41328401 20.8297585 ]
295,C822O2,C822OH,[17.71200644 19.30894609]
296,C823O2,C823OH,[18.17305262 19.27596605]
297,C824O2,C824OH,[18.47844307 19.83141218]
298,C825O2,C825OH,[19.12805724 20.39603852]
299,C826O2,C826OH,[17.50096019 18.82883236]
300,C87O2,C87OH,[17.54538842 17.92603769]
301,C88CO3,C88CO2H,[18.67952133 19.47937235]
302,C88O2,C88OH,[17.5320049 18.48395715]
303,C89O2,C89OH,[16.18998147 18.05522708]
304,C89OH,C89O,[17.10617168 17.11391967]
305,C89OOH,C89O,[19.08671327 -inf]
306,C89NO3,C89O,[21.57676551 -inf]
307,C89O2,C89O,[23.72055508 21.87535241]
308,C8BCO2,C8BCOH,[17.50449864 19.53872947]
309,C914O2,C914OH,[17.43005468 19.03584599]
310,C914OH,C914CO,[17.8406975 18.55335134]
311,C914OOH,C914CO,[19.37916009 19.69700009]
312,C914O2,C914CO,[17.43005468 19.03584599]
313,C914O2,C914OOH,[19.6062304 20.44978108]
314,C915O2,C915OH,[18.09703385 20.83661996]
315,C916O2,C916OH,[15.87602582 18.54258219]
316,C918O2,C918OH,[16.3714097 19.14896396]
317,C918OH,C918O,[17.14270684 18.47291815]
318,C918OOH,C918O,[19.06011313 -inf]
319,C918NO3,C918O,[21.18974637 -inf]
320,C918O2,C918O,[23.9287679 22.99081006]
321,C919O2,C919OH,[16.35122854 19.0300162 ]
322,APINENE,APINOOA,[24.30856062 24.10240549]
323,C923O2,C923OH,[18.75635694 20.79730355]
324,C924O2,C924OH,[18.5066347 20.49996941]
325,C96OH,C96O,[19.38783553 -inf]
326,C96NO3,C96O,[22.32465497 -inf]
327,C96OOH,C96O,[20.01989102 -inf]
328,C96O2,C96O,[24.30068813 22.95206831]
329,C97OH,C97O,[18.01429505 17.54491414]
330,C97OOH,C97O,[20.02626062 -inf]
331,C97O2,C97O,[24.30522748 22.88559109]
332,C97O2,C97OH,[16.72696241 19.02661759]
333,C98O2,C98OH,[16.72685455 18.96926012]
334,C9DCO2,C9DCOH,[16.95681963 18.67859629]
335,MEPROPENE,CH3CCH3OOA,[24.54434257 24.33818744]
336,CHOC2CO3,CHOC2CO2H,[19.46404921 19.74492595]
337,CO1C6O2,CO1C6OH,[19.20682193 21.26991693]
338,CO1H63O2,CO1H63OH,[18.45747036 20.44136683]
339,ME3BU3ECHO,CO2C3OOB,[22.95105522 21.38240585]
340,CO2C4CO3,CO2C4CO2H,[19.39885919 20.06572971]
341,HOCOC4DIAL,CO2C4DIAL,[21.34894074 20.01155917]
342,CO2C54CO3,CO2C54CO2H,[18.4728806 19.49125739]
343,CYHEXOLAO2,CYHXDIOLA,[14.06587812 17.59739011]
344,DDECO2,DDECOH,[18.49974 20.66967554]
345,DECO2,DECOH,[18.06888603 20.23962333]
346,DM124O,DM124OHNO2,[24.61391695 21.99899878]
347,DM35EBO2,DM35EBOH,[18.89321822 21.82170262]
348,DMEBMUCO2,DMEBMUOH,[18.96638921 20.67571142]
349,DMPHO,DMPHOHNO2,[24.91228842 22.04714903]
350,EBFUO2,EBFUOH,[19.9260441 19.70321215]
351,EBZBIPERO2,EBZBPER2OH,[19.74020838 21.89511449]
352,HOCH2CH2O2,ETHGLY,[20.71091809 22.87301004]
353,ETOLO2,ETOLOH,[19.16823715 22.01596798]
354,H2M2C4CO3,H2M2C4CO2H,[19.68458923 20.61211449]
355,C2H2,HCOOH,[24.56072688 23.11764509]
356,HMML,HCOOH,[22.15600095 20.45408879]
357,CH2OO,HCOOH,[24.67998495 24.4573104 ]
358,HEPTO2,HEPTOH,[19.4755945 21.65242304]
359,C106O2,C106OH,[16.20428086 19.25961189]
360,HEXAO2,HEXAOH,[18.32041841 20.08972751]
361,C107OH,C107O,[19.17631146 19.37417557]
362,C107OOH,C107O,[19.78171492 -inf]
363,C107O2,C107O,[23.91582989 22.61622766]
364,HEXBO2,HEXBOH,[18.02598926 20.20769279]
365,HEXCO2,HEXCOH,[18.11602869 20.29710161]
366,C524OOH,HIEPOXB,[20.19496386 20.64910854]
367,HMVKBCO3,HMVKBCO2H,[19.70357512 20.70141697]
368,HO24C5O2,HO124C5,[18.17601637 18.94003794]
369,HO13C5O2,HO134C5,[17.58059903 18.38393147]
370,HO13C4O2,HO13C4OH,[18.70507011 18.97852618]
371,HO3C5O2,HO13C5,[17.7934087 18.68346355]
372,HO1MC5O2,HO14MC5,[17.77576671 19.85615054]
373,HO2MC5O2,HO14MC5,[18.93546781 21.00842906]
374,HO2C54O2,HO24C5,[17.36162999 18.26007807]
375,HO2C6O2,HO25C6,[17.92526008 20.02502873]
376,HO3C76O2,HO25C7,[19.33577148 21.43328547]
377,HO2C3CO3,HO2C3CO2H,[18.27562964 18.2990007 ]
378,HO2C43CO3,HO2C43CO2H,[13.24925054 14.62187842]
379,HO2C4CO3,HO2C4CO2H,[19.01867145 19.7942909 ]
380,HO2C54CO3,HO2C54CO2H,[18.87888973 19.79404162]
381,HO2M2C4O2,HO2M2C4OH,[18.760135 19.79519987]
382,HO2M2C5O2,HO2M2C5OH,[19.21108119 21.27119662]
383,HO3C106O2,HO36C10,[17.83750412 19.94072138]
384,HO3C116O2,HO36C11,[17.81453418 19.91830545]
385,HO3C126O2,HO36C12,[18.25102864 20.35445141]
386,HO3C86O2,HO36C8,[17.63611794 19.73504132]
387,HO3C96O2,HO36C9,[17.93967746 20.04030541]
388,HO3C5CO3,HO3C5CO2H,[18.62952617 19.49606442]
389,HOBUT2CO3,HOBUT2CO2H,[19.4557033 20.30075385]
390,HOC2H4CO3,HOC2H4CO2H,[20.05770218 20.51104278]
391,HOC3H6CO3,HOC3H6CO2H,[17.89795767 19.00100414]
392,HO1C3O2,HOC3H6OH,[17.6431398 18.37349087]
393,HO1C4O2,HOC4H8OH,[17.70089389 19.25500222]
394,HMGLOO,HOCH2COCO2H,[21.42800502 20.69233416]
395,HOIPRCO3,HOIPRCO2H,[18.92840123 19.29638025]
396,IPRCO3,IBUTACID,[20.85821318 21.65808838]
397,ISOPAOOH,IEPOXA,[20.86390034 21.29860734]
398,INAO2,INAOH,[17.90935993 18.77967264]
399,INB2OOH,INB2O,[18.18234788 -inf]
400,INB2O2,INB2O,[23.49231023 20.81534922]
401,INCO2,INCOH,[18.01878949 21.59203033]
402,INDO2,INDOH,[18.53142081 19.47725047]
403,IPBFUO2,IPBFUOH,[19.40377718 19.18645413]
404,IPBZBIPRO2,IPBZBPR2OH,[19.98064187 22.13117427]
405,C107O2,C107OH,[17.4752775 19.89318575]
406,IPRBQO2,IPRBQOH,[17.81304091 17.65201306]
407,IPRBQOH,IPRBQCO,[17.62983367 17.29968118]
408,IPRBQOOH,IPRBQCO,[19.82237392 18.58564656]
409,IPRBQO2,IPRBQCO,[17.81304091 17.65201306]
410,C732CO3,KLIMONIC,[18.64776652 19.04409266]
411,C823CO3,LIMONIC,[19.17541082 20.1010975 ]
412,LIMONENE,LIMOOA,[24.68152146 24.47536633]
413,LIMKET,LMKOOA,[23.80784738 20.07205172]
414,M2PEAO2,M2PEAOH,[18.52672134 20.68293267]
415,M2PEBO2,M2PEBOH,[18.349838 20.53130413]
416,M2PECO2,M2PECOH,[18.43789159 20.61935455]
417,M3F,M3FOOA,[22.86047851 18.98831242]
418,MALANHYO2,MALANHY2OH,[19.7287588 21.92105157]
419,BUT2CO3,BUT2CO2H,[18.72934798 19.67828402]
420,C7BDICARB,MEK2OOC,[23.67276297 22.78878285]
421,BUT2OLO2,BUT2OLOH,[20.67670567 22.89188355]
422,MXYBIPERO2,MXYBPER2OH,[20.45365743 22.6277072 ]
423,MXYLCO3,MXYLCO2H,[19.85189723 20.51339177]
424,MXYLO2,MXYLOH,[19.5265173 22.05445804]
425,NBZFUO,NBZFUONE,[23.48933182 23.50403889]
426,NC4EDCO2H,NC4EDCO2,[23.085249 21.73988919]
427,NC4IPDCO2H,NC4IPDCO2,[23.31916768 21.95711365]
428,NC524O2,NC524OH,[17.07463767 17.96198848]
429,NC826O2,NC826OH,[15.64261035 20.24407427]
430,NEBFUO,NEBFUONE,[24.29072281 23.64340604]
431,NIPBFUO,NIPBFUONE,[23.74278777 23.08572348]
432,NONO2,NONOH,[18.15376902 20.32373884]
433,NOPINAO2,NOPINAOH,[18.04773513 20.90898762]
434,C108O2,C108OH,[16.33755982 18.83586588]
435,NOPINBO2,NOPINBOH,[17.6182344 20.4794869]
436,NOPINCOH,NOPINCO,[17.76672852 17.33667067]
437,NOPINCOOH,NOPINCO,[19.42345033 -inf]
438,NOPINCNO3,NOPINCO,[20.81536659 -inf]
439,NOPINCO2,NOPINCO,[23.56152369 22.72128575]
440,NOPINDO2,NOPINDOH,[17.92574072 20.80810766]
441,NOPINDOH,NOPINDCO,[19.77066727 19.5614712 ]
442,NOPINDOOH,NOPINDCO,[20.60225005 21.18215141]
443,NOPINDO2,NOPINDCO,[17.92574072 20.80810766]
444,NOPINDO2,NOPINDOOH,[20.3474291 22.46755541]
445,C721CO3,NORPINIC,[17.5452054 18.69562142]
446,NPBFUO,NPBFUONE,[23.68580061 23.0271296 ]
447,ACRO2,OCCOHCOH,[18.77520462 18.76482704]
448,OCCOHCO2,OCCOHCOH,[18.64495578 20.2767268 ]
449,OCTO2,OCTOH,[17.81824141 19.99105409]
450,BUTDAO2,BUTDAOH,[19.27905523 21.48675954]
451,OETLQO2,OETLQOH,[18.15599877 17.99251879]
452,OETLQOH,OETLQCO,[18.00265122 17.65339579]
453,OETLQOOH,OETLQCO,[20.18800143 18.91909054]
454,OETLQO2,OETLQCO,[18.15599877 17.99251879]
455,OETLQO2,OETLQOOH,[20.33217449 19.40645388]
456,OXYLCO3,OXYLCO2H,[20.45672117 20.94718304]
457,OXYLO2,OXYLOH,[18.20257454 20.935201 ]
458,OXYQO2,OXYQOH,[17.39640441 17.935773 ]
459,OXYQOH,OXYQCO,[17.26529755 17.48380785]
460,OXYQOOH,OXYQCO,[19.42961913 18.7009982 ]
461,OXYQO2,OXYQCO,[17.39640441 17.935773 ]
462,OXYQO2,OXYQOOH,[19.5571833 19.33431126]
463,PBFUO2,PBFUOH,[19.34689418 19.11119722]
464,PBZBIPERO2,PBZBPER2OH,[19.90527643 22.05521353]
465,PBZQO2,PBZQOH,[16.29588564 14.15996217]
466,PBZQOH,PBZQCO,[16.04998179 16.19791557]
467,PBZQOOH,PBZQCO,[18.19534932 17.25089024]
468,PBZQO2,PBZQCO,[16.29588564 14.15996217]
469,PBZQO2,PBZQOOH,[18.40916207 15.51099797]
470,PEAO2,PEAOH,[18.48304193 20.58478163]
471,PEBO2,PEBOH,[18.53831175 20.7259907 ]
