,source,target,flux
5933,TLEMUCCO2H,C615CO2O2,[18.5184651 18.98183969]
5934,TLEMUCCO3H,C615CO2O2,[16.9621501 -inf]
5935,TLEPOXMUC,C615CO2O2,[23.96763577 -inf]
5936,TLEMUCCO3,C615CO2O2,[23.09495655 20.69209693]
5937,NDNPHENOOH,NDNPHENO2,[20.34921483 20.78514363]
5938,DNPHEN,NDNPHENO2,[21.62977142 23.56894948]
5939,PET1OOH,PET1O,[20.59268891 -inf]
5940,PETOH,PET1O,[24.52180771 23.28977715]
5941,PET1O2,PET1O,[23.90985443 22.5161676 ]
5942,MXCTEC1OOH,MXCATEC1O,[18.58260678 -inf]
5943,MXYCATECH,MXCATEC1O,[24.94449257 20.46709574]
5944,MXCATEC1O2,MXCATEC1O,[24.32334126 19.84970094]
5945,C721CO3H,C721CO3,[17.98768732 16.96131051]
5946,C721PAN,C721CO3,[22.12835247 22.15613535]
5947,C721CHO,C721CO3,[22.1686864 20.7244663]
5948,C721O,C722O2,[22.07875353 19.65979664]
5949,C722OOH,C722O2,[18.17502547 18.01210878]
5950,ECO3CO3H,ECO3CO3,[16.57019709 16.41142957]
5951,ECO4,ECO3CO3,[22.51598037 20.39619567]
5952,ECO3PAN,ECO3CO3,[22.44034605 21.70134722]
5953,OTCATECOOA,C5CO14OH,[23.06815353 16.74111195]
5954,OXCATECOOA,C5CO14OH,[22.01536442 15.68322282]
5955,NCRESO,C5CO14OH,[24.0397225 22.86625377]
5956,NMXYOLO,C5CO14OH,[25.10284021 23.82052899]
5957,MXYOLO,C5CO14OH,[25.04118002 23.04824907]
5958,CRESO,C5CO14OH,[23.74083706 22.01313455]
5959,C5CO14O2,C5CO14OH,[21.37738805 21.60984215]
5960,IPBENZOOH,IPBENZO,[20.52329204 -inf]
5961,IPBENZOL,IPBENZO,[24.36505871 23.22560435]
5962,IPBENZO2,IPBENZO,[23.75516284 22.45057027]
5963,CO25C6,CO25C6O2,[22.54221102 20.60084031]
5964,MXY1OOH,MXY1O,[21.08982034 -inf]
5965,MXYLOL,MXY1O,[25.04637187 23.79963643]
5966,MXY1O2,MXY1O,[24.43386502 23.03057657]
5967,CATEC1OOH,CATEC1O,[20.15839659 -inf]
5968,CATECHOL,CATEC1O,[24.18237201 20.10332656]
5969,CATEC1O2,CATEC1O,[23.56167498 19.4913882 ]
5970,HC23C4CO3H,H1C23C4CO3,[16.69374266 16.91699441]
5971,H1C23C4PAN,H1C23C4CO3,[22.34162391 22.22776281]
5972,H1C23C4CHO,H1C23C4CO3,[22.34665022 20.81262134]
5973,INANCHO,INANCO3,[19.66711549 17.22563685]
5974,INANCO3H,INANCO3,[13.88081925 13.30167336]
5975,INANPAN,INANCO3,[19.59378094 19.0058194 ]
5976,PRNO3CO3H,PRNO3CO3,[17.02738245 17.15064464]
5977,PRNO3PAN,PRNO3CO3,[20.50926396 23.26024809]
5978,CHOPRNO3,PRNO3CO3,[20.40673813 22.27440985]
5979,C88CO3H,C88CO3,[18.5505916 17.74034384]
5980,C88PAN,C88CO3,[23.28802552 22.92003856]
5981,C88CHO,C88CO3,[23.27854782 21.85205924]
5982,C42OOH,NMGLYOX,[18.03198122 -inf]
5983,H3NCO2CHO,NMGLYOX,[20.2140341 20.29042683]
5984,C42AOH,NMGLYOX,[22.21974578 20.24062794]
5985,CO23C65OOH,CO23C65O2,[12.65972491 14.94385655]
5986,CO23C6,CO23C65O2,[16.51590432 16.37877366]
5987,C83OOH,C83O2,[14.27911753 15.52211672]
5988,CO346C8,C83O2,[18.82977739 17.59843925]
5989,PTCTEC1OOH,PTCATEC1O,[18.3718856 -inf]
5990,PETCATECH,PTCATEC1O,[24.71578773 20.26369893]
5991,PTCATEC1O2,PTCATEC1O,[24.09463011 19.64888301]
5992,C4NO3CO3H,C4NO3CO3,[14.20262078 14.54329366]
5993,C4NO3PAN,C4NO3CO3,[17.56116394 20.39347609]
5994,C52NO31CO,C4NO3CO3,[17.63896177 19.28671408]
5995,NC4CO3H,NC4CO3,[19.81333128 20.55298964]
5996,C5PAN18,NC4CO3,[23.23926015 25.84798417]
5997,NC4CHO,NC4CO3,[23.31320985 24.90764137]
5998,C61CO3H,C61CO3,[17.73571958 17.49743196]
5999,C61CPAN,C61CO3,[23.1632896 22.47412766]
6000,C61CHO,C61CO3,[23.24015622 21.00864954]
6001,MCATEC1OOH,MCATEC1O,[17.94045578 -inf]
6002,MCATECHOL,MCATEC1O,[24.33371262 19.9674922 ]
6003,MCATEC1O2,MCATEC1O,[23.71254438 19.3561033 ]
6004,MET1OOH,MET1O,[20.88919285 -inf]
6005,METOH,MET1O,[24.851165 23.58519891]
6006,MET1O2,MET1O,[24.23853909 22.81179069]
6007,IPCATC1OOH,IPCATEC1O,[18.38908228 -inf]
6008,IPCATECHOL,IPCATEC1O,[24.74247699 20.43494051]
6009,IPCATEC1O2,IPCATEC1O,[24.12130511 19.82704569]
6010,C88O,C718CO3,[23.16795814 20.41598378]
6011,C88CO,C718CO3,[21.09245154 19.23073813]
6012,C718CO3H,C718CO3,[18.42586284 17.49796568]
6013,C718PAN,C718CO3,[23.01047253 21.74887667]
6014,IBUTOL,IBUTOLCO2,[19.93460434 19.62257833]
6015,IBUTOLCO2H,IBUTOLCO2,[17.86885499 16.87753877]
6016,HOIBUTCHO,IBUTOLCO2,[20.5551052 -inf]
6017,HOIBUTCO3,IBUTOLCO2,[21.44624973 19.32647579]
6018,CO2MC5OH,IBUTOLCO2,[22.83399108 -inf]
6019,INCNCO3H,INCNCO3,[13.8195664 12.94815195]
6020,INCNPAN,INCNCO3,[19.40814679 18.60515743]
6021,INCNCHO,INCNCO3,[19.44271298 17.10818814]
6022,EBENZOOH,EBENZO,[20.27016838 -inf]
6023,EBENZOL,EBENZO,[24.12508107 22.9860041 ]
6024,EBENZO2,EBENZO,[23.5148565 22.2152852]
6025,C62CO3H,C62CO3,[14.46221595 15.81371634]
6026,C62CPAN,C62CO3,[19.75094409 21.29037965]
6027,C62CHO,C62CO3,[19.73525539 20.41413763]
6028,C821OOH,C821O2,[16.82817736 17.93752167]
6029,C727CO,C821O2,[20.89430985 19.40112539]
6030,NC3CO3H,NC3CO3,[18.52009878 19.00617792]
6031,C4PAN9,NC3CO3,[22.43429957 24.4293086 ]
6032,NC3CHO,NC3CO3,[22.36958988 23.47292655]
6033,TM123OOH,TM123O,[20.37273604 -inf]
6034,TM123BOL,TM123O,[24.27727303 23.07068781]
6035,TM123O2,TM123O,[23.66586779 22.29715152]
6036,NEBNZOLO,C6DCRBBOH,[24.11947541 23.00085549]
6037,NMETOLO,C6DCRBBOH,[24.91320343 23.60213598]
6038,EBENZOLO,C6DCRBBOH,[23.8870915 22.14794179]
6039,METOLO,C6DCRBBOH,[24.81537778 22.82982489]
6040,C6DCARBBO2,C6DCRBBOH,[20.78942546 21.04895458]
6041,HC3CO3H,HC3CO3,[19.47695824 18.93769552]
6042,C4PAN7,HC3CO3,[24.3901057 23.83956878]
6043,HC3CHO,HC3CO3,[24.44359967 22.61185155]
6044,TM124OOH,TM124O,[20.43569094 -inf]
6045,TM124OL,TM124O,[24.34031776 23.13363635]
6046,TM124O2,TM124O,[23.72891041 22.36009642]
6047,HOIBUTCO3H,HOIBUTCO3,[17.16542147 16.73328319]
6048,C5PAN3,HOIBUTCO3,[21.5591337 21.79485508]
6049,HOIBUTCHO,HOIBUTCO3,[21.61101612 20.79199398]
6050,C85O,C86O2,[22.57459126 20.39490608]
6051,C86OOH,C86O2,[18.76135082 18.62205789]
6052,C5EDBCO3H,C5EDBCO3,[17.48098881 17.62259489]
6053,C5EDBPAN,C5EDBCO3,[22.03264607 22.08491889]
6054,C7ECO4DB,C5EDBCO3,[22.16496818 -inf]
6055,C102O,HO6C7CO3,[22.5018019 20.34630586]
6056,HO6C7CO3H,HO6C7CO3,[17.71583494 17.40744628]
6057,C8PAN1,HO6C7CO3,[22.39980857 21.77242047]
6058,C81O,HO4C5CO3,[21.8093648 19.73119364]
6059,HO4C5CO3H,HO4C5CO3,[17.05329794 16.73538927]
6060,C6PAN22,HO4C5CO3,[21.71550967 21.13355645]
6061,C105OOH,C105O2,[15.35918595 16.53353109]
6062,CO356C10,C105O2,[19.7842762 18.45372896]
6063,INB1HPCO3H,INB1HPCO3,[13.78473965 13.6820807 ]
6064,INB1HPCHO,INB1HPCO3,[18.79510904 17.92401214]
6065,INB1HPPAN,INB1HPCO3,[18.70878705 19.11419949]
6066,C626CO2H,C626O2,[19.60101466 19.93365724]
6067,C626CO3H,C626O2,[18.31135213 -inf]
6068,C626CO3,C626O2,[23.7622282 21.87230453]
6069,C626CHO,C626O2,[22.98846279 -inf]
6070,TM123BPRO,TMB1FUONE,[25.28797475 23.78163667]
6071,TM124BPRO,TMB1FUONE,[25.5018348 24.01277104]
6072,MC5DICARB,TMB1FUONE,[25.24880232 -inf]
6073,C515CO3H,C515CO3,[15.07338312 16.76989281]
6074,C515PAN,C515CO3,[19.72024766 21.50964821]
6075,C515CHO,C515CO3,[19.91553198 20.78354999]
6076,C919O,C620O2,[23.87810068 22.84465303]
6077,TMB2FUOOH,TMB2FUO2,[20.5455651 19.29589448]
6078,TMB2FUONE,TMB2FUO2,[24.9244913 21.19838257]
6079,MC6OTKTOOH,MC6OTKETO2,[19.69560972 19.87528083]
6080,MC6OTRIKET,MC6OTKETO2,[24.12311231 22.37330994]
6081,TMB2FUONE,MC6OTKETO2,[23.1885151 20.69933302]
6082,C52OH3OOH,PE2ENEAO2,[20.81385722 21.31178167]
6083,CPENT2ENE,PE2ENEAO2,[25.39096202 23.94788023]
6084,TPENT2ENE,PE2ENEAO2,[25.50657942 24.06349763]
6085,OETLQO,C5MEJCO3,[23.7919511 19.92454542]
6086,OETLQCO,C5MEJCO3,[19.98109986 18.83333807]
6087,C5MEJCO3H,C5MEJCO3,[19.14462059 18.11109739]
6088,C5MEJPAN,C5MEJCO3,[23.53298078 21.97848898]
6089,ACCOMECO3H,ACCOMECO3,[22.15962336 20.77110351]
6090,ACCOMEPAN,ACCOMECO3,[25.95655646 25.57188865]
6091,ACCOMECHO,ACCOMECO3,[25.96047753 24.1745814 ]
6092,ACLOOA,ACLOO,[22.18544985 20.38964724]
6093,IEACO3H,IEACO3,[15.91524888 14.71479128]
6094,IEAPAN,IEACO3,[20.334595 20.2064923]
6095,IEACHO,IEACO3,[20.28041139 19.039217 ]
6096,MIPKBOOH,CO2C43CHO,[19.65234962 20.00841943]
6097,MIPKBNO3,CO2C43CHO,[20.77719021 18.33086242]
6098,MIPKBO,CO2C43CHO,[22.91162996 20.79237386]
6099,MIPKBOH,CO2C43CHO,[19.47655379 18.73479888]
6100,HO2C43CHO,CO2C43CHO,[17.91688013 16.5505667 ]
6101,MIPKBO2,CO2C43CHO,[18.09341571 19.66640931]
6102,C23O3CCO2H,MCOCOMOXO2,[20.08116879 19.68916976]
6103,C23O3CCO3H,MCOCOMOXO2,[19.61897408 -inf]
6104,MCOCOMOOOH,MCOCOMOXO2,[20.96481491 21.00193252]
6105,C23O3CCHO,MCOCOMOXO2,[24.43442676 -inf]
6106,C23O3CCO3,MCOCOMOXO2,[25.11324541 23.04273718]
6107,PXYFUONE,MCOCOMOXO2,[23.82063451 21.18728443]
6108,NC41OOA,NC41OO,[21.19959373 19.95171351]
6109,C819OOH,C819O2,[18.91026514 18.99834215]
6110,C816CO,C819O2,[22.85994694 20.90654682]
6111,OXYMUCCO,EPXM2C4DAL,[22.05138215 20.022172 ]
6112,OXYMUCNO3,EPXM2C4DAL,[22.09573844 -inf]
6113,TM124MUNO3,EPXM2C4DAL,[23.57274108 -inf]
6114,OXYMUCO,EPXM2C4DAL,[23.03087238 21.05364775]
6115,TM124MUCO,EPXM2C4DAL,[25.18630359 23.18069256]
6116,OXYEPOXMUC,EPXM2C4DAL,[23.82824288 21.37465641]
6117,TM124OXMUC,EPXM2C4DAL,[25.27596002 23.42187945]
6118,C6CO3MOH,CHOMOHCO3,[19.15491232 -inf]
6119,CHOMOHCO3H,CHOMOHCO3,[18.66900222 18.38175788]
6120,CHOMOHPAN,CHOMOHCO3,[23.12287184 22.68811946]
6121,C3MDIALOH,CHOMOHCO3,[23.24408116 21.50644126]
6122,C6CO2OHOOH,C5MCO2OHO2,[21.36923397 22.05934578]
6123,C5MDICARB,C5MCO2OHO2,[25.27760867 23.7437778 ]
6124,C6COALCO2H,C5COCHOO2,[19.58341826 19.33192778]
6125,C6COALCO3H,C5COCHOO2,[18.32438298 -inf]
6126,C5COCHOOOH,C5COCHOO2,[19.99961138 19.45563018]
6127,C6COCHOCO3,C5COCHOO2,[23.97292264 21.09903534]
6128,C6CODIAL,C5COCHOO2,[22.88897825 -inf]
6129,IPRBQO,C8OHCO2CO3,[23.44899328 19.58403968]
6130,PPRBQO,C8OHCO2CO3,[23.37323761 19.50807026]
6131,PPRBQCO,C8OHCO2CO3,[19.49270149 18.42383448]
6132,C8OHO2CO3H,C8OHCO2CO3,[19.01059946 18.09817855]
6133,C8OHCO2PAN,C8OHCO2CO3,[23.45504539 21.98133735]
6134,HO2M2C4OH,H2M2C3CHO,[18.73085599 18.36521294]
6135,HO2M2C4NO3,H2M2C3CHO,[21.15620366 18.44948239]
6136,HO2M2C4OOH,H2M2C3CHO,[19.85508115 19.46170437]
6137,HO2M2C4O,H2M2C3CHO,[23.14624861 20.48951386]
6138,C6PAN8,H2M2C3CHO,[22.34621945 20.68883723]
6139,HO2M2C4O2,H2M2C3CHO,[18.760135 19.79519987]
6140,C7EDCOH,C7EDCCO,[20.33944632 20.4259053 ]
6141,C7EDCOOH,C7EDCCO,[21.54026383 21.6340927 ]
6142,C7MJPCO3H,C7EDCCO,[17.29258565 -inf]
6143,C7MJPPAN,C7EDCCO,[22.57055918 19.78242213]
6144,C7MJPCO3,C7EDCCO,[23.3302125 19.6871371]
6145,C7EDCO2,C7EDCCO,[19.87254855 21.36314996]
6146,PROL1MCO3H,PROL1MCO3,[11.83569056 10.62446148]
6147,PROL1MPAN,PROL1MCO3,[15.80067433 16.26276123]
6148,PROL1MCHO,PROL1MCO3,[15.71408381 15.45087543]
6149,EPXMEDCO3H,EPXMEDLCO3,[19.7049231 19.52795067]
6150,EPXMEDLPAN,EPXMEDLCO3,[24.69806187 24.29585337]
6151,EPXMEC4DAL,EPXMEDLCO3,[24.66910017 22.73081958]
6152,C67CO3H,C55O2,[16.47503229 -inf]
6153,C55OOH,C55O2,[17.41068521 17.09481991]
6154,C67CHO,C55O2,[20.58039484 -inf]
6155,C67CO3,C55O2,[21.74758918 19.19754549]
6156,C8BCO,C89O2,[23.62332582 21.95446085]
6157,C8BCCO,C89O2,[20.56511133 18.66077355]
6158,C89OOH,C89O2,[20.00125624 20.23321519]
6159,C89CO2,C89O2,[23.22048109 21.146965 ]
6160,HO2CO5C7,C72O2,[24.58707588 22.49372477]
6161,HO2C4OH,MEKAOH,[18.69311966 18.46057699]
6162,H13C43CO3H,MEKAOH,[15.3836251 -inf]
6163,NBUTOLBNO3,MEKAOH,[22.04134087 19.23245968]
6164,NBUTOLBOOH,MEKAOH,[19.97717903 19.47497657]
6165,C5PAN12,MEKAOH,[19.41409221 18.22057131]
6166,C5PAN5,MEKAOH,[22.96759042 21.24627384]
6167,NBUTOLBO,MEKAOH,[24.04099916 21.18283498]
6168,H13C43CHO,MEKAOH,[20.46216519 -inf]
6169,H13C43CO3,MEKAOH,[20.62365143 18.59659032]
6170,NBUTOLBO2,MEKAOH,[18.49716955 19.33529023]
6171,MEKAO2,MEKAOH,[19.36936969 21.41454565]
6172,DMEBMUOH,DMEBMUCO,[19.36923036 19.86923985]
6173,DMEBMUOOH,DMEBMUCO,[21.1514173 -inf]
6174,DMEBMUCO2,DMEBMUCO,[25.3786815 23.3757349]
6175,MPHCOMEO,OXYLCO3,[25.00904437 23.48486635]
6176,OXYLCO3H,OXYLCO3,[20.97472351 19.59271079]
6177,MPHCOMEOH,OXYLCO3,[19.48336855 -inf]
6178,MPHCOMEOOH,OXYLCO3,[19.98749039 -inf]
6179,MPHGLYOX,OXYLCO3,[21.4013153 20.45343199]
6180,OXYLPAN,OXYLCO3,[25.0308567 24.3693381]
6181,MPHCOME,OXYLCO3,[24.27604885 -inf]
6182,OXYLAL,OXYLCO3,[23.18105148 21.70414256]
6183,OXYLCO2H,OXYL1O2,[19.56911984 18.79632012]
6184,OXYLCO3H,OXYL1O2,[20.42147366 -inf]
6185,OXYL1OOH,OXYL1O2,[22.89444845 21.81726389]
6186,OXYLAL,OXYL1O2,[21.43389448 -inf]
6187,TOL1O,OXYL1O2,[24.35552585 22.21404579]
6188,OXYLCO3,OXYL1O2,[24.92092886 21.99936981]
6189,MVKOH,MVKOHAO2,[23.02041859 21.04753282]
6190,HO2C54O,HO24C5O2,[23.45556918 20.64092651]
6191,HO24C5OOH,HO24C5O2,[18.47103183 17.86544015]
6192,C43NO34OOH,C43NO34O2,[20.9386246 21.42381534]
6193,BUT1ENE,C43NO34O2,[22.30362377 24.14281601]
6194,NMVK,HNMVKO2,[22.73913836 23.19163556]
6195,CO25C7,CO25C74O2,[23.73239078 21.78592266]
6196,C51OH2OOH,PE1ENEAO2,[17.36471417 17.57077703]
6197,PENT1ENE,PE1ENEAO2,[22.38800801 20.309688 ]
6198,C524NO3,NC524O2,[22.75212394 20.02782623]
6199,NC524OOH,NC524O2,[17.85116539 17.51479811]
6200,MIBKBOOH,MIBKBO2,[17.0119763 17.26633067]
6201,MIBK,MIBKBO2,[21.95510902 19.92534153]
6202,C51NO32OOH,C51NO32O2,[16.77590149 17.81553275]
6203,PENT1ENE,C51NO32O2,[19.24435351 20.44830752]
6204,OETLPOXMUC,GLYOOA,[23.04449717 22.41802103]
6205,OXYEPOXMUC,GLYOOA,[22.00341678 21.37465641]
6206,BZEPOXMUC,GLYOOA,[21.24511888 20.83015902]
6207,NC3CHO,GLYOOA,[21.3792098 23.33969575]
6208,HC3CHO,GLYOOA,[23.40742633 22.41488018]
6209,MALDIAL,GLYOOA,[22.84332364 22.44148221]
6210,IC7DICARB,GLYOOA,[21.99876474 21.67852023]
6211,C7DICARB,GLYOOA,[21.99403018 21.63978635]
6212,C6DICARB,GLYOOA,[22.57460021 22.28125883]
6213,C5DICARB,GLYOOA,[23.04012414 22.69510554]
6214,MPRBNO3OOH,MPRBNO3O2,[21.93375251 22.39780882]
6215,MEPROPENE,MPRBNO3O2,[23.3454301 25.18462233]
6216,C57OOH,HO12CO3C4,[19.60657639 17.71378505]
6217,HC4CCO3H,HO12CO3C4,[18.55855928 17.67908437]
6218,C5PAN19,HO12CO3C4,[22.89962874 20.50500757]
6219,C57NO3CO3H,HO12CO3C4,[15.86298612 -inf]
6220,HMVKAO2,HO12CO3C4,[19.5403425 21.05735491]
6221,C57NO3CO3,HO12CO3C4,[22.00830039 18.94841521]
6222,HMVKBO2,HO12CO3C4,[19.58325604 21.11353391]
6223,C57O2,HO12CO3C4,[23.04730933 20.96447512]
6224,HIEPOXB,HIEB1O2,[19.88589382 18.94208948]
6225,IBUTALBO2H,IBUTALBO2,[18.63349974 19.06119887]
6226,IPRCHO,IBUTALBO2,[23.88598415 21.81411789]
6227,CO25C7,CO25C73O2,[23.73239078 21.78592266]
6228,BU1ENO3OOH,BU1ENO3O2,[21.38277281 21.96878948]
6229,BUT1ENE,BU1ENO3O2,[22.57246908 24.41166131]
6230,C923O,C924O2,[24.14269445 22.50402202]
6231,TM135MUOOH,TM135MUCO2,[21.3045228 21.80853928]
6232,TM135OXMUC,TM135MUCO2,[25.22114554 23.57285465]
6233,C916OOH,C916O2,[19.80055387 21.03081138]
6234,C915O,C916O2,[23.45436353 22.50347713]
6235,APINOOA,C109O2,[23.82856311 22.43992612]
6236,C8CO2DCO3H,C33CO,[16.78598189 -inf]
6237,C8DCO2CO3H,C33CO,[16.85777038 -inf]
6238,C7CO2DCO3H,C33CO,[16.6326065 -inf]
6239,C5CO2DCO3H,C33CO,[17.66558428 -inf]
6240,EPXDLPAN,C33CO,[23.52018352 21.74036996]
6241,C8CO3OHO,C33CO,[20.30219007 19.44615776]
6242,C312COPAN,C33CO,[22.22471702 20.8422722 ]
6243,C3DIALOOH,C33CO,[20.92481465 21.06326688]
6244,C8DBCO2PAN,C33CO,[21.06317894 19.66630973]
6245,C4CO2DBPAN,C33CO,[19.62863927 18.46677713]
6246,C4CO2DCO3H,C33CO,[15.58142618 -inf]
6247,C7CO2DBPAN,C33CO,[20.80492152 19.41085215]
6248,C7CO3OHO,C33CO,[19.91779723 19.04164064]
6249,C7MCO3OHO,C33CO,[20.18157822 19.35762332]
6250,C5CO2DBPAN,C33CO,[21.81355382 20.234987 ]
6251,C8CO2DBPAN,C33CO,[20.98171143 19.58621763]
6252,C6CO4DB,C33CO,[20.72017507 20.6621853 ]
6253,C6PRCO4DB,C33CO,[22.05970859 21.56028203]
6254,C6ETCO4DB,C33CO,[21.89175854 21.3956211 ]
6255,C7CO4DB,C33CO,[21.74035151 21.25134567]
6256,C6IPRCO4DB,C33CO,[22.1366589 21.63730613]
6257,C4CO2DBCO3,C33CO,[20.40740136 18.33682956]
6258,C7CO4EDB,C33CO,[22.34964959 21.60780564]
6259,C5CO3OH,C33CO,[23.66186045 -inf]
6260,C5CO2DBCO3,C33CO,[22.49984802 20.0269194 ]
6261,C7CO2DBCO3,C33CO,[21.47906239 19.18084024]
6262,C8CO2DBCO3,C33CO,[21.6384357 19.33654538]
6263,C8DBCO2CO3,C33CO,[21.71254156 19.40824751]
6264,C3DIALO2,C33CO,[19.14282014 20.43578682]
6265,PBENZOLOH,PBENZOLO,[18.62514308 20.23179391]
6266,PBENZOLOOH,PBENZOLO,[18.64084671 -inf]
6267,NPBNZOLOH,PBENZOLO,[16.23052703 -inf]
6268,NPBNZOLOOH,PBENZOLO,[18.21453255 -inf]
6269,PBENZOLO2,PBENZOLO,[24.21886038 22.47255781]
6270,C8CO2DCO3H,C8CO2DBCO3,[16.86951794 17.44208731]
6271,C8DCO2CO3H,C8CO2DBCO3,[16.94788677 17.5206931 ]
6272,C8CO2DBPAN,C8CO2DBCO3,[21.68100366 21.72859166]
6273,C6PRCO4DB,C8CO2DBCO3,[21.85726192 -inf]
6274,CISOPCO2,C537O2,[23.87616523 23.41793026]
6275,ISOPBO2,ISOPBNO3,[24.67314865 22.95345145]
6276,BUTALAOOH,BUTALAO2,[20.37185302 21.28294699]
6277,C14O3ECHO,BUTALAO2,[25.43749924 23.73510093]
6278,EBFUONE,BUTALAO2,[23.73647311 21.13141442]
6279,C3H7CHOOA,C3H7CHOO,[20.67296132 19.83156797]
6280,EBZMUCCO3H,EBZMUCCO3,[18.87121257 18.68341306]
6281,EBZMUCPAN,EBZMUCCO3,[23.50091772 23.27846133]
6282,EBZPOXMUC,EBZMUCCO3,[23.6687076 22.24144113]
6283,NOXYOL1OOH,NOXYOL1O,[22.66397615 -inf]
6284,OXY1OHNO2,NOXYOL1O,[23.57090124 22.47012688]
6285,NOXYOL1O2,NOXYOL1O,[23.22304368 21.80611902]
6286,NAOOA,NAOO,[20.63448231 22.59496828]
6287,HO2CO5C6,C61O2,[23.17002537 21.0804101 ]
6288,DMEBMUO3H,DMEBMUCO3,[20.0672085 20.00672091]
6289,DMEBMUPAN,DMEBMUCO3,[24.62127072 24.50997427]
6290,DMEBPOXMUC,DMEBMUCO3,[24.83228114 23.50832189]
6291,C7BDCOOH,C7BDCO2,[21.10735864 21.18212784]
6292,C7BDICARB,C7BDCO2,[25.08461868 22.96371191]
6293,INAHCHO,INAHCO3,[16.60454587 15.95120149]
6294,INAHCO3H,INAHCO3,[10.90823472 10.15355177]
6295,INAHPCO3H,INAHPCO3,[13.13111316 13.03106517]
6296,INAHPCHO,INAHPCO3,[18.42316248 17.24473426]
6297,INAHPPAN,INAHPCO3,[18.33780304 18.49747286]
6298,INAHPAN,INAHPCO3,[16.32657909 15.94817991]
6299,NMXYOL1OOH,NMXYOL1O,[23.20158787 -inf]
6300,MXY1OHNO2,NMXYOL1O,[24.06878777 23.74567533]
6301,NMXYOL1O2,NMXYOL1O,[23.7399491 22.95918964]
6302,C6OTKETOOH,C6OTKETO2,[17.40335482 17.95326398]
6303,OXYFUONE,C6OTKETO2,[21.74422537 19.37134069]
6304,C6OTRIKET,C6OTKETO2,[22.33775458 20.63459677]
6305,C520OOA,C520O2,[22.70230631 20.37943886]
6306,C520OOH,C520O2,[18.71641424 19.05805857]
6307,PBZBIPERO,PBFUONE,[24.97279877 23.42842517]
6308,C7DICARB,PBFUONE,[24.61848645 -inf]
6309,C3COCCO3H,C3COCCO3,[14.76220618 13.98377482]
6310,C3COCPAN,C3COCCO3,[19.17106081 19.17497433]
6311,C3COCCHO,C3COCCO3,[19.26334803 18.02217408]
6312,EBZMUCCO2H,C715CO2O2,[18.83325973 19.24203133]
6313,EBZMUCCO3H,C715CO2O2,[17.39515895 -inf]
6314,EBZPOXMUC,C715CO2O2,[23.84344151 -inf]
6315,EBZMUCCO3,C715CO2O2,[23.45328229 20.89251013]
6316,PBZMUCCO3H,PBZMUCCO3,[19.50228329 19.137638 ]
6317,PBZMUCPAN,PBZMUCCO3,[24.12471988 23.67306317]
6318,PBZPOXMUC,PBZMUCCO3,[24.30066987 22.6316771 ]
6319,C823CO3H,C823CO3,[19.16609971 19.04622706]
6320,C822CO2,C823CO3,[23.78059608 21.7972422 ]
6321,C823PAN,C823CO3,[23.77777424 23.57012178]
6322,H3C25CCO3H,H3C25C6CO3,[18.60570138 18.0860341 ]
6323,H3C25C6PAN,H3C25C6CO3,[23.51056047 22.85937661]
6324,C716OH,H3C25C6CO3,[23.58082621 21.48291465]
6325,IPBZMUCO3H,IPBZMUCCO3,[19.12451231 19.028784 ]
6326,IPBZMUCPAN,IPBZMUCCO3,[23.74561242 23.62581278]
6327,IPBZPOXMUC,IPBZMUCCO3,[23.91665209 22.58967975]
6328,TM123MUNO3,EPXALMKT,[23.05317815 -inf]
6329,TM123MUCO,EPXALMKT,[25.28034494 23.13987249]
6330,TM123OXMUC,EPXALMKT,[24.20324484 23.37046485]
6331,IPBZBIPRO,IPBFUONE,[25.04816437 23.50438591]
6332,IC7DICARB,IPBFUONE,[24.62322101 -inf]
6333,C5DBECO3H,C5DBECO3,[17.6397681 17.71228809]
6334,C5DBEPAN,C5DBECO3,[22.29584936 22.1698606 ]
6335,C7CO4EDB,C5DBECO3,[22.42327664 -inf]
6336,NPETOL1OOH,NPETOL1O,[22.70116058 -inf]
6337,PET1OHNO2,NPETOL1O,[23.53132682 23.23377642]
6338,NPETOL1O2,NPETOL1O,[23.22102472 22.4425053 ]
6339,PETLMUCO3H,PETLMUCCO3,[19.55070499 19.45470878]
6340,PETLMUCPAN,PETLMUCCO3,[24.17994168 24.06637964]
6341,PETLPOXMUC,PETLMUCCO3,[24.3448786 23.02721883]
6342,C818CO,C820O2,[20.87891287 19.48711324]
6343,C820OOH,C820O2,[16.55122853 17.32564585]
6344,IC4CHOAOOH,IC4CHOAO2,[19.88418309 20.76926241]
6345,C14O3IPCHO,IC4CHOAO2,[24.92346142 23.18125382]
6346,IPBFUONE,IC4CHOAO2,[23.18843924 20.59364458]
6347,TM135MUNO3,EPXMALKT,[23.28248709 -inf]
6348,TM135MUCO,EPXMALKT,[24.89362907 23.14511402]
6349,DMEBMUNO3,EPXMALKT,[23.49685806 -inf]
6350,DMEBPOXMUC,EPXMALKT,[25.06747418 23.56434261]
6351,TM135OXMUC,EPXMALKT,[25.3907953 23.6358562]
6352,DMEBMUCO,EPXMALKT,[25.07767775 23.07484018]
6353,OETLMUCO3H,OETLMUCCO3,[19.80651583 19.72615433]
6354,OETLMUCPAN,OETLMUCCO3,[24.47941423 24.46955134]
6355,OETLPOXMUC,OETLMUCCO3,[24.60413973 23.42589212]
