0,4.585342254089331e-10
1,4.538180827738722e-10
2,4.507851717680209e-10
3,4.498660260738527e-10
4,4.4936225216306927e-10
5,4.4916039743665977e-10
6,4.4909703419952347e-10
7,4.492366333580494e-10
8,4.4973225017318567e-10
9,4.505918266965058e-10
10,4.5160678943189915e-10
11,4.5262983855497025e-10
12,4.5395886541295525e-10
13,4.560155590237938e-10
14,4.591779906027212e-10
15,4.6282117618302283e-10
16,4.658465700168057e-10
17,4.675839427204846e-10
18,4.688950689856664e-10
19,4.700179946949209e-10
20,4.697030956179866e-10
21,4.675102358901785e-10
22,4.6397696940433316e-10
23,4.6000545459400866e-10
