0,2.557077093473183e-11
1,2.5607808811642717e-11
2,2.5630471600365585e-11
3,2.5636059673041433e-11
4,2.5642994507047648e-11
5,2.565609925365861e-11
6,2.5674452433155145e-11
7,2.569663624385857e-11
8,2.571176275945359e-11
9,2.5710208219509987e-11
10,2.5689756276723078e-11
11,2.564847514761028e-11
12,2.559817782185957e-11
13,2.5544676130134928e-11
14,2.5495520385661704e-11
15,2.5454702351951628e-11
16,2.5424570215289448e-11
17,2.5403332522387064e-11
18,2.5394669905320862e-11
19,2.540401661416385e-11
20,2.543095236457475e-11
21,2.547044068008333e-11
22,2.5513591054509105e-11
23,2.5553659273263704e-11
