name,carbons,aromatic_carbons,vinyls,aldehydes,ketones,criegee_radicals,oxy_radicals,peroxy_radicals,nitrates,peroxy_nitrates,acids,alcohols,peroxides,timestamp
PE2ENEANO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C52OH3OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C523OH,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
PE2ENEBO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
PE2ENEBNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C53OH2OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C52NO33O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C53NO32O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C52NO33O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C52NO33OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C52NO33CO,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
C53NO32O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C53NO32OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C53NO32CO,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
C5NO3CO4O2,5,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C5NO3CO4O,5,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C5NO3O4OOH,5,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C5CONO34O2,5,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C5CONO34O,5,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C5ONO34OOH,5,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C53NO324CO,5,0,0,0,2,0,0,0,1,0,0,0,0,2.0151E+13
ME2BUT1ENE,5,0,1,0,0,0,0,0,0,0,0,0,0,2.0151E+13
M2BUOL2O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
PROL11MO2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
M2BUOL2O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
M2BUOL2NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
M2BUOL2OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
M2BUOL2OH,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
PROL11MO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
PROL11MNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
PROL11MOOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
PROL1MCHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
PROL1MCO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
PROL1MCO2,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
PROL1MPAN,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
PROL1MCO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C2H5MECOO,4,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
C4NO32M2O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4NO32M1O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4NO32M2O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4NO32MOOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C4NO32M1O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4NO3M1OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C4NO3CHO,5,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
C42CHO2O,5,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
C43NO3CO3,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C43NO3CO2,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C43NO3PAN,5,0,0,0,0,0,0,0,1,1,0,0,0,2.0151E+13
C43NO3CO3H,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
C43NO3CO2H,5,0,0,0,0,0,0,0,1,0,1,0,0,2.0151E+13
ME3BUT1ENE,5,0,1,0,0,0,0,0,0,0,0,0,0,2.0151E+13
ME3BU2OLO2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
ME3BU2OLO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
M3BU2OLNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
M3BU2OLOOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C3M3OH2CHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
C3M3OH2CO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C3M3OH2CO2,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
C3M3OH2PAN,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
C3M3OHCO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C4M3NO31O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4M3NO32O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4M3NO31O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4MNO31OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C4M3NO3ONE,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
C4M3NO32O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4MNO32OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C3MNO3CHO,5,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
C4MCONO3O2,5,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C4MCONO3O,5,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C5CONO3OOH,5,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C4MCONO3OH,5,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C3MNO3CO3,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C3MNO3CO2,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C3MNO3PAN,5,0,0,0,0,0,0,0,1,1,0,0,0,2.0151E+13
C3MNO3CO3H,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
C3MNO3CO2H,5,0,0,0,0,0,0,0,1,0,1,0,0,2.0151E+13
IPRCHOO,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
IPRCOMO,5,0,0,0,1,0,1,0,0,0,0,0,0,2.0151E+13
M3BUTAL2O,5,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
ME2BUT2ENE,5,0,1,0,0,0,0,0,0,0,0,0,0,2.0151E+13
ME2BUOLO2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
ME2BU2OLO2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
ME2BU2OLO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
ME2BUOLO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
ME2BUOLNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
ME2BUOLOOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C4ME3HO23,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
M2BU2OLNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
M2BU2OLOOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C4M2NO33O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4M2NO32O2,5,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C4M2NO33O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4M2NO3OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C4M2NO32O,5,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C4NO3M2OOH,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C4M2NO3ONE,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
MC4CONO3O2,5,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
MC4CONO3O,5,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C4MCNO3OOH,5,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C4M22CONO3,5,0,0,1,1,0,0,0,1,0,0,0,0,2.0151E+13
C4MCO2O,5,0,0,1,1,0,1,0,0,0,0,0,0,2.0151E+13
HEX1ENE,6,0,1,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C6OH5O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C6OH5O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
C6OH5NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C6OH5OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C4COMEOH,6,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
C656OH,6,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
C4COMOH3O2,6,0,0,0,1,0,0,1,0,0,0,1,0,2.0151E+13
C4COMOH3O,6,0,0,0,1,0,1,0,0,0,0,1,0,2.0151E+13
C4COMOHOOH,6,0,0,0,1,0,0,0,0,0,0,1,1,2.0151E+13
C4COMOH3OH,6,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
C43OHCOCHO,6,0,0,1,1,0,0,0,0,0,0,1,0,2.0151E+13
NC4H9CHOO,5,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
C65NO36O2,6,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C66NO35O2,6,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C65NO36O,6,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C65NO36OOH,6,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C65NO36CHO,6,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
C66NO35O,6,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C66NO35OOH,6,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C66NO35OH,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C66NO35CO,6,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
HEXAL2O,6,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
C65NO36CO3,6,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C65NO36CO2,6,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C65NO3PAN,6,0,0,0,0,0,0,0,1,1,0,0,0,2.0151E+13
C65NO3CO3H,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
C65NO3CO2H,6,0,0,0,0,0,0,0,1,0,1,0,0,2.0151E+13
MBUKO,6,0,0,0,1,0,1,0,0,0,0,0,0,2.0151E+13
MNO3COC4O2,6,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
MNO3COC4O,6,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C6NO3COOOH,6,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C6NO324CO,6,0,0,0,2,0,0,0,1,0,0,0,0,2.0151E+13
C6NO3CO4OH,6,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C6CO24O,6,0,0,0,2,0,1,0,0,0,0,0,0,2.0151E+13
C3NO3COO2,3,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C3NO3COO,3,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C3NO3COOOH,3,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
HEX2ENE,6,0,1,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C65OH4O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C64OH5O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C65OH4O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
C65OH4NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C65OH4OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C645OH,6,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
C64OH5O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
C64OH5NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
C64OH5OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C62NO33O2,6,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C63NO32O2,6,0,0,0,0,0,0,1,1,0,0,0,0,2.0151E+13
C62NO33O,6,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C62NO33OOH,6,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C62NO33CO,6,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
C63NO32O,6,0,0,0,0,0,1,0,1,0,0,0,0,2.0151E+13
C63NO32OOH,6,0,0,0,0,0,0,0,1,0,0,0,1,2.0151E+13
C63NO32CO,6,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
C6NO3CO5O2,6,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C6NO3CO5O,6,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
C6CONO3OOH,6,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
C62NO335CO,6,0,0,0,2,0,0,0,1,0,0,0,0,2.0151E+13
C6NO3CO5OH,6,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C6CONO34O2,6,0,0,0,1,0,0,1,1,0,0,0,0,2.0151E+13
C6CONO34O,6,0,0,0,1,0,1,0,1,0,0,0,0,2.0151E+13
CONO3C6OOH,6,0,0,0,1,0,0,0,1,0,0,0,1,2.0151E+13
CO234C6,6,0,0,0,3,0,0,0,0,0,0,0,0,2.0151E+13
C6CONO34OH,6,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C64NO335CO,6,0,0,0,2,0,0,0,1,0,0,0,0,2.0151E+13
CO24C63O,6,0,0,0,2,0,1,0,0,0,0,0,0,2.0151E+13
CO234C65O2,6,0,0,0,3,0,0,1,0,0,0,0,0,2.0151E+13
CO234C65O,6,0,0,0,3,0,1,0,0,0,0,0,0,2.0151E+13
CO234C6OOH,6,0,0,0,3,0,0,0,0,0,0,0,1,2.0151E+13
HCHO,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
CH3CHO,2,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
PAN,2,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
CH3CO3H,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C2H5CHO,3,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
C2H5CO3,3,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PPN,3,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
PERPROACID,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C3H7CHO,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
C3H7CO3,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
C3H7CO2,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
PBN,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
PERBUACID,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
BUTACID,4,0,0,0,0,0,0,0,0,0,1,0,0,2.0151E+13
BUTALO2,4,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
BUTALO,4,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
HCOCH2O2,2,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
HCOCH2O,2,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
BUTALNO3,4,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
BUTALO2H,4,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
HCOCH2OOH,2,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
IPRCHO,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
IPRCO3,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PIPN,4,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
PERIBUACID,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
IBUTACID,4,0,0,0,0,0,0,0,0,0,1,0,0,2.0151E+13
IBUTALBO2,4,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
IBUTALCO2,4,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
IBUTALO2H,4,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
IBUTALBO,4,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
IBUALANO3,4,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
IBUTALBO2H,4,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
IBUTDIAL,4,0,0,2,0,0,0,0,0,0,0,0,0,2.0151E+13
PROPALO2,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
IBUDIALCO3,4,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
IBUDIALCO2,4,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
IBUDIALPAN,4,0,0,1,0,0,0,0,0,1,0,0,0,2.0151E+13
PRPAL2CO3H,4,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
PRPAL2CO2H,4,0,0,1,0,0,0,0,0,0,1,0,0,2.0151E+13
PROPALO,3,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
PROPALOOH,3,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
C4H9CHO,5,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
C4H9CO3,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PPEN,5,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
PERPENACID,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
PENTACID,5,0,0,0,0,0,0,0,0,0,1,0,0,2.0151E+13
C4CHOBO2,5,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
C4H9CO2,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
C4CHOBO,5,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
C4CHOBNO3,5,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
C4CHOBOOH,5,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
CH3OH,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C2H5OH,2,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
NPROPOL,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IPROPOL,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IPROPOLO2,3,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
IPROPOLO2H,3,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
CH3CHOHCHO,3,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
CH3CHOHCO3,3,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
IPROPOLPAN,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
IPROPOLPER,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IPROPOLO,3,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
CH3CHOHCO2,3,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
PROPGLY,3,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
ETHGLY,2,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
BUT2OL,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
BUT2OLO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
BUT2OLNO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
BUT2OLOOH,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
BUT2OLO,4,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
BUT2OLOH,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
BUTONENO3,4,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
BIACET,4,0,0,0,2,0,0,0,0,0,0,0,0,2.0151E+13
BUT2OLAO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
TBUTOL,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
TBUTOLO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
TBUTOLOOH,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
TBUTOLO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
TBUTOLNO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
IBUTOL,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IBUTOLBO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
IBUTOLCO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
IBUTOLCO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HOIPRCHO,4,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
IBUTOLBNO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
IBUTOLCNO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
IBUTOLBO2H,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
IBUTOLCO2H,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
IBUTOLOHB,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
IBUTOLOHC,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
IBUTALOH,4,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
IPRHOCO3,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C4PAN5,4,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
IPRHOCO3H,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IBUTOLBO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
IBUOHCOO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
NBUTOL,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
NBUTOLAO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
NBUTOLBO2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
NBUTOLAO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
NBUTOLANO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
NBUTOLAOOH,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
NBUTOLAOH,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
NBUTOLBO,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
NBUTOLBNO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
NBUTOLBOOH,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
ME3BUOL,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C3ME3CHO,5,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
ME3BUOLO2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
ME3BUOLO,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
ME3BUOLNO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
ME3BUOLOOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
ME3CO2BUOL,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
C4ME3HO12,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
C3ME3CO3,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
C3ME3CHOO2,5,0,0,1,0,0,0,1,0,0,0,0,0,2.0151E+13
C3ME3PAN,5,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
C3ME3CO2,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
C3ME3CO3H,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C3ME3CO2H,5,0,0,0,0,0,0,0,0,0,1,0,0,2.0151E+13
C3ME3CHOO,5,0,0,1,0,0,1,0,0,0,0,0,0,2.0151E+13
C3M3CHONO3,5,0,0,1,0,0,0,0,1,0,0,0,0,2.0151E+13
C3M3CHOOOH,5,0,0,1,0,0,0,0,0,0,0,0,1,2.0151E+13
METHACET,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
METHACETO2,3,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
METACETO2H,3,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
METACETHO,3,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
METACETOH,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
METHACETO,3,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
METACETNO3,3,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
ETHACET,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
ETHACETO2,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
ETACETNO3,4,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
ETHACETOOH,4,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
METHCOACET,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
ETHACETOH,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
MECOACETO2,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
MECOACEOOH,4,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
ETHACETO,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
MECOACETO,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
ACEC2H4NO3,4,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
NPROACET,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
NPROACEAO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
NPROACEBO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
NPROACEAO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
NPRACANO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
NPRACAOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
ACEPROPONE,5,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
NPRACAOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
NPROACEBO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
NPRACBNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
