name,carbons,aromatic_carbons,vinyls,aldehydes,ketones,criegee_radicals,oxy_radicals,peroxy_radicals,nitrates,peroxy_nitrates,acids,alcohols,peroxides,timestamp
HO1C3O,3,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HOC2H4CHO,3,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
C4PAN1,4,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HOC3H6CO3H,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HOC3H6CO2H,4,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
HO1C3OOH,3,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HOC3H6OH,3,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HOC2H4CO3,3,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C3PAN1,3,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HOC2H4CO3H,3,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HOC2H4CO2H,3,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
SC4H9O2,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
SC4H9NO3,4,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
SC4H9O,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
SC4H9OOH,4,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
IC4H10,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
IC4H9O2,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
IC4H9NO3,4,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
IC4H9O,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
IC4H9OOH,4,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
TC4H9O2,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
TC4H9NO3,4,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
TC4H9O,4,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
TC4H9OOH,4,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
NC5H12,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
PEAO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PEANO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
PEAO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
HO1C5O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO1C5O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2C4CHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
PEAOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
PEAOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO1C5OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO1C5NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
CO2C5OH,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
HO2C5OH,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HO2C4O2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C4CO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C4NO3,4,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO2C4O,4,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2C3CHO,4,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
HO13C4O2,4,0,0,0,0,0,0,1,0,0,0,2,0,2.0151E+13
HO13C4O,4,0,0,0,0,0,1,0,0,0,0,2,0,2.0151E+13
HO13C4NO3,4,0,0,0,0,0,0,0,1,0,0,2,0,2.0151E+13
C5PAN1,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HO2C4CO2H,5,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
HO2C4CO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO2C4OOH,4,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO2C4OH,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HO13C4OOH,4,0,0,0,0,0,0,0,0,0,0,2,1,2.0151E+13
HO13C4OH,4,0,0,0,0,0,0,0,0,0,0,3,0,2.0151E+13
HO13C3CHO,4,0,0,1,0,0,0,0,0,0,0,2,0,2.0151E+13
HO13C3CO3,4,0,0,0,0,0,0,1,0,0,0,2,0,2.0151E+13
CO13C4OH,4,0,0,1,1,0,0,0,0,0,0,1,0,2.0151E+13
C4PAN2,4,0,0,0,0,0,0,0,0,1,0,2,0,2.0151E+13
HO13C3CO3H,4,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
CO2C3CHO,4,0,0,1,1,0,0,0,0,0,0,0,0,2.0151E+13
HO2C3CO3,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C4PAN3,4,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HO2C3CO3H,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO2C3CO2H,4,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
PEBO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PEBNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
PEBO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
HO2C5O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C5O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2C5NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
PEBOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
PEBOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO2C5OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C51O2,5,0,0,0,1,0,0,1,0,0,0,1,0,2.0151E+13
CO2C4CHO,5,0,0,1,1,0,0,0,0,0,0,0,0,2.0151E+13
C51NO3,5,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C51O,5,0,0,0,1,0,1,0,0,0,0,1,0,2.0151E+13
C51OOH,5,0,0,0,1,0,0,0,0,0,0,1,1,2.0151E+13
C51OH,5,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
HO1CO24C5,5,0,0,0,2,0,0,0,0,0,0,1,0,2.0151E+13
CO24C4CHO,5,0,0,1,2,0,0,0,0,0,0,0,0,2.0151E+13
CO2C4CO3,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
CO2C4CO3H,5,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
CO2C4CO2H,5,0,0,0,1,0,0,0,0,0,1,0,0,2.0151E+13
C5PAN2,5,0,0,0,1,0,0,0,0,1,0,0,0,2.0151E+13
PECO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PECNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
PECO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
PECOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
PECOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
IC5H12,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
IPEAO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
IPEAO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
IPEANO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
BUT2CHO,5,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
C52O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C52O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
C52NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HOBUT2CHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
IPEAOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
IPEAOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C52OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HOIBUTCHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
C52OH,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HOIBUTCO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HOIBUTCO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C5PAN3,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
BUT2CO3,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
HOBUT2CO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
C5PAN4,5,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
C5PAN5,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
BUT2CO3H,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
BUT2CO2H,5,0,0,0,0,0,0,0,0,0,1,0,0,2.0151E+13
HOBUT2CO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HOBUT2CO2H,5,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
IPEBO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
IPEBO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
IPEBNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
IPEBOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
IPEBOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
MIPK,5,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
MIPKAO2,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
MIPKAO,5,0,0,0,1,0,1,0,0,0,0,0,0,2.0151E+13
MIPKBO2,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
MIPKBO,5,0,0,0,1,0,1,0,0,0,0,0,0,2.0151E+13
MIPKBNO3,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
CO2C43CHO,5,0,0,1,1,0,0,0,0,0,0,0,0,2.0151E+13
C53O2,5,0,0,0,1,0,0,1,0,0,0,1,0,2.0151E+13
C53O,5,0,0,0,1,0,1,0,0,0,0,1,0,2.0151E+13
HOIPRCO3,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
MIPKAOOH,5,0,0,0,1,0,0,0,0,0,0,0,1,2.0151E+13
MIPKAOH,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
MIPKBOOH,5,0,0,0,1,0,0,0,0,0,0,0,1,2.0151E+13
MIPKBOH,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
C53OOH,5,0,0,0,1,0,0,0,0,0,0,1,1,2.0151E+13
C53OH,5,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
HOIPRGLYOX,5,0,0,1,1,0,0,0,0,0,0,1,0,2.0151E+13
C4PAN4,4,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HOIPRCO3H,4,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HOIPRCO2H,4,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
C41CO3,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
C41CO3H,5,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
C41CO2H,5,0,0,0,1,0,0,0,0,0,1,0,0,2.0151E+13
C5PAN7,5,0,0,0,1,0,0,0,0,1,0,0,0,2.0151E+13
IPECO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
IPECO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
IPECNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
IPECOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
IPECOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
NC6H14,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
HEXAO2,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
HEXAO,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
HEXANO3,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
HO1C6O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO1C6O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO1C6NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO3C5CHO,6,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
HEXAOOH,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
HEXAOH,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C5H11CHO,6,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
HO1C6OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO14C6,6,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HO1CO4C6,6,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
C5H11CO3,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
PHXN,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
C5H11CO3H,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
HO3C5CO3,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO3C5O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO3C5O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO3C5NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO13C5O2,5,0,0,0,0,0,0,1,0,0,0,2,0,2.0151E+13
HO13C5O,5,0,0,0,0,0,1,0,0,0,0,2,0,2.0151E+13
HO13C5NO3,5,0,0,0,0,0,0,0,1,0,0,2,0,2.0151E+13
C6PAN1,6,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HO3C5CO3H,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO3C5CO2H,6,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
HO3C5OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO13C5,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HO3C4CHO,5,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
HO13C5OOH,5,0,0,0,0,0,0,0,0,0,0,2,1,2.0151E+13
HO134C5,5,0,0,0,0,0,0,0,0,0,0,3,0,2.0151E+13
HO13CO4C5,5,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
DIEKBO2,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
DIEKBNO3,5,0,0,0,1,0,0,0,1,0,0,0,0,2.0151E+13
HO1CO3C5,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
HO3C4O2,4,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO3C4CO3,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO3C4CO3H,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C5PAN8,5,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HO1CO34C5,5,0,0,0,2,0,0,0,0,0,0,1,0,2.0151E+13
CO23C4CHO,5,0,0,1,2,0,0,0,0,0,0,0,0,2.0151E+13
CO23C4CO3,5,0,0,0,2,0,0,1,0,0,0,0,0,2.0151E+13
BIACETO2,4,0,0,0,2,0,0,1,0,0,0,0,0,2.0151E+13
CO23C4CO3H,5,0,0,0,2,0,0,0,0,0,0,0,0,2.0151E+13
C5PAN9,5,0,0,0,2,0,0,0,0,1,0,0,0,2.0151E+13
HEXBO2,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
HEXBO,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
HEXBNO3,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
HO2C6O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C6O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2C6NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO2CO5C6,6,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
HEXBOOH,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
HEXBOH,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HEX2ONE,6,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
HO2C6OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO25C6,6,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
CO25C6,6,0,0,0,2,0,0,0,0,0,0,0,0,2.0151E+13
C61O2,6,0,0,0,1,0,0,1,0,0,0,1,0,2.0151E+13
C61O,6,0,0,0,1,0,1,0,0,0,0,1,0,2.0151E+13
C61NO3,6,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
C61OOH,6,0,0,0,1,0,0,0,0,0,0,1,1,2.0151E+13
C61OH,6,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
C61CO,6,0,0,0,2,0,0,0,0,0,0,1,0,2.0151E+13
CO235C6,6,0,0,0,3,0,0,0,0,0,0,0,0,2.0151E+13
C62O2,6,0,0,0,3,0,0,1,0,0,0,0,0,2.0151E+13
C62OOH,6,0,0,0,3,0,0,0,0,0,0,0,1,2.0151E+13
C62O,6,0,0,0,3,0,1,0,0,0,0,0,0,2.0151E+13
CO25C6O2,6,0,0,0,2,0,0,1,0,0,0,0,0,2.0151E+13
CO25C6O,6,0,0,0,2,0,1,0,0,0,0,0,0,2.0151E+13
CO25C6OOH,6,0,0,0,2,0,0,0,0,0,0,0,1,2.0151E+13
CO25C6OH,6,0,0,0,2,0,0,0,0,0,0,1,0,2.0151E+13
HEXCO2,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
HEXCO,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
HEXCNO3,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
HEX3ONE,6,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
HO3C6O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO3C6O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO3C6NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HEXCOOH,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
HEXCOH,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO3C6OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C63O2,6,0,0,0,1,0,0,1,0,0,0,1,0,2.0151E+13
CO3C5CHO,6,0,0,1,1,0,0,0,0,0,0,0,0,2.0151E+13
C63O,6,0,0,0,1,0,1,0,0,0,0,1,0,2.0151E+13
C63NO3,6,0,0,0,1,0,0,0,1,0,0,1,0,2.0151E+13
CO3C4CHO,5,0,0,1,1,0,0,0,0,0,0,0,0,2.0151E+13
C63OOH,6,0,0,0,1,0,0,0,0,0,0,1,1,2.0151E+13
C63OH,6,0,0,0,1,0,0,0,0,0,0,2,0,2.0151E+13
HO1CO24C6,6,0,0,0,2,0,0,0,0,0,0,1,0,2.0151E+13
CO35C5CHO,6,0,0,1,2,0,0,0,0,0,0,0,0,2.0151E+13
CO3C4CO3,5,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
CO3C4CO3H,5,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
CO3C4CO2H,5,0,0,0,1,0,0,0,0,0,1,0,0,2.0151E+13
CO3C5CO3,6,0,0,0,1,0,0,1,0,0,0,0,0,2.0151E+13
C6PAN2,6,0,0,0,1,0,0,0,0,1,0,0,0,2.0151E+13
CO3C5CO3H,6,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
CO3C5CO2H,6,0,0,0,1,0,0,0,0,0,1,0,0,2.0151E+13
NEOP,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
NEOPO2,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
NEOPO,5,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
NEOPNO3,5,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
NEOPOOH,5,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
NEOPOH,5,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
TBUTCHO,5,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
TBUTCO3,5,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
TBUTCO3H,5,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
C5PAN6,5,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
M2PE,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
M2PEAO2,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
M2PEAO,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
M2PEANO3,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
HO1MC5O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO1MC5O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO1MC5NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO2C54CHO,6,0,0,1,0,0,0,0,0,0,0,1,0,2.0151E+13
M2PEAOOH,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0151E+13
M2PEAOH,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
C54CHO,6,0,0,1,0,0,0,0,0,0,0,0,0,2.0151E+13
HO1MC5OOH,6,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
C54CO3,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
C6PAN3,6,0,0,0,0,0,0,0,0,1,0,0,0,2.0151E+13
C54CO3H,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0151E+13
HO2C54CO3,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C54O2,5,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2C54O,5,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2C54NO3,5,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
HO24C5O2,5,0,0,0,0,0,0,1,0,0,0,2,0,2.0151E+13
HO24C5O,5,0,0,0,0,0,1,0,0,0,0,2,0,2.0151E+13
HO24C5NO3,5,0,0,0,0,0,0,0,1,0,0,2,0,2.0151E+13
C6PAN4,6,0,0,0,0,0,0,0,0,1,0,1,0,2.0151E+13
HO2C54CO3H,6,0,0,0,0,0,0,0,0,0,0,1,0,2.0151E+13
HO2C54CO2H,6,0,0,0,0,0,0,0,0,0,1,1,0,2.0151E+13
HO2C54OOH,5,0,0,0,0,0,0,0,0,0,0,1,1,2.0151E+13
HO24C5,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
HO2CO4C5,5,0,0,0,1,0,0,0,0,0,0,1,0,2.0151E+13
HO24C5OOH,5,0,0,0,0,0,0,0,0,0,0,2,1,2.0151E+13
HO24C4CHO,5,0,0,1,0,0,0,0,0,0,0,2,0,2.0151E+13
HO124C5,5,0,0,0,0,0,0,0,0,0,0,3,0,2.0151E+13
HO24C4CO3,5,0,0,0,0,0,0,1,0,0,0,2,0,2.0151E+13
C5PAN10,5,0,0,0,0,0,0,0,0,1,0,2,0,2.0151E+13
HO24C4CO3H,5,0,0,0,0,0,0,0,0,0,0,2,0,2.0151E+13
M2PEBO2,6,0,0,0,0,0,0,1,0,0,0,0,0,2.0151E+13
M2PEBO,6,0,0,0,0,0,1,0,0,0,0,0,0,2.0151E+13
M2PEBNO3,6,0,0,0,0,0,0,0,1,0,0,0,0,2.0151E+13
MIBK,6,0,0,0,1,0,0,0,0,0,0,0,0,2.0151E+13
HO2MC5O2,6,0,0,0,0,0,0,1,0,0,0,1,0,2.0151E+13
HO2MC5O,6,0,0,0,0,0,1,0,0,0,0,1,0,2.0151E+13
HO2MC5NO3,6,0,0,0,0,0,0,0,1,0,0,1,0,2.0151E+13
