0,3.6807539490610335e-11
1,3.6394201281959277e-11
2,3.595821668757613e-11
3,3.575647975351027e-11
4,3.557937876534629e-11
5,3.5437866964060236e-11
6,3.535706515683785e-11
7,3.535300644113108e-11
8,3.541348333757228e-11
9,3.549535336759582e-11
10,3.562226468199948e-11
11,3.576788650260297e-11
12,3.591511834326522e-11
13,3.607766869043385e-11
14,3.62458293678636e-11
15,3.6387749046927846e-11
16,3.651272344944722e-11
17,3.6646724508191314e-11
18,3.6737398878982615e-11
19,3.681312606570117e-11
20,3.6823491576107115e-11
21,3.675111460386649e-11
22,3.664987152177573e-11
23,3.6565678144849745e-11
