0,2.133812283299735e-11
1,2.1126561915849015e-11
2,2.0898931331637513e-11
3,2.079213434589415e-11
4,2.0697181338416987e-11
5,2.0620612840345014e-11
6,2.0576862944336303e-11
7,2.0575206796081223e-11
8,2.0609100987935686e-11
9,2.065472776396551e-11
10,2.072530352850706e-11
11,2.080623969719722e-11
12,2.0888053838272677e-11
13,2.097836823312603e-11
14,2.1071793606334423e-11
15,2.1150637606423712e-11
16,2.1220064408881277e-11
17,2.1294510676309804e-11
18,2.1340788030009496e-11
19,2.134630245959528e-11
20,2.1320193117860896e-11
21,2.1275289375189006e-11
22,2.123333980783092e-11
23,2.1201663715101012e-11
