0,1.5836472895294283e-09
1,1.5939281133575232e-09
2,1.5969566408080564e-09
3,1.6002497609375913e-09
4,1.613447752586786e-09
5,1.649736931870342e-09
6,1.7016256416366317e-09
7,1.7509402536769887e-09
8,1.7794780916628821e-09
9,1.7800081145741043e-09
10,1.761588047652394e-09
11,1.7340927807030811e-09
12,1.7043988682931649e-09
13,1.676402440421825e-09
14,1.6522159721280013e-09
15,1.6327625210836497e-09
16,1.6175552052705482e-09
17,1.6055718407894554e-09
18,1.5956862059976105e-09
19,1.5867247168846472e-09
20,1.5801249146357475e-09
21,1.5769026918311911e-09
22,1.576651704578869e-09
23,1.5804403599601538e-09
