0,4.573158418270864e-11
1,4.554926505818491e-11
2,4.536499645799699e-11
3,4.5299630929262126e-11
4,4.5286131174494037e-11
5,4.534031119393243e-11
6,4.545280706270764e-11
7,4.5582817616499943e-11
8,4.569222297048847e-11
9,4.574209203984528e-11
10,4.572148462788351e-11
11,4.565258062285382e-11
12,4.556067955148414e-11
13,4.5461742967893374e-11
14,4.537273694725381e-11
15,4.530135002120708e-11
16,4.5251726217829426e-11
17,4.523410798659988e-11
18,4.525415727478159e-11
19,4.531325454756836e-11
20,4.540078297197578e-11
21,4.550780061216414e-11
22,4.5588079090637195e-11
23,4.5607254600672145e-11
