0,1.1235381111279523e-11
1,1.1239269663818485e-11
2,1.1212409287386773e-11
3,1.1197336547680288e-11
4,1.1203352934393844e-11
5,1.1230721671473598e-11
6,1.1272651641447889e-11
7,1.132002637089516e-11
8,1.1347436603216854e-11
9,1.1357782718451098e-11
10,1.1355655535952385e-11
11,1.1339778746756825e-11
12,1.1294038913606639e-11
13,1.124367350368467e-11
14,1.1196068369384567e-11
15,1.1162329153974807e-11
16,1.1150802632710241e-11
17,1.1141569755012787e-11
18,1.1125930650464462e-11
19,1.1114022132599848e-11
20,1.1113559671780615e-11
21,1.1126081742852796e-11
22,1.1152340690702211e-11
23,1.118622868491984e-11
