0,3.414314852319678e-10
1,3.4199470929519855e-10
2,3.424506999854753e-10
3,3.42664392308353e-10
4,3.4309837022462313e-10
5,3.437504820266746e-10
6,3.444123486275943e-10
7,3.4491477089673823e-10
8,3.451527372036005e-10
9,3.45142320629563e-10
10,3.4490025549290237e-10
11,3.444159040259609e-10
12,3.4367221884574036e-10
13,3.42751872192766e-10
14,3.418144206773987e-10
15,3.4102381531392095e-10
16,3.4042588866938333e-10
17,3.401143948627196e-10
18,3.4006461160785126e-10
19,3.4024387017658417e-10
20,3.4059293925600276e-10
21,3.410659219271534e-10
22,3.414408294313363e-10
23,3.416407896631107e-10
