0,2.1997394569364973e-07
1,2.1951992211121252e-07
2,2.1903327721483712e-07
3,2.188494675418657e-07
4,2.1875535837076787e-07
5,2.1877101358383804e-07
6,2.1893185572274798e-07
7,2.191796846118296e-07
8,2.1937829851849104e-07
9,2.1946005588586202e-07
10,2.193999949076779e-07
11,2.192222981886708e-07
12,2.1898163809909995e-07
13,2.187185695411009e-07
14,2.1847657202621055e-07
15,2.1828410626426373e-07
16,2.1817716286404747e-07
17,2.1817664008878306e-07
18,2.1827751231275238e-07
19,2.1849682200825507e-07
20,2.1879613948562474e-07
21,2.1913325371946753e-07
22,2.19420928645533e-07
23,2.1955898900342207e-07
