0,2.2051830610980595e-09
1,2.2042003656551185e-09
2,2.203056632455508e-09
3,2.2024892578862106e-09
4,2.202239016108958e-09
5,2.2020937069700452e-09
6,2.201832544742201e-09
7,2.201999308113612e-09
8,2.202467323150541e-09
9,2.203434380923768e-09
10,2.2057683686858295e-09
11,2.2091796938687143e-09
12,2.2127895051433007e-09
13,2.215976127134724e-09
14,2.218323318626391e-09
15,2.2195653784206104e-09
16,2.2193579126677026e-09
17,2.217744674133987e-09
18,2.2149916693475404e-09
19,2.211801922709057e-09
20,2.2091449616324577e-09
21,2.2071664274960237e-09
22,2.2058639100655527e-09
23,2.205029864651887e-09
