0,2.0493241768020366e-11
1,2.0281709649311017e-11
2,2.0054095795816744e-11
3,1.9947305151282505e-11
4,1.985235677047015e-11
5,1.9775788676443457e-11
6,1.9732036046143196e-11
7,1.97303760292584e-11
8,1.9764274753557024e-11
9,1.980990715718359e-11
10,1.98804844784664e-11
11,1.9961420732229788e-11
12,2.0035745749514197e-11
13,2.011394940299854e-11
14,2.0202630761580135e-11
15,2.0284251056287225e-11
16,2.0359552621219175e-11
17,2.0439660490483074e-11
18,2.0490117040421326e-11
19,2.04982991090036e-11
20,2.047373582695068e-11
21,2.0429666051498044e-11
22,2.0388142209334142e-11
23,2.0356669395710346e-11
