0,1.8903503612291889e-06
1,1.891468481667448e-06
2,1.8925597540404933e-06
3,1.8930994334105864e-06
4,1.893713933913693e-06
5,1.894327937379907e-06
6,1.8947239845559056e-06
7,1.8947194954215701e-06
8,1.894317564508265e-06
9,1.8936948504964042e-06
10,1.8930251636102852e-06
11,1.8923488218698874e-06
12,1.8916850335445698e-06
13,1.8910372742686514e-06
14,1.8904184947005173e-06
15,1.889856637006822e-06
16,1.8894104850325183e-06
17,1.8891126023438492e-06
18,1.8889947964148488e-06
19,1.8890548047861031e-06
20,1.8893168480512825e-06
21,1.8897305690240808e-06
22,1.890203284227373e-06
23,1.890676699370033e-06
