0,1.271260154655492e-11
1,1.2589000240847644e-11
2,1.2446868597314506e-11
3,1.2383394257757534e-11
4,1.2329974802825484e-11
5,1.2286363584612914e-11
6,1.2266911165083558e-11
7,1.2266364850467596e-11
8,1.2285313876007511e-11
9,1.2305679415065585e-11
10,1.2337208197605204e-11
11,1.2371505029573322e-11
12,1.2406438846547343e-11
13,1.2451219263343041e-11
14,1.2506242635729706e-11
15,1.2561094038896714e-11
16,1.2615937748668614e-11
17,1.2671836291179045e-11
18,1.2703870425455259e-11
19,1.2709109587936681e-11
20,1.2691244016266849e-11
21,1.2658892990492172e-11
22,1.2632721839181557e-11
23,1.2619674220717322e-11
