0,8.243673907482572e-11
1,8.251067648556604e-11
2,8.257597633757891e-11
3,8.263802929224525e-11
4,8.276214389956196e-11
5,8.29154174245408e-11
6,8.306574058880202e-11
7,8.318894317999404e-11
8,8.324980832611445e-11
9,8.321219335565407e-11
10,8.311525750456503e-11
11,8.296986635156463e-11
12,8.277388774895605e-11
13,8.253840473125273e-11
14,8.232526991507537e-11
15,8.214788188748586e-11
16,8.200178436285925e-11
17,8.190854826873022e-11
18,8.189317631333961e-11
19,8.195381217579365e-11
20,8.207488851224719e-11
21,8.223219642366575e-11
22,8.236051869598154e-11
23,8.243561570598395e-11
