,0,1,pr  0,dg  0,cl  0,bt  0,ev  0,pr  1,dg  1,cl  1,bt  1
DNMXYOL,0.5332441617269781,0.5861224205395837,0.00018856755654180345,0.0008474576271186442,0.0019926938505816314,6.066382185270504e-06,2.4763939065578366e-09,0.00019639276200848207,0.000846979107848673,0.0017924186370742903,6.059532353995967e-06
DNOETOL,0.4514425952693289,0.5040284339016093,0.0003522669947899583,0.0008474576271186442,0.0030196054441918806,2.594176592385413e-05,2.7085977990005752e-09,0.00034675092731775096,0.000846979107848673,0.0026906505883599633,2.5912473882219593e-05
DNOXYOL,0.5223979077618022,0.5813261459050728,0.00022338849235987968,0.0008474576271186442,0.0015145061931319537,1.9156996374538436e-06,6.93088641699162e-09,0.0002260836717824023,0.000846979107848673,0.001277356919122203,1.9135365328408313e-06
OCT3ONE,0.5157569691992797,0.6079873450818603,0.00022719466660664614,0.0011299435028248588,0.0006391652596482997,7.982081822724348e-07,8.842063383477864e-13,0.00022339013447981662,0.001129305477131564,0.0006041233321075297,7.973068886836799e-07
DNPBNZOL,0.4479948600486245,0.49922880170160266,0.00023147219031922916,0.0005649717514124294,0.0008216135601140424,1.9156996374538436e-06,2.378546780249641e-06,0.00023079015274783053,0.000564652738565782,0.0006509899475230105,1.9135365328408313e-06
DNPETOL,0.46291182844620754,0.5155779703631286,0.0002534031708273281,0.0008474576271186442,0.0031182270580463046,2.6660153287899323e-05,2.8966265803269554e-06,0.0002552255179412397,0.000846979107848673,0.0026330562136978016,2.6630050082034905e-05
OET1OHNO2,0.4904801950919525,0.5283101180348342,0.00019921109892892714,0.0005649717514124294,0.0025432974545254983,1.237222682522274e-05,9.616636003028164e-10,0.00019454540596021576,0.000564652738565782,0.0023227666682375933,1.2358256774597037e-05
OETHTOL,0.625167980876625,0.6253376897304038,6.722810500006539e-05,0.0011299435028248588,0.01917734898107667,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.02031131952088619,0.0
OETLMUCCO,0.41755750164436534,0.4466768724777825,0.00022107440563688232,0.0011299435028248588,0.0,0.0,7.469938736904795e-12,0.0002246340147471145,0.001129305477131564,0.0,0.0
OETLMUCNO3,0.44670356934213684,0.4621650659567609,8.08136423782369e-05,0.0005649717514124294,0.0003998205351563807,0.0,4.5445230035164083e-13,8.062831538020474e-05,0.000564652738565782,0.0004309142595270003,0.0
OETOH,0.3162620095148267,0.5073271391513852,8.030323135587274e-05,0.0014124293785310734,0.005717340306622176,2.8735494561807652e-06,5.469202740412435e-15,7.89344081341357e-05,0.001411631846414455,0.005896404469318255,2.8703047992612474e-06
DNPHEN,0.5517445298699677,0.6376139739093345,6.722810500006539e-05,0.0002824858757062147,0.0008974812231536088,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0007426689050589835,0.0
OTNCATECH,0.40164052620704316,0.567947067672715,0.0001921776510721328,0.0008474576271186442,0.0030389428916650636,1.5964163645448695e-05,7.656716796998617e-06,0.00018660824250728774,0.000846979107848673,0.0029254516611080445,1.5946137773673596e-05
CO235C7,0.32442890613215314,0.5156826637342471,0.00016191130785437214,0.0014124293785310734,0.00568511136892299,1.3010793371040687e-05,2.957551718330204e-09,0.00015525850267651575,0.001411631846414455,0.005036790511930046,1.9534018772750156e-05
OXNCATECH,0.4701776011162745,0.6367379598757543,0.00019514416262366715,0.0005649717514124294,0.0016016144739265273,4.469965820725635e-06,5.571193004066124e-07,0.00018589685220725963,0.000564652738565782,0.0014860892825781322,4.464918576628607e-06
OXY1OHNO2,0.5614172856643426,0.6109947640308465,6.722810500006539e-05,0.0002824858757062147,0.0012594769504207393,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0011466589295148438,0.0
OXYL,0.6901094612253428,0.6902151500237049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNPXYOL,0.508631923700818,0.5611682301186863,6.722810500006539e-05,0.0005649717514124294,0.0022336237331880607,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0019882608047625374,0.0
OXYLOL,0.3852701964854509,0.5766258437991526,6.722810500006539e-05,0.0011299435028248588,0.005173934344602688,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.005018702932108329,0.0
OXYMUCCO,0.4709118227166026,0.502533410684596,0.0002481685397820911,0.0014124293785310734,0.0021766894793176475,3.831399274907687e-06,1.6537338309505156e-13,0.0002451462774667705,0.001411631846414455,0.0019902803624693684,3.827073065681663e-06
OXYMUCNO3,0.502308521180869,0.519094690826818,7.814273764947934e-05,0.0005649717514124294,0.001886844750873469,0.0,5.592597188033304e-15,7.875964779692547e-05,0.000564652738565782,0.0016926642833933918,0.0
DNT123BOL,0.420425174658837,0.47241703518317574,0.0002065754190222174,0.0005649717514124294,0.0016896420752914264,5.427815639452557e-06,2.2943807250562975e-06,0.0002035035051641552,0.000564652738565782,0.0014667867759029065,5.421686843049023e-06
PBENZ,0.6376731579157199,0.6378070536511625,6.722810500006539e-05,0.0008474576271186442,0.02033299872702509,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000846979107848673,0.0180652510043914,0.0
PBENZOL,0.34633565797740473,0.5177574848002635,6.722810500006539e-05,0.0011299435028248588,0.008772537765711413,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.0077807103637095015,0.0
DNT124BOL,0.4543753001233408,0.5065989154038381,6.722810500006539e-05,0.0005649717514124294,0.0021669441097632064,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0018817233873727921,0.0
PBNZOHNO2,0.48940869360084444,0.522833041450514,0.0001735513105691632,0.0005649717514124294,0.0010989766442356611,2.2349829103628175e-06,1.6134160081336145e-07,0.0001701880177905775,0.000564652738565782,0.0010333423570281913,2.2324592883143034e-06
EBENZ,0.6945803886143535,0.6946900133813069,6.722810500006539e-05,0.0011299435028248588,0.020794790020098375,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.01901912099204495,0.0
PBZOBPEROH,0.4686125151724549,0.473401397083325,0.00021771289624057777,0.0016949152542372883,0.005013753929631976,1.0137243914859921e-05,8.533813166178231e-13,0.00022376064549065538,0.001693958215697346,0.004246930909893125,1.0524450930624573e-05
EBENZOL,0.40897633119663745,0.5800958052988385,8.135927457868499e-05,0.0014124293785310734,0.007653972348893496,4.789249093634609e-06,4.957437558922004e-15,7.988349546124844e-05,0.001411631846414455,0.007919386615685513,4.783841332102079e-06
CO23C6,0.3137237816265626,0.3871874228668944,0.00015402844975325193,0.0019774011299435027,0.007491021057958752,1.7081655100630106e-05,3.497933406858036e-10,0.0001468512868228537,0.001976284584980237,0.006349124145931432,1.7221828795567485e-05
EBNZOHNO2,0.5520259468620331,0.5853619678264651,0.00018821326208110902,0.0005649717514124294,0.001660322314669454,3.991040911362174e-06,6.230803991823048e-10,0.00018768812853476856,0.000564652738565782,0.0015631775919786853,3.986534443418399e-06
PET1OHNO2,0.5018398351085944,0.5398216079511668,0.00018149824603562792,0.0005649717514124294,0.0027153282543733977,1.3569539098631392e-05,4.880276205205929e-07,0.00017964526479003902,0.000564652738565782,0.002414120172115546,1.3554217107622557e-05
PETHTOL,0.6453089257914615,0.6452539035825368,6.722810500006539e-05,0.0011299435028248588,0.018165547185364703,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.01730485881549875,0.0
BUTDANO3,0.5277778519976181,0.5173952160570635,9.741729403992505e-05,0.0011299435028248588,0.004091088804212221,1.995520455681087e-06,9.795275219706135e-14,9.60796056679787e-05,0.001129305477131564,0.004043561024035303,2.3121899771826716e-06
PETOH,0.3238479732912976,0.5181978811011503,8.094943166076189e-05,0.0014124293785310734,0.008232802660165791,4.6296074571801215e-06,5.255891228139272e-15,8.095671719365528e-05,0.001411631846414455,0.007518304467784907,4.624379954365343e-06
PHCHOOA,0.0,0.0,7.657746203429821e-05,0.0011299435028248588,0.0081483884363063,6.704948731088452e-06,6.267113200477428e-15,7.564495280336413e-05,0.001129305477131564,0.007466615041485743,6.69737786494291e-06
CO24C5,0.44154961032856627,0.5562375734295122,0.00014232746217400304,0.0016949152542372883,0.003811703517415793,4.310324184271148e-06,7.362571535050805e-13,0.00014152964297238193,0.001693958215697346,0.0031030541225880426,4.225726510023503e-06
EBZOBPEROH,0.53146586518516,0.5362583601038542,0.0002152570595156403,0.0016949152542372883,0.0037803191475714484,6.704948731088452e-06,7.237858149787801e-13,0.00021373080871549074,0.001693958215697346,0.0028407616508377203,5.9000709762592304e-06
PNCATECH,0.3924908152669341,0.563249083453996,0.00020733916762169632,0.0008474576271186442,0.0017880723459773164,5.427815639452557e-06,3.966158204047562e-09,0.0002053322980388601,0.000846979107848673,0.001668962274243349,5.421686843049023e-06
CO24C53OOH,0.31184537103595666,0.38257596143876643,0.0002654239872598997,0.0016949152542372883,0.0028323608388699855,8.780290004996782e-07,2.0226846255345858e-07,0.00025635743597247695,0.001693958215697346,0.002479091114902222,6.059532353995967e-06
PTNCATECH,0.4123263146128647,0.5789615575089673,0.00018988883582936105,0.0008474576271186442,0.003199315904211418,1.2691510098131714e-05,1.5797938529621582e-07,0.0001877006539503323,0.000846979107848673,0.002801168324327895,1.2677179530070508e-05
PXNCATECH,0.457418724235477,0.6240920007894669,0.00018832994431649603,0.0008474576271186442,0.0021173295991164702,6.226023821724992e-06,1.2058324560842694e-06,0.00018496660661575674,0.000846979107848673,0.001987524825844169,6.2189937317327025e-06
PXY1OHNO2,0.5475774247384146,0.5852159739203328,0.00022454484623691357,0.0005649717514124294,0.0005577039220528838,1.1973122734086522e-06,2.511839880133355e-10,0.00022060595091508384,0.000564652738565782,0.0005129295303314614,1.1959603330255197e-06
PXYL,0.6849610024327746,0.6850082363468472,6.722810500006539e-05,0.0011299435028248588,0.016993987381168297,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.015462107901254357,0.0
PXYLOL,0.3693488014289131,0.5639632842400583,7.811758752616749e-05,0.0014124293785310734,0.006573040837092617,3.113011910862496e-06,4.427719632668645e-15,8.002969661570653e-05,0.001411631846414455,0.0060716360853107,3.667611687944927e-06
ENCATECH,0.45507142418731705,0.6256915297476955,0.0001837253317656902,0.0008474576271186442,0.002241919212534804,1.9556100465674653e-05,4.59549291327079e-09,0.00017500982623382165,0.000846979107848673,0.0019350984043180013,1.658398328462054e-05
T123NCATEC,0.37033779791328136,0.5344845896485461,0.00017574618586663584,0.0005649717514124294,0.001861123826129051,4.709428275407366e-06,1.1914882998081583e-08,0.00018046912662753975,0.000564652738565782,0.00140771768083121,4.704110643233711e-06
T124NCATEC,0.37289287451574626,0.5375478895237445,0.00017613003681810077,0.0008474576271186442,0.0023795453209393184,4.789249093634609e-06,1.7481393580632695e-07,0.00017722400607470391,0.000846979107848673,0.0019746250168209876,4.783841332102079e-06
TM123B,0.6152159551213784,0.6153473822644143,6.722810500006539e-05,0.0008474576271186442,0.014243240537560771,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000846979107848673,0.012804502784461564,0.0
TM123BOL,0.28612044014298726,0.4724859756151885,6.722810500006539e-05,0.0011299435028248588,0.004844943709627239,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.004291076087723152,0.0
TM123OBPOH,0.5196833065961187,0.5245150857485636,0.00015951829592414788,0.0014124293785310734,0.0028897500096152842,2.2349829103628175e-06,4.679306107453321e-13,0.00016193501129015966,0.001411631846414455,0.002158748243766907,1.9135365328408313e-06
TM123OHNO2,0.4595117325770019,0.4956531651934032,6.722810500006539e-05,0.0002824858757062147,0.0017146165175627576,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0014704633836716285,0.0
TM124B,0.6493685832877598,0.6498733649096583,6.722810500006539e-05,0.0011299435028248588,0.01702791226173466,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.016174050550990377,0.0
TM124OHNO2,0.4934623946994734,0.5300275488302197,6.722810500006539e-05,0.0002824858757062147,0.0006161708726246316,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000282326369282891,0.0006266874141405783,0.0
TM124OL,0.32009266096346717,0.506874594596001,8.212209163001633e-05,0.0014124293785310734,0.004642450415315666,2.4744453650445477e-06,5.681637574504553e-15,8.060688422324973e-05,0.001411631846414455,0.003963918512906023,2.0729979105775673e-06
TM135B,0.6339062386825196,0.6341044364621709,6.722810500006539e-05,0.0011299435028248588,0.010595967608366993,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.009993848604388346,0.0
TM135OBPOH,0.5482431570429632,0.5430348580675235,0.0002523710444754374,0.0016949152542372883,0.0026827106069157894,8.620648368542295e-06,1.1371643848590561e-12,0.00024965113853038707,0.001693958215697346,0.0023621145931664103,9.089298530993949e-06
UDEC3ONE,0.6197436671845008,0.6901359343432261,0.00016486567705823718,0.0011299435028248588,0.0007544688110145698,9.578498187269218e-07,7.152918577009086e-13,0.0001610010721764397,0.001129305477131564,0.0006364633444898851,9.567682664204157e-07
INAHPAN,0.0,0.15103709738378007,0.00013311472069766736,0.0005649717514124294,0.0011183257119451225,1.2771330916358957e-06,8.029540945459033e-09,0.00013777570295523883,0.000564652738565782,0.0010434643091544393,1.2756910218938877e-06
C62O,0.0,0.0,0.0003910780786159384,0.0014124293785310734,0.0022622807342538406,0.0,8.095837460320867e-07,0.00035399304120656527,0.001411631846414455,0.001954965539169721,1.5148830884989917e-06
C62OOH,0.0,0.1808738967137965,0.00013095873541529198,0.0014124293785310734,0.0026847311739255,2.2349829103628175e-06,3.5659023767897833e-07,0.00012468417531421257,0.001411631846414455,0.0024950927527001726,3.2689582436030872e-06
C31PAN,0.39460001283146584,0.35342190313843835,0.0002247149734512192,0.0008474576271186442,0.0008831555717801573,0.0,1.7039156187810777e-06,0.00020879482433494145,0.000846979107848673,0.0008276334446524591,0.0
INCOOH,0.28758988374386496,0.3165972190494228,8.030889700515524e-05,0.0005649717514124294,0.0021764733135276573,0.0,1.6133723488978874e-12,7.992439057204522e-05,0.000846979107848673,0.003376568754220708,0.0
HEX3ONAOOH,0.26585285692048866,0.34367627996408573,8.485074441656289e-05,0.0011299435028248588,0.007021017958789843,4.709428275407366e-06,8.589171216713265e-11,8.433019901879144e-05,0.001129305477131564,0.00574870883581046,3.667611687944927e-06
IPROPOLO2H,0.4241431392651741,0.46776346616707865,0.00018453424285727068,0.0011299435028248588,0.003422703159130117,0.0,1.819879968622432e-05,0.0001861317707627957,0.001129305477131564,0.002808716904440913,0.0
ISOPBO,0.0,0.0,0.0002072283279446049,0.0016949152542372883,0.008289281322209251,1.4766851372040044e-05,6.006648864824256e-08,0.000207129624170412,0.001693958215697346,0.006904203156633304,1.4750177440648076e-05
C23O3MCPAN,0.5457729517966124,0.6142010876032336,0.00023664562041872985,0.0008474576271186442,0.0030636941272277857,0.0,7.09528037595917e-08,0.00020389227428489558,0.000846979107848673,0.0027094773000345233,3.5878809990765593e-06
MACRNBCO3H,0.14602080060462821,0.24501157449181749,0.00015917632713040406,0.0008474576271186442,0.002640382883476863,0.0,1.2478289193733132e-06,0.00015130878489594973,0.000846979107848673,0.0023981698533121717,0.0
MACRNCO3H,0.12903231820858557,0.252384552173284,0.00018690323196743054,0.0011299435028248588,0.0030630090759872627,2.2589291558309905e-05,8.500539120097062e-06,0.0001924341667651842,0.001129305477131564,0.002581119049774298,2.256378494974814e-05
CO3H4CO3H,0.30544928219387685,0.38858321876542107,0.00023727881991526903,0.0011299435028248588,0.004546747691968785,5.683242257779736e-05,6.456588516164187e-07,0.000232856759601919,0.001129305477131564,0.003671469083317534,5.381821498614839e-05
HIEB1OOH,0.04526290876976326,0.13012759008436112,0.0001048982549813857,0.0008474576271186442,0.001447505049514636,6.385665458179478e-07,7.046464579392771e-14,0.00010699837133620759,0.000846979107848673,0.0012353038577902473,6.378455109469438e-07
MC3CODBPAN,0.5587081958144535,0.5721901675585177,8.538599083773613e-05,0.0002824858757062147,0.0,0.0,7.202189289566229e-07,8.535703561709207e-05,0.000282326369282891,0.0,0.0
HIEB2OOH,0.021202943977358543,0.10208631454638091,0.0001041929165513039,0.0008474576271186442,0.0019761973325860727,3.192832729089739e-07,5.497279523123256e-14,0.00010314878024158198,0.000846979107848673,0.0017707002430736726,3.189227554734719e-07
HMACO3H,0.22440296407167215,0.26609756809802937,9.380291586048666e-05,0.0014124293785310734,0.0026195759615206524,0.0,1.3728789867116194e-07,8.76350341755197e-05,0.001411631846414455,0.0025194757142227675,0.0
METLMUCNO3,0.5042916483269038,0.5182864506226943,8.018111995141726e-05,0.0008474576271186442,0.005387137913514367,2.953370274408009e-06,4.149169916634351e-14,7.851972814712625e-05,0.000846979107848673,0.004422623922797321,2.631112732656143e-06
C526NO3,0.4139489477719036,0.42440866441662123,0.00011926329337663742,0.0008474576271186442,0.0010074508695313486,3.991040911362174e-07,1.712267156292576e-08,0.00011384947855232551,0.000846979107848673,0.0010296365106555205,3.9865344434183993e-07
HMACROOH,0.2676934693997534,0.3092624822507479,0.00010809731375552577,0.0011299435028248588,0.0017984568236992036,4.789249093634609e-07,1.923266650036122e-09,0.00010836483904275417,0.001129305477131564,0.0016732599712941643,4.783841332102078e-07
HMACRO,0.0,0.0,0.0002346712180644196,0.0008474576271186442,0.0,0.0,4.004609301823789e-09,0.00023297716833285047,0.000846979107848673,0.0,0.0
HMPAN,0.4593643662023645,0.4718530248301586,9.10217294435571e-05,0.0008474576271186442,0.0024090768417811244,1.3569539098631391e-06,1.2292003580043667e-07,8.96057038898994e-05,0.000846979107848673,0.0019602136217980906,1.3554217107622557e-06
C6OTKETOOH,0.2713663418605581,0.3484455906602337,0.00010797653049726837,0.0008474576271186442,0.001819059782748482,0.0,5.647172168434605e-08,0.00011306606007325645,0.000846979107848673,0.0015835370779208485,0.0
HMVKAO,0.0,0.023393302854620407,0.00032445787171537165,0.0011299435028248588,0.0017685028759847662,3.4322951837714697e-06,1.683573099136879e-05,0.00031590520939829374,0.001129305477131564,0.0013884079250135453,3.4284196213398233e-06
C527NO3,0.44753755136831186,0.4599686904549183,9.045045762343527e-05,0.0005649717514124294,0.0016185907837251501,0.0,2.618357993265782e-06,8.852234614589683e-05,0.000564652738565782,0.0013403997216411769,0.0
C527OOH,0.2950970414397694,0.32549742489600064,8.762661616067437e-05,0.0005649717514124294,0.0016158136932634692,0.0,2.299965279792461e-06,8.727695347031415e-05,0.000564652738565782,0.0013817062853390917,0.0
MXYMUCPAN,0.5272702776207269,0.5358371275941045,0.00011053892644312804,0.0005649717514124294,0.004488297811393724,0.0,1.0156466390323188e-08,0.00011502618202520527,0.000564652738565782,0.004163181545540809,0.0
C9PAN1,0.5315482966742562,0.6381148260492474,0.0001136782508610337,0.0008474576271186442,0.012735275519918668,9.027734541501238e-05,2.2478324575951228e-08,0.00012040681020685184,0.000846979107848673,0.011234611365758476,9.017540911012419e-05
C9PAN2,0.4882587948497313,0.6249309783592816,0.0001731505737128002,0.0005649717514124294,0.0026815791168368717,2.3148037285900608e-06,9.148627972993583e-06,0.00019888688007448535,0.000564652738565782,0.0024876441053067193,2.3121899771826716e-06
NBUTOLAOOH,0.428584385259711,0.45660984494391016,0.00011930814891305172,0.0011299435028248588,0.003794213234392401,6.5453070946339656e-06,2.1101902018271474e-05,0.00011312934104776519,0.001129305477131564,0.0033083868811110153,6.777108553811279e-06
ACO3H,0.35829760598545984,0.43602099614361683,0.00015707291440269429,0.0011299435028248588,0.001821915678501824,0.0,5.312355825149722e-06,0.00014603600638282908,0.001129305477131564,0.001638917702221925,1.1162296441571517e-06
HO13C4OOH,0.38001945047776164,0.4699253289144546,0.00011460241409084457,0.0005649717514124294,0.0018301449499850523,0.0,2.9889827610317216e-07,0.00011959551861573252,0.000564652738565782,0.0015227907307600978,0.0
C721PAN,0.4268716515940599,0.5197107876959122,6.722810500006539e-05,0.0005649717514124294,0.002650399721454227,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.0024876873483449355,0.0
NCRESOOH,0.4559721953122038,0.28686373378039953,9.524606079416482e-05,0.0008474576271186442,0.002523391317026959,7.982081822724348e-08,3.937595482843945e-10,9.449463639651594e-05,0.000846979107848673,0.0023428276298772424,7.973068886836798e-08
NEBNZOLOOH,0.4085806012186821,0.23316625065064184,9.797634365878136e-05,0.0011299435028248588,0.005104209780068437,0.0,1.6164356300348733e-09,9.755134537881856e-05,0.001129305477131564,0.0043983127144242955,0.0
C6CO2OHOOH,0.3387281113963555,0.3766790178413873,0.00010578974923518026,0.0011299435028248588,0.002705801729224533,2.953370274408009e-06,9.411874735893926e-09,0.00010353351513157552,0.001129305477131564,0.002547624658368635,2.9500354881296152e-06
NMETOLOOH,0.34954558266874747,0.23130847622707593,9.486278828428675e-05,0.0011299435028248588,0.004449727734570455,1.0376706369541653e-06,3.887263484704191e-09,9.276504260334048e-05,0.001129305477131564,0.004099884548169104,1.0364989552887837e-06
NMXYOLOOH,0.396533483880039,0.2759069873973958,9.392518116990679e-05,0.0011299435028248588,0.0033168002878703555,8.780290004996782e-07,7.498621424264215e-09,9.668318034657454e-05,0.001129305477131564,0.003268748264003306,8.770375775520478e-07
C5PAN19,0.4388783248991261,0.44517272688200266,8.315363793462304e-05,0.0008474576271186442,0.005162747217625211,1.1973122734086522e-06,2.0075013197670045e-06,8.001866817839128e-05,0.000846979107848673,0.004369894713811354,1.4351523996306237e-06
C534OOH,0.18606575592627259,0.22754235479613655,0.00010469621169113224,0.0005649717514124294,0.0011574631607481033,0.0,5.480265297547995e-07,0.00010106488115964532,0.000564652738565782,0.0010077383013454733,0.0
NOXYOLOOH,0.3931727118329761,0.24997638398972336,9.384034664996783e-05,0.0008474576271186442,0.0029208371842266534,0.0,5.901225368442665e-10,9.884681694089013e-05,0.000846979107848673,0.0028340808716783733,0.0
NPBNZOLOOH,0.3473487528435163,0.17222541195605406,9.681152541105133e-05,0.0011299435028248588,0.006178456397530867,1.995520455681087e-06,2.1718813624805632e-08,0.00010000202939571998,0.001129305477131564,0.005674254315051288,1.9932672217091995e-06
NPETOLOOH,0.3342520195906916,0.1954782679045135,0.00010393399861975054,0.0008474576271186442,0.004678986604232504,1.3569539098631391e-06,3.4204129156163014e-13,0.00010095779529146357,0.000846979107848673,0.004098692505982656,1.3554217107622557e-06
NPXYOLOOH,0.37872318682386413,0.2398854436501187,6.722810500006539e-05,0.0008474576271186442,0.004031286905760306,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000846979107848673,0.003537142259744446,0.0
C4MCODBPAN,0.5639246221733998,0.5745785489315989,0.00015245569694486723,0.0002824858757062147,0.0,0.0,4.0443748160349114e-08,0.00015246823006322588,0.000282326369282891,0.0,0.0
C89PAN,0.6265116500426603,0.5274545011997234,0.00013006024531376538,0.0011299435028248588,0.0068487860701597755,3.2726535473169824e-05,8.834587514935047e-07,0.0001362235578275257,0.001129305477131564,0.006301024753867034,3.141389141413698e-05
HYPROPO2H,0.4831085956215435,0.5157088237493532,0.0003192510774254584,0.0011299435028248588,0.004422531726089965,0.0,6.228661177242816e-06,0.0002817916292328267,0.001129305477131564,0.003632481754867247,0.0
C53OOH,0.3119645321559984,0.4087795470228001,9.540981968161132e-05,0.0014124293785310734,0.0038131867892644247,0.0,3.872547010626388e-10,8.946309703109238e-05,0.001411631846414455,0.0031467032682328646,0.0
BUTAL2O,0.0,0.0,0.0005892695177289345,0.0011299435028248588,0.0036211723707195395,3.991040911362174e-05,4.675331190624772e-07,0.0005361255344798329,0.001129305477131564,0.0028312023864870976,3.986534443418399e-05
BUTAL2NO3,0.48419136161836324,0.438450693963892,9.322021569615396e-05,0.0011299435028248588,0.004064617240501096,3.4322951837714697e-06,2.5872440318028747e-14,8.577818845739874e-05,0.001129305477131564,0.003180431300236853,3.189227554734719e-07
C732PAN,0.5510381933146073,0.49369698572519966,0.00020688186640321476,0.0008474576271186442,0.003000354950428031,0.0,2.223273519475608e-06,0.00020787861060367666,0.000846979107848673,0.002746628436312002,0.0
OXYLPAN,0.5076437171000051,0.5901938868123763,0.0002331833739858279,0.0008474576271186442,0.0018302931343511311,1.676237182772113e-06,8.674695504403873e-07,0.00024073855359630096,0.000846979107848673,0.0017175819071218847,1.6743444662357275e-06
C59OOH,0.2609479258546494,0.3710781810529963,0.00011811030008563317,0.0016949152542372883,0.003897757496548801,7.58297773158813e-06,6.563154897405666e-07,0.00025582288215077756,0.001693958215697346,0.0031378381988877153,2.2165131505406298e-05
OXYMUCPAN,0.5329189133124395,0.5527996496095419,8.504829776260147e-05,0.0008474576271186442,0.0075567366506437824,4.709428275407366e-06,5.904697731703649e-14,8.553130412957048e-05,0.000846979107848673,0.0064940761899769375,4.783841332102079e-06
PBZN,0.5837126645896822,0.635185144428036,6.722810500006539e-05,0.0005649717514124294,0.0015250816939693667,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.000564652738565782,0.001503020579465809,0.0
C10PAN1,0.5538273932523764,0.6543799401386291,0.00010011457605272912,0.0011299435028248588,0.013428353734116378,3.831399274907687e-05,5.8173936773596496e-08,0.00010107370991321339,0.001129305477131564,0.012353236642929937,3.827073065681663e-05
C8PAN1,0.5067498056698078,0.6197943102022504,0.00011337760211671877,0.0011299435028248588,0.011328441330919379,2.5383020196263428e-05,5.366648116305902e-08,0.0001081726800202086,0.001129305477131564,0.009620362589855257,2.5354359060141017e-05
C823PAN,0.6019372052896055,0.4870663778965297,9.604650256196293e-05,0.0008474576271186442,0.01206532988067168,2.3307678922355095e-05,1.1308305825661627e-08,9.419382415368091e-05,0.000846979107848673,0.010719189387745793,2.3600283905036922e-05
HO3C4OOH,0.39831566291326276,0.4510917775201254,0.00016162704933937624,0.0011299435028248588,0.003919272738005523,0.0,3.1336689015906262e-06,0.00014886992889204077,0.001129305477131564,0.003265640837959257,0.0
PETLMUCNO3,0.4721493461283049,0.48761688945417303,8.04866960698461e-05,0.0011299435028248588,0.005543436333521153,3.192832729089739e-06,2.985267533190265e-13,7.849004546711305e-05,0.001129305477131564,0.004564211061379979,2.7108434215245114e-06
C7ADCPAN,0.43193370573502404,0.4404722532599591,0.00010546760466655986,0.0002824858757062147,0.0,0.0,1.2140948211453604e-08,0.0001039401052065052,0.000282326369282891,0.0,0.0
C5OHCO4OOH,0.0,0.1323380733041205,6.722810500006539e-05,0.0011299435028248588,0.003562885457057596,0.0,2.6429166669927403e-16,6.684693405271742e-05,0.001129305477131564,0.002912399027002158,0.0
C5PAN17,0.4027049403419074,0.44875398618981077,0.00010631930207915555,0.0008474576271186442,0.00269368631360857,0.0,1.2022385443527369e-06,9.179745910481486e-05,0.000846979107848673,0.002276252820047314,4.783841332102078e-07
PROL11MOOH,0.0,0.0,8.439314440497019e-05,0.0008474576271186442,0.00597627480390757,0.0,3.8238687673092645e-14,8.187848429099441e-05,0.000846979107848673,0.005402781126268223,0.0
PROPOLNO3,0.6061683028386974,0.6637747409715821,0.00022890295175361617,0.0008474576271186442,0.0019690280622628,0.0,3.3234846561904162e-06,0.0002259120051395527,0.000846979107848673,0.0014808490815989054,0.0
C56OOH,0.0,0.005804996708682822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5DICAROOH,0.35203973171334974,0.3883049513431422,0.00017887708397037484,0.0011299435028248588,0.0015730168962714431,1.0057423096632679e-05,5.24780421279057e-07,0.00014000344462916165,0.001129305477131564,0.0016978230472637938,0.0
PXYLPAN,0.5175937699926609,0.5941080288222023,0.00012447496107309997,0.0008474576271186442,0.001789798420601482,7.982081822724348e-08,7.375804009772692e-09,0.00013164986861657197,0.000846979107848673,0.0015182753729069125,7.973068886836798e-08
