,source,target,flux
0,C51NO324CO,C5CO24O,[ -inf 15.29942572]
1,CO3C4NO3OH,HO2CO3C4O,[ -inf 15.29942572]
2,HO124C5,C51OH,[9.39093511 9.39093511]
3,C51O2,C51OH,[10.50252254 12.9740954 ]
4,INB1HPCO3,INB1HPCO2H,[11.75449729 14.2259079 ]
5,APINCO2,APINCOH,[ 8.58040933 11.05198219]
6,BPINCO2,BPINCOH,[ 8.58040933 11.05198219]
7,C101OOH,C101O,[ -inf 15.05785135]
8,C101O2,C101O,[10.68548684 13.14676061]
9,C111OOH,C111O,[ -inf 15.05785135]
10,C111O2,C111O,[10.68548684 13.14676061]
11,C121OOH,C121O,[ -inf 15.05785135]
12,C121O2,C121O,[10.68548684 13.14676061]
13,TLFUONOO,C24O3CCO2H,[20.46796353 20.51938291]
14,C510O2,C510OH,[ 9.71812235 12.18969522]
15,C626O2,C511CHO,[7.41497335 7.41497335]
16,C518CHO,C520OOA,[2.94001817 2.94001817]
17,C57O2,C57OH,[ 9.71812235 12.18969522]
18,C58O2,C58OH,[ 9.71812235 12.18969522]
19,C6145COOOH,C6145COO,[ -inf 16.54612702]
20,C6145COO2,C6145COO,[11.57954847 14.04982042]
21,C619OOH,C619O,[ -inf 14.79055252]
22,C619O2,C619O,[11.00477065 13.47143639]
23,C622CHO,C628OOA,[2.94001817 2.94001817]
24,C624CHO,C629OOA,[2.94001817 2.94001817]
25,C6CO34HO1,C6CO134,[9.16435286 9.16435286]
26,C6CYTONOOH,C6CYTONO,[ -inf 15.05785135]
27,C6CYTONO2,C6CYTONO,[11.22465669 13.69327859]
28,C719O2,C719OH,[ 9.71812235 12.18969522]
29,C721OOH,C721O,[ -inf 14.79055252]
30,C721O2,C721O,[11.39316302 13.8627361 ]
31,C729CHO,C735OOA,[2.94001817 2.94001817]
32,C812O2,C812OH,[ 9.71812235 12.18969522]
33,C85OOH,C85O,[ -inf 15.05785135]
34,C85O2,C85O,[ 9.38169425 11.57614597]
35,C88OOH,C88O,[ -inf 14.79055252]
36,C88O2,C88O,[11.00477065 13.47143639]
37,NOPINOOA,C8BC,[25.51851396 25.51851396]
38,C914OOH,C914O,[ -inf 15.31834378]
39,C914O2,C914O,[11.00477065 13.47143639]
40,C917O2,C917OH,[ 8.58040933 11.05198219]
41,C91OOH,C91O,[ -inf 15.05785135]
42,C91O2,C91O,[10.68548684 13.14676061]
43,C920OOH,C920O,[ -inf 15.05785135]
44,C920O2,C920O,[11.39316302 13.8627361 ]
45,C921OOH,C921O,[ -inf 15.05785135]
46,C921O2,C921O,[ 9.38169425 11.57614597]
47,CH3O2,CH3O2NO2,[8.77559422 8.75047124]
48,CHOC4OOH,CHOC4O,[ -inf 15.31834378]
49,CHOC4O2,CHOC4O,[11.39316302 13.8627361 ]
50,CHOC4OHOOH,CHOC4OHO,[ -inf 15.31834378]
51,CHOC4OHO2,CHOC4OHO,[11.39316302 13.8627361 ]
52,CO2C3OO,CO2C3CO2H,[20.46796353 20.51938291]
53,CO3C75OOH,CO3C75O,[ -inf 15.05785135]
54,CO3C75O2,CO3C75O,[10.68548684 13.14676061]
55,CO3C85OOH,CO3C85O,[ -inf 15.05785135]
56,CO3C85O2,CO3C85O,[10.68548684 13.14676061]
57,CRESO2,CRESOH,[10.65742451 13.12899738]
58,CY6DIONOOH,CYC6DIONO,[ -inf 16.52766036]
59,CYC6DIONO2,CYC6DIONO,[10.68548684 13.14676061]
60,DMEBIPRO2,DMEBPR2OH,[10.52272593 12.99429879]
61,DMEPHOLO2,DMEPHOLOH,[10.65742451 13.12899738]
62,DMMALYO2,DMMALYOH,[ 9.71812235 12.18969522]
63,EBENZOLO2,EBENZOLOH,[10.65742451 13.12899738]
64,NC4EDCO2,EMALANHY,[26. 26.]
65,EMALANHYO2,EMALNHY2OH,[ 9.71812235 12.18969522]
66,IBUTOLCO2,IBUTOLOHC,[10.69218661 13.16375947]
67,IEPOXB,IEB1CHO,[7.80482068 7.80482068]
68,IEPOXB,IEB4CHO,[7.80482068 7.80482068]
69,INANCO,INANCOCHO,[7.8309734 7.8309734]
70,IPBENZOLO2,IPBENZOLOH,[10.65742451 13.12899738]
71,NC4IPDCO2,IPMALANHY,[26. 26.]
72,IPMALNHYO2,IPMLNHY2OH,[ 9.71812235 12.18969522]
73,IPRBQOOH,IPRBQO,[ -inf 14.79055252]
74,IPRBQO2,IPRBQO,[11.00477065 13.47143639]
75,ISOPBO2,ISOPBOH,[10.48133324 12.95290611]
76,LIMAL,LIMALOOA,[2.74515291 2.74515291]
77,M2PEDO2,M2PEDOH,[ 8.58040933 11.05198219]
78,MPAN,MAE,[8.78461728 8.78461728]
79,MALANHYOOH,MALANHYO,[ -inf 14.79055252]
80,MALANHYO2,MALANHYO,[11.00477065 13.47143639]
81,MC6OTKETO2,MC6OTKETOH,[ 9.71812235 12.18969522]
82,MEBFUO2,MEBFUOH,[ 9.71812235 12.18969522]
83,METLBIPRO2,METLBPR2OH,[10.52272593 12.99429879]
84,METLQOOH,METLQO,[ -inf 14.79055252]
85,METLQO2,METLQO,[10.12490816 12.55780585]
86,METLQO2,METLQOH,[ 9.71812235 12.18969522]
87,METOLO2,METOLOH,[10.65742451 13.12899738]
88,MMALANHYO2,MMALNHY2OH,[ 9.71812235 12.18969522]
89,MXYFUO2,MXYFUOH,[ 9.71812235 12.18969522]
90,MXYOLO2,MXYOLOH,[10.65742451 13.12899738]
91,MXYQOOH,MXYQO,[ -inf 14.79055252]
92,MXYQO2,MXYQO,[10.12490816 12.55780585]
93,MXYQO2,MXYQOH,[ 9.71812235 12.18969522]
94,NC101OOH,NC101O,[ -inf 14.79055252]
95,NC101O2,NC101O,[ 9.38169425 11.57614597]
96,NC4DCO2H,NC4DCO2,[8.5571787 8.55044296]
97,NC4MDCO2H,NC4MDCO2,[8.5571787 8.55044296]
98,NC4PDCO2H,NC4PDCO2,[8.5571787 8.55044296]
99,NC72OOH,NC72O,[ -inf 14.79055252]
100,NC72O2,NC72O,[11.22465669 13.69327859]
101,NOPINCO2,NOPINCOH,[ 8.58040933 11.05198219]
102,NOPINDOOH,NOPINDO,[ -inf 14.79055252]
103,NOPINDO2,NOPINDO,[11.53393576 14.0040634 ]
104,OETLBIPRO2,OETLBPR2OH,[ 9.71812235 12.18969522]
105,OETLQOOH,OETLQO,[ -inf 14.79055252]
106,OETLQO2,OETLQO,[11.00477065 13.47143639]
107,OETOLO2,OETOLOH,[10.65742451 13.12899738]
108,OXYBIPERO2,OXYBPER2OH,[ 9.71812235 12.18969522]
109,OXYFUO2,OXYFUOH,[ 9.71812235 12.18969522]
110,OXYOLO2,OXYOLOH,[10.65742451 13.12899738]
111,OXYQOOH,OXYQO,[ -inf 14.79055252]
112,OXYQO2,OXYQO,[11.00477065 13.47143639]
113,C5HPALD2,PACLOOA,[3.24353411 3.24353411]
114,PBENZOLO2,PBENZOLOH,[10.65742451 13.12899738]
115,PBZQOOH,PBZQO,[ -inf 14.79055252]
116,PBZQO2,PBZQO,[11.00477065 13.47143639]
117,PEBQOOH,PEBQO,[ -inf 14.79055252]
118,PEBQO2,PEBQO,[11.00477065 13.47143639]
119,PETLBIPRO2,PETLBPR2OH,[ 9.71812235 12.18969522]
120,PETLQOOH,PETLQO,[ -inf 14.79055252]
121,PETLQO2,PETLQO,[10.12490816 12.55780585]
122,PETLQO2,PETLQOH,[ 9.71812235 12.18969522]
123,PETOLO2,PETOLOH,[10.65742451 13.12899738]
124,C5HPALD1,PGAOOB,[2.81157502 2.81157502]
125,PHENO2,PHENOH,[10.65742451 13.12899738]
126,PHIC3O2,PHIC3OH,[ 8.58040933 11.05198219]
127,NC4PDCO2,PMALANHY,[26. 26.]
128,PMALANHYO2,PMALNHY2OH,[ 9.71812235 12.18969522]
129,C5PACALD1,PPACLOOA,[3.24353411 3.24353411]
130,C5PACALD2,PPGAOOB,[2.81157502 2.81157502]
131,PPRBQOOH,PPRBQO,[ -inf 14.79055252]
132,PPRBQO2,PPRBQO,[11.00477065 13.47143639]
133,PTLQOOH,PTLQO,[ -inf 14.79055252]
134,PTLQO2,PTLQO,[11.00477065 13.47143639]
135,PXYFUO2,PXYFUOH,[ 9.71812235 12.18969522]
136,TLFUO2,TLFUOH,[ 9.71812235 12.18969522]
137,TM123OLO2,TM123OLOH,[10.65742451 13.12899738]
138,TM124BPRO2,TM124BP2OH,[ 9.71812235 12.18969522]
139,TM124OLO2,TM124OLOH,[10.65742451 13.12899738]
140,TM124QOOH,TM124QO,[ -inf 14.79055252]
141,TM124QO2,TM124QO,[10.12490816 12.55780585]
142,TM124QO2,TM124QOH,[ 9.71812235 12.18969522]
143,TM135OLO2,TM135OLOH,[10.65742451 13.12899738]
144,TMB1FUO2,TMB1FUOH,[ 9.71812235 12.18969522]
145,TMB2FUO2,TMB2FUOH,[ 9.71812235 12.18969522]
146,C626OOH,C626O,[ -inf 15.31834378]
147,C626NO3,C626O,[ -inf 14.38560304]
148,C626O2,C626O,[9.059472 9.05017433]
149,C729OOH,C729O,[ -inf 15.31834378]
150,C729NO3,C729O,[ -inf 14.38560304]
151,C729O2,C729O,[11.17235198 13.64089082]
152,C731OOH,C731O,[ -inf 14.79055252]
153,C731NO3,C731O,[ -inf 14.38560304]
154,C731O2,C731O,[11.17228024 13.64089058]
155,C732OOH,C732O,[ -inf 14.79055252]
156,C732NO3,C732O,[ -inf 14.38560304]
157,C732O2,C732O,[11.17228024 13.64089058]
158,C811OOH,C811O,[ -inf 14.79055252]
159,C811NO3,C811O,[ -inf 14.38560304]
160,C811O2,C811O,[11.17228024 13.64089058]
161,C812OH,C812O,[8.87040391 8.87040391]
162,C812OOH,C812O,[ -inf 14.79055252]
163,C812O2,C812O,[10.12490816 12.55780585]
164,C817OOH,C817O,[ -inf 15.22209045]
165,C817NO3,C817O,[ -inf 15.11166996]
166,C817O2,C817O,[11.17228024 13.64089058]
167,C822OOH,C822O,[ -inf 14.79055252]
168,C822NO3,C822O,[ -inf 14.38560304]
169,C822O2,C822O,[11.17228024 13.64089058]
170,C823OOH,C823O,[ -inf 14.79055252]
171,C823NO3,C823O,[ -inf 14.38560304]
172,C823O2,C823O,[11.17228024 13.64089058]
173,C8BCOOH,C8BCO,[ -inf 14.79055252]
174,C8BCNO3,C8BCO,[ -inf 14.31986127]
175,C8BCO2,C8BCO,[10.46854335 12.92492858]
176,C923OOH,C923O,[ -inf 14.79055252]
177,C923NO3,C923O,[ -inf 14.38560304]
178,C923O2,C923O,[11.17881621 13.64752085]
179,C9DCOOH,C9DCO,[ -inf 14.79055252]
180,C9DCNO3,C9DCO,[ -inf 14.31986127]
181,C9DCO2,C9DCO,[10.46828806 12.92492771]
182,CO1C6OOH,CO1C6O,[ -inf 15.31834378]
183,CO1C6NO3,CO1C6O,[ -inf 15.2322238]
184,CO1C6O2,CO1C6O,[11.17243964 13.64089111]
185,MPRKNO3,CO2C54O,[ -inf 14.86567839]
186,MPRKBOOH,CO2C54O,[ -inf 14.79055252]
187,CO2C54O2,CO2C54O,[11.00426626 13.47143472]
188,DDECOOH,DDECO,[ -inf 14.79055252]
189,DDECNO3,DDECO,[ -inf 14.31986127]
190,DDECO2,DDECO,[10.46446776 12.92491481]
191,DECOOH,DECO,[ -inf 14.79055252]
192,DECNO3,DECO,[ -inf 14.31986127]
193,DECO2,DECO,[10.4647795 12.92491586]
194,DIEKBNO3,DIEKBO,[ -inf 14.88542085]
195,DIEKBOOH,DIEKBO,[ -inf 15.05785135]
196,DIEKBO2,DIEKBO,[11.35847773 13.82797427]
197,DMMALYOH,DMMALYO,[8.1271048 8.1271048]
198,DMMALYOOH,DMMALYO,[ -inf 14.79055252]
199,DMMALYO2,DMMALYO,[10.12490816 12.55780585]
200,EIPKBOOH,EIPKBO,[ -inf 15.05785135]
201,EIPKBNO3,EIPKBO,[ -inf 14.88542085]
202,EIPKBO2,EIPKBO,[11.17243964 13.64089111]
203,EMALNHY2OH,EMALANHYO,[9.1271048 9.1271048]
204,EMALNHYOOH,EMALANHYO,[ -inf 14.79055252]
205,EMALANHYO2,EMALANHYO,[10.12490816 12.55780585]
206,HEPTOOH,HEPTO,[ -inf 14.79055252]
207,HEPTNO3,HEPTO,[ -inf 14.31986127]
208,HEPTO2,HEPTO,[10.46665876 12.9249222 ]
209,HEX2ONANO3,HEX2ONAO,[ -inf 14.86567839]
210,HEX2ONAOOH,HEX2ONAO,[ -inf 15.05785135]
211,HEX2ONAO2,HEX2ONAO,[11.00400798 13.47143386]
212,HEX3ONANO3,HEX3ONAO,[ -inf 14.88542085]
213,HEX3ONAOOH,HEX3ONAO,[ -inf 14.79055252]
214,HEX3ONAO2,HEX3ONAO,[10.46777704 12.92492598]
215,HEX3ONDNO3,HEX3ONDO,[ -inf 14.88542085]
216,HEX3ONDOOH,HEX3ONDO,[ -inf 15.05785135]
217,HEX3ONDO2,HEX3ONDO,[10.46934853 12.92493132]
218,HEXANO3,HEXAO,[ -inf 14.38560304]
219,HEXAOOH,HEXAO,[ -inf 14.79055252]
220,HEXAO2,HEXAO,[11.17243964 13.64089111]
221,HEXBOOH,HEXBO,[ -inf 14.79055252]
222,HEXBO2,HEXBO,[10.46758861 12.92492534]
223,HO3C5NO3,HO3C5O,[ -inf 14.38560304]
224,HO3C5OOH,HO3C5O,[ -inf 14.79055252]
225,HO3C5O2,HO3C5O,[11.17250869 13.64089133]
226,IPMLNHY2OH,IPMALANHYO,[9.1271048 9.1271048]
227,IPMLNHYOOH,IPMALANHYO,[ -inf 14.79055252]
228,IPMALNHYO2,IPMALANHYO,[10.12490816 12.55780585]
229,ISOPAOOH,ISOPAO,[ -inf 14.79055252]
230,ISOPANO3,ISOPAO,[ -inf 14.38560304]
231,ISOPAO2,ISOPAO,[11.56177974 14.03209153]
232,M2PEANO3,M2PEAO,[ -inf 14.38560304]
233,M2PEAOOH,M2PEAO,[ -inf 14.79055252]
234,M2PEAO2,M2PEAO,[11.17243964 13.64089111]
235,MMALNHY2OH,MMALANHYO,[9.1271048 9.1271048]
236,MMALNHYOOH,MMALANHYO,[ -inf 14.79055252]
237,MMALANHYO2,MMALANHYO,[10.12490816 12.55780585]
238,NONOOH,NONO,[ -inf 14.79055252]
239,NONNO3,NONO,[ -inf 14.31986127]
240,NONO2,NONO,[10.46510456 12.92491695]
241,NOPINBOOH,NOPINBO,[ -inf 14.79055252]
242,NOPINBNO3,NOPINBO,[ -inf 14.31986127]
243,NOPINBO2,NOPINBO,[10.46828806 12.92492771]
244,OCTOOH,OCTO,[ -inf 14.79055252]
245,OCTNO3,OCTO,[ -inf 14.31986127]
246,OCTO2,OCTO,[10.46574043 12.92491909]
247,PEANO3,PEAO,[ -inf 14.38560304]
248,PEAOOH,PEAO,[ -inf 14.79055252]
249,PEAO2,PEAO,[11.17250869 13.64089133]
250,PMALNHY2OH,PMALANHYO,[9.1271048 9.1271048]
251,PMALNHYOOH,PMALANHYO,[ -inf 14.79055252]
252,PMALANHYO2,PMALANHYO,[10.12490816 12.55780585]
253,UDECOOH,UDECO,[ -inf 14.79055252]
254,UDECNO3,UDECO,[ -inf 14.31986127]
255,UDECO2,UDECO,[10.46458977 12.92491522]
256,C23O3CCO3,C23O3CCO2H,[11.75449729 14.2259079 ]
257,C23O3ECO3,C23O3ECO2H,[11.75449729 14.2259079 ]
258,C23O3EO2,C23O3EOH,[10.52272593 12.99429879]
259,C23O3MCO3,C23O3MCO2H,[11.75449729 14.2259079 ]
260,C23O3MO2,C23O3MOH,[10.52272593 12.99429879]
261,BZFUO2,BZFUOH,[10.52272593 12.99429879]
262,A2PANOO,C2OHOCO2H,[11.7544973 14.22590791]
263,C517CO3,C517CO2H,[11.75449729 14.2259079 ]
264,C517O2,C517OH,[10.69218661 13.16375947]
265,C518CO3,C518CO2H,[11.75449729 14.2259079 ]
266,C519CO3,C519CO2H,[11.75449729 14.2259079 ]
267,C524O2,C524OH,[10.73961126 13.21118412]
268,C54O2,C54OH,[10.87927325 13.35084611]
269,C56O2,C56OH,[10.87927325 13.35084611]
270,C619O2,C619OH,[10.52272593 12.99429879]
271,C622CO3,C622CO2H,[11.75449729 14.2259079 ]
272,C622O2,C622OH,[10.69218661 13.16375947]
273,C624CO3,C624CO2H,[11.75449729 14.2259079 ]
274,C624O2,C624OH,[ 9.97618327 12.44775613]
275,HO5C6O2,C656OH,[10.87927325 13.35084611]
276,C6H13CO3,C6H13CO2H,[11.75449729 14.2259079 ]
277,C6H5CH2CO3,C6H5C2CO2H,[11.75449729 14.2259079 ]
278,C6H5C2H4O2,C6H5C2OH,[10.69218661 13.16375947]
279,C6H5CH2O2,C6H5CH2OH,[11.0302023 13.46658977]
280,C6OTKETO2,C6OTKETOH,[10.52272593 12.99429879]
281,C720O2,C720OH,[ 9.97618327 12.44775613]
282,C731CO3,C731CO2H,[11.75449729 14.2259079 ]
283,C731O2,C731OH,[10.69218661 13.16375947]
284,C732O2,C732OH,[10.69218661 13.16375947]
285,C733O2,C733OH,[11.52272593 13.99429879]
286,C734O2,C734OH,[11.52272593 13.99429879]
287,C7ADCO2,C7ADCOH,[ 9.71812235 12.18969522]
288,C7DDCO2,C7DDCOH,[ 9.71812235 12.18969522]
289,C810O2,C810OH,[ 8.58040933 11.05198219]
290,C811O2,C811OH,[10.69218661 13.16375947]
291,C813O2,C813OH,[ 8.58040933 11.05198219]
292,C822CO3,C822CO2H,[11.75449729 14.2259079 ]
293,C822O2,C822OH,[10.69218661 13.16375947]
294,C823O2,C823OH,[10.69218661 13.16375947]
295,C824O2,C824OH,[11.52272593 13.99429879]
296,C825O2,C825OH,[11.52272593 13.99429879]
297,C826O2,C826OH,[ 9.71812235 12.18969522]
298,C87O2,C87OH,[10.87927325 13.35084611]
299,C88CO3,C88CO2H,[11.75449729 14.2259079 ]
300,C88O2,C88OH,[10.52272593 12.99429879]
301,C89O2,C89OH,[ 8.58040933 11.05198219]
302,C89OH,C89O,[ 9.45636603 15.16553113]
303,C89OOH,C89O,[ -inf 15.31834378]
304,C89NO3,C89O,[ -inf 15.23075918]
305,C89O2,C89O,[ 9.28624332 11.42164249]
306,C8BCO2,C8BCOH,[ 9.97618327 12.44775613]
307,C914O2,C914OH,[10.52272593 12.99429879]
308,C914OH,C914CO,[9.87157294 9.87157294]
309,C914OOH,C914CO,[9.9380191 9.9380191]
310,C914O2,C914CO,[10.52272593 12.99429879]
311,C914O2,C914OOH,[9.31829685 9.2722102 ]
312,C915O2,C915OH,[10.52272593 12.99429879]
313,C916O2,C916OH,[ 8.58040933 11.05198219]
314,C918O2,C918OH,[ 8.58040933 11.05198219]
315,C918OH,C918O,[ 9.85491302 15.16553241]
316,C918OOH,C918O,[ -inf 15.31834378]
317,C918NO3,C918O,[ -inf 15.23075918]
318,C918O2,C918O,[ 9.29773969 11.4217253 ]
319,C919O2,C919OH,[ 8.58040933 11.05198219]
320,C923O2,C923OH,[10.69881719 13.17039005]
321,C924O2,C924OH,[10.52272593 12.99429879]
322,C96OH,C96O,[ -inf 14.72024802]
323,C96NO3,C96O,[ -inf 14.88542085]
324,C96OOH,C96O,[ -inf 15.05785135]
325,C96O2,C96O,[11.17222975 13.64089041]
326,C97OH,C97O,[ 8.8573325 14.72024862]
327,C97OOH,C97O,[ -inf 15.05785135]
328,C97O2,C97O,[ 9.30699546 11.42179358]
329,C97O2,C97OH,[ 8.58040933 11.05198219]
330,C9DCO2,C9DCOH,[ 9.97618327 12.44775613]
331,MEPROPENE,CH3CCH3OOA,[2.74173946 2.79952503]
332,CHOC2CO3,CHOC2CO2H,[11.75449729 14.2259079 ]
333,APINENE,APINOOA,[3.74609417 3.76878298]
334,CO1C6O2,CO1C6OH,[10.69218661 13.16375947]
335,CO1H63O2,CO1H63OH,[ 9.97618327 12.44775613]
336,ME3BU3ECHO,CO2C3OOB,[3.0301948 3.0301948]
337,CO2C4CO3,CO2C4CO2H,[11.75449729 14.2259079 ]
338,HOCOC4DIAL,CO2C4DIAL,[9.56466606 9.56466606]
339,CO2C54CO3,CO2C54CO2H,[11.75449729 14.2259079 ]
340,CYHEXOLAO2,CYHXDIOLA,[10.52272593 12.99429879]
341,DDECO2,DDECOH,[ 9.97618327 12.44775613]
342,DECO2,DECOH,[ 9.97618327 12.44775613]
343,DM124O,DM124OHNO2,[7.59106461 7.59106461]
344,DM35EBO2,DM35EBOH,[ 9.97618327 12.44775613]
345,DMEBMUCO2,DMEBMUOH,[ 9.71812235 12.18969522]
346,DMPHO,DMPHOHNO2,[7.59106461 7.59106461]
347,EBFUO2,EBFUOH,[10.52272593 12.99429879]
348,EBZBIPERO2,EBZBPER2OH,[10.52272593 12.99429879]
349,HOCH2CH2O2,ETHGLY,[10.83187144 13.27924881]
350,ETOLO2,ETOLOH,[ 9.97618327 12.44775613]
351,H2M2C4CO3,H2M2C4CO2H,[11.75449729 14.2259079 ]
352,C2H2,HCOOH,[7.44174446 7.43632987]
353,HMML,HCOOH,[8.11360917 8.11360917]
354,CH2OO,HCOOH,[20.46796353 20.51938291]
355,HEPTO2,HEPTOH,[ 9.97618327 12.44775613]
356,HEXAO2,HEXAOH,[10.69218661 13.16375947]
357,HEXBO2,HEXBOH,[ 9.97618327 12.44775613]
358,HEXCO2,HEXCOH,[ 9.97618327 12.44775613]
359,C524OOH,HIEPOXB,[9.94694327 9.94694327]
360,HMVKBCO3,HMVKBCO2H,[11.75449729 14.2259079 ]
361,HO24C5O2,HO124C5,[10.87927325 13.35084611]
362,HO13C5O2,HO134C5,[10.50252254 12.9740954 ]
363,HO13C4O2,HO13C4OH,[10.87927325 13.35084611]
364,HO3C5O2,HO13C5,[10.69218661 13.16375947]
365,HO1MC5O2,HO14MC5,[ 9.97618327 12.44775613]
366,HO2MC5O2,HO14MC5,[10.69218661 13.16375947]
367,HO2C54O2,HO24C5,[ 9.97618327 12.44775613]
368,HO2C6O2,HO25C6,[ 9.97618327 12.44775613]
369,HO3C76O2,HO25C7,[ 9.97618327 12.44775613]
370,HO2C3CO3,HO2C3CO2H,[8.328182 8.29343975]
371,HO2C43CO3,HO2C43CO2H,[11.75449729 14.2259079 ]
372,HO2C4CO3,HO2C4CO2H,[11.75449729 14.2259079 ]
373,HO2C54CO3,HO2C54CO2H,[11.75449729 14.2259079 ]
374,HO2M2C4O2,HO2M2C4OH,[10.69218661 13.16375947]
375,HO2M2C5O2,HO2M2C5OH,[10.69218661 13.16375947]
376,HO3C106O2,HO36C10,[ 9.97618327 12.44775613]
377,HO3C116O2,HO36C11,[ 9.97618327 12.44775613]
378,HO3C126O2,HO36C12,[ 9.97618327 12.44775613]
379,HO3C86O2,HO36C8,[ 9.97618327 12.44775613]
380,HO3C96O2,HO36C9,[ 9.97618327 12.44775613]
381,HO3C5CO3,HO3C5CO2H,[11.75449729 14.2259079 ]
382,C106O2,C106OH,[ 8.58040933 11.05198219]
383,HOBUT2CO3,HOBUT2CO2H,[11.75449729 14.2259079 ]
384,HOC2H4CO3,HOC2H4CO2H,[11.75449729 14.2259079 ]
385,HOC3H6CO3,HOC3H6CO2H,[11.75449729 14.2259079 ]
386,HO1C3O2,HOC3H6OH,[10.35639451 12.82796737]
387,HO1C4O2,HOC4H8OH,[10.69218661 13.16375947]
388,HMGLOO,HOCH2COCO2H,[20.46796353 20.51938291]
389,HOIPRCO3,HOIPRCO2H,[11.75449729 14.2259079 ]
390,IPRCO3,IBUTACID,[11.75449729 14.2259079 ]
391,ISOPAOOH,IEPOXA,[10.15600367 10.15600367]
392,INAO2,INAOH,[10.48133324 12.95290611]
393,INB2OOH,INB2O,[ -inf 14.79055252]
394,INB2O2,INB2O,[11.00344068 13.47143189]
395,INCO2,INCOH,[10.73961126 13.21118412]
396,INDO2,INDOH,[10.48133324 12.95290611]
397,IPBFUO2,IPBFUOH,[10.52272593 12.99429879]
398,IPBZBIPRO2,IPBZBPR2OH,[10.52272593 12.99429879]
399,IPRBQO2,IPRBQOH,[10.52272593 12.99429879]
400,IPRBQOH,IPRBQCO,[10.05690485 10.05690485]
401,IPRBQOOH,IPRBQCO,[10.16435286 10.16435286]
402,IPRBQO2,IPRBQCO,[10.52272593 12.99429879]
403,C107OH,C107O,[ 9.42488164 15.16553107]
404,C107OOH,C107O,[ -inf 15.31834378]
405,C107O2,C107O,[10.12490816 12.55780585]
406,C732CO3,KLIMONIC,[11.75449729 14.2259079 ]
407,C823CO3,LIMONIC,[11.75449729 14.2259079 ]
408,LIMONENE,LIMOOA,[4.18212654 4.20942402]
409,LIMKET,LMKOOA,[4.03941413 4.03941413]
410,M2PEAO2,M2PEAOH,[10.69218661 13.16375947]
411,M2PEBO2,M2PEBOH,[ 9.97618327 12.44775613]
412,M2PECO2,M2PECOH,[ 9.97618327 12.44775613]
413,M3F,M3FOOA,[3.30103 3.30103]
414,MALANHYO2,MALANHY2OH,[10.52272593 12.99429879]
415,C7BDICARB,MEK2OOC,[2.79588002 2.79588002]
416,BUT2CO3,BUT2CO2H,[11.75449729 14.2259079 ]
417,C107O2,C107OH,[ 9.71812235 12.18969522]
418,MXYBIPERO2,MXYBPER2OH,[10.52272593 12.99429879]
419,MXYLCO3,MXYLCO2H,[11.75449729 14.2259079 ]
420,MXYLO2,MXYLOH,[10.69218661 13.16375947]
421,BUT2OLO2,BUT2OLOH,[10.52272593 12.99429879]
422,NBZFUO,NBZFUONE,[25.69897 25.69897]
423,NC4EDCO2H,NC4EDCO2,[8.5571787 8.55044296]
424,NC4IPDCO2H,NC4IPDCO2,[8.5571787 8.55044296]
425,NC524O2,NC524OH,[10.48133324 12.95290611]
426,NC826O2,NC826OH,[ 9.71812235 12.18969522]
427,NEBFUO,NEBFUONE,[25.69897 25.69897]
428,NIPBFUO,NIPBFUONE,[25.69897 25.69897]
429,NONO2,NONOH,[ 9.97618327 12.44775613]
430,NOPINAO2,NOPINAOH,[ 9.97618327 12.44775613]
431,NOPINBO2,NOPINBOH,[ 9.97618327 12.44775613]
432,NOPINCOH,NOPINCO,[8.88592634 8.88592634]
433,NOPINCOOH,NOPINCO,[ -inf 14.79055252]
434,NOPINCNO3,NOPINCO,[ -inf 14.37520859]
435,NOPINCO2,NOPINCO,[ 9.28337247 11.42162214]
436,NOPINDO2,NOPINDOH,[10.27721326 12.74878612]
437,NOPINDOH,NOPINDCO,[9.14921911 9.14921911]
438,NOPINDOOH,NOPINDCO,[9.41995575 9.41995575]
439,NOPINDO2,NOPINDCO,[10.27721326 12.74878612]
440,NOPINDO2,NOPINDOOH,[9.31829685 9.2722102 ]
441,C721CO3,NORPINIC,[11.75449729 14.2259079 ]
442,NPBFUO,NPBFUONE,[25.69897 25.69897]
443,ACRO2,OCCOHCOH,[10.52272593 12.99429879]
444,OCCOHCO2,OCCOHCOH,[10.87927325 13.35084611]
445,OCTO2,OCTOH,[ 9.97618327 12.44775613]
446,OETLQO2,OETLQOH,[10.52272593 12.99429879]
447,OETLQOH,OETLQCO,[10.1172713 10.1172713]
448,OETLQOOH,OETLQCO,[10.2121876 10.2121876]
449,OETLQO2,OETLQCO,[10.52272593 12.99429879]
450,OETLQO2,OETLQOOH,[9.31829685 9.2722102 ]
451,BUTDAO2,BUTDAOH,[10.57824326 13.04981612]
452,OXYLCO3,OXYLCO2H,[11.75449729 14.2259079 ]
453,OXYLO2,OXYLOH,[10.69218661 13.16375947]
454,OXYQO2,OXYQOH,[10.52272593 12.99429879]
455,OXYQOH,OXYQCO,[10.11394335 10.11394335]
456,OXYQOOH,OXYQCO,[10.20682588 10.20682588]
457,OXYQO2,OXYQCO,[10.52272593 12.99429879]
458,OXYQO2,OXYQOOH,[9.30290003 9.25681338]
459,PBFUO2,PBFUOH,[10.52272593 12.99429879]
460,PBZBIPERO2,PBZBPER2OH,[10.52272593 12.99429879]
461,PBZQO2,PBZQOH,[10.52272593 12.99429879]
