,source,target,flux
5864,NDNPETLOOH,NDNPETOLO2,[8.5571787 8.55044296]
5865,DNPETOL,NDNPETOLO2,[5.89376176 5.89376176]
5866,MXYMUCCO2H,C726CO5O2,[ 9.77815125 14.59713051]
5867,MXYMUCCO3H,C726CO5O2,[ -inf 15.00554916]
5868,TM123OXMUC,C726CO5O2,[ -inf 14.72024802]
5869,MXYEPOXMUC,C726CO5O2,[ -inf 16.17419209]
5870,MXYMUCCO3,C726CO5O2,[12.12329984 14.59388739]
5871,PET1OOH,PET1O,[ -inf 14.79055252]
5872,PETOH,PET1O,[9.28582724 9.28582724]
5873,PET1O2,PET1O,[10.68548684 13.14676061]
5874,MET1OOH,MET1O,[ -inf 14.79055252]
5875,METOH,MET1O,[9.36716948 9.36716948]
5876,MET1O2,MET1O,[10.68548684 13.14676061]
5877,C618CO2H,C618O2,[ 9.82736927 15.16553228]
5878,C618CO3H,C618O2,[ -inf 15.31834378]
5879,C618OOH,C618O2,[9.84695533 9.84695533]
5880,C618CO3,C618O2,[12.12329984 14.59388739]
5881,C617CHO,C618O2,[ -inf 15.16553028]
5882,NDNPHENOOH,NDNPHENO2,[8.5571787 8.55044296]
5883,DNPHEN,NDNPHENO2,[5.35218252 5.35218252]
5884,C4NO3CO3H,C4NO3CO3,[8.78604121 8.78604121]
5885,C4NO3PAN,C4NO3CO3,[16.52243436 17.01448843]
5886,C52NO31CO,C4NO3CO3,[8.76226454 8.76244279]
5887,OETLQO,C5MEJCO3,[26. 26.]
5888,OETLQCO,C5MEJCO3,[10. 10.]
5889,C5MEJCO3H,C5MEJCO3,[10. 10.]
5890,C5MEJPAN,C5MEJCO3,[16.52243436 17.01448843]
5891,ACCOMECO3H,ACCOMECO3,[8.55509445 8.55509445]
5892,ACCOMEPAN,ACCOMECO3,[16.52243436 17.01448843]
5893,ACCOMECHO,ACCOMECO3,[9.85073494 9.85074948]
5894,NEBNZOLO,C6DCRBBOH,[26. 26.]
5895,NMETOLO,C6DCRBBOH,[26. 26.]
5896,EBENZOLO,C6DCRBBOH,[25.83250892 25.83250892]
5897,METOLO,C6DCRBBOH,[25.92941894 25.92941894]
5898,C6DCARBBO2,C6DCRBBOH,[11.75449729 14.2259079 ]
5899,C515CO3H,C515O2,[ -inf 16.52766036]
5900,C515CHO,C515O2,[ -inf 15.46656028]
5901,C515CO3,C515O2,[12.27790548 14.74878838]
5902,C92O,HO5C6CO3,[26. 26.]
5903,HO5C6CO3H,HO5C6CO3,[9.61595005 9.61595005]
5904,C7PAN2,HO5C6CO3,[16.52243436 17.01448843]
5905,PRNO3CO3H,PRNO3CO3,[8.57634135 8.57634135]
5906,PRNO3PAN,PRNO3CO3,[16.52243436 17.01448843]
5907,CHOPRNO3,PRNO3CO3,[8.55100081 8.55112733]
5908,PTCTEC1OOH,PTCATEC1O,[ -inf 14.79055252]
5909,PETCATECH,PTCATEC1O,[10.60852603 10.60852603]
5910,PTCATEC1O2,PTCATEC1O,[11.22465669 13.69327859]
5911,C85O,C86O2,[26. 26.]
5912,C86OOH,C86O2,[9.5378191 9.5378191]
5913,IPBENZOOH,IPBENZO,[ -inf 14.79055252]
5914,IPBENZOL,IPBENZO,[8.93502837 8.93502837]
5915,IPBENZO2,IPBENZO,[10.68548684 13.14676061]
5916,INANCHO,INANCO3,[8.62531245 8.62531245]
5917,INANCO3H,INANCO3,[8.61066016 8.61066016]
5918,INANPAN,INANCO3,[16.52243436 17.01448843]
5919,C717OH,CO235C6CHO,[10.10037055 10.10037055]
5920,C717OOH,CO235C6CHO,[10.30103 10.30103]
5921,C716OOH,CO235C6CHO,[10.07918125 10.07918125]
5922,C717NO3,CO235C6CHO,[9.34830486 9.34830486]
5923,C717O,CO235C6CHO,[24.67082936 24.68146474]
5924,C106NO3,CO235C6CHO,[9.84695533 9.84695533]
5925,C108NO3,CO235C6CHO,[9.45484486 9.45484486]
5926,PINALNO3,CO235C6CHO,[9.35218252 9.35218252]
5927,C717O2,CO235C6CHO,[ 9.97618327 12.44775613]
5928,NC71O,CO235C6CHO,[24.60205999 24.60205999]
5929,C716O2,CO235C6CHO,[10.52272593 12.99429879]
5930,C716OH,CO235C6CHO,[9.31585283 9.31585283]
5931,C721CO3H,C721CO3,[8.98452731 8.98452731]
5932,C721PAN,C721CO3,[16.52243436 17.01448843]
5933,C721CHO,C721CO3,[9.4203252 9.42038574]
5934,C721O,C722O2,[26. 26.]
5935,C722OOH,C722O2,[9.51982799 9.51982799]
5936,C62CO3H,C62CO3,[8.99122608 8.99122608]
5937,C62CPAN,C62CO3,[16.52243436 17.01448843]
5938,C62CHO,C62CO3,[9.83836028 9.83838341]
5939,MXY1OOH,MXY1O,[ -inf 14.79055252]
5940,MXYLOL,MXY1O,[9.37876116 9.37876116]
5941,MXY1O2,MXY1O,[10.68548684 13.14676061]
5942,C61CO3H,C61CO3,[9.07188201 9.07188201]
5943,C61CPAN,C61CO3,[16.52243436 17.01448843]
5944,C61CHO,C61CO3,[9.85073494 9.85074948]
5945,C83OOH,C83O2,[9.18184359 9.18184359]
5946,CO346C8,C83O2,[8.47567119 8.47567119]
5947,NC4CO3H,NC4CO3,[9.40140054 9.40140054]
5948,C5PAN18,NC4CO3,[16.52243436 17.01448843]
5949,NC4CHO,NC4CO3,[9.3005779 9.30061778]
5950,HC23C4CO3H,H1C23C4CO3,[8.8162413 8.8162413]
5951,H1C23C4PAN,H1C23C4CO3,[16.52243436 17.01448843]
5952,H1C23C4CHO,H1C23C4CO3,[9.37501366 9.37505715]
5953,MPRNO3CO3H,MPRBNO3CO3,[8.61066016 8.61066016]
5954,MPRBNO3PAN,MPRBNO3CO3,[16.52243436 17.01448843]
5955,MPRBNO3CHO,MPRBNO3CO3,[8.55877251 8.55897963]
5956,TM123OOH,TM123O,[ -inf 14.79055252]
5957,TM123BOL,TM123O,[9.26054836 9.26054836]
5958,TM123O2,TM123O,[10.68548684 13.14676061]
5959,MMALNACO2H,CONM2CHO,[8.69284692 8.69284692]
5960,MMALNAPAN,CONM2CHO,[8.64443859 8.64443859]
5961,MMALNACO3,CONM2CHO,[12.12329984 14.59388739]
5962,MACRNO3,CONM2CHO,[7.8416097 7.8416097]
5963,MACO3,MPAN,[8.95632115 8.94097822]
5964,C115OOH,C115O2,[9.33243846 9.33243846]
5965,CO356C11,C115O2,[8.96614173 8.96614173]
5966,IPCATC1OOH,IPCATEC1O,[ -inf 14.79055252]
5967,IPCATECHOL,IPCATEC1O,[10.60852603 10.60852603]
5968,IPCATEC1O2,IPCATEC1O,[11.22465669 13.69327859]
5969,C536O,HCOCH2OOH,[26. 26.]
5970,DHPMEK,HCOCH2OOH,[ -inf 15.05785135]
5971,C5HPALD1,HCOCH2OOH,[3.24353411 3.24353411]
5972,HCOCH2O2,HCOCH2OOH,[8.95661781 8.91053116]
5973,TM124OOH,TM124O,[ -inf 14.79055252]
5974,TM124OL,TM124O,[9.26054836 9.26054836]
5975,TM124O2,TM124O,[10.68548684 13.14676061]
5976,C95OOH,C95O2,[9.27184161 9.27184161]
5977,CO356C9,C95O2,[8.80821097 8.80821097]
5978,CO23C65OOH,CO23C65O2,[10.02530587 10.02530587]
5979,CO23C6,CO23C65O2,[8.68214508 8.68214508]
5980,C105OOH,C105O2,[9.30319606 9.30319606]
5981,CO356C10,C105O2,[8.89431606 8.89431606]
5982,TM123BPRO,TMB1FUONE,[25.11394334 25.11394334]
5983,TM124BPRO,TMB1FUONE,[25.32428245 25.32428245]
5984,MC5DICARB,TMB1FUONE,[ -inf 16.93115404]
5985,TMB2FUOOH,TMB2FUO2,[9.00860017 9.00860017]
5986,TMB2FUONE,TMB2FUO2,[9.5132176 9.5132176]
5987,MC6OTKTOOH,MC6OTKETO2,[8.64933486 8.64933486]
5988,MC6OTRIKET,MC6OTKETO2,[8.79239169 8.79239169]
5989,TMB2FUONE,MC6OTKETO2,[2.14612804 2.14612804]
5990,INB1HPCO3H,INB1HPCO3,[9.0374265 9.0374265]
5991,INB1HPCHO,INB1HPCO3,[9.38201704 9.38201704]
5992,INB1HPPAN,INB1HPCO3,[16.52243436 17.01448843]
5993,C52OH3OOH,PE2ENEAO2,[8.5571787 8.55044296]
5994,CPENT2ENE,PE2ENEAO2,[9.51454775 9.51454775]
5995,TPENT2ENE,PE2ENEAO2,[9.52439612 9.52439612]
5996,C88CO3H,C88CO3,[9.13672057 9.13672057]
5997,C88PAN,C88CO3,[16.52243436 17.01448843]
5998,C88CHO,C88CO3,[9.863456 9.86347783]
5999,C88O,C718CO3,[26. 26.]
6000,C88CO,C718CO3,[8.76342799 8.76342799]
6001,C718CO3H,C718CO3,[9.87621784 9.87621784]
6002,C718PAN,C718CO3,[16.52243436 17.01448843]
6003,OXYMUCCO,EPXM2C4DAL,[9.68484536 9.68484536]
6004,TM124MUNO3,EPXM2C4DAL,[ -inf 15.83919863]
6005,OXYMUCO,EPXM2C4DAL,[25.69897 25.69897]
6006,TM124MUCO,EPXM2C4DAL,[25.69897 25.69897]
6007,OXYEPOXMUC,EPXM2C4DAL,[2.30103 2.30103]
6008,TM124OXMUC,EPXM2C4DAL,[ 2.69897 16.17419209]
6009,C819OOH,C819O2,[9.13033377 9.13033377]
6010,C816CO,C819O2,[9.71600334 9.71600334]
6011,HO2M2C4OH,H2M2C3CHO,[8.77158748 8.77158748]
6012,HO2M2C4NO3,H2M2C3CHO,[7.87506126 7.87506126]
6013,HO2M2C4OOH,H2M2C3CHO,[9.06069784 9.06069784]
6014,HO2M2C4O,H2M2C3CHO,[24.67082936 24.68146474]
6015,C6PAN8,H2M2C3CHO,[8.32014629 8.32014629]
6016,HO2M2C4O2,H2M2C3CHO,[10.69218661 13.16375947]
6017,IEACO3H,IEACO3,[8.68214508 8.68214508]
6018,IEAPAN,IEACO3,[16.52243436 17.01448843]
6019,IEACHO,IEACO3,[9.34281237 9.34287623]
6020,C8BCO,C89O2,[26. 26.]
6021,C8BCCO,C89O2,[8.59549622 8.59549622]
6022,C89OOH,C89O2,[9.5575072 9.5575072]
6023,C89CO2,C89O2,[25.30103 25.30103]
6024,C6EO2HCO3H,C5CO3OH,[ -inf 14.79055252]
6025,C7CO2OCO3H,C5CO3OH,[ -inf 14.79055252]
6026,C6EO2OHPAN,C5CO3OH,[9.40823997 9.40823997]
6027,C7CO2OHPAN,C5CO3OH,[9.38381537 9.38381537]
6028,C7CO2OHCO3,C5CO3OH,[12.27790548 14.74878838]
6029,C6EO2OHCO3,C5CO3OH,[12.27790548 14.74878838]
6030,C23O3CCO2H,MCOCOMOXO2,[7.94250411 7.94250411]
6031,C23O3CCO3H,MCOCOMOXO2,[ -inf 14.79055252]
6032,MCOCOMOOOH,MCOCOMOXO2,[9.30103 9.30103]
6033,C23O3CCHO,MCOCOMOXO2,[ -inf 15.16553028]
6034,C23O3CCO3,MCOCOMOXO2,[12.12329984 14.59388739]
6035,PXYFUONE,MCOCOMOXO2,[1.90308999 1.90308999]
6036,C6COALCO2H,C5COCHOO2,[ 9.42975228 15.29865085]
6037,C6COALCO3H,C5COCHOO2,[ -inf 15.05785135]
6038,C5COCHOOOH,C5COCHOO2,[9.58319877 9.58319877]
6039,C6COCHOCO3,C5COCHOO2,[12.12329984 14.59388739]
6040,C6CODIAL,C5COCHOO2,[ -inf 15.46656028]
6041,C6CO3MOH,CHOMOHCO3,[ -inf 16.51963093]
6042,CHOMOHCO3H,CHOMOHCO3,[9.84447718 9.84447718]
6043,CHOMOHPAN,CHOMOHCO3,[16.52243436 17.01448843]
6044,C3MDIALOH,CHOMOHCO3,[9.62117628 9.62117628]
6045,C6CO2OHOOH,C5MCO2OHO2,[9.64933486 9.64933486]
6046,C5MDICARB,C5MCO2OHO2,[9.54406804 9.54406804]
6047,C4DBM2CO3H,C4DBM2CO3,[9.6180481 9.6180481]
6048,C4DBMECO3H,C4DBM2CO3,[9.63548375 9.63548375]
6049,C4DBM2PAN,C4DBM2CO3,[16.52243436 17.01448843]
6050,CO4DBC9,C4DBM2CO3,[ -inf 16.6796861]
6051,C6CO4M2DB,C4DBM2CO3,[ -inf 16.46962893]
6052,EPXMEDCO3H,EPXMEDLCO3,[9.45484486 9.45484486]
6053,EPXMEDLPAN,EPXMEDLCO3,[16.52243439 17.01448844]
6054,EPXMEC4DAL,EPXMEDLCO3,[9.6603414 9.66041108]
6055,PROL1MCO3H,PROL1MCO3,[8.90741136 8.90741136]
6056,PROL1MPAN,PROL1MCO3,[16.52243436 17.01448843]
6057,PROL1MCHO,PROL1MCO3,[9.40178611 9.4018493 ]
6058,C7EDCOH,C7EDCCO,[9.25527251 9.25527251]
6059,C7EDCOOH,C7EDCCO,[9.4456042 9.4456042]
6060,C7MJPCO3H,C7EDCCO,[ -inf 14.79055252]
6061,C7MJPPAN,C7EDCCO,[9.40483372 9.40483372]
6062,C7MJPCO3,C7EDCCO,[12.27790548 14.74878838]
6063,C7EDCO2,C7EDCCO,[10.52272593 12.99429879]
6064,NC41OOA,NC41OO,[25.25527252 25.25527252]
6065,HC3CCO3H,HC3CCO3,[9.64542227 9.64542227]
6066,C4PAN8,HC3CCO3,[16.52243436 17.01448843]
6067,HC3CCHO,HC3CCO3,[9.78824287 9.78825508]
6068,IPRBQO,C8OHCO2CO3,[26. 26.]
6069,PPRBQO,C8OHCO2CO3,[26. 26.]
6070,PPRBQCO,C8OHCO2CO3,[9.92634245 9.92634245]
6071,C8OHCO2PAN,C8OHCO2CO3,[16.52243436 17.01448843]
6072,C8OHO2CO3H,C8OHCO2CO3,[9.98317507 9.98317507]
6073,ACLOOA,ACLOO,[25.04139268 25.04139268]
6074,C514CO23OH,C5134CO2OH,[9.79657433 9.79657433]
6075,C5M2OHCO3H,C5134CO2OH,[ -inf 14.79055252]
6076,C6COOHCO3H,C5134CO2OH,[ -inf 14.79055252]
6077,C5M2OHOPAN,C5134CO2OH,[9.97818052 9.97818052]
6078,C5DICAROOH,C5134CO2OH,[10.08278537 10.08278537]
6079,C5M2OHOCO3,C5134CO2OH,[12.27790548 14.74878838]
6080,C6CO2OHCO3,C5134CO2OH,[12.27790548 14.74878838]
6081,C5DICARBO2,C5134CO2OH,[10.72437129 13.19594415]
6082,MIPKBOOH,CO2C43CHO,[9.73319727 9.73319727]
6083,MIPKBNO3,CO2C43CHO,[8.23299611 8.23299611]
6084,MIPKBO,CO2C43CHO,[24.67082936 24.68146474]
6085,MIPKBOH,CO2C43CHO,[9.17897695 9.17897695]
6086,HO2C43CHO,CO2C43CHO,[9.4470634 9.4470634]
6087,MIPKBO2,CO2C43CHO,[10.69218661 13.16375947]
6088,HIEPOXB,HIEB1O2,[8.94139713 8.94139713]
6089,CO25C7,CO25C73O2,[8.51851394 8.51851394]
6090,HO2CO5C7,C72O2,[8.72466902 8.72466902]
6091,NMVK,HNMVKO2,[9.31806333 9.31806333]
6092,DMEBMUOH,DMEBMUCO,[ 9.48713838 15.83919882]
6093,DMEBMUOOH,DMEBMUCO,[ -inf 15.87638734]
6094,DMEBMUCO2,DMEBMUCO,[10.12303723 12.55779916]
6095,MPHCOMEO,OXYLCO3,[26. 26.]
6096,OXYLCO3H,OXYLCO3,[8.66838592 8.66838592]
6097,MPHCOMEOH,OXYLCO3,[ -inf 14.72024802]
6098,MPHCOMEOOH,OXYLCO3,[ -inf 14.72024802]
6099,MPHGLYOX,OXYLCO3,[ 9.11058971 16.16859898]
6100,OXYLPAN,OXYLCO3,[16.34850918 16.84056324]
6101,MPHCOME,OXYLCO3,[ -inf 14.72024802]
6102,OXYLAL,OXYLCO3,[ 9.11067835 14.00608991]
6103,OXYLCO2H,OXYL1O2,[8.04139269 8.04139269]
6104,OXYLCO3H,OXYL1O2,[ -inf 14.79055252]
6105,OXYL1OOH,OXYL1O2,[9.66745295 9.66745295]
6106,OXYLAL,OXYL1O2,[ -inf 14.04629656]
6107,TOL1O,OXYL1O2,[7.45636603 7.45636603]
6108,OXYLCO3,OXYL1O2,[12.12329984 14.59388739]
6109,HO2C4OH,MEKAOH,[9.15228834 9.15228834]
6110,H13C43CO3H,MEKAOH,[ -inf 14.79055252]
6111,NBUTOLBNO3,MEKAOH,[8.65417654 8.65417654]
6112,NBUTOLBOOH,MEKAOH,[9.41161971 9.41161971]
6113,C5PAN12,MEKAOH,[8.9609462 8.9609462]
6114,C5PAN5,MEKAOH,[9.1903317 9.1903317]
6115,NBUTOLBO,MEKAOH,[24.67082936 24.68146474]
6116,H13C43CO3,MEKAOH,[12.27790548 14.74878838]
6117,NBUTOLBO2,MEKAOH,[10.52272593 12.99429879]
6118,MEKAO2,MEKAOH,[10.87927325 13.35084611]
6119,MVKOH,MVKOHAO2,[8.80223777 8.7862138 ]
6120,C51OH2OOH,PE1ENEAO2,[8.5571787 8.55044296]
6121,PENT1ENE,PE1ENEAO2,[9.44011451 9.42238888]
6122,C524NO3,NC524O2,[9.46834733 9.46834733]
6123,NC524OOH,NC524O2,[8.55514286 8.55514286]
6124,C4H6,BUTDCO2,[8.95386361 8.93798144]
6125,OETLPOXMUC,GLYOOA,[2.30103 2.30103]
6126,OXYEPOXMUC,GLYOOA,[2.30103 2.30103]
6127,BZEPOXMUC,GLYOOA,[2.30103 2.30103]
6128,HC3CHO,GLYOOA,[2.68124124 2.68124124]
6129,MALDIAL,GLYOOA,[2.30103 2.30103]
6130,NC3CHO,GLYOOA,[2.68124124 2.68124124]
6131,IC7DICARB,GLYOOA,[2. 2.]
6132,C7DICARB,GLYOOA,[2. 2.]
6133,C5DICARB,GLYOOA,[2. 2.]
6134,C6DICARB,GLYOOA,[2. 2.]
6135,CO25C7,CO25C74O2,[8.51851394 8.51851394]
6136,C916OOH,C916O2,[9.98811284 9.98811284]
6137,C915O,C916O2,[24.69674293 24.93224571]
6138,C43NO34OOH,C43NO34O2,[8.7512791 8.7512791]
6139,BUT1ENE,C43NO34O2,[5.6570925 5.69077121]
6140,APINOOA,C109O2,[25.6532125 25.6532125]
6141,C923O,C924O2,[26. 26.]
6142,C51NO32OOH,C51NO32O2,[8.5571787 8.55044296]
6143,PENT1ENE,C51NO32O2,[5.89209459 5.89209459]
6144,MIBKBOOH,MIBKBO2,[8.5571787 8.55044296]
6145,MIBK,MIBKBO2,[8.10346164 8.10346164]
6146,C57OOH,HO12CO3C4,[9.49968708 9.49968708]
6147,HC4CCO3H,HO12CO3C4,[9.58433122 9.58433122]
6148,C57NO3CO3H,HO12CO3C4,[ -inf 14.79055252]
6149,C5PAN19,HO12CO3C4,[9.89153746 9.89153746]
6150,HMVKAO2,HO12CO3C4,[10.87927325 13.35084611]
6151,C57NO3CO3,HO12CO3C4,[12.12251589 14.59388479]
6152,HMVKBO2,HO12CO3C4,[10.52272593 12.99429879]
6153,C57O2,HO12CO3C4,[19.71052628 19.89841801]
6154,IBUTALBO2H,IBUTALBO2,[8.5571787 8.55044296]
6155,IPRCHO,IBUTALBO2,[8.16571475 8.15117973]
6156,MPRBNO3OOH,MPRBNO3O2,[8.7176705 8.7176705]
6157,MEPROPENE,MPRBNO3O2,[6.83250892 6.83250892]
6158,BU1ENO3OOH,BU1ENO3O2,[8.95279244 8.95279244]
6159,BUT1ENE,BU1ENO3O2,[5.9259378 5.95961651]
6160,TM135MUOOH,TM135MUCO2,[9.51851394 9.51851394]
6161,TM135OXMUC,TM135MUCO2,[9.90194848 9.90194848]
6162,C8CO2DCO3H,C33CO,[ -inf 16.18641451]
6163,C8DCO2CO3H,C33CO,[ -inf 16.18641451]
6164,C5CO2DCO3H,C33CO,[ -inf 16.18641451]
6165,C7CO2DCO3H,C33CO,[ -inf 16.18641451]
6166,EPXDLPAN,C33CO,[9.35983548 9.35983548]
6167,C5CO2DBPAN,C33CO,[9.51587384 9.51587384]
6168,C312COPAN,C33CO,[9.10380372 9.10380372]
6169,C3DIALOOH,C33CO,[10.15836249 10.15836249]
6170,C8CO3OHO,C33CO,[26. 26.]
6171,C8DBCO2PAN,C33CO,[9.56584782 9.56584782]
6172,C8CO2DBPAN,C33CO,[9.5575072 9.5575072]
6173,C4CO2DBPAN,C33CO,[9.43775056 9.43775056]
6174,C7CO2DBPAN,C33CO,[9.5378191 9.5378191]
6175,C4CO2DCO3H,C33CO,[ -inf 16.18641451]
6176,C7CO3OHO,C33CO,[26. 26.]
6177,C7MCO3OHO,C33CO,[26. 26.]
6178,C4CO2DBCO3,C33CO,[12.27790548 14.74878838]
6179,C7CO4EDB,C33CO,[9.93043959 9.93043959]
6180,C7CO2DBCO3,C33CO,[12.27790548 14.74878838]
6181,C5CO2DBCO3,C33CO,[12.27790548 14.74878838]
6182,C5CO3OH,C33CO,[ -inf 16.18379783]
6183,C8CO2DBCO3,C33CO,[12.27790548 14.74878838]
6184,C8DBCO2CO3,C33CO,[12.27790548 14.74878838]
6185,C3DIALO2,C33CO,[10.52272593 12.99429879]
6186,MXYOLOH,MXYOLO,[10.04139269 10.04139269]
6187,MXYOLOOH,MXYOLO,[ -inf 14.79055252]
6188,NMXYOLOH,MXYOLO,[ -inf 14.31986127]
6189,NMXYOLOOH,MXYOLO,[ -inf 14.31986127]
6190,MXYOLO2,MXYOLO,[11.03004489 13.49698953]
6191,OTCATECOOA,C5CO14OH,[26. 26.]
6192,OXCATECOOA,C5CO14OH,[26. 26.]
6193,NCRESO,C5CO14OH,[26. 26.]
6194,NMXYOLO,C5CO14OH,[26. 26.]
6195,CRESO,C5CO14OH,[25.83250892 25.83250892]
6196,MXYOLO,C5CO14OH,[25.92941894 25.92941894]
6197,C5CO14O2,C5CO14OH,[11.75449729 14.2259079 ]
6198,PBENZOLOH,PBENZOLO,[10.04532298 10.04532298]
6199,PBENZOLOOH,PBENZOLO,[ -inf 14.79055252]
6200,NPBNZOLOH,PBENZOLO,[ -inf 14.31986127]
6201,NPBNZOLOOH,PBENZOLO,[ -inf 14.31986127]
6202,PBENZOLO2,PBENZOLO,[11.03004489 13.49698953]
6203,C8CO2DCO3H,C8CO2DBCO3,[9.59439255 9.59439255]
6204,C8DCO2CO3H,C8CO2DBCO3,[9.6009729 9.6009729]
6205,C8CO2DBPAN,C8CO2DBCO3,[16.52243436 17.01448843]
6206,C6PRCO4DB,C8CO2DBCO3,[ -inf 16.46962893]
6207,ISOPBO2,ISOPBNO3,[7.9759394 7.96317695]
6208,CISOPCO2,C537O2,[19.73163462 19.90323301]
6209,NOXYOL1OOH,NOXYOL1O,[ -inf 14.79055252]
6210,OXY1OHNO2,NOXYOL1O,[8.26552534 8.26552534]
6211,NOXYOL1O2,NOXYOL1O,[10.68548684 13.14676061]
6212,NAOOA,NAOO,[25.25527252 25.25527252]
6213,C4CHOAOOH,C4CHOAO2,[8.5571787 8.55044296]
6214,C14O3PCHO,C4CHOAO2,[ 9.65822499 16.16859907]
6215,PBFUONE,C4CHOAO2,[1.90308999 1.90308999]
6216,DMEBMUO3H,DMEBMUCO3,[9.92941893 9.92941893]
6217,DMEBMUPAN,DMEBMUCO3,[16.52243436 17.01448843]
6218,DMEBPOXMUC,DMEBMUCO3,[9.3310463 9.33108348]
6219,IPBZBIPRO,IPBFUONE,[25.47712127 25.47712127]
6220,IC7DICARB,IPBFUONE,[ -inf 16.93115404]
6221,HO3C5CO3H,HO3C5CO3,[9.31597035 9.31597035]
6222,C6PAN1,HO3C5CO3,[16.52243436 17.01448843]
6223,HO3C5CHO,HO3C5CO3,[9.40316659 9.40320735]
6224,EBZBIPERO,EBFUONE,[25.47712127 25.47712127]
6225,PETLBIPRO,EBFUONE,[24.95424253 24.95424253]
6226,METLBIPRO,EBFUONE,[25.39794001 25.39794001]
6227,OETLBIPRO,EBFUONE,[25.22010807 25.22010807]
6228,C6DICARB,EBFUONE,[ -inf 16.93115404]
6229,C7BDCOOH,C7BDCO2,[9.41329976 9.41329976]
6230,C7BDICARB,C7BDCO2,[9.83884909 9.83884909]
6231,INAHCHO,INAHCO3,[9.35983548 9.35983548]
6232,INAHCO3H,INAHCO3,[8.78675142 8.78675142]
6233,INAHPCO3H,INAHPCO3,[8.98136551 8.98136551]
6234,INAHPCHO,INAHPCO3,[9.42651126 9.42651126]
6235,INAHPPAN,INAHPCO3,[16.52243436 17.01707399]
6236,INAHPAN,INAHPCO3,[16.52243436 17.01448843]
6237,EBZMUCCO3H,EBZMUCCO3,[9.80617997 9.80617997]
6238,EBZMUCPAN,EBZMUCCO3,[16.52243436 17.01448843]
6239,EBZPOXMUC,EBZMUCCO3,[9.32360766 9.32363213]
6240,C818CO,C820O2,[9.14921911 9.14921911]
6241,C820OOH,C820O2,[9.24551267 9.24551267]
6242,TM135MUNO3,EPXMALKT,[ -inf 15.83919863]
6243,TM135MUCO,EPXMALKT,[25.69897 25.69897]
6244,DMEBMUNO3,EPXMALKT,[ -inf 15.83919863]
6245,DMEBPOXMUC,EPXMALKT,[ 3.09691001 16.17419209]
6246,TM135OXMUC,EPXMALKT,[ 3.09691001 16.72703405]
6247,DMEBMUCO,EPXMALKT,[25.69897 25.69897]
6248,PBZMUCCO3H,PBZMUCCO3,[9.8286599 9.8286599]
6249,PBZMUCPAN,PBZMUCCO3,[16.52243436 17.01448843]
6250,PBZPOXMUC,PBZMUCCO3,[9.79613873 9.79614697]
6251,C520OOA,C520O2,[26. 26.]
6252,C520OOH,C520O2,[9.5728716 9.5728716]
6253,IC4CHOAOOH,IC4CHOAO2,[8.5571787 8.55044296]
6254,C14O3IPCHO,IC4CHOAO2,[ 9.67781112 16.16859908]
6255,IPBFUONE,IC4CHOAO2,[1.90308999 1.90308999]
6256,BUT2OL,MEK,[8.74502011 8.74502011]
6257,PROL11MO,MEK,[27.10740457 27.28143486]
6258,PROL1MCO3H,MEK,[ -inf 14.79055252]
6259,SC4H9NO3,MEK,[7.93449845 7.93449845]
6260,SC4H9OOH,MEK,[9.33243846 9.33243846]
6261,M2BUOL2O,MEK,[25.65226706 25.86150046]
6262,C5PAN4,MEK,[8.34242268 8.34242268]
6263,PROL1MPAN,MEK,[8.20951501 8.20951501]
6264,SC4H9O,MEK,[24.59552014 24.6026104 ]
6265,PROL1MCO3,MEK,[12.27790548 14.74878838]
6266,SC4H9O2,MEK,[ 9.97618327 12.44775613]
6267,C617CO3H,C617CO3,[9.84695533 9.84695533]
6268,C617PAN,C617CO3,[16.52243436 17.01448843]
6269,C617CHO,C617CO3,[9.8229678 9.82299175]
6270,NPETOL1OOH,NPETOL1O,[ -inf 14.79055252]
6271,PET1OHNO2,NPETOL1O,[8.26552534 8.26552534]
6272,NPETOL1O2,NPETOL1O,[10.68548684 13.14676061]
6273,HO2CO5C6,C61O2,[8.68584024 8.68584024]
6274,PETLMUCO3H,PETLMUCCO3,[9.79865065 9.79865065]
6275,PETLMUCPAN,PETLMUCCO3,[16.52243436 17.01448843]
6276,PETLPOXMUC,PETLMUCCO3,[9.31829693 9.31833522]
6277,C732CO3H,C732CO3,[9.33445375 9.33445375]
6278,C731CO2,C732CO3,[25.90308999 25.90308999]
6279,C732PAN,C732CO3,[16.52243436 17.01448843]
6280,C3MCODBPAN,C3MCODBCO3,[16.52243436 17.01448843]
6281,MXYOBPEROH,C3MCODBCO3,[ 9.59824319 14.41922459]
6282,C4MDIAL,C3MCODBCO3,[ 9.23018548 16.80621533]
6283,IBUTOL,IBUTOLCO2,[7.90622431 7.89374546]
6284,IBUTOLCO2H,IBUTOLCO2,[8.5571787 8.55044296]
6285,HOIBUTCHO,IBUTOLCO2,[ -inf 15.16553028]
6286,HOIBUTCO3,IBUTOLCO2,[9.48002089 9.46618564]
6287,CO2MC5OH,IBUTOLCO2,[ -inf 14.72024802]
6288,HOIBUTCO3H,HOIBUTCO3,[9.25285303 9.25285303]
6289,C5PAN3,HOIBUTCO3,[16.52243436 17.01448843]
6290,HOIBUTCHO,HOIBUTCO3,[9.54558397 9.54562935]
