,0,1,pr  0,dg  0,cl  0,bt  0,ev  0,pr  1,dg  1,cl  1,bt  1,ev  1
CO3C75O,0.0,0.0,0.00024487665592041964,0.0006255864873318737,0.01745526585257411,0.00021805486448301227,2.8364311385585724e-09,0.00023496858127247485,0.0006240249609984399,0.01333152169931276,0.0002715014967639904,1.5039996140850488e-08
CO3C85O,0.0,0.0,0.0002449439140446323,0.0006255864873318737,0.01849488747817876,0.0002810832903030571,2.4152704909815672e-09,0.00023496420399047146,0.0006240249609984399,0.013699023986850982,0.0002796815992489887,1.3745614341622118e-08
CRESOH,0.3519355401929201,0.2319056586780368,7.837570088576426e-05,0.0006255864873318737,0.01978543084866547,0.0,1.6140453418769813e-09,8.067575610104605e-05,0.0006240249609984399,0.015632755288481407,0.0,3.495573321964257e-09
DMMALYOH,0.011303587452787502,0.13183664025228273,8.151558620230875e-05,0.0006255864873318737,0.02128727292137869,7.565368502933953e-05,9.578372906792992e-09,9.10463606875805e-05,0.0006240249609984399,0.01502207552016605,0.0,5.22526762346411e-08
EBENZOLOH,0.30378080395325374,0.18298573343365285,7.788966438469967e-05,0.0006255864873318737,0.020655583696069315,0.0,1.004275581916036e-09,8.053949407633975e-05,0.0006240249609984399,0.016057167135589495,0.0,2.669439664672082e-09
EMALANHY,0.42601067879194987,0.6052041225436793,0.00037168103560816584,0.0006255864873318737,0.0201147479256002,0.00018693213247870442,2.3299220841662583e-08,0.00035673696199556716,0.0006240249609984399,0.014404257316859707,0.00018599994936127032,7.348366759544508e-08
EMALNHY2OH,0.0,0.13331266955463636,0.00015077483403887052,0.0006255864873318737,0.02290563149488081,0.000280006717812342,3.848453671856293e-09,0.00017631505123577134,0.0006240249609984399,0.016513166602337214,0.0,4.619001211512027e-08
EOCOCH2O,0.0,0.0,7.218293535661336e-05,0.0006255864873318737,0.015736293462926678,0.0,2.197669477875445e-10,6.895400952210056e-05,0.0006240249609984399,0.0128265656544193,0.0,1.421256204329809e-09
EOX2COMEOH,0.17107377597200363,0.23840152954102098,6.466609133636923e-05,0.0006255864873318737,0.021514374740136538,3.229717472145155e-06,1.514117625862282e-10,6.513495021839594e-05,0.0006240249609984399,0.015333805888153291,8.76439551964101e-07,1.167528535365121e-09
ETHACET,0.6678434403466678,0.6673463420746079,4.803284947672407e-05,0.0009383797309978105,0.025390808223061764,0.0,1.556869310349693e-13,4.756229778152268e-05,0.0009360374414976599,0.019275247970612752,0.0,5.042471901228519e-14
IBUTOLOHC,0.0851384187882911,0.1858996507314544,7.16761164082764e-05,0.0006255864873318737,0.0198292124540752,0.0,2.7770603356065397e-08,7.34676365974082e-05,0.0006240249609984399,0.014759964710231421,0.0,1.8038459517105944e-07
IEB1CHO,0.3177340512818747,0.4014277823801092,6.21935711394421e-05,0.0006255864873318737,0.021888531769851245,1.5659236228582568e-06,7.42927848684973e-07,6.28445909929004e-05,0.0006240249609984399,0.016544379167901697,9.251306381843289e-07,1.1070943387849085e-06
IEB4CHO,0.3177340512818747,0.4014277823801092,6.21935711394421e-05,0.0006255864873318737,0.021888531769851245,1.5659236228582568e-06,7.42927848684973e-07,6.28445909929004e-05,0.0006240249609984399,0.016544379167901697,9.251306381843289e-07,1.1070943387849085e-06
INANCOCHO,0.1688198753139266,0.36409138515998096,7.319736956791986e-05,0.0006255864873318737,0.01680084192658023,1.017850354857867e-05,1.5487661060594009e-07,7.227135178354683e-05,0.0006240249609984399,0.012252568937140284,8.959159864521921e-06,3.357413337029432e-07
ISOPBOH,0.31662355617681637,0.3155089002951323,6.0085949737549826e-05,0.0006255864873318737,0.01990249211936914,0.0,5.354121486945328e-06,6.0732739794081674e-05,0.0006240249609984399,0.01583450707680986,0.0,2.76963633542111e-06
MAE,0.5032570644632213,0.5987787097594491,6.588306123761403e-05,0.0006255864873318737,0.019525025427993597,2.055274755001462e-06,0.0027561145360685477,6.604695701839876e-05,0.0006240249609984399,0.01583813745779291,5.84293034642734e-07,0.002815334154956645
MALANHYO,0.0,0.0,0.00025235301597104586,0.0006255864873318737,0.0194670992089956,0.0002610198938851857,1.8816859803960807e-06,0.00022236092244969883,0.0006240249609984399,0.015395701614280104,0.00025212244444833975,3.3839775843294278e-06
MC6OTKETOH,0.09317233207231748,0.16818309168475934,0.0001473812461922901,0.0006255864873318737,0.01923198140260923,0.0003695579749945486,6.966175038670254e-09,0.00015923793364997315,0.0006240249609984399,0.014574257273097824,0.0,2.7412694127378933e-08
METLBPR2OH,0.24097468045128595,0.2253118379621746,6.464969408999883e-05,0.0006255864873318737,0.03058490837410268,0.0,7.381182564599735e-10,6.52932223932573e-05,0.0006240249609984399,0.023765365515675724,0.0,2.5227190535738395e-09
METLQO,0.0,0.0,0.0001067716106575226,0.0006255864873318737,0.01810264889118616,0.0,3.515334598136579e-09,0.00010195140076621874,0.0006240249609984399,0.014411679217832379,0.0,1.7921501699540893e-08
METLQOH,0.0405191118264874,0.06549972025419791,8.117931637693935e-05,0.0006255864873318737,0.01906567956746797,7.43813720857672e-05,1.983782155830722e-09,8.9319231285922e-05,0.0006240249609984399,0.01486766997302796,7.225757195081811e-05,1.3759145686790866e-08
METOLOH,0.2281819651004659,0.1836773417828197,7.767760961708035e-05,0.0006255864873318737,0.022724028783282373,0.0,6.889970741860056e-10,8.058685448512635e-05,0.0006240249609984399,0.017739231793179416,0.0,2.6791404220806712e-09
MMALNHY2OH,0.129860445502877,0.24339543874498185,0.0005573237556119966,0.0006255864873318737,0.018761275617469077,0.00035321364718096556,9.01805856921814e-07,0.0005997735430868275,0.0006240249609984399,0.014126074492799685,0.0,2.5386998804139826e-06
MXYFUOH,0.1992717408046103,0.2368526278261584,7.816209650613628e-05,0.0006255864873318737,0.017195654925369952,0.0,3.4141476977684676e-09,8.190348227962461e-05,0.0006240249609984399,0.013287077658064732,0.0,1.028890406496449e-08
MXYOLOH,0.27690384816353597,0.23281677004926243,7.807502913626118e-05,0.0006255864873318737,0.022280552235939506,0.0,1.12887700141052e-09,8.06851750949641e-05,0.0006240249609984399,0.01758833791785825,0.0,3.5052376540980995e-09
MXYQO,0.0,0.0,0.00010591964843396139,0.0006255864873318737,0.017843314097968768,0.0,6.140553824007762e-09,0.00010169900570144004,0.0006240249609984399,0.014310097851349715,0.0,2.4000630550864667e-08
MXYQOH,0.0911821065106568,0.11503221420840741,8.225057454705356e-05,0.0006255864873318737,0.018699839257411772,0.00010472114227864593,3.6298339393434658e-09,8.95183220042108e-05,0.0006240249609984399,0.014749696404100244,0.00010419892451128756,1.8600533531684254e-08
NC101O,0.0,0.0,0.0001822746913312011,0.0006255864873318737,0.015112190947206963,0.00010971252382650662,3.1588234016162024e-08,0.00017603264172183432,0.0006240249609984399,0.012206663360407393,0.00010877588661598899,2.5667206959636396e-08
NC4DCO2,0.0,0.0,0.0004476389775065323,0.0006255864873318737,0.014686986418148541,0.0018541514396906047,7.165970328312783e-07,0.00041247938447519093,0.0006240249609984399,0.011369871091005575,0.001855422531508002,8.865556585525127e-07
NC4MDCO2,0.0,0.0,0.001901728707512979,0.0006255864873318737,0.014693115659391265,0.00028460661845448816,3.828259242053482e-07,0.0017791636378568416,0.0006240249609984399,0.011365423388554821,0.0002831873574568451,8.768872220848496e-07
NC4PDCO2,0.0,0.0,0.00038310420901983285,0.0006255864873318737,0.019609064439515638,0.00015551578979511064,1.6087005823715654e-08,0.00036408999633190777,0.0006240249609984399,0.013351673584214052,0.00015474027200788407,6.288249859359308e-08
NC72O,0.0,0.0,0.00018670421859018626,0.0006255864873318737,0.02277999971828668,0.00010932104292079205,3.926294697169296e-09,0.00017734460431837064,0.0006240249609984399,0.016215426135684788,0.00010488059971837076,3.1767130656701426e-08
OETLBPR2OH,0.15799724936606457,0.1452422746880551,6.705157138749933e-05,0.0006255864873318737,0.03156555932522674,0.0,5.054856234432327e-10,6.931683145622497e-05,0.0006240249609984399,0.02421291878194947,0.0,2.094252626209744e-09
OETLQO,0.0,0.0,7.16432271883267e-05,0.0006255864873318737,0.01848348657182683,0.0,1.7538940872295825e-09,6.923912286293919e-05,0.0006240249609984399,0.0146906450642368,0.0,5.447632109808878e-09
OETOLOH,0.20906215300358896,0.11651091146690865,7.737276545125994e-05,0.0006255864873318737,0.023630425169802113,0.0,5.103238998158541e-10,8.040186344684048e-05,0.0006240249609984399,0.018060972483728798,0.0,1.927013914378439e-09
OXYBPER2OH,0.22711322642230586,0.21402688401817235,6.689813765288918e-05,0.0006255864873318737,0.02920948507193657,0.0,1.0225854083227709e-09,6.914782717778164e-05,0.0006240249609984399,0.02279413300347393,0.0,3.0650999592784635e-09
OXYFUOH,0.13836169134746865,0.21843350879746637,7.778717520980429e-05,0.0006255864873318737,0.016118446030776615,7.0075082122907e-05,4.366625787147083e-09,8.228782374189545e-05,0.0006240249609984399,0.012112721564285089,0.0,1.917148579191249e-08
OXYOLOH,0.2784532000546026,0.18510834586738775,7.79592235612158e-05,0.0006255864873318737,0.020258538006296165,0.0,1.026567658539831e-09,8.054713180352869e-05,0.0006240249609984399,0.015748062280439328,0.0,2.8352087708337413e-09
OXYQO,0.0,0.0,7.130946977419702e-05,0.0006255864873318737,0.017731274188215834,0.0,3.853660532742876e-09,6.933132071573002e-05,0.0006240249609984399,0.01432201841556991,0.0,7.990191519322773e-09
PACLOOA,0.0,0.0,5.5167290904291015e-05,0.0006255864873318737,0.021440686806146938,0.0,4.608603740293987e-07,5.4207145100134956e-05,0.0006240249609984399,0.01799842454291119,9.738217244045567e-08,3.9553009262198785e-07
PBENZOLOH,0.24113147184754363,0.12063073587278324,7.735169640773981e-05,0.0006255864873318737,0.02211699125211917,0.0,5.33345357006816e-10,8.040565080879344e-05,0.0006240249609984399,0.016721821695728615,0.0,1.878586799880565e-09
PBZQO,0.0,0.0,7.141698001572994e-05,0.0006255864873318737,0.02392149021233545,0.0,1.6204771449253653e-09,6.906440730203357e-05,0.0006240249609984399,0.018606565041574933,0.0,9.935498598405344e-09
PEBQO,0.0,0.0,7.100553102974259e-05,0.0006255864873318737,0.023326497413545366,0.0,3.2148685413831355e-09,6.901464554973379e-05,0.0006240249609984399,0.01861087115062962,0.0,7.351405981346618e-09
PETLBPR2OH,0.18174216295900664,0.1685520230712375,6.73311046648367e-05,0.0006255864873318737,0.028477227654137897,0.0,6.48473119096771e-10,6.937007069888405e-05,0.0006240249609984399,0.022053929877281643,0.0,2.3945367159476734e-09
