,source,target,flux
5016,C7CO2OHCO3,C5CO3OH,[19.56519668 22.72890691]
5017,C6EO2OHCO3,C5CO3OH,[18.05289887 20.39809171]
5018,OCATEC1OOH,OXCATEC1O,[23.82511583 19.90676993]
5019,OXYCATECH,OXCATEC1O,[20.54626587 19.47298241]
5020,OXCATEC1O2,OXCATEC1O,[23.38684082 22.69349559]
5021,NDNPXYLOOH,NDNPXYOLO2,[21.2463817 25.22021051]
5022,DNPXYOL,NDNPXYOLO2,[19.04220397 21.69065501]
5023,DM123OOH,OXY1O,[23.82583642 24.27824041]
5024,OXYLOL,OXY1O,[20.27943154 22.36300469]
5025,DM123O2,OXY1O,[21.37746662 24.76308965]
5026,C5DBCOCO3H,MC4CODBCO2,[ -inf 14.15232616]
5027,C5DBCOCO2H,MC4CODBCO2,[20.16685871 24.20664233]
5028,MC4CODBCO3,MC4CODBCO2,[15.08919707 18.00466409]
5029,OXYFUOOH,OXYFUO2,[20.02134398 15.9711716 ]
5030,OXYFUONE,OXYFUO2,[20.91114414 15.46773653]
5031,C95OOH,C95O2,[20.28098109 21.83614292]
5032,CO356C9,C95O2,[19.68027606 22.70490505]
5033,C125OOH,C125O2,[18.84563942 23.41810856]
5034,CO356C12,C125O2,[18.11231184 21.71894121]
5035,INCNCO3H,INCNCO3,[18.60107868 20.65134476]
5036,INCNPAN,INCNCO3,[15.5035427 20.36601901]
5037,INCNCHO,INCNCO3,[17.31929937 21.82987918]
5038,MET1OOH,MET1O,[19.26337116 21.51429333]
5039,METOH,MET1O,[21.0943321 22.73037627]
5040,MET1O2,MET1O,[24.33400805 25.08020411]
5041,BZEMUCCO2H,C5DIALO2,[20.05328982 20.47510071]
5042,BZEMUCCO3H,C5DIALO2,[17.41118866 19.79731419]
5043,BZEPOXMUC,C5DIALO2,[ -inf 19.05763627]
5044,BZEMUCCO3,C5DIALO2,[19.05198024 22.66802249]
5045,C85O,C86O2,[18.6213966 20.75791816]
5046,C86OOH,C86O2,[18.78053005 21.47088593]
5047,IBUTOLBO2H,IBUTOLBO2,[21.66531023 24.02970486]
5048,IBUTOL,IBUTOLBO2,[19.93558001 19.55169741]
5049,MEPROPENE,IBUTOLBO2,[19.53206672 20.15912274]
5050,PBENZOOH,PBENZO,[17.21419032 23.22526173]
5051,PBENZOL,PBENZO,[18.13015722 20.42974019]
5052,PBENZO2,PBENZO,[16.19016816 23.50467871]
5053,NDNPBZLOOH,NDNPBNZLO2,[19.68507995 23.94141903]
5054,DNPBNZOL,NDNPBNZLO2,[18.39059301 23.99357241]
5055,PMALANHY,PMALANHYO2,[19.95009371 24.06109911]
5056,PMALNHYOOH,PMALANHYO2,[19.80321867 20.20428538]
5057,NDNPETLOOH,NDNPETOLO2,[21.11097397 25.152689 ]
5058,DNPETOL,NDNPETOLO2,[20.35858916 25.79267242]
5059,EBENZOOH,EBENZO,[16.12051817 18.99330936]
5060,EBENZOL,EBENZO,[18.8428083 22.22724298]
5061,EBENZO2,EBENZO,[21.96194252 24.13103254]
5062,MTCTEC1OOH,MTCATEC1O,[17.86271998 24.06223141]
5063,METCATECH,MTCATEC1O,[24.00179916 24.19444354]
5064,MTCATEC1O2,MTCATEC1O,[21.8629995 22.95829017]
5065,PRCATC1OOH,PCATEC1O,[20.76892301 24.05146125]
5066,PCATECHOL,PCATEC1O,[18.31748288 19.2646521 ]
5067,PCATEC1O2,PCATEC1O,[20.01447861 24.54992269]
5068,EBENZOLOH,EBENZOLO,[17.10442237 18.64585778]
5069,EBENZOLOOH,EBENZOLO,[ -inf 18.3781531]
5070,NEBNZOLOH,EBENZOLO,[15.12134551 20.35478293]
5071,NEBNZOLOOH,EBENZOLO,[19.71103474 23.66357156]
5072,EBENZOLO2,EBENZOLO,[20.18156606 22.78744402]
5073,C7CO2DCO3H,C7CO2DBCO3,[17.5695469 16.31634285]
5074,C7CO2DBPAN,C7CO2DBCO3,[20.57967065 16.32551743]
5075,C6ETCO4DB,C7CO2DBCO3,[18.64885519 17.75183796]
5076,C4NO3CO3H,C4NO3CO3,[24.03021479 24.88708149]
5077,C4NO3PAN,C4NO3CO3,[20.97315134 21.40527695]
5078,C52NO31CO,C4NO3CO3,[17.74906109 21.12491263]
5079,HC3CO3H,HC3CO3,[ -inf 26.01881112]
5080,C4PAN7,HC3CO3,[17.74196169 18.1196528 ]
5081,HC3CHO,HC3CO3,[22.22517679 22.46154425]
5082,CO25C6,CO25C6O2,[21.97627151 25.48556629]
5083,C5CO2DCO3H,C5CO2DBCO3,[18.8025943 21.35822266]
5084,C5CO2DBPAN,C5CO2DBCO3,[19.61788234 23.94555606]
5085,C8CO4DB,C5CO2DBCO3,[ -inf 19.48847081]
5086,C7CO4DB,C5CO2DBCO3,[19.08891044 19.55591023]
5087,CYHEXONE,PENT1ENE,[21.61261612 21.42030666]
5088,NEBNZOLO,C6DCRBBOH,[19.4880941 22.85477526]
5089,NMETOLO,C6DCRBBOH,[16.92906694 16.18118419]
5090,EBENZOLO,C6DCRBBOH,[ -inf 20.70189704]
5091,METOLO,C6DCRBBOH,[13.56573069 16.33666291]
5092,C6DCARBBO2,C6DCRBBOH,[14.50295407 18.77654859]
5093,PET1OOH,PET1O,[17.43729822 23.16793066]
5094,PETOH,PET1O,[17.78800748 18.30813481]
5095,PET1O2,PET1O,[21.20105956 21.82468888]
5096,NC3CO3H,NC3CO3,[17.75688183 23.89504013]
5097,C4PAN9,NC3CO3,[ -inf 21.89034171]
5098,NC3CHO,NC3CO3,[22.56536668 23.53851856]
5099,NDNOXYLOOH,NDNOXYOLO2,[19.84519887 18.27033847]
5100,DNOXYOL,NDNOXYOLO2,[20.52639613 24.59556944]
5101,C312COCO3H,CHOCOCH2O2,[12.26977493 16.81563913]
5102,ALCOCH2OOH,CHOCOCH2O2,[22.59731688 22.45200716]
5103,C312COCO3,CHOCOCH2O2,[22.48690456 25.76861177]
5104,C4CODIAL,CHOCOCH2O2,[14.51161856 16.43397419]
5105,C719NO3,C716OH,[22.11850287 23.45035797]
5106,C719O,C716OH,[18.31047864 17.8243574 ]
5107,C716O2,C716OH,[16.25120238 20.86062097]
5108,CO25C6CO2H,C627O2,[15.27652874 18.67318763]
5109,CO25C6CO3H,C627O2,[15.62785967 21.52456462]
5110,CO25C6CHO,C627O2,[ -inf 19.97599126]
5111,CO25C6CO3,C627O2,[20.44076345 24.73126847]
5112,IPRHOCO3H,IPRHOCO3,[16.58393708 17.43583279]
5113,C4PAN5,IPRHOCO3,[ 9.78532808 15.04174779]
5114,IBUTALOH,IPRHOCO3,[18.58181826 21.29681258]
5115,NOXYFUOOH,NOXYFUO2,[22.40681175 17.06723928]
5116,OXYFUONE,NOXYFUO2,[20.72257722 18.37804653]
5117,TLEMUCCO2H,C615CO2O2,[18.9999324 20.14939436]
5118,TLEMUCCO3H,C615CO2O2,[21.49765792 24.78166363]
5119,TLEPOXMUC,C615CO2O2,[ -inf 19.58830116]
5120,TLEMUCCO3,C615CO2O2,[24.20147372 25.50000441]
5121,NDNPHENOOH,NDNPHENO2,[ -inf 21.26864482]
5122,DNPHEN,NDNPHENO2,[16.65424053 21.94343083]
5123,MPRNO3CO3H,MPRBNO3CO3,[14.40691111 17.70831173]
5124,MPRBNO3PAN,MPRBNO3CO3,[15.97942961 20.07000734]
5125,MPRBNO3CHO,MPRBNO3CO3,[16.33707515 23.10043375]
5126,C51NO324CO,CO24C4CHO,[20.01853003 20.38970822]
5127,HO2CO4CHO,CO24C4CHO,[19.69585657 23.75981087]
5128,HO1CO24C5,CO24C4CHO,[ -inf 23.18163948]
5129,C105OOH,C105O2,[18.2639005 22.95218708]
5130,CO356C10,C105O2,[ -inf 19.72338159]
5131,C821OOH,C821O2,[ -inf 16.87115796]
5132,C727CO,C821O2,[21.16346352 19.02032322]
5133,ECATEC1OOH,ECATEC1O,[ -inf 17.29397028]
5134,ECATECHOL,ECATEC1O,[19.34875179 20.22319758]
5135,ECATEC1O2,ECATEC1O,[19.35930651 21.00348774]
5136,PRNO3CO3H,PRNO3CO3,[20.37599074 24.03999354]
5137,PRNO3PAN,PRNO3CO3,[20.23375372 22.29362471]
5138,CHOPRNO3,PRNO3CO3,[20.53409344 21.29801593]
5139,ECO3CO3H,ECO3CO3,[15.02347892 16.20142053]
5140,ECO4,ECO3CO3,[ -inf 16.05033]
5141,ECO3PAN,ECO3CO3,[11.1328387 17.23286311]
5142,INANCHO,INANCO3,[19.51189959 22.93845739]
5143,INANCO3H,INANCO3,[17.61284177 21.67494212]
5144,INANPAN,INANCO3,[17.90010899 22.3923184 ]
5145,INB1HPCO3H,INB1HPCO3,[17.62974496 19.15197721]
5146,INB1HPCHO,INB1HPCO3,[19.15542154 23.15735196]
5147,INB1HPPAN,INB1HPCO3,[15.29376309 20.33484118]
5148,PTCTEC1OOH,PTCATEC1O,[19.19695441 19.21495525]
5149,PETCATECH,PTCATEC1O,[19.3010214 23.76536384]
5150,PTCATEC1O2,PTCATEC1O,[20.02659255 23.38817159]
5151,C83OOH,C83O2,[23.9904752 22.90426709]
5152,CO346C8,C83O2,[17.11137799 22.09298706]
5153,C81O,HO4C5CO3,[21.13169132 23.76715556]
5154,HO4C5CO3H,HO4C5CO3,[ -inf 22.58569624]
5155,C6PAN22,HO4C5CO3,[20.33282887 19.67936024]
5156,PCATEC1OOH,PXCATEC1O,[19.36214044 18.83260748]
5157,PXYCATECH,PXCATEC1O,[22.57580284 22.13244756]
5158,PXCATEC1O2,PXCATEC1O,[18.99872431 18.92521645]
5159,PXY1OOH,PXY1O,[18.15148672 17.88814389]
5160,PXYLOL,PXY1O,[24.56774667 25.37891458]
5161,PXY1O2,PXY1O,[19.36730613 23.36381802]
5162,PXYBPEROOH,PXYBIPERO2,[17.9182348 19.70019384]
5163,PXYL,PXYBIPERO2,[21.71827481 19.95789115]
5164,C5PAN18,NC4CO3,[17.51396248 17.14665357]
5165,NC4CO3H,NC4CO3,[18.0722245 23.39329887]
5166,NC4CHO,NC4CO3,[23.62955207 24.53523585]
5167,C5EDBCO3H,C5EDBCO3,[17.44960582 16.84169016]
5168,C5EDBPAN,C5EDBCO3,[21.30600995 24.16535888]
5169,C7ECO4DB,C5EDBCO3,[20.92549471 24.21911761]
5170,CATEC1OOH,CATEC1O,[19.42266833 24.37621257]
5171,CATECHOL,CATEC1O,[ -inf 23.15217915]
5172,CATEC1O2,CATEC1O,[19.80898858 22.86583397]
5173,MXY1OOH,MXY1O,[ -inf 21.05353318]
5174,MXYLOL,MXY1O,[18.42575173 22.02683044]
5175,MXY1O2,MXY1O,[21.42745435 25.3539473 ]
5176,C92O,HO5C6CO3,[20.37833945 25.42961353]
5177,HO5C6CO3H,HO5C6CO3,[19.6859621 23.36905383]
5178,C7PAN2,HO5C6CO3,[20.19375107 18.58209724]
5179,EMALANHY,EMALANHYO2,[21.19319034 23.1852365 ]
5180,EMALNHYOOH,EMALANHYO2,[17.89389135 23.6202191 ]
5181,ACCOMECO3H,ACCOMECO3,[21.64523704 22.32432928]
5182,ACCOMEPAN,ACCOMECO3,[ -inf 20.81520935]
5183,ACCOMECHO,ACCOMECO3,[22.77538729 20.80953707]
5184,MXCTEC1OOH,MXCATEC1O,[ -inf 19.32392992]
5185,MXYCATECH,MXCATEC1O,[19.07675243 19.55421582]
5186,MXCATEC1O2,MXCATEC1O,[21.087657 23.19712151]
5187,CO24C6OOH,CO24C6O2,[ -inf 20.72944997]
5188,CO24C6,CO24C6O2,[18.14463461 19.43109004]
5189,NDNCRESOOH,NDNCRESO2,[18.23339833 22.4219795 ]
5190,DNCRES,NDNCRESO2,[19.43413671 19.81613975]
5191,CO234C6OOH,CO234C65O2,[19.38239571 23.16342372]
5192,CO234C6,CO234C65O2,[22.39542688 23.22667657]
5193,C8CO2DCO3H,C8CO2DBCO3,[21.96501969 23.16777672]
5194,C8CO2DBPAN,C8CO2DBCO3,[19.46107226 21.90999917]
5195,C6PRCO4DB,C8CO2DBCO3,[17.09961091 21.4835499 ]
5196,C5CO2DCO3H,C33CO,[22.15368414 23.46314263]
5197,C8CO2DCO3H,C33CO,[22.64447913 23.84723616]
5198,C7CO2DCO3H,C33CO,[ -inf 14.75471541]
5199,C312COPAN,C33CO,[11.83836058 16.90947819]
5200,C5CO2DBPAN,C33CO,[ -inf 19.0774842]
5201,C3DIALOOH,C33CO,[15.41383697 16.4592258 ]
5202,C4CO2DBPAN,C33CO,[17.25907656 21.29696916]
5203,C8CO2DBPAN,C33CO,[20.20596927 24.33163378]
5204,C8CO3OHO,C33CO,[19.60213673 18.95218671]
5205,C4CO2DCO3H,C33CO,[ -inf 22.32094432]
5206,C7CO2DBPAN,C33CO,[20.94764741 16.69349419]
5207,C7CO3OHO,C33CO,[ -inf 20.98880407]
5208,EPXDLPAN,C33CO,[ -inf 17.48827409]
5209,C7CO4EDB,C33CO,[18.72093368 19.18793347]
5210,C4CO2DBCO3,C33CO,[20.25085581 20.41295699]
5211,C5CO3OH,C33CO,[21.48894898 22.1014842 ]
5212,C7CO2DBCO3,C33CO,[25.11876146 21.9286648 ]
5213,C5CO2DBCO3,C33CO,[19.39104811 21.20672427]
5214,C8CO2DBCO3,C33CO,[19.40258013 23.56036387]
5215,C3DIALO2,C33CO,[18.63980662 21.53790249]
5216,CRESOH,CRESO,[ -inf 24.35415714]
5217,CRESOOH,CRESO,[17.39258468 22.36157234]
5218,NCRESOH,CRESO,[19.05912036 17.90075128]
5219,NCRESOOH,CRESO,[14.77841033 18.40494074]
5220,CRESO2,CRESO,[21.69615523 25.76256461]
5221,MXYMUCCO2H,C726CO5O2,[19.64603847 23.22597961]
5222,MXYMUCCO3H,C726CO5O2,[16.93075095 21.42409412]
5223,TM123OXMUC,C726CO5O2,[ -inf 18.7164026]
5224,MXYEPOXMUC,C726CO5O2,[ -inf 19.60508031]
5225,MXYMUCCO3,C726CO5O2,[22.07474554 22.63939735]
5226,NTMB2FUOOH,NTMB2FUO2,[20.84064249 17.61645605]
5227,TMB2FUONE,NTMB2FUO2,[ -inf 19.56999178]
5228,MCATEC1OOH,MCATEC1O,[17.9785966 18.82468397]
5229,MCATECHOL,MCATEC1O,[13.15758855 18.06056836]
5230,MCATEC1O2,MCATEC1O,[21.50467585 22.78288913]
5231,HC23C4CO3H,H1C23C4CO3,[17.92293545 18.17243128]
5232,H1C23C4PAN,H1C23C4CO3,[16.00336933 20.109668 ]
5233,H1C23C4CHO,H1C23C4CO3,[19.28699891 21.64575621]
5234,C102O,HO6C7CO3,[ -inf 20.8495524]
5235,HO6C7CO3H,HO6C7CO3,[19.75110516 21.25927603]
5236,C8PAN1,HO6C7CO3,[19.04798806 22.19634012]
5237,NDNEBZLOOH,NDNEBNZLO2,[21.2385622 21.15262414]
5238,DNEBNZOL,NDNEBNZLO2,[21.25474782 21.59957289]
5239,C112O,HO7C8CO3,[25.18847267 25.67311131]
5240,HO7C8CO3H,HO7C8CO3,[21.3247128 25.32807323]
5241,C9PAN1,HO7C8CO3,[ -inf 18.46334877]
5242,HOIBUTCO3H,HOIBUTCO3,[22.00358653 25.53636738]
5243,C5PAN3,HOIBUTCO3,[11.10365308 14.37596575]
5244,HOIBUTCHO,HOIBUTCO3,[22.50534999 24.80199416]
5245,NDNMXYLOOH,NDNMXYOLO2,[23.25989396 20.29748054]
5246,DNMXYOL,NDNMXYOLO2,[24.21587363 25.03498617]
5247,MNCATECO,NC4MDCO2H,[18.13965697 22.3599481 ]
5248,MNNCATECO,NC4MDCO2H,[14.08809962 23.95629428]
5249,MTNCATECO,NC4MDCO2H,[19.58288291 18.60563303]
5250,MTNNCATCO,NC4MDCO2H,[ -inf 18.83751384]
5251,MXNCATECO,NC4MDCO2H,[15.84630563 19.0924575 ]
5252,MXNNCATCO,NC4MDCO2H,[16.73270598 16.87998092]
5253,DNCRESO,NC4MDCO2H,[16.16986598 19.27971312]
5254,DNMETOLO,NC4MDCO2H,[ -inf 21.60176589]
5255,DNMXYOLO,NC4MDCO2H,[21.4709007 20.43730619]
5256,DNOETOLO,NC4MDCO2H,[ -inf 20.34362898]
5257,DNOXYOLO,NC4MDCO2H,[ -inf 23.87972662]
5258,DNPETOLO,NC4MDCO2H,[21.47590154 24.0488437 ]
5259,OTNCATECO,NC4MDCO2H,[21.40094644 22.23590215]
5260,OTNNCATCO,NC4MDCO2H,[18.80893969 17.23315201]
5261,OXNCATECO,NC4MDCO2H,[17.94096292 19.03449038]
5262,OXNNCATCO,NC4MDCO2H,[22.54972829 21.10729754]
5263,DNPXYOLO,NC4MDCO2H,[19.18326843 18.73284255]
5264,PTNCATECO,NC4MDCO2H,[19.17712925 19.62046951]
5265,PTNNCATCO,NC4MDCO2H,[ -inf 18.87108164]
5266,PXNCATECO,NC4MDCO2H,[18.74310363 18.66320525]
5267,PXNNCATCO,NC4MDCO2H,[22.74138752 22.66456528]
5268,NDNMETOLO,NC4MDCO2H,[16.41684582 16.48324472]
5269,NDNMXYOLO,NC4MDCO2H,[21.90953853 22.22830655]
5270,NDNOETOLO,NC4MDCO2H,[18.54514567 18.67592696]
5271,NDNOXYOLO,NC4MDCO2H,[ -inf 16.75074332]
5272,NDNPETOLO,NC4MDCO2H,[20.85168355 23.22404845]
5273,NDNPXYOLO,NC4MDCO2H,[16.47800391 16.59861847]
5274,C122O,HO8C9CO3,[ -inf 21.22343685]
5275,HO8C9CO3H,HO8C9CO3,[18.91124829 22.59863824]
5276,C10PAN1,HO8C9CO3,[22.02094565 19.26537493]
5277,TM123OOH,TM123O,[15.07648762 20.2955032 ]
5278,TM123BOL,TM123O,[20.13049023 21.53696813]
5279,TM123O2,TM123O,[19.11546559 22.54855459]
5280,NDNMETLOOH,NDNMETOLO2,[17.71038959 17.77853284]
5281,DNMETOL,NDNMETOLO2,[17.74502817 21.07799818]
5282,H3NCO2CHO,NMGLYOX,[19.14333711 19.89702448]
5283,C42AOH,NMGLYOX,[19.12948498 20.86360888]
5284,OTCATECOOA,C5CO14OH,[ -inf 15.94158663]
5285,OXCATECOOA,C5CO14OH,[25.86081055 22.2078718 ]
5286,NCRESO,C5CO14OH,[15.29344658 18.51675079]
5287,NMXYOLO,C5CO14OH,[23.48943356 24.85993802]
5288,MXYOLO,C5CO14OH,[20.70391076 17.67442007]
5289,CRESO,C5CO14OH,[ -inf 22.08658318]
5290,C5CO14O2,C5CO14OH,[17.05892813 21.97326201]
5291,MMALNACO2H,CONM2CHO,[ -inf 20.15793153]
5292,MMALNAPAN,CONM2CHO,[18.05996765 23.12834566]
5293,MMALNACO3,CONM2CHO,[21.9534106 26.48960392]
5294,MACRNO3,CONM2CHO,[23.75722566 23.78344729]
5295,TM124OOH,TM124O,[ -inf 20.8367943]
5296,TM124OL,TM124O,[17.07714549 22.76280655]
5297,TM124O2,TM124O,[23.32044913 24.48056457]
5298,C717OH,CO235C6CHO,[ -inf 17.99262491]
5299,C717OOH,CO235C6CHO,[17.42407829 20.03683398]
5300,C716OOH,CO235C6CHO,[22.27526407 23.80252038]
5301,C717NO3,CO235C6CHO,[18.10572505 19.17350955]
5302,C717O,CO235C6CHO,[15.59271347 18.76009028]
5303,C106NO3,CO235C6CHO,[ -inf 20.7947322]
5304,C108NO3,CO235C6CHO,[26.10937016 23.7921605 ]
5305,PINALNO3,CO235C6CHO,[20.01492553 20.41617749]
5306,C717O2,CO235C6CHO,[15.75621821 20.05883794]
5307,NC71O,CO235C6CHO,[ -inf 20.65945374]
5308,C716O2,CO235C6CHO,[15.19940012 19.80881872]
5309,C716OH,CO235C6CHO,[ -inf 18.53819084]
5310,CO23C65OOH,CO23C65O2,[24.40525845 25.30513428]
5311,CO23C6,CO23C65O2,[20.04012344 23.74652346]
5312,C115OOH,C115O2,[18.56449651 23.19225155]
5313,CO356C11,C115O2,[21.93021601 25.97272075]
5314,TM123BPRO,TMB1FUONE,[ -inf 18.36334984]
5315,TM124BPRO,TMB1FUONE,[ -inf 20.35716391]
5316,MC5DICARB,TMB1FUONE,[22.79908951 22.80027039]
5317,TMB2FUOOH,TMB2FUO2,[18.38280755 19.57630842]
5318,TMB2FUONE,TMB2FUO2,[19.84911015 21.8615222 ]
5319,MC6OTKTOOH,MC6OTKETO2,[17.37085247 21.26795602]
5320,MC6OTRIKET,MC6OTKETO2,[16.89413353 20.79123708]
5321,TMB2FUONE,MC6OTKETO2,[20.53039544 22.53774451]
5322,MACO3,MPAN,[20.72383935 21.65278982]
5323,C721CO3H,C721CO3,[18.9688715 18.35328293]
5324,C721PAN,C721CO3,[21.00825429 22.81463001]
5325,C721CHO,C721CO3,[23.10893321 25.5016701 ]
5326,C721O,C722O2,[18.36079619 19.13844284]
5327,C722OOH,C722O2,[21.96967794 20.11057898]
5328,NDNOETLOOH,NDNOETOLO2,[18.57581449 18.70659578]
5329,DNOETOL,NDNOETOLO2,[19.43277524 22.18408019]
5330,C626CO2H,C626O2,[18.88638414 22.10172343]
5331,C626CO3H,C626O2,[19.97951153 20.22044053]
5332,C626CHO,C626O2,[17.67024908 20.15456939]
5333,C626CO3,C626O2,[22.11243815 24.76503268]
5334,OETLQO,C5MEJCO3,[24.73883111 21.28591589]
5335,OETLQCO,C5MEJCO3,[21.45275044 19.24600509]
5336,C5MEJCO3H,C5MEJCO3,[21.67286347 22.66939447]
5337,C5MEJPAN,C5MEJCO3,[24.71836665 22.94321131]
5338,C6CO3MOH,CHOMOHCO3,[ -inf 13.6792312]
5339,CHOMOHCO3H,CHOMOHCO3,[22.07104259 25.35576863]
5340,CHOMOHPAN,CHOMOHCO3,[ -inf 24.89245409]
5341,C3MDIALOH,CHOMOHCO3,[21.16886221 24.8056382 ]
5342,C6CO2OHOOH,C5MCO2OHO2,[22.39750075 22.79256427]
5343,C5MDICARB,C5MCO2OHO2,[22.79190137 20.96399268]
5344,HC3CCO3H,HC3CCO3,[19.74996736 19.66984341]
5345,C4PAN8,HC3CCO3,[18.11497896 23.6664786 ]
5346,HC3CCHO,HC3CCO3,[21.92652448 22.14433345]
5347,C4DBM2CO3H,C4DBM2CO3,[ 9.05693484 15.2371089 ]
5348,C4DBMECO3H,C4DBM2CO3,[12.07408963 16.97359978]
5349,C4DBM2PAN,C4DBM2CO3,[12.12214707 15.36996171]
5350,CO4DBC9,C4DBM2CO3,[17.57879582 18.4364381 ]
5351,C6CO4M2DB,C4DBM2CO3,[ -inf 16.98202219]
5352,NC41OOA,NC41OO,[22.94999551 23.85574269]
5353,PROL1MCO3H,PROL1MCO3,[20.07703829 23.62142941]
5354,PROL1MPAN,PROL1MCO3,[21.71264395 22.76057388]
5355,PROL1MCHO,PROL1MCO3,[21.81098845 22.87618768]
5356,IEACO3H,IEACO3,[ -inf 22.03737704]
5357,IEAPAN,IEACO3,[17.84968067 20.91554002]
5358,IEACHO,IEACO3,[20.7575259 22.69059304]
5359,C7EDCOH,C7EDCCO,[17.11078724 16.62475109]
5360,C7EDCOOH,C7EDCCO,[20.06156262 19.30339773]
5361,C7MJPCO3H,C7EDCCO,[17.63752653 19.92891578]
5362,C7MJPPAN,C7EDCCO,[18.07421911 20.36560835]
5363,C7MJPCO3,C7EDCCO,[20.42945169 23.53064171]
5364,C7EDCO2,C7EDCCO,[19.43089412 19.40432979]
5365,C514CO23OH,C5134CO2OH,[10.52955712 10.97106912]
5366,C5M2OHCO3H,C5134CO2OH,[23.51747128 24.58281769]
5367,C5M2OHOPAN,C5134CO2OH,[ -inf 20.30301537]
5368,C6COOHCO3H,C5134CO2OH,[19.68445275 20.79658166]
5369,C5DICAROOH,C5134CO2OH,[21.78579759 25.2509894 ]
5370,C6CO2OHCO3,C5134CO2OH,[24.03823354 25.22053671]
5371,C5M2OHOCO3,C5134CO2OH,[20.29618193 22.41976577]
5372,C5DICARBO2,C5134CO2OH,[ -inf 21.25993276]
5373,MIPKBOOH,CO2C43CHO,[20.86260204 24.97921402]
5374,MIPKBNO3,CO2C43CHO,[21.03789496 25.80058385]
5375,MIPKBO,CO2C43CHO,[23.55860772 25.45538017]
5376,MIPKBOH,CO2C43CHO,[17.33786911 22.09720085]
5377,HO2C43CHO,CO2C43CHO,[13.29125955 18.08915969]
5378,MIPKBO2,CO2C43CHO,[20.91283393 24.93212311]
5379,ACLOOA,ACLOO,[17.25892026 17.53099002]
5380,C23O3CCO2H,MCOCOMOXO2,[21.20750569 19.5147134 ]
5381,C23O3CCO3H,MCOCOMOXO2,[19.10238528 21.93538 ]
5382,MCOCOMOOOH,MCOCOMOXO2,[21.45012959 22.39707579]
5383,C23O3CCHO,MCOCOMOXO2,[ -inf 24.10257475]
5384,C23O3CCO3,MCOCOMOXO2,[21.86734989 25.35970508]
5385,PXYFUONE,MCOCOMOXO2,[ -inf 22.57489623]
5386,C819OOH,C819O2,[19.73314136 22.74999216]
5387,C816CO,C819O2,[17.85108118 17.37912864]
5388,OXYMUCCO,EPXM2C4DAL,[16.99483019 19.93653538]
5389,TM124MUNO3,EPXM2C4DAL,[21.46286452 25.25492771]
5390,OXYMUCO,EPXM2C4DAL,[19.77302381 23.58928061]
5391,TM124MUCO,EPXM2C4DAL,[18.62477538 22.85892471]
5392,OXYEPOXMUC,EPXM2C4DAL,[19.83016333 17.41916994]
5393,TM124OXMUC,EPXM2C4DAL,[23.26375147 24.86933023]
5394,C97O,C98O2,[22.91284172 25.1550645 ]
5395,C98OOH,C98O2,[21.86771693 20.29765315]
5396,C51OH2OOH,PE1ENEAO2,[ -inf 18.56944466]
5397,PENT1ENE,PE1ENEAO2,[22.13253485 20.3895488 ]
5398,PECOH,PE2ENEBO2,[17.87164353 19.61722631]
5399,C53OH2OOH,PE2ENEBO2,[15.6746035 19.54999527]
5400,C57OOH,HO12CO3C4,[14.65820997 19.03002156]
5401,HC4CCO3H,HO12CO3C4,[19.21029763 17.87849832]
5402,C5PAN19,HO12CO3C4,[18.41982523 19.44575156]
5403,C57NO3CO3H,HO12CO3C4,[12.34155367 15.41891261]
5404,C57NO3CO3,HO12CO3C4,[ -inf 24.27426477]
5405,HMVKAO2,HO12CO3C4,[13.78603287 18.15067599]
5406,C57O2,HO12CO3C4,[ -inf 13.35922724]
5407,HMVKBO2,HO12CO3C4,[19.56545645 23.58342718]
5408,C98O,C614O2,[21.25485968 22.10596819]
5409,PHENOH,PHENO,[21.04138894 21.93801058]
5410,PHENOOH,PHENO,[ -inf 23.04980452]
5411,PHENO2,PHENO,[24.12804487 25.48381723]
5412,C43NO34OOH,C43NO34O2,[ -inf 11.41348733]
5413,BUT1ENE,C43NO34O2,[20.70756976 16.12864477]
5414,HO2C4OH,MEKAOH,[20.623179 21.83824528]
5415,H13C43CO3H,MEKAOH,[23.77546757 24.8623581 ]
5416,NBUTOLBNO3,MEKAOH,[21.13911799 24.8276286 ]
5417,NBUTOLBOOH,MEKAOH,[18.80464171 23.5101543 ]
5418,C5PAN12,MEKAOH,[21.14992401 21.2012691 ]
5419,C5PAN5,MEKAOH,[14.81147543 16.46478126]
5420,NBUTOLBO,MEKAOH,[24.17036052 24.93050047]
5421,H13C43CO3,MEKAOH,[19.18577835 21.59587423]
5422,NBUTOLBO2,MEKAOH,[19.43523101 22.95379154]
5423,MEKAO2,MEKAOH,[19.56625056 22.67775381]
5424,APINOOA,C109O2,[24.46540839 24.478244 ]
5425,OETLPOXMUC,OETLMUCO2,[22.28995737 25.57629264]
5426,OETLMUCCO,EPXMEC4DAL,[ -inf 14.39924888]
5427,OETLMUCO,EPXMEC4DAL,[ -inf 20.15018154]
5428,OETLPOXMUC,EPXMEC4DAL,[22.33728059 25.62361586]
5429,MVKOH,MVKOHAO2,[22.75171858 26.43186972]
5430,C4H6,BUTDCO2,[16.52211864 15.89617131]
5431,C923O,C924O2,[20.57888904 17.82217198]
5432,HO2CO5C7,C72O2,[23.99446263 25.26344737]
