,source,target,flux
0,C51O2,C51OH,[19.30836039 17.86870201]
1,C51NO324CO,C5CO24O,[17.10673239 20.73056508]
2,CO3C4NO3OH,HO2CO3C4O,[19.49707142 24.54330521]
3,INB1HPCO3,INB1HPCO2H,[17.1526237 19.87110465]
4,APINCO2,APINCOH,[20.5019979 22.38124218]
5,C101OOH,C101O,[20.11388227 23.47621767]
6,C101O2,C101O,[21.40070242 22.91826972]
7,C111OOH,C111O,[21.21082548 24.97866467]
8,C111O2,C111O,[20.67202263 25.39090559]
9,C121OOH,C121O,[15.09834052 21.4157289 ]
10,C121O2,C121O,[20.67582987 23.74927164]
11,TLFUONOO,C24O3CCO2H,[17.50543715 23.56719233]
12,C510O2,C510OH,[17.29702651 20.28984933]
13,C626O2,C511CHO,[20.87217281 22.72642246]
14,C518CHO,C520OOA,[18.29279736 21.19310972]
15,C57O2,C57OH,[10.00070413 15.17362829]
16,C58O2,C58OH,[14.33695411 19.40527314]
17,C622CHO,C628OOA,[22.60167103 25.8117596 ]
18,C624CHO,C629OOA,[19.48511799 21.97689942]
19,C6CO34HO1,C6CO134,[20.40013134 17.31352898]
20,C6CYTONOOH,C6CYTONO,[ -inf 20.7784739]
21,C6CYTONO2,C6CYTONO,[22.63557448 23.90597171]
22,C719O2,C719OH,[ -inf 21.06871788]
23,C721OOH,C721O,[ -inf 18.68191441]
24,C721O2,C721O,[17.66966998 21.22606885]
25,C729CHO,C735OOA,[19.12016593 19.57610209]
26,C812O2,C812OH,[18.5727351 21.0166432]
27,C85OOH,C85O,[21.02092041 19.17100969]
28,C85O2,C85O,[23.75768349 22.97038327]
29,C91OOH,C91O,[ -inf 18.09722616]
30,C91O2,C91O,[19.27994722 20.72265758]
31,C920OOH,C920O,[18.38663132 24.45576536]
32,C920O2,C920O,[22.43800333 24.84720908]
33,C921OOH,C921O,[22.04391988 23.88355208]
34,C921O2,C921O,[19.25404842 22.74002599]
35,CH3O2,CH3O2NO2,[20.13554032 20.14175428]
36,BZFUONOO,CO14O3CO2H,[17.39305233 20.80445698]
37,CO2C3OO,CO2C3CO2H,[13.5303185 18.29322197]
38,CO3C75OOH,CO3C75O,[17.20241292 22.08965989]
39,CO3C75O2,CO3C75O,[24.23372409 25.7503726 ]
40,CO3C85OOH,CO3C85O,[17.08418735 20.24242152]
41,CO3C85O2,CO3C85O,[15.89068829 19.70316856]
42,CRESO2,CRESOH,[21.96167128 25.96122686]
43,DMMALYO2,DMMALYOH,[20.98676216 24.52463344]
44,EBENZOLO2,EBENZOLOH,[17.05492037 17.20312055]
45,NC4EDCO2,EMALANHY,[16.59338925 18.43714861]
46,EMALANHYO2,EMALNHY2OH,[21.40119659 22.02330359]
47,EOCOCH2OOH,EOCOCH2O,[21.22967641 25.02315249]
48,EOCOCH2O2,EOCOCH2O,[20.31903196 20.96774143]
49,EOCOCH2O2,EOX2COMEOH,[16.69588379 20.27580164]
50,IBUTOLCO2,IBUTOLOHC,[18.73795911 22.67730924]
51,IEPOXB,IEB1CHO,[19.73959845 23.39464133]
52,IEPOXB,IEB4CHO,[18.92431041 20.80767099]
53,INANCO,INANCOCHO,[18.6098994 20.89794826]
54,ISOPBO2,ISOPBOH,[11.36713204 17.34479186]
55,LIMAL,LIMALOOA,[20.09247609 18.98298826]
56,MPAN,MAE,[18.34918918 19.11421366]
57,MALANHYOOH,MALANHYO,[22.06288508 24.54625252]
58,MALANHYO2,MALANHYO,[20.30183288 25.16570841]
59,MC6OTKETO2,MC6OTKETOH,[20.97617372 21.503609 ]
60,METLBIPRO2,METLBPR2OH,[20.82868419 24.24816775]
61,METLQOOH,METLQO,[21.38875369 25.32702724]
62,METLQO2,METLQO,[19.73547815 24.10550091]
63,METLQO2,METLQOH,[15.83729763 25.29164757]
64,METOLO2,METOLOH,[13.18390833 14.24919886]
65,MMALANHYO2,MMALNHY2OH,[17.12814673 21.42855941]
66,MXYFUO2,MXYFUOH,[23.1162628 17.10873521]
67,MXYOLO2,MXYOLOH,[ -inf 21.86174352]
68,MXYQOOH,MXYQO,[20.21294654 24.44779993]
69,MXYQO2,MXYQO,[19.688997 20.37166353]
70,MXYQO2,MXYQOH,[18.92672764 19.76183875]
71,NC101OOH,NC101O,[19.16364246 21.86083236]
72,NC101O2,NC101O,[22.32572263 25.60972834]
73,NC4DCO2H,NC4DCO2,[17.48318941 17.93371354]
74,NC4MDCO2H,NC4MDCO2,[ -inf 18.77203184]
75,NC4PDCO2H,NC4PDCO2,[20.89917907 18.39455336]
76,NC72OOH,NC72O,[ -inf 19.88269194]
77,NC72O2,NC72O,[22.84695179 23.05819653]
78,OETLBIPRO2,OETLBPR2OH,[20.00937733 16.81869885]
79,OETLQOOH,OETLQO,[ -inf 20.38520013]
80,OETLQO2,OETLQO,[23.3704048 22.87635649]
81,OETOLO2,OETOLOH,[20.55396664 18.75994261]
82,OXYBIPERO2,OXYBPER2OH,[18.89590822 19.40657046]
83,OXYFUO2,OXYFUOH,[ -inf 16.82108734]
84,OXYOLO2,OXYOLOH,[19.46062585 20.06903731]
85,OXYQOOH,OXYQO,[ -inf 17.87313193]
86,OXYQO2,OXYQO,[22.10831336 23.20138769]
87,C5HPALD2,PACLOOA,[21.61281039 25.06626207]
88,PBENZOLO2,PBENZOLOH,[21.18051764 22.0873683 ]
89,PBZQOOH,PBZQO,[22.11787088 20.40194518]
90,PBZQO2,PBZQO,[21.04306238 20.57289695]
91,PEBQOOH,PEBQO,[20.20643392 20.83967219]
92,PEBQO2,PEBQO,[20.59694015 24.15670977]
93,PETLBIPRO2,PETLBPR2OH,[18.86083412 19.79425476]
94,PETLQOOH,PETLQO,[17.78800748 18.29432653]
95,PETLQO2,PETLQO,[19.02257927 22.74592886]
96,PETLQO2,PETLQOH,[18.69168163 22.57251785]
97,PETOLO2,PETOLOH,[20.11312882 18.3676157 ]
98,C5HPALD1,PGAOOB,[17.31240673 20.93566556]
99,PHENO2,PHENOH,[20.56426767 21.46088932]
100,NC4PDCO2,PMALANHY,[20.85266487 18.34790584]
101,PMALANHYO2,PMALNHY2OH,[24.02169332 24.88223184]
102,C5PACALD1,PPACLOOA,[18.87624506 18.12625784]
103,C5PACALD2,PPGAOOB,[20.46847409 24.42002217]
104,PPRBQOOH,PPRBQO,[22.11277537 20.83411153]
105,PPRBQO2,PPRBQO,[21.10605785 23.36960797]
106,PTLQOOH,PTLQO,[20.0716834 20.38116438]
107,PTLQO2,PTLQO,[20.54123863 20.358986 ]
108,PXYBIPERO2,PXYBPER2OH,[21.14847166 23.38990251]
109,PXYFUO2,PXYFUOH,[22.92451168 25.41790613]
110,PXYOLO2,PXYOLOH,[12.9794374 14.05888019]
111,PXYQOOH,PXYQO,[ 9.70248208 12.80626789]
112,PXYQO2,PXYQO,[11.47289246 16.20549255]
113,PXYQO2,PXYQOH,[ 7.91021898 12.71964648]
114,TLFUO2,TLFUOH,[20.66913987 19.16016808]
115,TM123OLO2,TM123OLOH,[17.10603184 23.23139321]
116,TM124BPRO2,TM124BP2OH,[22.8431335 23.71372082]
117,TM124OLO2,TM124OLOH,[20.06485833 20.65052565]
118,TM124QOOH,TM124QO,[21.69962682 22.0067583 ]
119,TM124QO2,TM124QO,[23.95744698 25.74156291]
120,TM124QO2,TM124QOH,[20.83116688 20.15741406]
121,TM135OLO2,TM135OLOH,[20.52458376 24.15618216]
122,TMB1FUO2,TMB1FUOH,[20.1469521 23.95619483]
123,TMB2FUO2,TMB2FUOH,[ -inf 21.9770346]
124,C626OOH,C626O,[16.81921691 19.0409583 ]
125,C626NO3,C626O,[18.48095615 22.14056662]
126,C626O2,C626O,[22.21916571 22.72774959]
127,C729OOH,C729O,[18.95746314 23.69313472]
128,C729NO3,C729O,[19.14058726 23.69341752]
129,C729O2,C729O,[18.76332076 22.9762033 ]
130,C731OOH,C731O,[23.01748586 21.29990732]
131,C731NO3,C731O,[22.80256777 23.13035518]
132,C731O2,C731O,[19.77423971 20.39682954]
133,C732OOH,C732O,[21.60423852 23.64578849]
134,C732NO3,C732O,[20.58466169 22.96158827]
135,C732O2,C732O,[23.65209908 23.35159321]
136,C811OOH,C811O,[17.90797055 21.37236669]
137,C811NO3,C811O,[ -inf 22.8907889]
138,C811O2,C811O,[20.95823815 23.40808669]
139,C812OH,C812O,[21.83863644 23.03637468]
140,C812OOH,C812O,[17.66909743 18.40736385]
141,C812O2,C812O,[19.29848709 23.51958071]
142,C817OOH,C817O,[20.53204591 21.33831627]
143,C817NO3,C817O,[19.66614042 20.49251237]
144,C817O2,C817O,[21.37446532 20.80432057]
145,C822OOH,C822O,[19.7874026 21.94437076]
146,C822NO3,C822O,[19.6522928 21.92246763]
147,C822O2,C822O,[23.49454695 23.63552765]
148,C823OOH,C823O,[12.65255477 13.53962233]
149,C823NO3,C823O,[ -inf 19.43147475]
150,C823O2,C823O,[24.96308906 25.30414582]
151,C923OOH,C923O,[24.96980676 23.55570117]
152,C923NO3,C923O,[23.65603395 22.75202394]
153,C923O2,C923O,[20.04324665 17.16967208]
154,MPRKNO3,CO2C54O,[17.09876231 18.13954633]
155,MPRKBOOH,CO2C54O,[18.01779679 20.76422252]
156,CO2C54O2,CO2C54O,[22.76744098 23.73190822]
157,DDECOOH,DDECO,[ -inf 22.15419569]
158,DDECNO3,DDECO,[18.29861335 20.07437326]
159,DDECO2,DDECO,[21.73406643 23.93759585]
160,DECOOH,DECO,[ -inf 22.29595154]
161,DECNO3,DECO,[23.00370874 24.19911206]
162,DECO2,DECO,[19.53741137 23.62369587]
163,DIEKBNO3,DIEKBO,[14.22933408 19.32868521]
164,DIEKBOOH,DIEKBO,[ -inf 18.9827842]
165,DIEKBO2,DIEKBO,[19.37092093 22.3201607 ]
166,DMMALYOH,DMMALYO,[ -inf 22.84823723]
167,DMMALYOOH,DMMALYO,[ -inf 22.8449052]
168,DMMALYO2,DMMALYO,[21.51677831 22.97810356]
169,EMALNHY2OH,EMALANHYO,[22.09250986 22.71461686]
170,EMALNHYOOH,EMALANHYO,[18.3315985 24.05792625]
171,EMALANHYO2,EMALANHYO,[21.9842239 22.60273062]
172,HEPTOOH,HEPTO,[20.39998749 23.79077449]
173,HEPTNO3,HEPTO,[20.41683451 21.02018348]
174,HEPTO2,HEPTO,[23.88991885 24.49413465]
175,HEX2ONANO3,HEX2ONAO,[17.82127546 20.26251168]
176,HEX2ONAOOH,HEX2ONAO,[21.60753061 24.87816655]
177,HEX2ONAO2,HEX2ONAO,[22.17179663 20.64517428]
178,HEX3ONANO3,HEX3ONAO,[21.29170977 22.93923665]
179,HEX3ONAOOH,HEX3ONAO,[ -inf 20.82424376]
180,HEX3ONAO2,HEX3ONAO,[21.68977452 21.63551917]
181,HEX3ONDNO3,HEX3ONDO,[24.06324344 22.24639641]
182,HEX3ONDOOH,HEX3ONDO,[19.82435268 22.18730475]
183,HEX3ONDO2,HEX3ONDO,[20.64627538 25.35911559]
184,HEXANO3,HEXAO,[ -inf 20.61056107]
185,HEXAOOH,HEXAO,[22.57069338 25.82178135]
186,HEXAO2,HEXAO,[22.31736715 22.41516352]
187,HEXBNO3,HEXBO,[22.05066254 25.30175051]
188,HEXBOOH,HEXBO,[ -inf 21.95576047]
189,HEXBO2,HEXBO,[22.02659076 25.13275214]
190,HO3C5NO3,HO3C5O,[18.33470674 22.96355944]
191,HO3C5OOH,HO3C5O,[20.74425322 21.45822877]
192,HO3C5O2,HO3C5O,[23.82295656 25.60070561]
193,ISOPAOOH,ISOPAO,[15.87091294 21.34820841]
194,ISOPANO3,ISOPAO,[17.26577318 21.48352465]
195,ISOPAO2,ISOPAO,[21.51091903 22.41701756]
196,MMALNHY2OH,MMALANHYO,[18.91498863 18.48696114]
197,MMALNHYOOH,MMALANHYO,[19.13979506 22.96421261]
198,MMALANHYO2,MMALANHYO,[20.20599019 22.17134962]
199,NONOOH,NONO,[19.16846427 14.09461626]
200,NONNO3,NONO,[19.05445623 17.54208067]
201,NONO2,NONO,[14.95536592 18.2962877 ]
202,OCTOOH,OCTO,[19.70083634 17.65211545]
203,OCTNO3,OCTO,[21.14649038 21.94771452]
204,OCTO2,OCTO,[20.48906375 21.82464976]
205,PEANO3,PEAO,[23.66625782 23.84496297]
206,PEAOOH,PEAO,[18.12559506 21.82105086]
207,PEAO2,PEAO,[22.05467694 22.96089883]
208,PMALNHY2OH,PMALANHYO,[20.95783665 19.96566813]
209,PMALNHYOOH,PMALANHYO,[20.28033994 20.68140664]
210,PMALANHYO2,PMALANHYO,[23.20713527 25.20890299]
211,UDECOOH,UDECO,[18.37302555 22.73716066]
212,UDECNO3,UDECO,[20.48841678 21.66313612]
213,UDECO2,UDECO,[20.7775406 20.34156811]
214,C106O2,C106OH,[21.18692287 24.50027854]
215,C107OH,C107O,[19.31184589 22.85782303]
216,C107OOH,C107O,[22.87042182 21.79938203]
217,C107O2,C107O,[19.36364731 19.40286632]
218,C107O2,C107OH,[ -inf 16.57886955]
219,C108O2,C108OH,[21.32036647 23.3288305 ]
220,C23O3CCO3,C23O3CCO2H,[20.5322162 24.16629533]
221,C23O3MCO3,C23O3MCO2H,[18.29164146 23.86888916]
222,C23O3MO2,C23O3MOH,[20.08623117 24.34647499]
223,A2PANOO,C2OHOCO2H,[15.63067811 17.34087034]
224,C3ME3CO3,C3ME3CO2H,[21.70133965 24.98215142]
225,C517CO3,C517CO2H,[17.32797918 21.15347151]
226,C517O2,C517OH,[16.6679889 17.99847219]
227,C518CO3,C518CO2H,[21.13993369 22.20165572]
228,C519CO3,C519CO2H,[23.96017201 25.20490731]
229,PE2ENEBO2,C523OH,[23.05619291 24.60324898]
230,C524O2,C524OH,[16.99930248 20.53598464]
231,C54O2,C54OH,[18.19685617 19.89458697]
232,C56O2,C56OH,[22.04346325 23.27592437]
233,C622CO3,C622CO2H,[21.85446873 24.67607274]
234,C622O2,C622OH,[18.68298938 22.59822924]
235,C624CO3,C624CO2H,[23.75335833 22.98203534]
236,C624O2,C624OH,[19.63656629 21.31234938]
237,HO5C6O2,C656OH,[24.43913399 25.52651846]
238,C6H13CO3,C6H13CO2H,[21.82871931 22.98454262]
239,C6H5CH2CO3,C6H5C2CO2H,[23.91164535 24.44277008]
240,C6H5C2H4O2,C6H5C2OH,[21.39245919 23.49980605]
241,C6H5CH2O2,C6H5CH2OH,[ -inf 24.34809447]
242,C6OTKETO2,C6OTKETOH,[20.94368906 21.4109343 ]
243,C720O2,C720OH,[ -inf 19.11520762]
244,C731CO3,C731CO2H,[23.83450753 25.49201466]
245,C731O2,C731OH,[23.4130886 19.87247075]
246,C732O2,C732OH,[20.56553155 19.80570875]
247,C733O2,C733OH,[19.35453391 20.09363562]
248,C734O2,C734OH,[18.64979636 17.64064798]
249,C7ADCO2,C7ADCOH,[19.71494672 18.96746316]
250,C810O2,C810OH,[ -inf 21.3565003]
251,C811O2,C811OH,[19.21704668 21.21291835]
252,BZFUO2,BZFUOH,[ -inf 23.3785685]
253,C813O2,C813OH,[16.88024139 19.49529483]
254,C822CO3,C822CO2H,[18.87295119 21.43417309]
255,C822O2,C822OH,[21.61283364 25.62961448]
256,C823O2,C823OH,[24.30832982 25.22708424]
257,C824O2,C824OH,[18.84815691 19.55905167]
258,C825O2,C825OH,[20.55270102 22.77261643]
259,C826O2,C826OH,[ -inf 17.99050336]
260,C89O2,C89OH,[ -inf 19.19498206]
261,C89OH,C89O,[21.92543909 24.11666806]
262,C89OOH,C89O,[23.30644028 22.46736478]
263,C89NO3,C89O,[20.84600523 20.76458932]
264,C89O2,C89O,[18.03317415 21.40311128]
265,C923O2,C923OH,[ -inf 14.99339462]
266,C924O2,C924OH,[12.70204685 15.63925862]
267,C96OH,C96O,[22.27194654 25.02103596]
268,C96NO3,C96O,[ -inf 21.6998004]
269,C96OOH,C96O,[ -inf 21.89089235]
270,C96O2,C96O,[22.92130157 21.43089091]
271,C97OH,C97O,[21.65337578 20.78689256]
272,C97OOH,C97O,[ -inf 20.1027314]
273,C97O2,C97O,[25.38558518 24.67303074]
274,C97O2,C97OH,[22.12938831 20.95773553]
275,C98O2,C98OH,[22.78675142 22.92232933]
276,MEPROPENE,CH3CCH3OOA,[19.05494546 19.68200147]
277,CHCL2O2,CHCL2OH,[22.66906483 22.39053976]
278,CHOC2CO3,CHOC2CO2H,[22.72907068 24.80519308]
279,ME3BU3ECHO,CO2C3OOB,[19.8042951 22.61329815]
280,CO2C4CO3,CO2C4CO2H,[17.56552323 22.58406405]
281,HOCOC4DIAL,CO2C4DIAL,[20.12390641 25.28409779]
282,DDECO2,DDECOH,[16.75055243 21.82606284]
283,DECO2,DECOH,[23.63216941 24.43411242]
284,DM124O,DM124OHNO2,[20.70099954 19.30069648]
285,DMPHO,DMPHOHNO2,[ -inf 22.8449052]
286,EBFUO2,EBFUOH,[20.26603896 19.19639441]
287,EBZBIPERO2,EBZBPER2OH,[19.79148799 18.72131476]
288,ACETC2H4O2,ETACETOH,[19.0039724 18.02792122]
289,ETHACETO2,ETHACETOH,[24.36073047 22.78511035]
290,HOCH2CH2O2,ETHGLY,[19.82868549 20.48868907]
291,ETOLO2,ETOLOH,[19.05234232 21.38661566]
292,C2H2,HCOOH,[22.5940218 23.37409829]
293,HMML,HCOOH,[17.31539346 18.47195093]
294,CH2OO,HCOOH,[ -inf 18.99018977]
295,HEPTO2,HEPTOH,[15.71695413 19.53509447]
296,HEXAO2,HEXAOH,[19.92706574 23.51431637]
297,HEXBO2,HEXBOH,[18.21855535 19.50653832]
298,HEXCO2,HEXCOH,[20.25042614 24.15453929]
299,C524OOH,HIEPOXB,[ -inf 17.96038301]
300,HMVKBCO3,HMVKBCO2H,[18.95663949 23.54811563]
301,HO13C5O2,HO134C5,[17.04915418 20.96497176]
302,HO13C4O2,HO13C4OH,[15.84555077 15.50400858]
303,HO3C5O2,HO13C5,[20.47949363 22.89911088]
304,HO2C6O2,HO25C6,[16.81826618 20.24305064]
305,HO3C76O2,HO25C7,[16.67022344 19.94276455]
306,HO2C3CO3,HO2C3CO2H,[20.12179861 23.68244963]
307,HO2C43CO3,HO2C43CO2H,[19.68831471 19.47214522]
308,HO2C4CO3,HO2C4CO2H,[15.91074371 21.68725955]
309,HO2M2C4O2,HO2M2C4OH,[24.00595226 25.43642925]
310,HO3C106O2,HO36C10,[17.26831485 22.7662279 ]
311,HO3C116O2,HO36C11,[ -inf 19.69480106]
312,HO3C126O2,HO36C12,[16.13364067 19.68529509]
313,HO3C86O2,HO36C8,[21.15831845 24.79845397]
314,HO3C96O2,HO36C9,[12.94094611 12.61835461]
315,HO3C5CO3,HO3C5CO2H,[21.17712756 25.68020719]
316,HOBUT2CO3,HOBUT2CO2H,[20.35475597 23.46820054]
317,HOC2H4CO3,HOC2H4CO2H,[19.35632036 22.1194163 ]
318,HOC3H6CO3,HOC3H6CO2H,[20.05164053 22.4108285 ]
319,HO1C3O2,HOC3H6OH,[19.11650641 19.52495641]
320,HO1C4O2,HOC4H8OH,[20.55493763 23.20793102]
321,HMGLOO,HOCH2COCO2H,[14.99914918 19.01838809]
322,HOIPRCO3,HOIPRCO2H,[20.37637744 22.07421427]
323,IPRCO3,IBUTACID,[18.7590018 21.42286343]
324,APINENE,APINOOA,[15.61134483 18.30673366]
325,ISOPAOOH,IEPOXA,[16.66532129 21.55692496]
326,INAO2,INAOH,[16.85030937 20.45696645]
327,INB2OOH,INB2O,[16.5066962 18.29258338]
328,INB2O2,INB2O,[18.82680308 21.21668593]
329,INCO2,INCOH,[17.7668618 21.67682339]
330,INDO2,INDOH,[ -inf 22.01573296]
331,C732CO3,KLIMONIC,[20.84091773 20.58348691]
332,C823CO3,LIMONIC,[21.97338216 25.71063756]
333,LIMONENE,LIMOOA,[18.80198094 22.70802387]
334,LIMKET,LMKOOA,[22.140543 23.0237812]
335,M3F,M3FOOA,[23.77996606 25.66337111]
336,MALANHYO2,MALANHY2OH,[20.78542624 24.60734561]
337,C7BDICARB,MEK2OOC,[19.82142648 21.17016795]
338,METHACETO2,METACETOH,[19.5706551 18.64450641]
339,MXYBIPERO2,MXYBPER2OH,[20.19687262 24.16441511]
340,MXYLCO3,MXYLCO2H,[18.51508444 23.37632242]
341,MXYLO2,MXYLOH,[ -inf 18.63307846]
342,BUT2CO3,BUT2CO2H,[22.34949296 25.63333736]
343,NBZFUO,NBZFUONE,[21.93636019 21.95403031]
344,NC4EDCO2H,NC4EDCO2,[20.88124847 24.68966069]
345,NC524O2,NC524OH,[24.09252977 18.00628227]
346,NC826O2,NC826OH,[20.29111383 24.12719823]
347,NEBFUO,NEBFUONE,[18.52794883 17.5099333 ]
348,NONO2,NONOH,[19.85632003 19.55546183]
349,C721CO3,NORPINIC,[22.18475603 24.30879638]
350,NPBFUO,NPBFUONE,[26.37176073 21.86688534]
351,NSTYRENO2,NSTYRENOOH,[ -inf 23.83584513]
352,ACRO2,OCCOHCOH,[18.36082783 20.82681268]
353,OCCOHCO2,OCCOHCOH,[21.35194177 16.01036796]
354,OCTO2,OCTOH,[19.68542117 19.34234197]
355,BUT2OLO2,BUT2OLOH,[ -inf 18.57951597]
356,OETLQO2,OETLQOH,[22.54560892 20.28790594]
357,OETLQOH,OETLQCO,[25.89669876 22.3928259 ]
358,OETLQOOH,OETLQCO,[18.9940287 21.72473017]
359,OETLQO2,OETLQCO,[ -inf 16.59921402]
360,OETLQO2,OETLQOOH,[21.61399423 16.30837196]
361,OXYLCO3,OXYLCO2H,[20.00286858 19.38115749]
362,OXYLO2,OXYLOH,[19.47051114 19.87327818]
363,OXYQO2,OXYQOH,[19.85171988 20.48584615]
364,OXYQOH,OXYQCO,[19.37459861 20.00872489]
365,OXYQOOH,OXYQCO,[16.24203378 20.03366404]
366,OXYQO2,OXYQCO,[18.98267393 18.22356497]
367,OXYQO2,OXYQOOH,[18.85700629 21.19677425]
368,PBFUO2,PBFUOH,[16.88114911 18.63774546]
369,PBZBIPERO2,PBZBPER2OH,[18.05268815 23.71030093]
370,PBZQO2,PBZQOH,[19.27108305 22.87298452]
371,PBZQOH,PBZQCO,[ -inf 20.36414921]
372,PBZQOOH,PBZQCO,[15.0217008 24.74221539]
373,PBZQO2,PBZQCO,[19.59281265 19.93882428]
374,PBZQO2,PBZQOOH,[24.06583568 24.87131913]
375,PEAO2,PEAOH,[21.45815465 22.36916617]
376,PEBO2,PEBOH,[23.01823561 24.0901316 ]
377,PEBQO2,PEBQOH,[22.1773922 23.2701023]
378,PEBQOH,PEBQCO,[22.85685164 23.94956173]
379,PEBQOOH,PEBQCO,[20.68355519 21.31679346]
380,PEBQO2,PEBQCO,[20.54178655 24.13097762]
381,PEBQO2,PEBQOOH,[20.17001904 23.69296934]
382,C4H9CO3,PENTACID,[19.31736182 23.50711905]
383,BUTDAO2,BUTDAOH,[ -inf 21.10664093]
384,PHC3O2,PHC3OH,[14.92166817 21.359335 ]
385,PHCOETO2,PHCOETOH,[22.12331728 22.10656284]
386,PINALO2,PINALOH,[21.67000268 23.08446648]
387,PINALOH,PINALO,[18.64087939 18.95803491]
388,PINALOOH,PINALO,[17.93709048 18.89208246]
389,PINALNO3,PINALO,[16.70469141 20.31377986]
390,PINALO2,PINALO,[19.26357726 23.56903962]
391,C811CO3,PINIC,[19.98083067 20.71608633]
392,PPRBQO2,PPRBQOH,[20.42458169 22.51905682]
393,PPRBQOH,PPRBQCO,[18.96795339 20.23373816]
394,PPRBQOOH,PPRBQCO,[18.63312055 18.19326363]
395,PPRBQO2,PPRBQCO,[ -inf 21.6098781]
396,PPRBQO2,PPRBQOOH,[18.11476385 22.43347981]
397,PTLQO2,PTLQOH,[15.91503306 16.24465149]
398,PTLQOH,PTLQCO,[19.56579547 19.89845776]
399,PTLQOOH,PTLQCO,[20.0716834 20.38116438]
400,PTLQO2,PTLQCO,[17.20857683 17.5399396 ]
401,PTLQO2,PTLQOOH,[17.7942134 20.84320214]
402,BZBIPERO2,BZBIPER2OH,[ -inf 20.48401678]
403,PXYLCO3,PXYLCO2H,[17.92226685 23.64322879]
404,PXYLO2,PXYLOH,[23.46691782 21.89368873]
405,TC4H9O2,TBUTOL,[22.86362384 22.87754339]
406,TLBIPERO2,TLBIPER2OH,[20.64724853 24.06010905]
407,TM123BCO3,TM123BCO2H,[19.64753138 22.02156141]
408,TM123BO2,TM123BOH,[22.86010003 23.09153696]
409,TM123BPRO2,TM123BP2OH,[22.11658485 25.97820766]
410,TM124BCO3,TM124BCO2H,[17.64251409 23.27767591]
411,TM124BO2,TM124BOH,[23.18712873 21.52735559]
412,TM135BPRO2,TM135BP2OH,[21.10418059 24.389375 ]
413,TM135MUCO2,TM135MUOH,[15.08657595 19.95265825]
414,TMBCO3,TMBCO2H,[19.3759367 22.73371045]
415,TMBO2,TMBOH,[20.744004 24.03453526]
416,PXYL1O,TOL4OHNO2,[ -inf 16.63455137]
417,UDECO2,UDECOH,[17.76814308 21.62951413]
418,C656OH,C4COMEOH,[21.09404905 23.91132477]
419,C4COMOHOOH,C4COMOH3O,[21.21894987 24.88376323]
420,C4COMOH3O2,C4COMOH3O,[19.25465721 19.24138454]
421,C511OOH,C511O,[20.76412216 24.42352509]
422,C511O2,C511O,[20.45367582 24.61625906]
423,C5124COOOH,C5124COO,[ 9.533532 11.61231697]
424,C5124COO2,C5124COO,[19.29997935 19.6509382 ]
425,C514O2,C514OH,[19.21787303 19.86666585]
426,C519OOH,C519O,[18.28178425 20.35860414]
427,C519O2,C519O,[22.61232035 24.37226623]
428,C525OOH,C525O,[20.04271155 17.31919272]
429,C525O2,C525O,[24.21306935 22.3504576 ]
430,C52O2,C52OH,[16.66587462 20.3926678 ]
431,C531OOH,C531CO,[17.55806821 13.36439815]
432,C531OOH,C531O,[13.87604104 16.4847585 ]
433,C531O2,C531O,[18.38707958 13.97834716]
434,C53OOH,C53O,[18.65246932 20.68729924]
435,C53O2,C53O,[17.43125735 18.84783706]
436,C54OOH,C54O,[16.69593695 20.0664349 ]
437,C54O2,C54O,[19.01214422 22.48167441]
438,C5COCHOOOH,C5COCHOO,[ -inf 24.12382797]
439,C5COCHOO2,C5COCHOO,[17.08782329 22.57578505]
440,C6CO2OHOOH,C5MCO2OHO,[24.93764711 22.31051657]
441,C5MCO2OHO2,C5MCO2OHO,[19.82117784 19.64822245]
442,C5NO3OAOOH,C5NO3COAO,[21.91575478 25.24482019]
443,C5NO3COAO2,C5NO3COAO,[22.66150295 25.99056836]
444,C5OHCO4OOH,C5OH2CO4O,[17.98984471 20.33873441]
445,C5OH2CO4O2,C5OH2CO4O,[16.75688731 23.18604296]
446,C6135COOOH,C6135COO,[14.78254161 19.32135623]
447,CY6TRIONO2,C6135COO,[20.50119803 21.46923121]
448,C614O2,C614OH,[20.34629736 20.13334162]
449,C61O2,C61OH,[18.28199357 22.03497404]
450,C623O2,C623OH,[ -inf 18.87506905]
451,C625OOH,C625O,[20.66551788 19.24115771]
452,C625O2,C625O,[20.65908015 23.6264504 ]
453,C625O2,C625OH,[21.33118515 24.66557849]
454,C627OOH,C627O,[19.43571385 22.25088626]
455,C627O2,C627O,[22.79105011 22.6090436 ]
456,C63O2,C63OH,[20.43641994 18.8056072 ]
457,C6CO2M2OH,C6CO3MOH,[16.74782212 21.10859716]
458,C6CO3OHOOH,C6CO3OH5O,[14.48430526 17.52769452]
459,C6CO3OH5O2,C6CO3OH5O,[14.22504704 18.97601806]
460,C6COCHOOOH,C6COCHOO,[17.2007554 20.08097621]
461,C6COCHOO2,C6COCHOO,[18.44930085 23.69556564]
462,C112OOH,C112O,[18.45003591 23.2049796 ]
463,C112O2,C112O,[23.37992233 25.27260364]
464,C6HOCOOOH,C6HO1CO3O,[20.9622587 22.56343748]
465,C6HO1CO3O2,C6HO1CO3O,[23.80525614 25.86636553]
466,C6OTKETOOH,C6OTKETO,[ -inf 20.37653182]
