,source,target,flux
3930,PBENZ,PBZPOXMUC,[20.11811841 23.64676654]
3931,METLMUCO3H,METLMUCCO3,[15.83002161 20.18300851]
3932,METLMUCPAN,METLMUCCO3,[21.07187747 22.8434243 ]
3933,METLPOXMUC,METLMUCCO3,[21.43606577 23.96232746]
3934,M3FOOA,C531O2,[18.58584559 21.53854057]
3935,C534OOH,C534O2,[15.39542012 19.54472085]
3936,C5PACALD1,C534O2,[18.93690721 22.24851105]
3937,C534O,CH3COCO3H,[18.38361062 22.24807259]
3938,INANCOCO3H,CH3COCO3H,[ -inf 15.86987814]
3939,C47CO3H,CH3COCO3H,[ -inf 18.13451353]
3940,CONM2CO3H,CH3COCO3H,[ -inf 19.00046167]
3941,MMALNBCO3H,CH3COCO3H,[ -inf 18.51626678]
3942,C5PACALD1,CH3COCO3H,[19.91414832 19.70115653]
3943,CH3COCO3,CH3COCO3H,[16.4387704 18.55674515]
3944,C614OH,C614CO,[18.10626147 20.96273346]
3945,C614OOH,C614CO,[19.61165151 23.17656532]
3946,C614NO3,C614CO,[21.35575556 24.79726505]
3947,H3C25C6OH,C614CO,[16.56163493 20.28430334]
3948,C98NO3,C614CO,[20.50234863 24.41063223]
3949,C614O2,C614CO,[21.1331763 21.14408363]
3950,H2M3C4NO3,HO2C43CHO,[12.56681735 17.55131991]
3951,H2M3C4OOH,HO2C43CHO,[11.26314139 16.3529452 ]
3952,H2M3C4O,HO2C43CHO,[13.95766492 18.54764232]
3953,H2M3C4O2,HO2C43CHO,[13.16633272 14.60402404]
3954,C6O4KETOOH,C6O4KETO2,[10.28454199 17.52690984]
3955,C6OTKETCO,C6O4KETO2,[14.17287205 20.22779299]
3956,MPRANO3OOH,MPRANO3O2,[18.71120328 21.91665877]
3957,MEPROPENE,MPRANO3O2,[24.6089827 22.71342599]
3958,C6CO34OOH,C6CO34O2,[10.71957873 17.17379331]
3959,C6CO34,C6CO34O2,[14.44341876 20.07775514]
3960,C5CO234OOH,C5CO234O2,[13.28463095 19.20306043]
3961,C5CO234,C5CO234O2,[17.40998046 22.34241164]
3962,C6M5CO2OOH,C3MDIALOOH,[ -inf 18.94826774]
3963,C7M6CO2OOH,C3MDIALOOH,[ -inf 18.36524991]
3964,C535OOH,C3MDIALOOH,[ -inf 18.41130881]
3965,C536OOH,C3MDIALOOH,[ -inf 17.59702393]
3966,DHPMPAL,C3MDIALOOH,[19.94960291 23.03984512]
3967,C3MDIALO2,C3MDIALOOH,[20.06405778 22.60988811]
3968,NC102O,NC71O2,[20.19810495 24.12471727]
3969,NC71OOH,NC71O2,[16.43986631 21.57594004]
3970,NBZQOOH,NBZQO2,[17.14211657 18.20827708]
3971,PBZQONE,NBZQO2,[21.67712419 20.86952192]
3972,HIEPOXB,HIEB2O2,[16.50981385 20.65463204]
3973,MPRBNO3O,MPRBNO3CHO,[23.18823173 21.86117528]
3974,MPRBNO3O2,MPRBNO3CHO,[21.86210143 17.37347168]
3975,DIEKAOOH,DIEKAO2,[15.99928158 21.06552953]
3976,DIEK,DIEKAO2,[20.29993264 24.62010852]
3977,MIPKBO,C53O2,[20.10113492 24.88151403]
3978,C53OOH,C53O2,[16.23493734 21.1673233 ]
3979,OETLBPR2OH,OETLBIPRO,[15.55573334 18.90027726]
3980,OETLBPROOH,OETLBIPRO,[ -inf 19.37717741]
3981,OETLBIPNO3,OETLBIPRO,[ -inf 20.73326253]
3982,OETLBIPRO2,OETLBIPRO,[22.84168623 23.89086989]
3983,DIEKAOH,CO23C5,[14.72335498 19.69148163]
3984,C7CDCCO2H,CO23C5,[20.04623217 23.01254339]
3985,MPRKAOOH,CO23C5,[17.4788694 21.36755879]
3986,DIEKAOOH,CO23C5,[16.74465881 21.81090676]
3987,C4ECO2O,CO23C5,[19.30588434 23.51745225]
3988,C4ECO2OOH,CO23C5,[ -inf 19.67632222]
3989,MPRKAOH,CO23C5,[15.05892697 19.23312874]
3990,DIEKAO2,CO23C5,[18.23635678 19.90573503]
3991,OETLBIPRO,CO23C5,[19.90740738 23.9013605 ]
3992,MPRKAO2,CO23C5,[18.46403233 19.35088998]
3993,ETHO2HNO3,ETHENO3O2,[16.44262965 19.47797728]
3994,C2H4,ETHENO3O2,[22.59041002 20.69544114]
3995,IBUTALO2H,IBUTALCO2,[17.71007173 21.70273429]
3996,IPRCHO,IBUTALCO2,[21.03451892 24.55394507]
3997,PR1O2HNO3,CHOPRNO3,[16.91707081 19.94219565]
3998,PRONO3AO,CHOPRNO3,[22.42555095 21.19305904]
3999,PRONO3AO2,CHOPRNO3,[20.7934556 16.3708518]
4000,DIEKBO,HOCO3C54O2,[20.2672701 25.81658177]
4001,HOCO3C5OOH,HOCO3C54O2,[17.44214877 23.11408277]
4002,PINALO,C106O2,[22.14461537 25.40263821]
4003,C106OOH,C106O2,[18.98826706 22.84433194]
4004,HC3CHO,C41O2,[21.37588698 24.8834178 ]
4005,STYRENE,CH2OOB,[23.49789547 23.49969525]
4006,PENT1ENE,CH2OOB,[20.14569927 20.37564046]
4007,ISOPBNO3,CH2OOB,[21.11219118 21.09837155]
4008,PE4E2CO,CH2OOB,[22.12548658 22.10002999]
4009,BUT1ENE,CH2OOB,[23.22468941 23.22776272]
4010,MVKOH,CH2OOB,[21.57836844 21.96021242]
4011,C3H6,CH2OOB,[24.0167981 24.01908639]
4012,ACR,CH2OOB,[21.88558495 21.9722146 ]
4013,MVK,CH2OOB,[23.06728552 23.07944019]
4014,C62OOH,C62O2,[11.40317119 18.50872765]
4015,CO235C6,C62O2,[15.40058875 21.57515537]
4016,CO245C7,C74O2,[15.00186997 21.07685085]
4017,C74OOH,C74O2,[11.10921302 18.12802821]
4018,C6H5C2CO3H,C6H5CH2CO3,[15.59314326 20.56083739]
4019,C6H5CH2PAN,C6H5CH2CO3,[23.06327657 24.00332422]
4020,C6H5CH2CHO,C6H5CH2CO3,[21.10428195 24.31097614]
4021,ACETMECO3H,ACETMECO3,[14.96274685 19.87864827]
4022,ACETMEPAN,ACETMECO3,[22.32640846 23.21718474]
4023,ACETETCHO,ACETMECO3,[20.76444304 23.47899879]
4024,PINALOOH,PINALO2,[18.75228072 22.84796972]
4025,PINAL,PINALO2,[22.7226722 25.42465002]
4026,C4H6,BUTDBO2,[22.40063094 25.92427226]
4027,C5CO23OOH,C5CO23O2,[10.78545489 17.56580976]
4028,C6CO134OOH,C5CO23O2,[ -inf 15.33082944]
4029,C5CO34CO3,C5CO23O2,[16.58320366 19.93340725]
4030,IPECOH,PROL11MO2,[13.95119802 18.3246909 ]
4031,PROL11MOOH,PROL11MO2,[ 9.43766508 14.91207758]
4032,HO36C9,HO4CO7C9,[16.45980677 20.40609779]
4033,HO3C96OOH,HO4CO7C9,[19.1991227 23.1613746]
4034,HO3C96NO3,HO4CO7C9,[21.11284942 24.94097067]
4035,HO3C96O,HO4CO7C9,[21.38862804 25.64453065]
4036,HO3C96O2,HO4CO7C9,[19.38371577 20.45861635]
4037,C7DICARB,C7DCO2,[19.55867014 23.30494508]
4038,PXYLCO3H,PXYLCO3,[15.76283406 20.89327393]
4039,PXYLPAN,PXYLCO3,[23.24796844 24.34438767]
4040,PXYLAL,PXYLCO3,[21.45791714 24.66099913]
4041,TOL4OHNO2,TL4OHNO2O2,[19.51875888 24.40193698]
4042,TL4ONO2OOH,TL4OHNO2O2,[16.44948698 21.78933264]
4043,C6COCHOOOH,C6COCHOO2,[16.96160553 20.84598699]
4044,CYHXONAO,C6COCHOO2,[19.45067956 23.47637499]
4045,C921O,C922O2,[21.29939946 23.45320587]
4046,C922OOH,C922O2,[17.74915897 20.99383454]
4047,ACETMECO3H,METHACETO2,[ -inf 18.58367959]
4048,METACETO2H,METHACETO2,[14.93602732 19.13169581]
4049,ACETETCHO,METHACETO2,[ -inf 21.87282728]
4050,ACETMECO3,METHACETO2,[21.70906782 22.9481181 ]
4051,HO36C10,HO5CO8C10,[16.44653522 20.36531513]
4052,HO3C106OOH,HO5CO8C10,[19.1826893 23.13066498]
4053,HO3C106NO3,HO5CO8C10,[21.13390753 24.92677552]
4054,HO3C106O,HO5CO8C10,[21.35479118 25.59364509]
4055,HO3C106O2,HO5CO8C10,[19.35339903 20.41291515]
4056,ETHACET,EOCOCH2O2,[19.76679602 23.2864413 ]
4057,EOCOCH2OOH,EOCOCH2O2,[15.70930066 19.90727744]
4058,HO36C11,HO6CO9C11,[16.69224259 20.58923455]
4059,HO3C116OOH,HO6CO9C11,[19.42332319 23.3617736 ]
4060,HO3C116NO3,HO6CO9C11,[21.39821919 25.16289616]
4061,HO3C116O,HO6CO9C11,[21.58194613 25.80904169]
4062,HO3C116O2,HO6CO9C11,[19.5823248 20.63094064]
4063,C52NO31OOH,C52NO31CO,[13.57967412 16.37986148]
4064,C52NO31O,C52NO31CO,[18.68090461 17.78393587]
4065,C52NO31O2,C52NO31CO,[17.3547743 13.29934034]
4066,HO36C12,HO7CO10C12,[16.92427794 20.80319742]
4067,HO3C126OOH,HO7CO10C12,[19.64951483 23.58168232]
4068,HO3C126NO3,HO7CO10C12,[21.64463127 25.38603953]
4069,HO3C126O,HO7CO10C12,[21.79718296 26.01710095]
4070,HO3C126O2,HO7CO10C12,[19.79898351 20.84111953]
4071,TM124BCO3H,TM124BCO3,[15.40075351 20.50165466]
4072,TM124BPAN,TM124BCO3,[22.8932713 23.97773902]
4073,TM124BCHO,TM124BCO3,[21.0568218 24.2436521]
4074,TM124BPOOH,TM124BPRO2,[18.83589183 22.66610712]
4075,TM124B,TM124BPRO2,[21.81887535 25.35282081]
4076,ISOP34O2,ISOP34NO3,[21.85414468 22.45682888]
4077,TMBCO3H,TMBCO3,[15.07455275 20.16266671]
4078,TMBPAN,TMBCO3,[22.56259054 23.60579943]
4079,TMBCHO,TMBCO3,[20.78014432 23.90315342]
4080,DMPHOHNO2,MXYOHNO2O2,[18.47028878 23.42420261]
4081,MXOHNO2OOH,MXYOHNO2O2,[15.41731365 20.83039484]
4082,IPECOH,ME2BU2OLO2,[14.49806295 18.87155582]
4083,M2BU2OLOOH,ME2BU2OLO2,[ 9.93751742 15.29519751]
4084,C812O,C813O2,[21.24351727 23.77225796]
4085,C813OOH,C813O2,[17.88183393 21.14684953]
4086,CISOPAO2,ISOPAOOH,[18.9032731 21.38075354]
4087,ISOPAO2,ISOPAOOH,[18.97919098 21.08313546]
4088,DNCRESOOH,DNCRESO2,[12.82397963 19.60459896]
4089,DNCRES,DNCRESO2,[18.08159286 22.71040917]
4090,NNCATECOOH,NNCATECO2,[17.76516159 20.87633745]
4091,NCATECHOL,NNCATECO2,[23.07593024 23.13387022]
4092,NOAOOA,NOAOO,[22.30833225 19.50993179]
4093,DNEBNZLOOH,DNEBNZLO2,[11.92453517 18.52826942]
4094,DNEBNZOL,DNEBNZLO2,[17.28927523 21.53542487]
4095,C54O,CO2C5OH,[12.82237301 17.94821334]
4096,HO1C5OOH,CO2C5OH,[18.37689422 23.40260585]
4097,HO2C5OH,CO2C5OH,[16.81407157 21.09511659]
4098,HO2C5O,CO2C5OH,[21.20889903 25.4864317 ]
4099,HO1C5NO3,CO2C5OH,[19.59158531 24.65158689]
4100,HO1C5O2,CO2C5OH,[19.07070777 20.84385054]
4101,NC72O,NC61CO3,[17.1780455 23.76845965]
4102,NC61CO3H,NC61CO3,[12.7676312 20.26006921]
4103,NC6PAN1,NC61CO3,[19.74863236 23.22272271]
4104,DNMETOLOOH,DNMETOLO2,[11.67711015 18.1913163 ]
4105,DNMETOL,DNMETOLO2,[16.91529786 21.18326431]
4106,HO1C5O,HO2C4CHO,[21.11095473 26.08055496]
4107,HO2C5NO3,HO2C4CHO,[19.86863673 23.81827875]
4108,HO2C5OOH,HO2C4CHO,[18.65739117 22.74241765]
4109,HO2C5O2,HO2C4CHO,[19.82854454 20.95189527]
4110,DNMXYOLOOH,DNMXYOLO2,[12.35846778 18.8676296 ]
4111,DNMXYOL,DNMXYOLO2,[17.60838581 21.88006884]
4112,DNOETOLOOH,DNOETOLO2,[11.18780926 17.71591219]
4113,DNOETOL,DNOETOLO2,[16.44115076 20.70878437]
4114,C6COALCO2H,C5COCHOO2,[15.91310686 19.72322848]
4115,C6COALCO3H,C5COCHOO2,[ -inf 17.98435519]
4116,C5COCHOOOH,C5COCHOO2,[16.66629519 20.64483072]
4117,C6CODIAL,C5COCHOO2,[ -inf 21.52643331]
4118,C6COCHOCO3,C5COCHOO2,[21.87516987 22.83824534]
4119,PTLQO,C6CO2OHCO3,[19.66014493 24.27475895]
4120,PTLQCO,C6CO2OHCO3,[17.05946607 21.66058188]
4121,C6CO2OHPAN,C6CO2OHCO3,[22.63473283 23.12887242]
4122,C6COOHCO3H,C6CO2OHCO3,[16.35671006 20.74296857]
4123,NORPINIC,C721O2,[14.84914194 20.02893176]
4124,C721CO3H,C721O2,[ -inf 18.56120153]
4125,C721OOH,C721O2,[16.98708722 22.69131479]
4126,C721CO3,C721O2,[21.5189717 23.14073601]
4127,C721CHO,C721O2,[ -inf 21.97471456]
4128,DNOXYOLOOH,DNOXYOLO2,[12.18416528 18.77610645]
4129,DNOXYOL,DNOXYOLO2,[17.4548076 21.81650616]
4130,DNPBNZLOOH,DNPBNZLO2,[11.0510107 17.65431918]
4131,DNPBNZOL,DNPBNZLO2,[16.39536015 20.64147997]
4132,HO13C3CO3H,HO13C3CO3,[13.13390428 20.02427142]
4133,C4PAN2,HO13C3CO3,[20.09288253 23.0687241 ]
4134,HO13C3CHO,HO13C3CO3,[18.60986071 23.60677646]
4135,DNPETOLOOH,DNPETOLO2,[11.35486145 17.88061614]
4136,DNPETOL,DNPETOLO2,[16.60479965 20.87363197]
4137,HO25C6,HO2CO5C6,[15.64377576 19.65675928]
4138,HO2C6OOH,HO2CO5C6,[18.34355222 22.3526888 ]
4139,HO2C6NO3,HO2CO5C6,[19.93788514 23.88503804]
4140,HO2C6O,HO2CO5C6,[20.65557585 24.95259501]
4141,HO2C6O2,HO2CO5C6,[18.62381431 19.72793678]
4142,HEX2ONBO2,HO2CO5C6,[18.25808538 19.07650919]
4143,BUTDCOOH,HC3CCHO,[18.54579839 22.29608984]
4144,NBUTDAOH,HC3CCHO,[20.30464655 23.76833882]
4145,BUTDCO2,HC3CCHO,[19.81577014 20.31453081]
4146,APINOOA,C107O2,[24.24413827 24.26194132]
4147,C107OOH,C107O2,[19.75911151 21.82772398]
4148,OTNCATCOOH,OTNCATECO2,[15.29061551 20.78463352]
4149,OTNCATECH,OTNCATECO2,[17.66665184 23.72786263]
4150,OTNNCATOOH,OTNNCATCO2,[17.18440353 20.26778036]
4151,OTNCATECH,OTNNCATCO2,[21.79822098 22.43774094]
4152,OXNCATCOOH,OXNCATECO2,[16.24750014 21.74839551]
4153,OXNCATECH,OXNCATECO2,[18.64518268 24.70985536]
4154,OXNNCATOOH,OXNNCATCO2,[18.14287803 21.22723659]
4155,OXNCATECH,OXNNCATCO2,[22.77675182 23.41973368]
4156,DNPHENOOH,DNPHENO2,[12.64087878 19.25862311]
4157,DNPHEN,DNPHENO2,[17.64782763 22.39818342]
4158,DNPXYOLOOH,DNPXYOLO2,[11.98475912 18.51197078]
4159,DNPXYOL,DNPXYOLO2,[17.25753221 21.52439314]
4160,C6CO3MOH,C4COMOHCO3,[14.34650552 18.75940129]
4161,C5COHOCO3H,C4COMOHCO3,[ 9.26737975 14.64777307]
4162,C4COMOHPAN,C4COMOHCO3,[16.82993984 18.44944125]
4163,DNT123LOOH,DNT123LO2,[10.74166924 17.26755708]
4164,DNT123BOL,DNT123LO2,[15.99809482 20.25637113]
4165,HO2M2C4OH,H2M2C3CHO,[ 7.84903177 13.13225591]
4166,HO2M2C4NO3,H2M2C3CHO,[10.31948291 15.83009455]
4167,HO2M2C4OOH,H2M2C3CHO,[ 9.64301215 15.11416715]
4168,HO2M2C4O,H2M2C3CHO,[12.14100194 17.02096474]
4169,HO2M2C4O2,H2M2C3CHO,[11.75035317 13.48093507]
4170,OXYQO,C5M2OHOCO3,[19.75885478 23.90407467]
4171,OXYQCO,C5M2OHOCO3,[17.29771677 21.31160817]
4172,C5M2OHCO3H,C5M2OHOCO3,[16.48828303 20.37330467]
4173,C5M2OHOPAN,C5M2OHOCO3,[22.72313615 22.73684471]
4174,DNT124LOOH,DNT124LO2,[11.22652605 17.75463058]
4175,DNT124BOL,DNT124LO2,[16.48278435 20.74444743]
4176,PPRBQO,C8OHCO2CO3,[18.08188147 22.68604479]
4177,PPRBQCO,C8OHCO2CO3,[15.54325353 20.10703132]
4178,C8OHCO2PAN,C8OHCO2CO3,[21.05872426 21.52623197]
4179,C8OHO2CO3H,C8OHCO2CO3,[14.78996441 19.14226055]
4180,IBUTOL,IBUTOLCO2,[15.30769419 19.49657893]
4181,IBUTOLCO2H,IBUTOLCO2,[14.37201455 19.66592213]
4182,HOIBUTCHO,IBUTOLCO2,[ -inf 21.48052052]
4183,HOIBUTCO3,IBUTOLCO2,[20.76950403 22.70268609]
4184,HO3C3CO3H,HO3C3CO3,[15.72507731 21.08517934]
4185,HO3C3PAN,HO3C3CO3,[22.70248423 24.22393041]
4186,HO3C3CHO,HO3C3CO3,[21.07726512 24.6505475 ]
4187,C73OOH,C73O2,[12.27930464 19.48678288]
4188,CO235C7,C73O2,[16.17225505 22.45189343]
4189,MNCATECOOH,MNCATECO2,[16.63622821 22.25733325]
4190,MNCATECH,MNCATECO2,[19.10267264 25.24884882]
4191,C3COCCO3H,PEN2ONE1O2,[ -inf 16.90676203]
4192,PE2ONE1OOH,PEN2ONE1O2,[12.95937943 19.26130065]
4193,C3COCCO3,PEN2ONE1O2,[18.65499589 21.57440579]
4194,C3COCCHO,PEN2ONE1O2,[ -inf 20.01927497]
4195,HMGLYOOA,HMGLYOO,[19.49497328 19.5682436 ]
4196,PETHTOL,PETLPOXMUC,[20.72591746 24.2518699 ]
4197,MTNCATCOOH,MTNCATECO2,[15.48639729 20.98242256]
4198,MTNCATECH,MTNCATECO2,[17.85329398 23.92414897]
4199,INDHCO3H,INDHCO3,[13.70485986 18.69496822]
4200,INDHPAN,INDHCO3,[21.01310017 21.956334 ]
4201,INDHCHO,INDHCO3,[18.52206193 22.23419858]
4202,C61CO3H,C61CO3,[13.66095449 18.8106988 ]
4203,C61CPAN,C61CO3,[20.84423935 22.16231975]
4204,C61CHO,C61CO3,[19.15376661 22.61021202]
4205,C61CO3H,CO45C5CHO,[ -inf 18.86888626]
4206,C61CPAN,CO45C5CHO,[16.98411697 21.82881214]
4207,C61CO3,CO45C5CHO,[20.22392316 22.02218245]
4208,C61CHO,CO45C5CHO,[ -inf 20.4918595]
4209,MTNNCATOOH,MTNNCATCO2,[17.37124192 20.4566681 ]
4210,MTNCATECH,MTNNCATCO2,[21.98486311 22.63402729]
4211,C42CO3H,C42CO3,[ 6.965121 13.31273016]
4212,C5PAN13,C42CO3,[13.82565965 16.30473757]
4213,C42CHO,C42CO3,[12.4837199 16.85723804]
4214,HPC52CO3H,HPC52CO3,[12.60279047 17.22288449]
4215,HPC52PAN,HPC52CO3,[19.27083302 20.05199747]
4216,HPC52OOH,HPC52CO3,[16.88301292 20.74727277]
4217,PBZQO,C5CO2OHCO3,[18.07400999 23.21096442]
4218,PBZQCO,C5CO2OHCO3,[15.23749584 20.54952692]
4219,C5CO2OHPAN,C5CO2OHCO3,[20.96421379 22.11630771]
4220,C5COOHCO3H,C5CO2OHCO3,[14.63440475 19.6715118 ]
4221,PNCATECOOH,PNCATECO2,[15.11852709 20.71149966]
4222,PNCATECH,PNCATECO2,[17.53661705 23.66145172]
4223,PNNCATCOOH,PNNCATECO2,[17.05327064 20.1476765 ]
4224,PNCATECH,PNNCATECO2,[21.66818619 22.37133003]
4225,NC3OOA,NC3OO,[20.23183417 20.22888264]
4226,C4CO2DBPAN,C4CO2DBCO3,[19.27145471 19.227171 ]
4227,C4CO2DCO3H,C4CO2DBCO3,[12.41761634 16.37417459]
4228,C6CO4DB,C4CO2DBCO3,[ -inf 19.93747434]
4229,NCATECOOH,NCATECO2,[15.45091443 21.34384526]
4230,NCATECHOL,NCATECO2,[18.93686451 24.41649531]
4231,MXYQO,C7CO2OHCO3,[19.25682781 23.95865539]
4232,MXYQOH,C7CO2OHCO3,[14.51308829 18.38022515]
4233,C7CO2OCO3H,C7CO2OHCO3,[15.92573332 20.46190591]
4234,C7CO2OHPAN,C7CO2OHCO3,[22.57689414 23.26700552]
4235,M2BUOL2OH,PROL1MCHO,[ 9.25912151 14.36130218]
4236,PROL11MNO3,PROL1MCHO,[10.62480788 16.10038598]
4237,PROL11MOOH,PROL1MCHO,[ 9.93509075 15.40950325]
4238,PROL11MO2,PROL1MCHO,[12.23136372 13.96684302]
4239,C86O,C511O2,[19.89942925 25.34973627]
4240,C511OOH,C511O2,[17.19366191 22.67685239]
4241,INB1OH,C58NO3,[15.50758839 19.89475921]
4242,INB2OOH,C58NO3,[16.69702639 21.0967089 ]
4243,C58O2,C58NO3,[20.52038444 21.63345177]
4244,INANO3,C58NO3,[17.97087974 22.41734277]
4245,INB2O2,C58NO3,[18.36526532 19.21186199]
4246,PTNCATCOOH,PTNCATECO2,[15.44521812 20.94282577]
4247,PTNCATECH,PTNCATECO2,[17.81928156 23.885178 ]
4248,PTNNCATOOH,PTNNCATCO2,[17.33708365 20.42148238]
4249,PTNCATECH,PTNNCATCO2,[21.9508507 22.59505632]
4250,PXNCATCOOH,PXNCATECO2,[16.06757375 21.56774565]
4251,PXNCATECH,PXNCATECO2,[18.4630864 24.52931878]
4252,MIPKAOOH,MIPKAO2,[16.74750359 22.11003692]
4253,MIPK,MIPKAO2,[20.80501519 25.08322023]
4254,IPEBOH,ME2BUOLO2,[15.86513268 19.94532437]
4255,ME2BUOLOOH,ME2BUOLO2,[11.35083133 16.61243838]
4256,PXNNCATOOH,PXNNCATCO2,[17.96083443 21.04544605]
4257,PXNCATECH,PXNNCATCO2,[22.59465553 23.23919709]
4258,C85CO3H,C85O2,[ -inf 20.48411645]
4259,C85OOH,C85O2,[18.18150837 24.49285192]
4260,C85CO3,C85O2,[22.40991922 24.78803804]
4261,NORPINAL,C85O2,[ -inf 23.67383077]
4262,C85CO3H,C85CO3,[15.81014911 21.87046142]
4263,C9PAN2,C85CO3,[23.01279707 24.96228061]
4264,NORPINAL,C85CO3,[21.80684644 25.36316112]
4265,HO5C5CO3H,HO5C5CO3,[14.45958652 21.22157723]
4266,C6PAN23,HO5C5CO3,[21.48584284 24.29059107]
4267,HO5C5CHO,HO5C5CO3,[20.08801158 24.78148196]
4268,MVKOOA,MVKOO,[22.62056577 22.32425883]
4269,M3BU3ECO3H,M3BU3ECO3,[16.43928084 20.21434707]
4270,M3BU3EPAN,M3BU3ECO3,[22.79571641 22.79243112]
4271,ME3BU3ECHO,M3BU3ECO3,[20.23509035 23.69241442]
4272,EPXMEDCO3H,EPXMEDLCO3,[15.74630627 20.10453344]
4273,EPXMEDLPAN,EPXMEDLCO3,[22.59142355 23.45472506]
4274,EPXMEC4DAL,EPXMEDLCO3,[21.32700746 23.63198686]
4275,H13CO2CO3H,H13CO2CO3,[14.18871321 19.79777235]
4276,C4PAN10,H13CO2CO3,[21.39382941 22.91598816]
4277,H13CO2CHO,H13CO2CO3,[19.9111323 23.2995829]
4278,OETLMUCO2H,MC7CO2O2,[16.14282532 19.90677607]
4279,OETLMUCO3H,MC7CO2O2,[ -inf 17.85982985]
4280,MC7CO2OOH,MC7CO2O2,[17.14477662 21.0955275 ]
4281,OETLPOXMUC,MC7CO2O2,[ -inf 23.20506537]
4282,OETLMUCCO3,MC7CO2O2,[21.941809 23.01368327]
4283,H13C43CO3H,H13C43CO3,[ 5.27488094 12.07075585]
4284,C5PAN12,H13C43CO3,[12.39851512 15.1635781 ]
4285,H13C43CHO,H13C43CO3,[11.17394908 15.72327007]
4286,ENCATECOOH,ENCATECO2,[15.99154989 21.58404233]
4287,ENCATECH,ENCATECO2,[18.43004238 24.55281959]
4288,T123NCTOOH,T123NCATO2,[14.84126907 20.31356341]
4289,T123NCATEC,T123NCATO2,[17.21947489 23.24838359]
4290,C4OHCO3H,C4OHCO3,[13.19071978 20.11509021]
4291,C4OHPAN,C4OHCO3,[20.25545423 23.21987408]
4292,C4OHCHO,C4OHCO3,[18.87474248 23.70272229]
4293,T123NNCOOH,T123NNCTO2,[16.73719535 19.81645847]
4294,T123NCATEC,T123NNCTO2,[21.35104403 21.95826191]
4295,T124NCTOOH,T124NCATO2,[14.87794678 20.3576213 ]
4296,T124NCATEC,T124NCATO2,[17.25595213 23.29212748]
4297,T124NNCOOH,T124NNCTO2,[16.77367341 19.85428095]
4298,T124NCATEC,T124NNCTO2,[21.38752126 22.00200579]
4299,HO6C7CO3H,HO6C7O2,[ -inf 19.73818897]
4300,HO6C7OOH,HO6C7O2,[17.34726952 22.72260137]
4301,HO5CO8C10,HO6C7O2,[ -inf 23.64967581]
4302,HO6C7CO3,HO6C7O2,[22.64048692 24.86778199]
4303,ENNCATCOOH,ENNCATECO2,[17.9266433 21.02088539]
4304,ENCATECH,ENNCATECO2,[22.56161151 23.26269791]
4305,CHOC3COOOH,CHOC3COO2,[ -inf 19.97668368]
4306,C413COOOH,CHOC3COO2,[18.60415918 22.48381812]
4307,CHOC3COCO3,CHOC3COO2,[23.70340562 24.71826698]
4308,CO13C4CHO,CHOC3COO2,[ -inf 23.27675793]
4309,CH3CCH3OOA,CH3CCH3OO,[22.71779735 22.65348885]
4310,PETLQO,C7MJPCO3,[18.26827332 22.90701172]
4311,PETLQOH,C7MJPCO3,[13.51890409 17.32865857]
4312,C7MJPCO3H,C7MJPCO3,[14.87126007 19.40768102]
4313,C7MJPPAN,C7MJPCO3,[21.52262696 22.20034427]
4314,HO7C8CO3H,HO7C8O2,[ -inf 19.99871177]
4315,HO7C8OOH,HO7C8O2,[17.72430666 23.01839606]
4316,HO6CO9C11,HO7C8O2,[ -inf 23.84538275]
4317,HO7C8CO3,HO7C8O2,[22.9942113 25.13808923]
4318,IECCO3H,IECCO3,[12.06336164 17.65106059]
4319,IECPAN,IECCO3,[19.21677225 20.77387441]
4320,IECCHO,IECCO3,[17.91229952 21.22750174]
4321,PEBQO,C7OHCO2CO3,[18.97591989 23.57648044]
4322,PEBQCO,C7OHCO2CO3,[16.42153691 20.98234069]
4323,C7OHCO2PAN,C7OHCO2CO3,[21.95501667 22.42298067]
4324,C7OHO2CO3H,C7OHCO2CO3,[15.68118818 20.0326948 ]
4325,HC4CO3H,HC4CO3,[13.18296681 17.34850938]
4326,HC4PAN,HC4CO3,[19.42353811 19.74371632]
4327,HC4CHO,HC4CO3,[17.14057091 20.87432192]
4328,HO8C9CO3H,HO8C9O2,[ -inf 20.23052494]
4329,HO8C9OOH,HO8C9O2,[18.06562909 23.28027326]
4330,HO7CO10C12,HO8C9O2,[ -inf 24.0326714]
4331,HO8C9CO3,HO8C9O2,[23.31197197 25.38018956]
4332,NC4OOA,NC4OO,[20.04712831 20.10844988]
4333,MNNCATCOOH,MNNCATECO2,[18.57938098 21.67775849]
4334,MNCATECH,MNNCATECO2,[23.23424178 23.95872714]
4335,CO2N3PAN,CO2N3CO3,[20.84416317 23.27492514]
4336,CO2N3CO3H,CO2N3CO3,[13.29636189 19.77702428]
4337,CO2N3CHO,CO2N3CO3,[18.48539948 23.55070835]
4338,MXNCATCOOH,MXNCATECO2,[16.19743992 21.66856068]
4339,MXNCATECH,MXNCATECO2,[18.58080103 24.62610094]
4340,MXNNCATOOH,MXNNCATCO2,[18.07870233 21.16028756]
4341,MXNCATECH,MXNNCATCO2,[22.71237017 23.33597926]
4342,DMMALYO,CO2OH3MCO3,[18.02920625 23.01393507]
4343,CO2H3MCO3H,CO2OH3MCO3,[13.92988797 19.34897072]
